SED_NAME16	MaxSchoolingCompleted	adults
Braddon (Mersey)	Year 11	2424
Braddon (Mersey)	Year 12	7460
Braddon (Montgomery)	Did not go to school	69
Braddon (Montgomery)	Year 8	1658
Braddon (Montgomery)	Year 9	2800
Braddon (Montgomery)	Year 10	9601
Braddon (Montgomery)	Year 11	2546
Braddon (Montgomery)	Year 12	7045
Braddon (Murchison)	Did not go to school	101
Braddon (Murchison)	Year 8	1644
Braddon (Murchison)	Year 9	2813
Braddon (Murchison)	Year 10	9889
Braddon (Murchison)	Year 11	2582
Braddon (Murchison)	Year 12	7062
Braddon (Western Tiers)	Year 8	9
Braddon (Western Tiers)	Year 9	21
Braddon (Western Tiers)	Year 10	87
Braddon (Western Tiers)	Year 11	11
Braddon (Western Tiers)	Year 12	31
Denison (Derwent)	Did not go to school	23
Denison (Derwent)	Year 8	374
Denison (Derwent)	Year 9	690
Denison (Derwent)	Year 10	2770
Denison (Derwent)	Year 11	811
Denison (Derwent)	Year 12	2482
Denison (Elwick)	Did not go to school	377
Denison (Elwick)	Year 8	1872
Denison (Elwick)	Year 9	2590
Denison (Elwick)	Year 10	8676
Denison (Elwick)	Year 11	2557
Denison (Elwick)	Year 12	10767
Denison (Hobart)	Did not go to school	122
Denison (Hobart)	Year 8	881
Denison (Hobart)	Year 9	1074
Denison (Hobart)	Year 10	4182
Denison (Hobart)	Year 11	1774
Denison (Hobart)	Year 12	18375
Denison (Huon)	Year 8	7
Denison (Huon)	Year 9	16
Denison (Huon)	Year 10	70
Denison (Huon)	Year 11	37
Denison (Huon)	Year 12	193
Denison (Nelson)	Did not go to school	56
Denison (Nelson)	Year 8	407
Denison (Nelson)	Year 9	590
Denison (Nelson)	Year 10	2476
Denison (Nelson)	Year 11	1061
Denison (Nelson)	Year 12	13273
Franklin (Derwent)	Did not go to school	8
Franklin (Derwent)	Year 8	75
Franklin (Derwent)	Year 9	202
Franklin (Derwent)	Year 10	1063
Franklin (Derwent)	Year 11	302
Franklin (Derwent)	Year 12	1198
Franklin (Huon)	Did not go to school	44
Franklin (Huon)	Year 8	1077
Franklin (Huon)	Year 9	1936
Franklin (Huon)	Year 10	7920
Franklin (Huon)	Year 11	2650
Franklin (Huon)	Year 12	12657
Franklin (Nelson)	Did not go to school	16
Franklin (Nelson)	Year 8	310
Franklin (Nelson)	Year 9	535
Franklin (Nelson)	Year 10	2148
Franklin (Nelson)	Year 11	724
Franklin (Nelson)	Year 12	4515
Franklin (Pembroke)	Did not go to school	100
Franklin (Pembroke)	Year 8	1282
Franklin (Pembroke)	Year 9	2000
Franklin (Pembroke)	Year 10	7923
Franklin (Pembroke)	Year 11	2470
Franklin (Pembroke)	Year 12	12592
Franklin (Rumney)	Did not go to school	26
Franklin (Rumney)	Year 8	496
Franklin (Rumney)	Year 9	1070
Franklin (Rumney)	Year 10	4813
Franklin (Rumney)	Year 11	1661
Franklin (Rumney)	Year 12	6945
Lyons (Apsley)	Did not go to school	59
Lyons (Apsley)	Year 8	1003
Lyons (Apsley)	Year 9	1880
Lyons (Apsley)	Year 10	5828
Lyons (Apsley)	Year 11	1495
Lyons (Apsley)	Year 12	4864
Lyons (Derwent)	Did not go to school	89
Lyons (Derwent)	Year 8	1102
Lyons (Derwent)	Year 9	2077
Lyons (Derwent)	Year 10	7006
Lyons (Derwent)	Year 11	1902
Lyons (Derwent)	Year 12	4974
Lyons (Rosevears)	Did not go to school	19
Lyons (Rosevears)	Year 8	381
Lyons (Rosevears)	Year 9	804
Lyons (Rosevears)	Year 10	2780
Lyons (Rosevears)	Year 11	695
Lyons (Rosevears)	Year 12	2703
Lyons (Rumney)	Did not go to school	28
Lyons (Rumney)	Year 8	615
Lyons (Rumney)	Year 9	1263
Lyons (Rumney)	Year 10	4738
Lyons (Rumney)	Year 11	1272
Lyons (Rumney)	Year 12	4595
Lyons (Western Tiers)	Did not go to school	70
Lyons (Western Tiers)	Year 8	1458
Lyons (Western Tiers)	Year 9	2759
Lyons (Western Tiers)	Year 10	9651
Lyons (Western Tiers)	Year 11	2379
Lyons (Western Tiers)	Year 12	7813
No usual address (Tas.)	Did not go to school	3
No usual address (Tas.)	Year 8	34
No usual address (Tas.)	Year 9	51
No usual address (Tas.)	Year 10	209
No usual address (Tas.)	Year 11	62
No usual address (Tas.)	Year 12	296
Migratory - Offshore - Shipping (Tas.)	Year 10	22
Migratory - Offshore - Shipping (Tas.)	Year 11	10
Migratory - Offshore - Shipping (Tas.)	Year 12	25
Arafura	Did not go to school	152
Arafura	Year 8	544
Arafura	Year 9	462
Arafura	Year 10	1263
Arafura	Year 11	913
Arafura	Year 12	1112
Araluen	Did not go to school	68
Araluen	Year 8	318
Araluen	Year 9	398
Araluen	Year 10	1284
Araluen	Year 11	1037
Araluen	Year 12	4546
Arnhem	Did not go to school	125
Arnhem	Year 8	705
Arnhem	Year 9	550
Arnhem	Year 10	968
Arnhem	Year 11	716
Arnhem	Year 12	1610
Barkly	Did not go to school	218
Barkly	Year 8	934
Barkly	Year 9	648
Barkly	Year 10	1379
Barkly	Year 11	714
Barkly	Year 12	1500
Blain	Did not go to school	35
Blain	Year 8	189
Blain	Year 9	295
Blain	Year 10	1331
Blain	Year 11	1007
Blain	Year 12	3283
Braitling	Did not go to school	85
Braitling	Year 8	353
Braitling	Year 9	392
Braitling	Year 10	1433
Braitling	Year 11	1093
Braitling	Year 12	3855
Brennan	Did not go to school	18
Brennan	Year 8	129
Brennan	Year 9	253
Brennan	Year 10	1246
Brennan	Year 11	940
Brennan	Year 12	3136
Casuarina	Did not go to school	58
Casuarina	Year 8	274
Casuarina	Year 9	239
Casuarina	Year 10	937
Casuarina	Year 11	665
Casuarina	Year 12	4279
Daly	Did not go to school	94
Daly	Year 8	728
Daly	Year 9	628
Daly	Year 10	1905
Daly	Year 11	842
Daly	Year 12	1860
Drysdale	Did not go to school	43
Drysdale	Year 8	242
Drysdale	Year 9	407
Drysdale	Year 10	1454
Drysdale	Year 11	890
Drysdale	Year 12	2553
Fannie Bay	Did not go to school	39
Fannie Bay	Year 8	231
Fannie Bay	Year 9	237
Fannie Bay	Year 10	914
Fannie Bay	Year 11	663
Fannie Bay	Year 12	4094
Fong Lim	Did not go to school	28
Fong Lim	Year 8	157
Fong Lim	Year 9	193
Fong Lim	Year 10	859
Fong Lim	Year 11	683
Fong Lim	Year 12	3973
Goyder (NT)	Did not go to school	47
Goyder (NT)	Year 8	292
Goyder (NT)	Year 9	419
Goyder (NT)	Year 10	1920
Goyder (NT)	Year 11	1097
Goyder (NT)	Year 12	2678
Johnston	Did not go to school	51
Johnston	Year 8	283
Johnston	Year 9	264
Johnston	Year 10	915
Johnston	Year 11	740
Johnston	Year 12	3158
Karama	Did not go to school	79
Karama	Year 8	310
Karama	Year 9	316
Karama	Year 10	1066
Karama	Year 11	776
Karama	Year 12	2772
Katherine	Did not go to school	96
Katherine	Year 8	339
Katherine	Year 9	424
Katherine	Year 10	1417
Katherine	Year 11	796
Katherine	Year 12	2697
Namatjira	Did not go to school	325
Namatjira	Year 8	918
Namatjira	Year 9	494
Namatjira	Year 10	1225
Namatjira	Year 11	644
Namatjira	Year 12	1860
Nelson	Did not go to school	35
Nelson	Year 8	222
Nelson	Year 9	370
Nelson	Year 10	1902
Nelson	Year 11	1241
Nelson	Year 12	3559
Nhulunbuy	Did not go to school	87
Nhulunbuy	Year 8	958
Nhulunbuy	Year 9	693
Nhulunbuy	Year 10	1350
Nhulunbuy	Year 11	833
Nhulunbuy	Year 12	2051
Nightcliff	Did not go to school	38
Nightcliff	Year 8	200
Nightcliff	Year 9	220
Nightcliff	Year 10	820
Nightcliff	Year 11	568
Nightcliff	Year 12	4099
Port Darwin	Did not go to school	34
Port Darwin	Year 8	130
Port Darwin	Year 9	151
Port Darwin	Year 10	897
Port Darwin	Year 11	710
Port Darwin	Year 12	5668
Sanderson	Did not go to school	65
Sanderson	Year 8	266
Sanderson	Year 9	277
Sanderson	Year 10	1094
Sanderson	Year 11	838
Sanderson	Year 12	3344
Spillett	Did not go to school	28
Spillett	Year 8	133
Spillett	Year 9	281
Spillett	Year 10	1261
Spillett	Year 11	900
Spillett	Year 12	3771
Stuart (NT)	Did not go to school	274
Stuart (NT)	Year 8	1344
Stuart (NT)	Year 9	621
Stuart (NT)	Year 10	770
Stuart (NT)	Year 11	392
Stuart (NT)	Year 12	863
Wanguri	Did not go to school	56
Wanguri	Year 8	266
Wanguri	Year 9	235
Wanguri	Year 10	1024
Wanguri	Year 11	743
Wanguri	Year 12	3927
No usual address (NT)	Did not go to school	19
No usual address (NT)	Year 8	124
No usual address (NT)	Year 9	144
No usual address (NT)	Year 10	434
No usual address (NT)	Year 11	170
No usual address (NT)	Year 12	654
Migratory - Offshore - Shipping (NT)	Year 9	8
Migratory - Offshore - Shipping (NT)	Year 10	8
Migratory - Offshore - Shipping (NT)	Year 11	6
Migratory - Offshore - Shipping (NT)	Year 12	42
Brindabella	Did not go to school	215
Brindabella	Year 8	1479
Brindabella	Year 9	2579
Brindabella	Year 10	11129
Brindabella	Year 11	3661
Brindabella	Year 12	34531
Ginninderra	Did not go to school	310
Ginninderra	Year 8	1623
Ginninderra	Year 9	2236
Ginninderra	Year 10	8513
Ginninderra	Year 11	3131
Ginninderra	Year 12	43085
Kurrajong	Did not go to school	253
Kurrajong	Year 8	1336
Kurrajong	Year 9	1630
Kurrajong	Year 10	5290
Kurrajong	Year 11	2262
Kurrajong	Year 12	53494
Murrumbidgee	Did not go to school	239
Murrumbidgee	Year 8	1762
Murrumbidgee	Year 9	2210
Murrumbidgee	Year 10	7993
Murrumbidgee	Year 11	3033
Murrumbidgee	Year 12	43237
Yerrabi	Did not go to school	375
Yerrabi	Year 8	1558
Yerrabi	Year 9	2206
Yerrabi	Year 10	8521
Yerrabi	Year 11	3449
Yerrabi	Year 12	49401
No usual address (ACT)	Did not go to school	3
No usual address (ACT)	Year 8	12
No usual address (ACT)	Year 9	23
No usual address (ACT)	Year 10	86
No usual address (ACT)	Year 11	20
No usual address (ACT)	Year 12	257
Unclassified (OT)	Did not go to school	144
Unclassified (OT)	Year 8	198
Unclassified (OT)	Year 9	151
Unclassified (OT)	Year 10	744
Unclassified (OT)	Year 11	258
Unclassified (OT)	Year 12	1457
No usual address (OT)	Year 9	3
No usual address (OT)	Year 10	11
No usual address (OT)	Year 11	3
No usual address (OT)	Year 12	25
Migratory - Offshore - Shipping (OT)	Year 9	3
Migratory - Offshore - Shipping (OT)	Year 10	3
