SED_NAME16	Age	Sex	Volunteer	adults
Pine Rivers	35-44	F	1	1013
Pine Rivers	35-44	M		208
Pine Rivers	35-44	M	0	3022
Pine Rivers	35-44	M	1	667
Pine Rivers	45-54	F		173
Pine Rivers	45-54	F	0	2705
Pine Rivers	45-54	F	1	879
Pine Rivers	45-54	M		178
Pine Rivers	45-54	M	0	2714
Pine Rivers	45-54	M	1	660
Pine Rivers	55-64	F		150
Pine Rivers	55-64	F	0	2305
Pine Rivers	55-64	F	1	627
Pine Rivers	55-64	M		158
Pine Rivers	55-64	M	0	2253
Pine Rivers	55-64	M	1	480
Pine Rivers	65-74	F		151
Pine Rivers	65-74	F	0	1483
Pine Rivers	65-74	F	1	487
Pine Rivers	65-74	M		137
Pine Rivers	65-74	M	0	1475
Pine Rivers	65-74	M	1	395
Pine Rivers	75-84	F		113
Pine Rivers	75-84	F	0	579
Pine Rivers	75-84	F	1	112
Pine Rivers	75-84	M		94
Pine Rivers	75-84	M	0	517
Pine Rivers	75-84	M	1	119
Pine Rivers	85+	F		118
Pine Rivers	85+	F	0	222
Pine Rivers	85+	F	1	23
Pine Rivers	85+	M		53
Pine Rivers	85+	M	0	134
Pine Rivers	85+	M	1	12
Pumicestone	15-19	F		128
Pumicestone	15-19	F	0	1074
Pumicestone	15-19	F	1	239
Pumicestone	15-19	M		126
Pumicestone	15-19	M	0	1162
Pumicestone	15-19	M	1	143
Pumicestone	20-24	F		85
Pumicestone	20-24	F	0	1045
Pumicestone	20-24	F	1	163
Pumicestone	20-24	M		110
Pumicestone	20-24	M	0	1094
Pumicestone	20-24	M	1	108
Pumicestone	25-34	F		211
Pumicestone	25-34	F	0	2053
Pumicestone	25-34	F	1	440
Pumicestone	25-34	M		216
Pumicestone	25-34	M	0	2061
Pumicestone	25-34	M	1	268
Pumicestone	35-44	F		197
Pumicestone	35-44	F	0	2093
Pumicestone	35-44	F	1	618
Pumicestone	35-44	M		198
Pumicestone	35-44	M	0	2066
Pumicestone	35-44	M	1	351
Pumicestone	45-54	F		225
Pumicestone	45-54	F	0	2560
Pumicestone	45-54	F	1	598
Pumicestone	45-54	M		232
Pumicestone	45-54	M	0	2483
Pumicestone	45-54	M	1	395
Pumicestone	55-64	F		295
Pumicestone	55-64	F	0	3070
Pumicestone	55-64	F	1	779
Pumicestone	55-64	M		325
Pumicestone	55-64	M	0	2826
Pumicestone	55-64	M	1	509
Pumicestone	65-74	F		418
Pumicestone	65-74	F	0	3119
Pumicestone	65-74	F	1	968
Pumicestone	65-74	M		396
Pumicestone	65-74	M	0	3100
Pumicestone	65-74	M	1	729
Pumicestone	75-84	F		415
Pumicestone	75-84	F	0	1578
Pumicestone	75-84	F	1	379
Pumicestone	75-84	M		331
Pumicestone	75-84	M	0	1662
Pumicestone	75-84	M	1	299
Pumicestone	85+	F		453
Pumicestone	85+	F	0	582
Pumicestone	85+	F	1	55
Pumicestone	85+	M		229
Pumicestone	85+	M	0	486
Pumicestone	85+	M	1	52
Redcliffe	15-19	F		110
Redcliffe	15-19	F	0	936
Redcliffe	15-19	F	1	229
Redcliffe	15-19	M		109
Redcliffe	15-19	M	0	1108
Redcliffe	15-19	M	1	185
Redcliffe	20-24	F		67
Redcliffe	20-24	F	0	849
Redcliffe	20-24	F	1	188
Redcliffe	20-24	M		74
Redcliffe	20-24	M	0	996
Redcliffe	20-24	M	1	143
Redcliffe	25-34	F		168
Redcliffe	25-34	F	0	1903
Redcliffe	25-34	F	1	432
Redcliffe	25-34	M		179
Redcliffe	25-34	M	0	1936
Redcliffe	25-34	M	1	241
Redcliffe	35-44	F		227
Redcliffe	35-44	F	0	2288
Redcliffe	35-44	F	1	717
Redcliffe	35-44	M		200
Redcliffe	35-44	M	0	2256
Redcliffe	35-44	M	1	442
Redcliffe	45-54	F		212
Redcliffe	45-54	F	0	2763
Redcliffe	45-54	F	1	752
Redcliffe	45-54	M		268
Redcliffe	45-54	M	0	2772
Redcliffe	45-54	M	1	498
Redcliffe	55-64	F		253
Redcliffe	55-64	F	0	2804
Redcliffe	55-64	F	1	732
Redcliffe	55-64	M		212
Redcliffe	55-64	M	0	2624
Redcliffe	55-64	M	1	475
Redcliffe	65-74	F		312
Redcliffe	65-74	F	0	2304
Redcliffe	65-74	F	1	774
Redcliffe	65-74	M		282
Redcliffe	65-74	M	0	2152
Redcliffe	65-74	M	1	534
Redcliffe	75-84	F		311
Redcliffe	75-84	F	0	1294
Redcliffe	75-84	F	1	341
Redcliffe	75-84	M		210
Redcliffe	75-84	M	0	1060
Redcliffe	75-84	M	1	223
Redcliffe	85+	F		269
Redcliffe	85+	F	0	643
Redcliffe	85+	F	1	51
Redcliffe	85+	M		129
Redcliffe	85+	M	0	358
Redcliffe	85+	M	1	39
Redlands	15-19	F		85
Redlands	15-19	F	0	1191
Redlands	15-19	F	1	325
Redlands	15-19	M		104
Redlands	15-19	M	0	1395
Redlands	15-19	M	1	238
Redlands	20-24	F		55
Redlands	20-24	F	0	1003
Redlands	20-24	F	1	226
Redlands	20-24	M		68
Redlands	20-24	M	0	1044
Redlands	20-24	M	1	155
Redlands	25-34	F		121
Redlands	25-34	F	0	2152
Redlands	25-34	F	1	390
Redlands	25-34	M		136
Redlands	25-34	M	0	2085
Redlands	25-34	M	1	264
Redlands	35-44	F		164
Redlands	35-44	F	0	2338
Redlands	35-44	F	1	848
Redlands	35-44	M		180
Redlands	35-44	M	0	2489
Redlands	35-44	M	1	472
Redlands	45-54	F		174
Redlands	45-54	F	0	2856
Redlands	45-54	F	1	826
Redlands	45-54	M		206
Redlands	45-54	M	0	2804
Redlands	45-54	M	1	577
Redlands	55-64	F		177
Redlands	55-64	F	0	2659
Redlands	55-64	F	1	666
Redlands	55-64	M		183
Redlands	55-64	M	0	2577
Redlands	55-64	M	1	503
Redlands	65-74	F		224
Redlands	65-74	F	0	2077
Redlands	65-74	F	1	735
Redlands	65-74	M		206
Redlands	65-74	M	0	2195
Redlands	65-74	M	1	537
Redlands	75-84	F		169
Redlands	75-84	F	0	1067
Redlands	75-84	F	1	285
Redlands	75-84	M		141
Redlands	75-84	M	0	1012
Redlands	75-84	M	1	225
Redlands	85+	F		116
Redlands	85+	F	0	556
Redlands	85+	F	1	37
Redlands	85+	M		79
Redlands	85+	M	0	354
Redlands	85+	M	1	39
Rockhampton	15-19	F		193
Rockhampton	15-19	F	0	1165
Rockhampton	15-19	F	1	460
Rockhampton	15-19	M		143
Rockhampton	15-19	M	0	1196
Rockhampton	15-19	M	1	358
Rockhampton	20-24	F		160
Rockhampton	20-24	F	0	1352
Rockhampton	20-24	F	1	295
Rockhampton	20-24	M		162
Rockhampton	20-24	M	0	1321
Rockhampton	20-24	M	1	216
Rockhampton	25-34	F		245
Rockhampton	25-34	F	0	2713
Rockhampton	25-34	F	1	634
Rockhampton	25-34	M		335
Rockhampton	25-34	M	0	2728
Rockhampton	25-34	M	1	490
Rockhampton	35-44	F		212
Rockhampton	35-44	F	0	1964
Rockhampton	35-44	F	1	714
Rockhampton	35-44	M		272
Rockhampton	35-44	M	0	2066
Rockhampton	35-44	M	1	473
Rockhampton	45-54	F		246
Rockhampton	45-54	F	0	2244
Rockhampton	45-54	F	1	681
Rockhampton	45-54	M		347
Rockhampton	45-54	M	0	2137
Rockhampton	45-54	M	1	545
Rockhampton	55-64	F		215
Rockhampton	55-64	F	0	1936
Rockhampton	55-64	F	1	549
Rockhampton	55-64	M		298
Rockhampton	55-64	M	0	2033
Rockhampton	55-64	M	1	438
Rockhampton	65-74	F		217
Rockhampton	65-74	F	0	1339
Rockhampton	65-74	F	1	434
Rockhampton	65-74	M		193
Rockhampton	65-74	M	0	1309
Rockhampton	65-74	M	1	328
Rockhampton	75-84	F		242
Rockhampton	75-84	F	0	1103
Rockhampton	75-84	F	1	234
Rockhampton	75-84	M		185
Rockhampton	75-84	M	0	790
Rockhampton	75-84	M	1	164
Rockhampton	85+	F		202
Rockhampton	85+	F	0	589
Rockhampton	85+	F	1	42
Rockhampton	85+	M		89
Rockhampton	85+	M	0	303
Rockhampton	85+	M	1	31
Sandgate	15-19	F		89
Sandgate	15-19	F	0	979
Sandgate	15-19	F	1	309
Sandgate	15-19	M		92
Sandgate	15-19	M	0	1118
Sandgate	15-19	M	1	269
Sandgate	20-24	F		76
Sandgate	20-24	F	0	1049
Sandgate	20-24	F	1	264
Sandgate	20-24	M		85
Sandgate	20-24	M	0	1121
Sandgate	20-24	M	1	174
Sandgate	25-34	F		171
Sandgate	25-34	F	0	2714
Sandgate	25-34	F	1	565
Sandgate	25-34	M		168
Sandgate	25-34	M	0	2595
Sandgate	25-34	M	1	360
Sandgate	35-44	F		185
Sandgate	35-44	F	0	2710
Sandgate	35-44	F	1	1016
Sandgate	35-44	M		202
Sandgate	35-44	M	0	2723
Sandgate	35-44	M	1	635
Sandgate	45-54	F		199
Sandgate	45-54	F	0	2651
Sandgate	45-54	F	1	817
Sandgate	45-54	M		189
Sandgate	45-54	M	0	2608
Sandgate	45-54	M	1	638
Sandgate	55-64	F		119
Sandgate	55-64	F	0	2237
Sandgate	55-64	F	1	606
Sandgate	55-64	M		144
Sandgate	55-64	M	0	2166
Sandgate	55-64	M	1	464
Sandgate	65-74	F		137
Sandgate	65-74	F	0	1644
Sandgate	65-74	F	1	519
Sandgate	65-74	M		123
Sandgate	65-74	M	0	1479
Sandgate	65-74	M	1	371
Sandgate	75-84	F		158
Sandgate	75-84	F	0	1039
Sandgate	75-84	F	1	224
Sandgate	75-84	M		98
Sandgate	75-84	M	0	795
Sandgate	75-84	M	1	142
Sandgate	85+	F		80
Sandgate	85+	F	0	646
Sandgate	85+	F	1	35
Sandgate	85+	M		54
Sandgate	85+	M	0	338
Sandgate	85+	M	1	26
South Brisbane	15-19	F		130
South Brisbane	15-19	F	0	910
South Brisbane	15-19	F	1	421
South Brisbane	15-19	M		129
South Brisbane	15-19	M	0	942
South Brisbane	15-19	M	1	395
South Brisbane	20-24	F		296
South Brisbane	20-24	F	0	2388
South Brisbane	20-24	F	1	921
South Brisbane	20-24	M		321
South Brisbane	20-24	M	0	2550
South Brisbane	20-24	M	1	634
South Brisbane	25-34	F		646
South Brisbane	25-34	F	0	5107
South Brisbane	25-34	F	1	1482
South Brisbane	25-34	M		742
South Brisbane	25-34	M	0	5657
South Brisbane	25-34	M	1	1214
South Brisbane	35-44	F		346
South Brisbane	35-44	F	0	2613
South Brisbane	35-44	F	1	995
South Brisbane	35-44	M		400
South Brisbane	35-44	M	0	3153
South Brisbane	35-44	M	1	750
South Brisbane	45-54	F		273
South Brisbane	45-54	F	0	1939
South Brisbane	45-54	F	1	874
South Brisbane	45-54	M		329
South Brisbane	45-54	M	0	2241
South Brisbane	45-54	M	1	686
South Brisbane	55-64	F		241
South Brisbane	55-64	F	0	1620
South Brisbane	55-64	F	1	586
South Brisbane	55-64	M		242
South Brisbane	55-64	M	0	1776
South Brisbane	55-64	M	1	526
South Brisbane	65-74	F		120
South Brisbane	65-74	F	0	1009
South Brisbane	65-74	F	1	367
South Brisbane	65-74	M		157
South Brisbane	65-74	M	0	1109
South Brisbane	65-74	M	1	306
South Brisbane	75-84	F		75
South Brisbane	75-84	F	0	579
South Brisbane	75-84	F	1	99
South Brisbane	75-84	M		87
South Brisbane	75-84	M	0	516
South Brisbane	75-84	M	1	112
South Brisbane	85+	F		54
South Brisbane	85+	F	0	400
South Brisbane	85+	F	1	21
South Brisbane	85+	M		31
South Brisbane	85+	M	0	200
South Brisbane	85+	M	1	19
Southern Downs	15-19	F		155
Southern Downs	15-19	F	0	885
Southern Downs	15-19	F	1	332
Southern Downs	15-19	M		197
Southern Downs	15-19	M	0	1043
Southern Downs	15-19	M	1	308
Southern Downs	20-24	F		87
Southern Downs	20-24	F	0	844
Southern Downs	20-24	F	1	217
Southern Downs	20-24	M		105
Southern Downs	20-24	M	0	964
Southern Downs	20-24	M	1	182
Southern Downs	25-34	F		167
Southern Downs	25-34	F	0	1706
Southern Downs	25-34	F	1	599
Southern Downs	25-34	M		250
Southern Downs	25-34	M	0	1700
Southern Downs	25-34	M	1	381
Southern Downs	35-44	F		207
Southern Downs	35-44	F	0	1549
Southern Downs	35-44	F	1	1045
Southern Downs	35-44	M		192
Southern Downs	35-44	M	0	1587
Southern Downs	35-44	M	1	688
Southern Downs	45-54	F		250
Southern Downs	45-54	F	0	2000
Southern Downs	45-54	F	1	1048
Southern Downs	45-54	M		282
Southern Downs	45-54	M	0	2050
Southern Downs	45-54	M	1	854
Southern Downs	55-64	F		305
Southern Downs	55-64	F	0	2331
Southern Downs	55-64	F	1	945
Southern Downs	55-64	M		337
Southern Downs	55-64	M	0	2419
Southern Downs	55-64	M	1	794
Southern Downs	65-74	F		349
Southern Downs	65-74	F	0	1795
Southern Downs	65-74	F	1	927
Southern Downs	65-74	M		347
Southern Downs	65-74	M	0	2028
Southern Downs	65-74	M	1	773
Southern Downs	75-84	F		231
Southern Downs	75-84	F	0	1078
Southern Downs	75-84	F	1	373
Southern Downs	75-84	M		213
Southern Downs	75-84	M	0	1023
Southern Downs	75-84	M	1	311
Southern Downs	85+	F		117
Southern Downs	85+	F	0	555
Southern Downs	85+	F	1	70
Southern Downs	85+	M		78
Southern Downs	85+	M	0	329
Southern Downs	85+	M	1	34
Southport	15-19	F		196
Southport	15-19	F	0	1399
Southport	15-19	F	1	424
Southport	15-19	M		351
Southport	15-19	M	0	1427
Southport	15-19	M	1	317
Southport	20-24	F		248
Southport	20-24	F	0	2186
Southport	20-24	F	1	568
Southport	20-24	M		261
Southport	20-24	M	0	2368
Southport	20-24	M	1	413
Southport	25-34	F		368
Southport	25-34	F	0	3547
Southport	25-34	F	1	596
Southport	25-34	M		431
Southport	25-34	M	0	3621
Southport	25-34	M	1	508
Southport	35-44	F		297
Southport	35-44	F	0	2816
Southport	35-44	F	1	716
Southport	35-44	M		305
Southport	35-44	M	0	2880
Southport	35-44	M	1	487
Southport	45-54	F		313
Southport	45-54	F	0	2984
Southport	45-54	F	1	680
Southport	45-54	M		342
Southport	45-54	M	0	2803
Southport	45-54	M	1	482
Southport	55-64	F		276
Southport	55-64	F	0	2561
Southport	55-64	F	1	539
Southport	55-64	M		268
Southport	55-64	M	0	2441
Southport	55-64	M	1	385
Southport	65-74	F		258
Southport	65-74	F	0	2144
Southport	65-74	F	1	479
Southport	65-74	M		261
Southport	65-74	M	0	1970
Southport	65-74	M	1	326
Southport	75-84	F		273
Southport	75-84	F	0	1268
Southport	75-84	F	1	202
Southport	75-84	M		188
Southport	75-84	M	0	1043
Southport	75-84	M	1	134
Southport	85+	F		260
Southport	85+	F	0	781
Southport	85+	F	1	35
Southport	85+	M		126
Southport	85+	M	0	420
Southport	85+	M	1	29
Springwood	15-19	F		82
Springwood	15-19	F	0	1168
Springwood	15-19	F	1	324
Springwood	15-19	M		109
Springwood	15-19	M	0	1279
Springwood	15-19	M	1	292
Springwood	20-24	F		94
Springwood	20-24	F	0	1075
Springwood	20-24	F	1	303
Springwood	20-24	M		94
Springwood	20-24	M	0	1250
Springwood	20-24	M	1	233
Springwood	25-34	F		187
Springwood	25-34	F	0	2648
Springwood	25-34	F	1	610
Springwood	25-34	M		179
Springwood	25-34	M	0	2685
Springwood	25-34	M	1	479
Springwood	35-44	F		170
Springwood	35-44	F	0	2577
Springwood	35-44	F	1	970
Springwood	35-44	M		182
Springwood	35-44	M	0	2711
Springwood	35-44	M	1	632
Springwood	45-54	F		166
Springwood	45-54	F	0	2403
Springwood	45-54	F	1	770
Springwood	45-54	M		180
Springwood	45-54	M	0	2394
Springwood	45-54	M	1	600
Springwood	55-64	F		178
Springwood	55-64	F	0	2497
Springwood	55-64	F	1	638
Springwood	55-64	M		150
Springwood	55-64	M	0	2222
Springwood	55-64	M	1	487
Springwood	65-74	F		112
Springwood	65-74	F	0	1684
Springwood	65-74	F	1	487
Springwood	65-74	M		122
Springwood	65-74	M	0	1758
Springwood	65-74	M	1	390
Springwood	75-84	F		66
Springwood	75-84	F	0	557
Springwood	75-84	F	1	116
Springwood	75-84	M		53
Springwood	75-84	M	0	526
Springwood	75-84	M	1	106
Springwood	85+	F		31
Springwood	85+	F	0	279
Springwood	85+	F	1	18
Springwood	85+	M		11
Springwood	85+	M	0	129
Springwood	85+	M	1	18
Stafford	15-19	F		79
Stafford	15-19	F	0	876
Stafford	15-19	F	1	337
Stafford	15-19	M		58
Stafford	15-19	M	0	884
Stafford	15-19	M	1	245
Stafford	20-24	F		114
Stafford	20-24	F	0	1445
Stafford	20-24	F	1	441
Stafford	20-24	M		139
Stafford	20-24	M	0	1504
Stafford	20-24	M	1	270
Stafford	25-34	F		284
Stafford	25-34	F	0	3299
Stafford	25-34	F	1	746
Stafford	25-34	M		270
Stafford	25-34	M	0	3437
Stafford	25-34	M	1	523
Stafford	35-44	F		169
Stafford	35-44	F	0	2436
Stafford	35-44	F	1	1041
Stafford	35-44	M		203
Stafford	35-44	M	0	2529
Stafford	35-44	M	1	697
Stafford	45-54	F		130
Stafford	45-54	F	0	2026
Stafford	45-54	F	1	990
Stafford	45-54	M		160
Stafford	45-54	M	0	2170
Stafford	45-54	M	1	754
Stafford	55-64	F		137
Stafford	55-64	F	0	1574
Stafford	55-64	F	1	505
Stafford	55-64	M		123
Stafford	55-64	M	0	1534
Stafford	55-64	M	1	409
Stafford	65-74	F		105
Stafford	65-74	F	0	1074
Stafford	65-74	F	1	430
Stafford	65-74	M		97
Stafford	65-74	M	0	939
Stafford	65-74	M	1	293
Stafford	75-84	F		153
Stafford	75-84	F	0	831
Stafford	75-84	F	1	211
Stafford	75-84	M		100
Stafford	75-84	M	0	624
Stafford	75-84	M	1	163
Stafford	85+	F		281
Stafford	85+	F	0	521
Stafford	85+	F	1	47
Stafford	85+	M		101
Stafford	85+	M	0	278
Stafford	85+	M	1	33
Stretton	15-19	F		94
Stretton	15-19	F	0	1372
Stretton	15-19	F	1	377
Stretton	15-19	M		117
Stretton	15-19	M	0	1544
Stretton	15-19	M	1	323
Stretton	20-24	F		93
Stretton	20-24	F	0	1724
Stretton	20-24	F	1	474
Stretton	20-24	M		138
Stretton	20-24	M	0	2179
Stretton	20-24	M	1	352
Stretton	25-34	F		262
Stretton	25-34	F	0	4564
Stretton	25-34	F	1	755
Stretton	25-34	M		294
Stretton	25-34	M	0	4449
Stretton	25-34	M	1	625
Stretton	35-44	F		198
Stretton	35-44	F	0	3282
Stretton	35-44	F	1	943
Stretton	35-44	M		187
Stretton	35-44	M	0	3300
Stretton	35-44	M	1	677
Stretton	45-54	F		150
Stretton	45-54	F	0	2760
Stretton	45-54	F	1	712
Stretton	45-54	M		161
Stretton	45-54	M	0	2547
Stretton	45-54	M	1	581
Stretton	55-64	F		113
Stretton	55-64	F	0	2463
Stretton	55-64	F	1	574
Stretton	55-64	M		130
Stretton	55-64	M	0	2221
Stretton	55-64	M	1	448
Stretton	65-74	F		93
Stretton	65-74	F	0	1426
Stretton	65-74	F	1	376
Stretton	65-74	M		74
Stretton	65-74	M	0	1450
Stretton	65-74	M	1	341
Stretton	75-84	F		68
Stretton	75-84	F	0	674
Stretton	75-84	F	1	77
Stretton	75-84	M		57
Stretton	75-84	M	0	589
Stretton	75-84	M	1	105
Stretton	85+	F		58
Stretton	85+	F	0	419
Stretton	85+	F	1	11
Stretton	85+	M		25
Stretton	85+	M	0	198
Stretton	85+	M	1	16
Sunnybank	15-19	F		92
Sunnybank	15-19	F	0	1054
Sunnybank	15-19	F	1	339
Sunnybank	15-19	M		134
Sunnybank	15-19	M	0	1265
Sunnybank	15-19	M	1	279
Sunnybank	20-24	F		179
Sunnybank	20-24	F	0	2195
Sunnybank	20-24	F	1	513
Sunnybank	20-24	M		185
Sunnybank	20-24	M	0	2357
Sunnybank	20-24	M	1	381
Sunnybank	25-34	F		309
Sunnybank	25-34	F	0	4213
Sunnybank	25-34	F	1	710
Sunnybank	25-34	M		377
Sunnybank	25-34	M	0	4698
Sunnybank	25-34	M	1	643
Sunnybank	35-44	F		206
Sunnybank	35-44	F	0	2562
Sunnybank	35-44	F	1	700
Sunnybank	35-44	M		209
Sunnybank	35-44	M	0	2900
Sunnybank	35-44	M	1	503
Sunnybank	45-54	F		194
Sunnybank	45-54	F	0	2166
Sunnybank	45-54	F	1	602
Sunnybank	45-54	M		178
Sunnybank	45-54	M	0	2154
Sunnybank	45-54	M	1	451
Sunnybank	55-64	F		166
Sunnybank	55-64	F	0	2165
Sunnybank	55-64	F	1	498
Sunnybank	55-64	M		150
Sunnybank	55-64	M	0	1928
Sunnybank	55-64	M	1	397
Sunnybank	65-74	F		197
Sunnybank	65-74	F	0	1616
Sunnybank	65-74	F	1	472
Sunnybank	65-74	M		175
Sunnybank	65-74	M	0	1539
Sunnybank	65-74	M	1	336
Sunnybank	75-84	F		149
Sunnybank	75-84	F	0	994
Sunnybank	75-84	F	1	226
Sunnybank	75-84	M		110
Sunnybank	75-84	M	0	792
Sunnybank	75-84	M	1	185
Sunnybank	85+	F		135
Sunnybank	85+	F	0	583
Sunnybank	85+	F	1	42
Sunnybank	85+	M		71
Sunnybank	85+	M	0	313
Sunnybank	85+	M	1	28
Surfers Paradise	15-19	F		171
Surfers Paradise	15-19	F	0	1004
Surfers Paradise	15-19	F	1	312
Surfers Paradise	15-19	M		169
Surfers Paradise	15-19	M	0	1090
Surfers Paradise	15-19	M	1	234
Surfers Paradise	20-24	F		334
Surfers Paradise	20-24	F	0	1741
Surfers Paradise	20-24	F	1	330
Surfers Paradise	20-24	M		336
Surfers Paradise	20-24	M	0	1704
Surfers Paradise	20-24	M	1	282
Surfers Paradise	25-34	F		624
Surfers Paradise	25-34	F	0	3577
Surfers Paradise	25-34	F	1	523
Surfers Paradise	25-34	M		702
Surfers Paradise	25-34	M	0	3788
Surfers Paradise	25-34	M	1	453
Surfers Paradise	35-44	F		436
Surfers Paradise	35-44	F	0	2615
Surfers Paradise	35-44	F	1	622
Surfers Paradise	35-44	M		450
Surfers Paradise	35-44	M	0	2854
Surfers Paradise	35-44	M	1	431
Surfers Paradise	45-54	F		484
Surfers Paradise	45-54	F	0	2934
Surfers Paradise	45-54	F	1	709
Surfers Paradise	45-54	M		473
Surfers Paradise	45-54	M	0	2846
Surfers Paradise	45-54	M	1	518
Surfers Paradise	55-64	F		433
Surfers Paradise	55-64	F	0	2747
Surfers Paradise	55-64	F	1	612
Surfers Paradise	55-64	M		460
Surfers Paradise	55-64	M	0	2654
Surfers Paradise	55-64	M	1	451
Surfers Paradise	65-74	F		396
Surfers Paradise	65-74	F	0	2379
Surfers Paradise	65-74	F	1	530
Surfers Paradise	65-74	M		376
Surfers Paradise	65-74	M	0	2493
Surfers Paradise	65-74	M	1	417
Surfers Paradise	75-84	F		255
Surfers Paradise	75-84	F	0	1130
Surfers Paradise	75-84	F	1	222
Surfers Paradise	75-84	M		220
Surfers Paradise	75-84	M	0	1204
Surfers Paradise	75-84	M	1	157
Surfers Paradise	85+	F		143
Surfers Paradise	85+	F	0	494
Surfers Paradise	85+	F	1	30
Surfers Paradise	85+	M		79
Surfers Paradise	85+	M	0	340
Surfers Paradise	85+	M	1	21
Thuringowa	15-19	F		170
Thuringowa	15-19	F	0	1419
Thuringowa	15-19	F	1	357
Thuringowa	15-19	M		189
Thuringowa	15-19	M	0	1605
Thuringowa	15-19	M	1	272
Thuringowa	20-24	F		142
Thuringowa	20-24	F	0	1527
Thuringowa	20-24	F	1	341
Thuringowa	20-24	M		162
Thuringowa	20-24	M	0	1583
Thuringowa	20-24	M	1	241
Thuringowa	25-34	F		260
Thuringowa	25-34	F	0	2996
Thuringowa	25-34	F	1	698
Thuringowa	25-34	M		294
Thuringowa	25-34	M	0	2750
Thuringowa	25-34	M	1	426
Thuringowa	35-44	F		229
Thuringowa	35-44	F	0	2651
Thuringowa	35-44	F	1	832
Thuringowa	35-44	M		264
Thuringowa	35-44	M	0	2474
Thuringowa	35-44	M	1	544
Thuringowa	45-54	F		226
Thuringowa	45-54	F	0	2683
Thuringowa	45-54	F	1	675
Thuringowa	45-54	M		284
Thuringowa	45-54	M	0	2521
Thuringowa	45-54	M	1	598
Thuringowa	55-64	F		196
Thuringowa	55-64	F	0	2170
Thuringowa	55-64	F	1	464
Thuringowa	55-64	M		220
Thuringowa	55-64	M	0	2062
Thuringowa	55-64	M	1	369
Thuringowa	65-74	F		168
Thuringowa	65-74	F	0	1300
Thuringowa	65-74	F	1	343
Thuringowa	65-74	M		161
Thuringowa	65-74	M	0	1294
Thuringowa	65-74	M	1	305
Thuringowa	75-84	F		111
Thuringowa	75-84	F	0	597
Thuringowa	75-84	F	1	124
Thuringowa	75-84	M		80
Thuringowa	75-84	M	0	513
Thuringowa	75-84	M	1	107
Thuringowa	85+	F		20
Thuringowa	85+	F	0	258
Thuringowa	85+	F	1	16
Thuringowa	85+	M		25
Thuringowa	85+	M	0	151
Thuringowa	85+	M	1	8
Toowoomba North	15-19	F		166
Toowoomba North	15-19	F	0	1133
Toowoomba North	15-19	F	1	440
Toowoomba North	15-19	M		195
Toowoomba North	15-19	M	0	1236
Toowoomba North	15-19	M	1	319
Toowoomba North	20-24	F		121
Toowoomba North	20-24	F	0	1238
Toowoomba North	20-24	F	1	334
Toowoomba North	20-24	M		152
Toowoomba North	20-24	M	0	1257
Toowoomba North	20-24	M	1	276
Toowoomba North	25-34	F		218
Toowoomba North	25-34	F	0	2379
Toowoomba North	25-34	F	1	576
Toowoomba North	25-34	M		239
Toowoomba North	25-34	M	0	2332
Toowoomba North	25-34	M	1	471
Toowoomba North	35-44	F		198
Toowoomba North	35-44	F	0	2004
Toowoomba North	35-44	F	1	836
Toowoomba North	35-44	M		239
Toowoomba North	35-44	M	0	2042
Toowoomba North	35-44	M	1	597
Toowoomba North	45-54	F		201
Toowoomba North	45-54	F	0	2320
Toowoomba North	45-54	F	1	923
Toowoomba North	45-54	M		227
Toowoomba North	45-54	M	0	2174
Toowoomba North	45-54	M	1	697
Toowoomba North	55-64	F		232
Toowoomba North	55-64	F	0	2305
Toowoomba North	55-64	F	1	762
Toowoomba North	55-64	M		242
Toowoomba North	55-64	M	0	2157
Toowoomba North	55-64	M	1	566
Toowoomba North	65-74	F		246
Toowoomba North	65-74	F	0	1794
Toowoomba North	65-74	F	1	653
Toowoomba North	65-74	M		227
Toowoomba North	65-74	M	0	1616
Toowoomba North	65-74	M	1	529
Toowoomba North	75-84	F		204
Toowoomba North	75-84	F	0	1041
Toowoomba North	75-84	F	1	293
Toowoomba North	75-84	M		143
Toowoomba North	75-84	M	0	832
Toowoomba North	75-84	M	1	241
Toowoomba North	85+	F		116
Toowoomba North	85+	F	0	491
Toowoomba North	85+	F	1	50
Toowoomba North	85+	M		58
Toowoomba North	85+	M	0	297
Toowoomba North	85+	M	1	33
Toowoomba South	15-19	F		112
Toowoomba South	15-19	F	0	1106
Toowoomba South	15-19	F	1	403
Toowoomba South	15-19	M		121
Toowoomba South	15-19	M	0	1250
Toowoomba South	15-19	M	1	286
Toowoomba South	20-24	F		109
Toowoomba South	20-24	F	0	1232
Toowoomba South	20-24	F	1	344
Toowoomba South	20-24	M		128
Toowoomba South	20-24	M	0	1285
Toowoomba South	20-24	M	1	239
Toowoomba South	25-34	F		212
Toowoomba South	25-34	F	0	2638
Toowoomba South	25-34	F	1	714
Toowoomba South	25-34	M		245
Toowoomba South	25-34	M	0	2619
Toowoomba South	25-34	M	1	569
Toowoomba South	35-44	F		170
Toowoomba South	35-44	F	0	2115
Toowoomba South	35-44	F	1	883
Toowoomba South	35-44	M		188
Toowoomba South	35-44	M	0	2073
Toowoomba South	35-44	M	1	603
Toowoomba South	45-54	F		185
Toowoomba South	45-54	F	0	2096
Toowoomba South	45-54	F	1	812
Toowoomba South	45-54	M		179
