SED_NAME16	DwellingStructure	InternetAccessedFromDwelling	occupied_private_dwellings
Mount Druitt	(Other)	1	39
Mount Druitt	Flat/apartment		61
Mount Druitt	Flat/apartment	0	293
Mount Druitt	Flat/apartment	1	1091
Mount Druitt	Semi-detached, row/terrace house, townhouse etc.		112
Mount Druitt	Semi-detached, row/terrace house, townhouse etc.	0	585
Mount Druitt	Semi-detached, row/terrace house, townhouse etc.	1	2808
Mount Druitt	Separate house		580
Mount Druitt	Separate house	0	2427
Mount Druitt	Separate house	1	17115
Mulgoa			9
Mulgoa		0	4
Mulgoa		1	61
Mulgoa	(Other)		3
Mulgoa	(Other)	0	17
Mulgoa	(Other)	1	20
Mulgoa	Flat/apartment		3
Mulgoa	Flat/apartment	0	45
Mulgoa	Flat/apartment	1	84
Mulgoa	Semi-detached, row/terrace house, townhouse etc.		26
Mulgoa	Semi-detached, row/terrace house, townhouse etc.	0	108
Mulgoa	Semi-detached, row/terrace house, townhouse etc.	1	830
Mulgoa	Separate house		457
Mulgoa	Separate house	0	1730
Mulgoa	Separate house	1	20264
Murray			23
Murray		0	58
Murray		1	149
Murray	(Other)		46
Murray	(Other)	0	201
Murray	(Other)	1	295
Murray	Flat/apartment		131
Murray	Flat/apartment	0	719
Murray	Flat/apartment	1	1068
Murray	Semi-detached, row/terrace house, townhouse etc.		52
Murray	Semi-detached, row/terrace house, townhouse etc.	0	408
Murray	Semi-detached, row/terrace house, townhouse etc.	1	574
Murray	Separate house		819
Murray	Separate house	0	5741
Murray	Separate house	1	19311
Myall Lakes			18
Myall Lakes		0	50
Myall Lakes		1	150
Myall Lakes	(Other)		46
Myall Lakes	(Other)	0	182
Myall Lakes	(Other)	1	329
Myall Lakes	Flat/apartment		113
Myall Lakes	Flat/apartment	0	811
Myall Lakes	Flat/apartment	1	1293
Myall Lakes	Semi-detached, row/terrace house, townhouse etc.		137
Myall Lakes	Semi-detached, row/terrace house, townhouse etc.	0	1125
Myall Lakes	Semi-detached, row/terrace house, townhouse etc.	1	1841
Myall Lakes	Separate house		602
Myall Lakes	Separate house	0	4381
Myall Lakes	Separate house	1	17360
Newcastle			27
Newcastle		0	25
Newcastle		1	120
Newcastle	(Other)		10
Newcastle	(Other)	0	34
Newcastle	(Other)	1	103
Newcastle	Flat/apartment		231
Newcastle	Flat/apartment	0	1442
Newcastle	Flat/apartment	1	4165
Newcastle	Semi-detached, row/terrace house, townhouse etc.		144
Newcastle	Semi-detached, row/terrace house, townhouse etc.	0	908
Newcastle	Semi-detached, row/terrace house, townhouse etc.	1	4429
Newcastle	Separate house		390
Newcastle	Separate house	0	2345
Newcastle	Separate house	1	15034
Newtown			63
Newtown		0	21
Newtown		1	176
Newtown	(Other)		33
Newtown	(Other)	0	61
Newtown	(Other)	1	422
Newtown	Flat/apartment		626
Newtown	Flat/apartment	0	2552
Newtown	Flat/apartment	1	15334
Newtown	Semi-detached, row/terrace house, townhouse etc.		362
Newtown	Semi-detached, row/terrace house, townhouse etc.	0	920
Newtown	Semi-detached, row/terrace house, townhouse etc.	1	11177
Newtown	Separate house		71
Newtown	Separate house	0	248
Newtown	Separate house	1	2020
North Shore			14
North Shore		0	12
North Shore		1	71
North Shore	(Other)		3
North Shore	(Other)	0	8
North Shore	(Other)	1	78
North Shore	Flat/apartment		495
North Shore	Flat/apartment	0	1820
North Shore	Flat/apartment	1	21052
North Shore	Semi-detached, row/terrace house, townhouse etc.		63
North Shore	Semi-detached, row/terrace house, townhouse etc.	0	142
North Shore	Semi-detached, row/terrace house, townhouse etc.	1	3761
North Shore	Separate house		78
North Shore	Separate house	0	206
North Shore	Separate house	1	5260
Northern Tablelands			22
Northern Tablelands		0	75
Northern Tablelands		1	193
Northern Tablelands	(Other)		27
Northern Tablelands	(Other)	0	97
Northern Tablelands	(Other)	1	177
Northern Tablelands	Flat/apartment		104
Northern Tablelands	Flat/apartment	0	602
Northern Tablelands	Flat/apartment	1	809
Northern Tablelands	Semi-detached, row/terrace house, townhouse etc.		58
Northern Tablelands	Semi-detached, row/terrace house, townhouse etc.	0	393
Northern Tablelands	Semi-detached, row/terrace house, townhouse etc.	1	946
Northern Tablelands	Separate house		815
Northern Tablelands	Separate house	0	5791
Northern Tablelands	Separate house	1	18527
Oatley			8
Oatley		0	6
Oatley		1	52
Oatley	(Other)		4
Oatley	(Other)	0	11
Oatley	(Other)	1	98
Oatley	Flat/apartment		146
Oatley	Flat/apartment	0	767
Oatley	Flat/apartment	1	4463
Oatley	Semi-detached, row/terrace house, townhouse etc.		94
Oatley	Semi-detached, row/terrace house, townhouse etc.	0	691
Oatley	Semi-detached, row/terrace house, townhouse etc.	1	3113
Oatley	Separate house		317
Oatley	Separate house	0	1732
Oatley	Separate house	1	14090
Orange			58
Orange		0	50
Orange		1	110
Orange	(Other)		18
Orange	(Other)	0	59
Orange	(Other)	1	106
Orange	Flat/apartment		62
Orange	Flat/apartment	0	462
Orange	Flat/apartment	1	528
Orange	Semi-detached, row/terrace house, townhouse etc.		72
Orange	Semi-detached, row/terrace house, townhouse etc.	0	583
Orange	Semi-detached, row/terrace house, townhouse etc.	1	1046
Orange	Separate house		725
Orange	Separate house	0	5036
Orange	Separate house	1	19289
Oxley			27
Oxley		0	47
Oxley		1	172
Oxley	(Other)		37
Oxley	(Other)	0	250
Oxley	(Other)	1	323
Oxley	Flat/apartment		59
Oxley	Flat/apartment	0	496
Oxley	Flat/apartment	1	596
Oxley	Semi-detached, row/terrace house, townhouse etc.		48
Oxley	Semi-detached, row/terrace house, townhouse etc.	0	471
Oxley	Semi-detached, row/terrace house, townhouse etc.	1	673
Oxley	Separate house		709
Oxley	Separate house	0	5234
Oxley	Separate house	1	18503
Parramatta			32
Parramatta		0	17
Parramatta		1	130
Parramatta	(Other)		9
Parramatta	(Other)	0	24
Parramatta	(Other)	1	185
Parramatta	Flat/apartment		495
Parramatta	Flat/apartment	0	1707
Parramatta	Flat/apartment	1	13035
Parramatta	Semi-detached, row/terrace house, townhouse etc.		150
Parramatta	Semi-detached, row/terrace house, townhouse etc.	0	684
Parramatta	Semi-detached, row/terrace house, townhouse etc.	1	5523
Parramatta	Separate house		331
Parramatta	Separate house	0	1410
Parramatta	Separate house	1	10904
Penrith			4
Penrith		0	17
Penrith		1	49
Penrith	(Other)		20
Penrith	(Other)	0	46
Penrith	(Other)	1	78
Penrith	Flat/apartment		96
Penrith	Flat/apartment	0	622
Penrith	Flat/apartment	1	1724
Penrith	Semi-detached, row/terrace house, townhouse etc.		229
Penrith	Semi-detached, row/terrace house, townhouse etc.	0	943
Penrith	Semi-detached, row/terrace house, townhouse etc.	1	3164
Penrith	Separate house		406
Penrith	Separate house	0	2231
Penrith	Separate house	1	17941
Pittwater			14
Pittwater		0	25
Pittwater		1	121
Pittwater	(Other)		17
Pittwater	(Other)	0	34
Pittwater	(Other)	1	198
Pittwater	Flat/apartment		195
Pittwater	Flat/apartment	0	736
Pittwater	Flat/apartment	1	4912
Pittwater	Semi-detached, row/terrace house, townhouse etc.		77
Pittwater	Semi-detached, row/terrace house, townhouse etc.	0	413
Pittwater	Semi-detached, row/terrace house, townhouse etc.	1	2155
Pittwater	Separate house		299
Pittwater	Separate house	0	844
Pittwater	Separate house	1	14980
Port Macquarie			29
Port Macquarie		0	29
Port Macquarie		1	111
Port Macquarie	(Other)		46
Port Macquarie	(Other)	0	330
Port Macquarie	(Other)	1	406
Port Macquarie	Flat/apartment		138
Port Macquarie	Flat/apartment	0	985
Port Macquarie	Flat/apartment	1	2064
Port Macquarie	Semi-detached, row/terrace house, townhouse etc.		151
Port Macquarie	Semi-detached, row/terrace house, townhouse etc.	0	1081
Port Macquarie	Semi-detached, row/terrace house, townhouse etc.	1	2716
Port Macquarie	Separate house		512
Port Macquarie	Separate house	0	3044
Port Macquarie	Separate house	1	17554
Port Stephens			23
Port Stephens		0	22
Port Stephens		1	77
Port Stephens	(Other)		132
Port Stephens	(Other)	0	181
Port Stephens	(Other)	1	299
Port Stephens	Flat/apartment		65
Port Stephens	Flat/apartment	0	270
Port Stephens	Flat/apartment	1	672
Port Stephens	Semi-detached, row/terrace house, townhouse etc.		117
Port Stephens	Semi-detached, row/terrace house, townhouse etc.	0	877
Port Stephens	Semi-detached, row/terrace house, townhouse etc.	1	2618
Port Stephens	Separate house		520
Port Stephens	Separate house	0	2991
Port Stephens	Separate house	1	17422
Prospect			27
Prospect		0	22
Prospect		1	69
Prospect	(Other)		20
Prospect	(Other)	0	66
Prospect	(Other)	1	172
Prospect	Flat/apartment		57
Prospect	Flat/apartment	0	305
Prospect	Flat/apartment	1	1277
Prospect	Semi-detached, row/terrace house, townhouse etc.		151
Prospect	Semi-detached, row/terrace house, townhouse etc.	0	574
Prospect	Semi-detached, row/terrace house, townhouse etc.	1	3494
Prospect	Separate house		452
Prospect	Separate house	0	2431
Prospect	Separate house	1	15849
Riverstone			21
Riverstone		0	10
Riverstone		1	89
Riverstone	(Other)		48
Riverstone	(Other)	0	24
Riverstone	(Other)	1	79
Riverstone	Flat/apartment		13
Riverstone	Flat/apartment	0	56
Riverstone	Flat/apartment	1	696
Riverstone	Semi-detached, row/terrace house, townhouse etc.		86
Riverstone	Semi-detached, row/terrace house, townhouse etc.	0	324
Riverstone	Semi-detached, row/terrace house, townhouse etc.	1	6529
Riverstone	Separate house		374
Riverstone	Separate house	0	1098
Riverstone	Separate house	1	16438
Rockdale			16
Rockdale		0	19
Rockdale		1	80
Rockdale	(Other)		9
Rockdale	(Other)	0	61
Rockdale	(Other)	1	181
Rockdale	Flat/apartment		439
Rockdale	Flat/apartment	0	1713
Rockdale	Flat/apartment	1	11346
Rockdale	Semi-detached, row/terrace house, townhouse etc.		115
Rockdale	Semi-detached, row/terrace house, townhouse etc.	0	588
Rockdale	Semi-detached, row/terrace house, townhouse etc.	1	3106
Rockdale	Separate house		370
Rockdale	Separate house	0	2000
Rockdale	Separate house	1	10429
Ryde			30
Ryde		0	19
Ryde		1	130
Ryde	(Other)		3
Ryde	(Other)	0	12
Ryde	(Other)	1	79
Ryde	Flat/apartment		294
Ryde	Flat/apartment	0	1283
Ryde	Flat/apartment	1	11308
Ryde	Semi-detached, row/terrace house, townhouse etc.		142
Ryde	Semi-detached, row/terrace house, townhouse etc.	0	646
Ryde	Semi-detached, row/terrace house, townhouse etc.	1	4838
Ryde	Separate house		297
Ryde	Separate house	0	1374
Ryde	Separate house	1	12546
Seven Hills			12
Seven Hills		0	10
Seven Hills		1	56
Seven Hills	(Other)	0	3
Seven Hills	(Other)	1	30
Seven Hills	Flat/apartment		159
Seven Hills	Flat/apartment	0	679
Seven Hills	Flat/apartment	1	3922
Seven Hills	Semi-detached, row/terrace house, townhouse etc.		132
Seven Hills	Semi-detached, row/terrace house, townhouse etc.	0	554
Seven Hills	Semi-detached, row/terrace house, townhouse etc.	1	3225
Seven Hills	Separate house		439
Seven Hills	Separate house	0	2009
Seven Hills	Separate house	1	16894
Shellharbour			9
Shellharbour		0	14
Shellharbour		1	57
Shellharbour	(Other)		25
Shellharbour	(Other)	0	161
Shellharbour	(Other)	1	181
Shellharbour	Flat/apartment		62
Shellharbour	Flat/apartment	0	428
Shellharbour	Flat/apartment	1	704
Shellharbour	Semi-detached, row/terrace house, townhouse etc.		164
Shellharbour	Semi-detached, row/terrace house, townhouse etc.	0	970
Shellharbour	Semi-detached, row/terrace house, townhouse etc.	1	2467
Shellharbour	Separate house		525
Shellharbour	Separate house	0	3209
Shellharbour	Separate house	1	19679
South Coast			16
South Coast		0	49
South Coast		1	103
South Coast	(Other)		37
South Coast	(Other)	0	220
South Coast	(Other)	1	351
South Coast	Flat/apartment		60
South Coast	Flat/apartment	0	178
South Coast	Flat/apartment	1	376
South Coast	Semi-detached, row/terrace house, townhouse etc.		76
South Coast	Semi-detached, row/terrace house, townhouse etc.	0	530
South Coast	Semi-detached, row/terrace house, townhouse etc.	1	1006
South Coast	Separate house		719
South Coast	Separate house	0	4561
South Coast	Separate house	1	18903
Strathfield			37
Strathfield		0	19
Strathfield		1	175
Strathfield	(Other)		13
Strathfield	(Other)	0	20
Strathfield	(Other)	1	200
Strathfield	Flat/apartment		581
Strathfield	Flat/apartment	0	1455
Strathfield	Flat/apartment	1	12505
Strathfield	Semi-detached, row/terrace house, townhouse etc.		93
Strathfield	Semi-detached, row/terrace house, townhouse etc.	0	404
Strathfield	Semi-detached, row/terrace house, townhouse etc.	1	3171
Strathfield	Separate house		293
Strathfield	Separate house	0	1466
Strathfield	Separate house	1	10162
Summer Hill			174
Summer Hill		0	20
Summer Hill		1	99
Summer Hill	(Other)		16
Summer Hill	(Other)	0	50
Summer Hill	(Other)	1	351
Summer Hill	Flat/apartment		450
Summer Hill	Flat/apartment	0	1832
Summer Hill	Flat/apartment	1	12994
Summer Hill	Semi-detached, row/terrace house, townhouse etc.		85
Summer Hill	Semi-detached, row/terrace house, townhouse etc.	0	372
Summer Hill	Semi-detached, row/terrace house, townhouse etc.	1	3397
Summer Hill	Separate house		235
Summer Hill	Separate house	0	1480
Summer Hill	Separate house	1	8446
Swansea			10
Swansea		0	11
Swansea		1	47
Swansea	(Other)		12
Swansea	(Other)	0	119
Swansea	(Other)	1	140
Swansea	Flat/apartment		65
Swansea	Flat/apartment	0	551
Swansea	Flat/apartment	1	809
Swansea	Semi-detached, row/terrace house, townhouse etc.		82
Swansea	Semi-detached, row/terrace house, townhouse etc.	0	558
Swansea	Semi-detached, row/terrace house, townhouse etc.	1	1174
Swansea	Separate house		610
Swansea	Separate house	0	3822
Swansea	Separate house	1	19378
Sydney			91
Sydney		0	23
Sydney		1	148
Sydney	(Other)		28
Sydney	(Other)	0	20
Sydney	(Other)	1	114
Sydney	Flat/apartment		952
Sydney	Flat/apartment	0	2694
Sydney	Flat/apartment	1	28113
Sydney	Semi-detached, row/terrace house, townhouse etc.		191
Sydney	Semi-detached, row/terrace house, townhouse etc.	0	488
Sydney	Semi-detached, row/terrace house, townhouse etc.	1	6359
Sydney	Separate house		17
Sydney	Separate house	0	18
Sydney	Separate house	1	355
Tamworth			15
Tamworth		0	36
Tamworth		1	132
Tamworth	(Other)		30
Tamworth	(Other)	0	192
Tamworth	(Other)	1	264
Tamworth	Flat/apartment		49
Tamworth	Flat/apartment	0	332
Tamworth	Flat/apartment	1	347
Tamworth	Semi-detached, row/terrace house, townhouse etc.		128
Tamworth	Semi-detached, row/terrace house, townhouse etc.	0	751
Tamworth	Semi-detached, row/terrace house, townhouse etc.	1	1115
Tamworth	Separate house		738
Tamworth	Separate house	0	5207
Tamworth	Separate house	1	18938
Terrigal			15
Terrigal		0	9
Terrigal		1	68
Terrigal	(Other)		6
Terrigal	(Other)	0	42
Terrigal	(Other)	1	85
Terrigal	Flat/apartment		52
Terrigal	Flat/apartment	0	246
Terrigal	Flat/apartment	1	1288
Terrigal	Semi-detached, row/terrace house, townhouse etc.		103
Terrigal	Semi-detached, row/terrace house, townhouse etc.	0	724
Terrigal	Semi-detached, row/terrace house, townhouse etc.	1	1911
Terrigal	Separate house		448
Terrigal	Separate house	0	2263
Terrigal	Separate house	1	19229
The Entrance			13
The Entrance		0	37
The Entrance		1	63
The Entrance	(Other)		11
The Entrance	(Other)	0	64
The Entrance	(Other)	1	150
The Entrance	Flat/apartment		75
The Entrance	Flat/apartment	0	442
The Entrance	Flat/apartment	1	1227
The Entrance	Semi-detached, row/terrace house, townhouse etc.		227
The Entrance	Semi-detached, row/terrace house, townhouse etc.	0	1409
The Entrance	Semi-detached, row/terrace house, townhouse etc.	1	3098
The Entrance	Separate house		451
The Entrance	Separate house	0	2465
The Entrance	Separate house	1	17059
Tweed			18
Tweed		0	46
Tweed		1	173
Tweed	(Other)		65
Tweed	(Other)	0	422
Tweed	(Other)	1	632
Tweed	Flat/apartment		183
Tweed	Flat/apartment	0	1000
Tweed	Flat/apartment	1	2598
Tweed	Semi-detached, row/terrace house, townhouse etc.		255
Tweed	Semi-detached, row/terrace house, townhouse etc.	0	1548
Tweed	Semi-detached, row/terrace house, townhouse etc.	1	4450
Tweed	Separate house		445
Tweed	Separate house	0	2402
Tweed	Separate house	1	15287
Upper Hunter			19
Upper Hunter		0	29
Upper Hunter		1	153
Upper Hunter	(Other)		12
Upper Hunter	(Other)	0	98
Upper Hunter	(Other)	1	157
Upper Hunter	Flat/apartment		49
Upper Hunter	Flat/apartment	0	315
Upper Hunter	Flat/apartment	1	371
Upper Hunter	Semi-detached, row/terrace house, townhouse etc.		47
Upper Hunter	Semi-detached, row/terrace house, townhouse etc.	0	409
Upper Hunter	Semi-detached, row/terrace house, townhouse etc.	1	829
Upper Hunter	Separate house		609
Upper Hunter	Separate house	0	4776
Upper Hunter	Separate house	1	19224
Vaucluse			18
Vaucluse		0	9
Vaucluse		1	135
Vaucluse	(Other)		7
Vaucluse	(Other)	0	13
Vaucluse	(Other)	1	146
Vaucluse	Flat/apartment		603
Vaucluse	Flat/apartment	0	1639
Vaucluse	Flat/apartment	1	17506
Vaucluse	Semi-detached, row/terrace house, townhouse etc.		81
Vaucluse	Semi-detached, row/terrace house, townhouse etc.	0	207
Vaucluse	Semi-detached, row/terrace house, townhouse etc.	1	3422
Vaucluse	Separate house		152
Vaucluse	Separate house	0	287
Vaucluse	Separate house	1	6148
Wagga Wagga			11
Wagga Wagga		0	21
Wagga Wagga		1	76
Wagga Wagga	(Other)		23
Wagga Wagga	(Other)	0	48
Wagga Wagga	(Other)	1	162
Wagga Wagga	Flat/apartment		108
Wagga Wagga	Flat/apartment	0	755
Wagga Wagga	Flat/apartment	1	1490
Wagga Wagga	Semi-detached, row/terrace house, townhouse etc.		49
Wagga Wagga	Semi-detached, row/terrace house, townhouse etc.	0	332
Wagga Wagga	Semi-detached, row/terrace house, townhouse etc.	1	651
Wagga Wagga	Separate house		606
Wagga Wagga	Separate house	0	4114
Wagga Wagga	Separate house	1	19217
Wakehurst			26
Wakehurst		0	8
Wakehurst		1	69
Wakehurst	(Other)	0	8
Wakehurst	(Other)	1	61
Wakehurst	Flat/apartment		246
Wakehurst	Flat/apartment	0	1277
Wakehurst	Flat/apartment	1	6962
Wakehurst	Semi-detached, row/terrace house, townhouse etc.		62
Wakehurst	Semi-detached, row/terrace house, townhouse etc.	0	304
Wakehurst	Semi-detached, row/terrace house, townhouse etc.	1	1360
Wakehurst	Separate house		302
Wakehurst	Separate house	0	1147
Wakehurst	Separate house	1	15116
Wallsend			14
Wallsend		0	10
Wallsend		1	73
Wallsend	(Other)		3
Wallsend	(Other)	0	12
Wallsend	(Other)	1	60
Wallsend	Flat/apartment		77
Wallsend	Flat/apartment	0	528
Wallsend	Flat/apartment	1	1067
Wallsend	Semi-detached, row/terrace house, townhouse etc.		116
Wallsend	Semi-detached, row/terrace house, townhouse etc.	0	936
Wallsend	Semi-detached, row/terrace house, townhouse etc.	1	2391
Wallsend	Separate house		516
Wallsend	Separate house	0	3645
Wallsend	Separate house	1	20164
Willoughby			13
Willoughby		0	7
Willoughby		1	59
Willoughby	(Other)		7
Willoughby	(Other)	0	15
Willoughby	(Other)	1	87
Willoughby	Flat/apartment		302
Willoughby	Flat/apartment	0	1168
Willoughby	Flat/apartment	1	12824
Willoughby	Semi-detached, row/terrace house, townhouse etc.		67
Willoughby	Semi-detached, row/terrace house, townhouse etc.	0	194
Willoughby	Semi-detached, row/terrace house, townhouse etc.	1	3236
Willoughby	Separate house		217
Willoughby	Separate house	0	779
Willoughby	Separate house	1	11963
Wollondilly			11
Wollondilly		0	20
Wollondilly		1	96
Wollondilly	(Other)		11
Wollondilly	(Other)	0	69
Wollondilly	(Other)	1	102
Wollondilly	Flat/apartment		17
Wollondilly	Flat/apartment	0	102
Wollondilly	Flat/apartment	1	215
Wollondilly	Semi-detached, row/terrace house, townhouse etc.		52
Wollondilly	Semi-detached, row/terrace house, townhouse etc.	0	343
Wollondilly	Semi-detached, row/terrace house, townhouse etc.	1	983
Wollondilly	Separate house		522
Wollondilly	Separate house	0	2550
Wollondilly	Separate house	1	19817
Wollongong			104
Wollongong		0	53
Wollongong		1	147
Wollongong	(Other)		27
Wollongong	(Other)	0	102
