SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC32808,108,0,0,3,0,107,94,0,0,0,0,96,14,0,0,0,0,14,7,0,0,0,0,7,29,0,3,0,0,34,0,0,0,0,0,0,4,0,0,0,0,3,8,0,0,0,0,7,61,0,3,3,0,64,4,0,0,0,0,4,4,0,0,0,0,7,272,0,7,8,0,284
SSC32809,31,0,0,0,0,29,33,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,22,3,0,0,0,0,6,34,0,0,0,0,40,8,0,0,0,0,8,4,0,0,0,0,8,101,0,0,3,7,113
SSC32810,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC32811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32812,89,0,0,0,0,89,118,0,0,3,0,119,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,22,0,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,5,239,0,0,3,0,240
SSC32813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32814,76,0,0,0,0,76,87,0,0,0,0,83,4,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,176,0,0,0,0,180
SSC32815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32816,9,0,0,0,0,10,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,20
SSC32817,2136,84,14,3,3,2236,2311,81,15,0,3,2417,487,50,21,0,0,558,38,0,0,0,0,38,205,20,0,0,0,227,7,0,0,0,0,7,21,5,0,0,0,25,8,0,0,0,0,8,763,78,25,0,3,871,15,4,0,0,0,17,60,3,3,0,0,69,5289,252,50,3,12,5611
SSC32818,38,8,0,0,4,46,70,4,3,0,0,74,23,35,16,0,0,73,3,7,3,0,0,17,16,19,5,0,0,37,0,4,0,0,0,3,13,21,0,0,0,26,0,5,0,0,0,3,58,82,28,0,0,168,3,0,0,0,0,0,7,7,0,0,0,11,178,98,31,0,3,312
SSC32819,262,0,0,67,24,353,77,0,0,3,8,84,11,0,0,0,0,13,3,0,3,0,0,6,37,0,0,5,0,47,0,0,0,0,0,4,13,0,0,0,0,12,13,0,0,3,0,10,76,0,3,6,5,88,50,0,0,20,4,77,30,0,0,3,0,36,490,0,8,101,44,644
SSC32820,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC32821,26,0,0,0,0,26,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,18,0,0,0,0,18,3,0,0,0,0,3,3,0,0,0,0,3,60,0,0,0,0,60
SSC32822,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC32823,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC32824,3,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,0,18
SSC32825,85,0,0,0,0,84,109,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,8,216,0,0,0,0,219
SSC32826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC32827,8,0,0,3,0,8,5,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,24,0,0,3,0,28
SSC32828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32829,137,0,0,0,0,143,159,0,0,0,0,160,27,0,0,0,0,27,0,0,0,0,0,0,19,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,45,0,0,0,0,0,0,4,0,0,0,0,4,351,0,0,4,0,353
SSC32830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32831,10,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13
SSC32832,508,16,6,0,0,539,574,11,7,0,0,595,212,13,42,0,0,267,12,3,0,0,0,16,98,15,16,0,0,120,3,10,0,0,0,11,12,0,0,0,0,25,15,0,3,0,0,15,349,45,59,0,3,452,9,6,0,0,0,14,26,11,0,0,0,44,1460,88,79,0,9,1643
SSC32833,62,0,0,0,0,64,52,0,0,0,0,57,13,0,0,0,0,13,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,28,0,0,0,0,33,3,0,0,0,0,3,5,0,0,0,0,5,147,0,0,0,0,158
SSC32834,10,0,0,0,0,10,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
SSC32835,50,0,0,5,0,60,28,0,0,0,0,29,7,0,0,0,0,7,7,0,0,0,0,7,22,0,0,0,0,32,8,6,0,0,0,9,9,0,4,0,0,13,7,0,0,0,0,11,67,6,4,0,0,79,0,0,0,0,0,0,7,0,0,8,0,12,156,8,4,15,4,186
SSC32836,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC32837,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC32838,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC32839,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC32840,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC32841,33,0,0,0,0,35,14,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,50
SSC32842,278,92,5,117,0,483,377,141,3,0,0,526,134,150,12,0,0,291,28,16,0,0,0,49,51,63,3,4,0,116,0,3,0,0,0,5,0,5,0,14,0,17,0,3,0,0,0,6,214,239,13,19,0,486,3,0,0,0,0,3,19,12,0,9,0,34,883,485,18,145,0,1530
SSC32843,1248,31,0,0,0,1285,2179,25,4,0,3,2208,616,105,4,0,3,736,27,0,5,0,0,32,162,16,3,0,0,181,3,3,71,0,13,96,5,3,3,0,3,15,6,0,3,0,0,15,832,130,92,0,23,1072,57,20,24,0,3,101,67,9,7,0,4,78,4370,213,125,3,31,4744
SSC32844,30,0,0,0,0,30,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,75,0,0,0,0,75
SSC32845,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC32846,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC32847,27,0,0,0,0,27,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,51
SSC32848,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13
SSC32849,45,0,0,0,0,45,39,0,0,0,0,39,9,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,18,0,0,0,0,0,0,6,0,0,4,0,9,0,0,0,0,0,3,31,0,0,8,0,35,3,0,0,0,0,3,10,0,0,0,0,8,121,0,0,7,0,135
SSC32850,157,0,0,0,0,154,269,0,0,0,0,266,104,9,16,0,0,123,6,0,0,0,0,6,55,0,0,0,0,56,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,169,9,14,0,0,194,0,0,0,0,0,0,16,0,0,0,0,18,608,11,14,0,0,631
SSC32851,49,0,0,0,0,45,20,3,0,0,0,24,8,0,0,0,0,8,185,12,48,0,0,246,34,0,0,0,0,34,33,7,4,0,0,47,148,24,30,3,0,206,19,3,4,0,0,20,420,51,87,3,0,559,4,0,0,0,0,6,72,11,5,0,0,89,563,62,95,3,0,720
SSC32852,121,0,0,0,0,122,92,0,0,0,0,96,31,0,7,0,0,37,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,71,0,5,0,0,76,0,0,0,0,0,0,9,0,0,0,0,9,296,0,5,0,3,307
SSC32853,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,248,0,5,0,0,249,6,0,0,0,0,6,261,0,5,0,0,268,0,0,0,0,0,3,6,0,0,0,0,6,271,0,5,3,0,283
SSC32854,388,32,3,81,3,504,110,3,0,3,0,119,146,56,9,14,0,228,15,9,0,0,0,26,52,23,0,0,0,72,0,0,0,0,0,0,3,0,3,10,0,15,4,4,0,0,0,11,223,94,12,24,3,357,4,10,0,0,0,11,18,5,0,6,0,35,739,149,17,118,7,1030
SSC32855,871,3,4,44,3,924,584,0,0,3,0,592,182,3,6,4,0,197,25,0,10,0,0,29,103,0,4,3,3,110,0,0,3,0,0,3,19,0,0,28,0,52,7,0,0,0,0,10,336,3,18,38,3,400,11,0,0,0,0,17,41,0,0,7,0,50,1849,3,28,91,9,1977
SSC32856,91,0,0,0,0,91,56,0,0,0,0,59,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,3,7,0,0,0,0,7,176,0,0,0,0,173
SSC32857,61,4,0,25,0,85,12,0,0,0,0,15,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,5,0,20,3,0,0,0,0,3,0,0,0,4,0,3,90,5,0,29,0,120
SSC32858,189,0,0,0,0,189,123,0,0,0,0,124,28,0,0,0,0,28,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,48,0,0,0,0,48,0,0,0,0,0,0,11,0,0,0,0,7,374,0,0,0,0,370
SSC32859,834,59,3,0,3,899,1085,149,8,0,4,1243,331,159,40,0,0,532,28,13,3,0,0,41,139,60,11,0,0,217,3,4,0,0,0,6,13,3,0,0,0,13,7,0,0,0,0,7,517,244,59,0,0,818,12,0,0,0,0,8,43,8,0,0,0,52,2487,464,64,0,6,3020
SSC32860,50,0,0,0,0,55,34,0,0,0,0,34,14,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,107
SSC32861,19,0,0,0,0,19,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,8,4,0,0,0,0,4,5,0,0,0,0,5,47,0,0,0,0,49
SSC32862,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,24,0,0,0,0,28
SSC32863,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC32864,25,0,0,0,0,25,24,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,57
SSC32865,154,3,0,30,0,183,222,0,0,0,0,229,57,6,0,0,0,71,0,0,0,0,0,0,42,0,0,0,0,43,0,0,0,0,0,0,0,0,0,21,0,27,0,0,0,0,0,3,112,6,0,23,0,144,0,0,0,0,0,0,18,0,0,3,0,19,506,5,0,56,0,572
SSC32866,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
SSC32867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC32868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32869,449,0,0,24,0,473,318,0,0,3,0,321,63,3,0,0,0,66,5,0,0,0,0,5,81,0,0,3,0,79,3,0,0,0,0,3,8,0,0,10,0,20,7,0,0,0,0,9,161,3,0,15,0,180,6,0,0,0,0,6,24,0,0,3,0,32,962,3,0,39,3,1014
SSC32870,78,0,0,3,0,77,99,0,0,0,0,99,17,0,0,0,0,17,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,17,0,0,3,0,18,3,0,0,0,0,3,50,0,0,3,0,52,0,0,0,0,0,0,9,0,0,0,0,9,237,0,0,7,0,240
SSC32871,58,0,0,0,0,61,26,0,0,0,0,26,3,0,0,0,0,6,3,0,0,0,0,3,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,115
SSC32872,6,0,0,0,0,6,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,27,0,0,0,0,27,5,0,0,0,0,5,33,0,0,0,0,37,7,0,0,0,0,7,0,0,0,0,0,0,59,0,0,3,0,67
SSC32873,207,6,0,3,0,214,126,3,0,0,3,129,72,10,0,0,0,79,3,0,0,0,0,5,43,0,0,0,0,43,0,3,0,0,0,3,4,3,0,0,0,7,5,0,0,0,0,6,123,20,4,0,0,146,0,6,0,0,0,6,18,0,0,0,0,20,477,33,4,3,5,512
SSC32874,309,0,0,3,0,310,194,0,3,0,3,193,227,0,4,0,0,239,0,0,0,0,0,0,40,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,275,0,9,0,0,284,8,0,0,0,0,8,20,0,0,0,0,20,796,0,11,3,4,817
SSC32875,33,0,0,0,0,33,30,0,0,0,0,30,15,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,82
SSC32876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32877,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC32878,68,0,0,0,0,68,118,0,0,0,0,118,31,0,3,0,0,30,87,0,0,0,0,87,21,0,0,0,0,20,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,141,0,3,0,0,143,3,0,0,0,0,3,4,0,0,0,0,4,331,0,3,0,0,336
SSC32879,30,0,0,3,0,33,27,0,0,0,0,27,10,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,18,0,0,0,0,0,0,4,0,0,0,0,4,79,0,0,3,0,85
SSC32880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC32881,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC32882,165,0,0,14,0,183,104,0,0,0,0,100,53,0,5,0,0,64,0,0,0,0,0,0,36,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,92,0,5,0,0,97,5,0,0,0,0,5,12,0,3,0,0,15,376,3,8,18,0,407
SSC32883,484,30,405,0,0,915,507,29,430,0,0,973,278,66,1341,0,3,1686,0,0,25,0,0,24,122,11,357,0,4,497,3,0,13,0,0,17,3,0,29,0,0,31,5,0,10,0,0,14,415,81,1771,0,6,2272,8,0,11,0,0,18,23,0,46,0,0,70,1430,145,2668,0,8,4251
SSC32884,101,23,14,3,0,137,127,6,15,0,0,148,130,60,122,0,8,318,0,52,7,0,0,53,48,19,17,0,4,84,6,3,3,0,0,10,3,3,0,0,3,12,3,3,0,0,0,7,184,141,152,0,11,486,6,20,0,0,0,20,13,12,0,0,3,31,424,197,184,5,20,828
SSC32885,88,0,0,0,0,86,158,0,0,0,0,158,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,253,0,0,0,0,257
SSC32886,34,0,0,0,0,34,16,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,65,0,0,0,0,65
SSC32887,104,0,0,4,3,114,71,0,0,6,0,79,27,0,0,0,0,27,0,0,0,0,0,0,20,0,0,0,0,23,0,0,3,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,54,0,3,5,0,63,0,0,0,0,0,0,12,0,0,0,0,9,243,0,4,16,4,262
SSC32888,678,85,57,128,3,953,395,33,11,9,3,448,347,179,131,0,3,651,32,62,5,0,0,101,118,42,22,3,7,191,3,3,13,0,0,26,12,19,8,44,3,82,14,4,3,0,0,15,517,307,180,49,10,1064,8,5,60,0,0,68,43,13,31,12,0,90,1638,440,339,196,20,2629
SSC32889,14,6,0,0,0,19,5,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,4,34
SSC32890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
