SSC_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SSC21532,40,12,47,123,93,3,221,619,129,968
SSC21533,0,0,0,0,0,0,0,10,0,10
SSC21534,12,3,16,372,177,20,564,1182,114,1863
SSC21535,0,0,0,0,3,0,4,21,0,28
SSC21536,3,0,3,51,14,0,69,91,14,174
SSC21537,135,16,154,595,356,32,980,2141,153,3270
SSC21538,0,0,0,0,0,0,0,0,0,0
SSC21539,0,0,0,0,4,0,8,22,3,29
SSC21540,0,0,0,265,36,9,313,385,32,730
SSC21541,23,7,27,172,58,10,238,675,137,1046
SSC21542,0,0,0,3,3,0,4,13,3,24
SSC21543,3,0,3,31,8,3,42,113,30,183
SSC21544,139,3,144,1749,347,36,2140,3734,467,6340
SSC21545,11,0,11,1754,273,44,2068,2457,267,4793
SSC21546,0,0,0,3,0,0,3,26,3,32
SSC21547,0,0,3,28,7,0,39,92,26,154
SSC21548,25,4,32,1236,367,45,1647,3433,295,5375
SSC21549,3,0,3,161,63,4,230,512,54,787
SSC21550,16,3,20,79,18,0,102,276,38,414
SSC21551,11,7,12,138,55,8,201,471,40,711
SSC21552,16,3,21,357,149,21,525,912,159,1597
SSC21553,0,0,0,0,3,0,8,16,0,21
SSC21554,261,117,379,1719,571,63,2347,5097,552,8003
SSC21555,0,0,0,16,4,0,22,47,3,72
SSC21556,0,0,0,4,0,0,3,15,3,16
SSC21557,0,0,0,10,3,0,19,56,4,75
SSC21558,0,0,0,0,0,0,0,16,4,18
SSC21559,66,5,74,693,150,28,865,1612,176,2650
SSC21560,0,0,0,0,0,0,0,16,3,20
SSC21561,124,27,153,774,376,32,1184,2691,387,4264
SSC21562,0,0,0,12,3,0,19,47,3,65
SSC21563,0,0,0,52,37,0,94,179,32,308
SSC21564,20,3,25,1114,361,39,1519,1917,255,3688
SSC21565,96,56,157,1338,314,44,1697,5073,836,7594
SSC21566,4,0,7,89,32,0,119,194,26,340
SSC21567,3,0,3,0,4,3,4,26,6,42
SSC21568,3,0,6,53,34,0,86,248,27,352
SSC21569,0,0,3,38,10,0,49,106,17,174
SSC21570,0,0,0,13,4,0,13,32,0,50
SSC21571,0,0,0,4,4,0,10,19,5,37
SSC21572,0,0,0,30,8,3,39,117,17,177
SSC21573,68,4,72,158,102,10,270,1005,79,1351
SSC21574,27,10,39,122,52,0,177,674,80,936
SSC21575,4,0,8,136,71,14,217,417,76,709
SSC21576,296,51,349,1648,648,54,2353,5392,551,8289
SSC21577,448,48,506,3643,1138,134,4911,12083,914,17911
SSC21578,0,0,0,0,0,0,0,4,0,4
SSC21579,13,3,13,33,15,3,42,181,36,256
SSC21580,0,0,0,120,47,4,174,317,31,515
SSC21581,0,0,0,49,22,0,68,102,16,191
SSC21582,3,0,3,24,13,0,40,74,18,138
SSC21583,52,12,66,496,173,18,689,1297,128,2115
SSC21584,0,3,3,15,8,0,19,42,13,75
SSC21585,0,0,0,12,3,0,17,37,12,60
SSC21586,0,0,0,0,3,0,3,20,3,24
SSC21587,0,0,0,0,0,0,0,8,0,8
SSC21588,143,21,169,737,325,43,1094,2414,360,3870
SSC21589,0,0,0,0,0,0,0,12,7,17
SSC21590,5,0,5,20,10,0,35,83,18,129
SSC21591,0,0,0,26,10,0,36,106,29,176
SSC21592,9,3,11,36,27,0,62,129,14,211
SSC21593,110,15,130,1831,492,37,2359,7258,798,10421
SSC21594,0,0,3,10,11,0,14,63,9,80
SSC21595,5,0,5,39,24,0,65,141,14,217
SSC21596,0,0,0,0,0,0,0,0,0,0
SSC21597,12,3,10,62,34,8,98,331,59,490
SSC21598,0,3,3,13,9,0,21,72,5,99
SSC21599,0,0,0,0,0,0,0,4,0,4
SSC21600,0,0,0,0,3,0,3,9,3,15
SSC21601,5,3,7,307,72,13,400,530,105,1033
SSC21602,0,0,4,16,4,3,17,45,23,86
SSC21603,0,0,0,5,6,0,9,30,4,48
SSC21604,169,23,192,256,110,19,379,1103,120,1608
SSC21605,0,0,0,0,0,0,0,0,0,0
SSC21606,0,0,0,16,12,0,21,59,13,99
SSC21607,279,67,354,997,451,41,1487,4473,720,6677
SSC21608,4,3,10,91,45,3,135,303,27,462
SSC21609,3,3,3,39,33,0,74,242,38,351
SSC21610,0,0,0,5,0,0,8,21,11,34
SSC21611,0,0,0,0,0,0,0,11,0,10
SSC21612,0,0,0,0,0,0,0,4,0,4
SSC21613,0,0,0,48,15,0,63,91,10,168
SSC21614,72,14,86,359,276,12,641,1607,183,2431
SSC21615,0,0,0,3,0,0,3,24,13,41
SSC21616,0,0,0,30,7,0,31,75,4,112
SSC21617,5,3,8,75,41,0,124,273,33,420
SSC21618,168,17,183,1237,287,40,1562,2951,259,4770
SSC21619,3,0,3,7,0,3,6,85,3,94
SSC21620,3,0,3,22,4,0,26,61,18,106
SSC21621,0,0,0,15,10,0,29,42,7,76
SSC21622,0,0,0,14,9,0,21,43,4,70
SSC21623,5,0,5,18,13,0,29,29,3,60
SSC21624,64,8,72,2118,540,38,2695,7721,989,11413
SSC21625,0,0,0,0,3,0,3,10,4,21
SSC21626,3,3,11,123,47,11,175,389,61,620
SSC21627,0,0,0,3,0,0,3,3,0,9
SSC21628,0,0,0,14,3,0,23,31,9,58
SSC21629,208,111,325,2333,1028,40,3402,36361,5737,45503
SSC21630,0,0,0,7,0,0,7,22,73,98
SSC21631,76,20,96,1093,545,53,1683,4235,660,6575
SSC21632,161,19,181,1901,660,43,2598,5571,936,9105
SSC21633,55,18,72,3393,1052,124,4572,7497,1068,13134
SSC21634,0,0,0,10,4,0,15,19,3,35
SSC21635,0,0,0,3,0,0,4,14,3,20
SSC21636,0,0,0,4,3,0,10,11,4,27
SSC21637,341,96,440,2052,805,60,2920,7250,690,10861
SSC21638,11,3,13,198,54,5,255,484,67,804
SSC21639,0,0,0,9,0,0,7,20,7,31
SSC21640,0,0,0,16,3,0,19,28,0,48
SSC21641,0,3,5,9,4,3,16,36,10,56
SSC21642,99,13,117,354,172,23,554,1413,282,2252
SSC21643,0,0,0,73,26,3,101,197,20,318
SSC21644,0,0,0,33,14,0,46,100,13,162
SSC21645,3,0,5,140,46,6,193,368,59,622
SSC21646,0,0,0,8,0,0,9,36,11,57
SSC21647,3,8,8,23,17,5,41,157,24,228
SSC21648,28,8,47,4044,841,111,4992,6159,845,12001
SSC21649,0,0,0,27,15,0,40,83,16,140
SSC21650,0,0,0,3,3,0,8,27,3,38
SSC21651,7,0,7,27,12,0,38,94,18,151
SSC21652,0,3,5,16,17,0,35,66,15,113
SSC21653,9,0,9,94,25,6,120,185,37,346
SSC21654,7,0,7,103,50,6,164,344,51,560
SSC21655,0,0,0,0,0,0,0,0,0,0
SSC21656,0,0,3,52,24,10,88,281,45,410
SSC21657,3,0,3,72,20,4,91,182,9,282
SSC21658,0,0,0,6,4,0,17,18,4,38
SSC21659,3,0,0,16,14,0,30,105,24,164
SSC21660,0,0,0,28,9,3,36,98,21,157
SSC21661,0,0,0,0,3,0,3,15,3,24
SSC21662,21,4,26,142,91,8,237,904,116,1259
SSC21663,0,0,0,17,10,3,33,86,21,139
SSC21664,8,0,10,621,154,9,789,1470,173,2430
SSC21665,0,0,0,0,4,0,4,11,0,18
SSC21666,81,19,102,753,248,32,1028,2123,242,3395
SSC21667,0,0,0,24,6,0,26,48,0,74
SSC21668,0,0,0,35,5,4,48,99,28,166
SSC21669,0,0,0,6,0,0,6,8,3,20
SSC21670,3,0,3,99,39,4,149,279,35,464
SSC21671,707,184,900,4597,1909,212,6714,16886,2995,26591
SSC21672,297,39,346,4536,1727,97,6357,16840,1447,24647
SSC21673,3,3,7,18,12,0,34,83,23,134
SSC21674,17,3,24,259,88,22,370,838,105,1315
SSC21675,0,0,0,3,3,0,8,15,5,29
SSC21676,0,0,0,6,5,0,6,32,8,51
SSC21677,0,0,0,6,0,0,5,9,5,19
SSC21678,3,0,4,9,0,0,13,31,4,44
SSC21679,0,0,0,4,0,0,7,15,0,21
SSC21680,8,7,14,720,203,32,959,1159,116,2225
SSC21681,4,0,3,4,3,0,5,30,8,41
SSC21682,3,0,3,26,0,0,32,41,7,75
SSC21683,0,0,0,19,4,3,31,25,5,64
SSC21684,0,0,0,8,3,0,13,22,17,59
SSC21685,0,0,0,6,7,0,11,24,3,43
SSC21686,0,0,0,7,0,0,7,3,3,12
SSC21687,35,4,42,52,25,0,81,328,51,460
SSC21688,0,0,0,0,0,0,0,0,0,0
SSC21689,0,0,0,0,0,0,0,0,0,0
SSC21690,0,0,0,4,0,0,10,24,0,37
SSC21691,6,0,6,32,33,6,71,174,13,255
SSC21692,49,13,55,364,140,12,517,1081,181,1776
SSC21693,0,0,0,3,0,0,6,16,0,20
SSC21694,248,42,299,3017,967,119,4098,8364,677,13140
SSC21695,8,3,11,141,42,0,188,468,43,698
SSC21696,0,0,0,17,0,0,18,24,5,47
SSC21697,0,0,0,17,16,0,26,59,5,91
SSC21698,0,0,0,9,3,0,18,30,7,51
SSC21699,8,0,8,25,20,0,43,82,13,137
SSC21700,0,0,0,0,0,0,0,7,0,9
SSC21701,3,0,3,4,0,0,7,11,6,24
SSC21702,0,0,0,26,8,0,37,63,22,118
SSC21703,0,0,0,33,23,0,58,150,20,227
SSC21704,173,43,216,1101,537,50,1688,4870,860,7425
SSC21705,3,3,7,87,35,0,125,254,45,423
SSC21706,0,0,0,11,5,0,20,53,8,82
SSC21707,0,0,0,3,3,0,4,10,5,23
SSC21708,0,0,0,3,0,0,3,8,0,7
SSC21709,5,0,6,3,10,3,11,46,6,70
SSC21710,3,0,3,12,3,0,16,51,6,71
SSC21711,0,0,0,3,3,0,9,23,0,35
SSC21712,0,0,0,8,8,0,12,37,23,76
SSC21713,0,0,0,3,8,0,6,15,4,27
SSC21714,0,0,0,20,4,0,29,67,9,102
SSC21715,58,7,67,625,258,36,921,1767,169,2850
SSC21716,4,0,4,33,15,0,48,112,17,176
SSC21717,0,0,0,3,3,0,10,25,6,40
SSC21718,0,0,0,0,0,0,0,0,0,0
SSC21719,0,3,3,12,8,0,16,31,7,57
SSC21720,112,11,120,855,297,17,1177,2704,158,4039
SSC21721,143,28,176,1036,361,26,1418,2827,211,4453
SSC21722,0,0,0,14,3,0,18,24,6,43
SSC21723,109,16,132,1650,689,61,2405,4476,342,7225
SSC21724,206,36,244,1151,519,69,1739,3432,324,5495
SSC21725,31,4,35,165,105,9,285,786,126,1202
SSC21726,0,0,0,0,3,0,3,9,0,19
SSC21727,0,0,0,4,4,0,6,27,0,31
SSC21728,3,0,3,21,7,0,29,122,7,156
SSC21729,0,0,0,12,0,0,11,21,3,34
SSC21730,327,64,397,2267,712,61,3038,8142,801,11985
SSC21731,0,0,0,9,9,0,12,51,4,71
SSC21732,0,0,0,15,9,0,25,45,3,70
SSC21733,0,0,0,5,0,0,5,11,0,15
SSC21734,141,30,178,1038,292,34,1368,3103,380,4848
SSC21735,0,0,0,0,0,0,0,0,0,0
SSC21736,0,0,0,15,0,0,13,49,7,67
SSC21737,0,0,0,16,7,0,24,37,4,61
SSC21738,0,0,0,7,0,0,10,12,0,19
SSC21739,0,0,0,0,0,0,0,17,7,32
SSC21740,0,0,0,3,0,0,3,0,0,8
SSC21741,0,0,0,13,0,0,19,51,15,77
SSC21742,13,3,13,156,77,4,238,574,109,923
SSC21743,205,82,299,3876,1605,184,5670,10974,991,17633
SSC21744,153,32,188,1094,510,76,1680,4097,724,6497
SSC21745,0,0,5,27,3,0,26,65,7,97
SSC21746,0,0,0,19,5,0,23,34,3,57
SSC21747,0,0,0,38,11,0,52,82,17,149
SSC21748,215,37,249,1535,421,68,2023,4112,438,6570
SSC21749,0,0,0,4,3,0,10,10,0,22
SSC21750,3,0,3,174,56,11,252,303,26,582
SSC21751,873,112,998,3600,1860,172,5628,13023,1508,20165
SSC21752,0,0,0,0,0,0,0,0,0,0
SSC21753,0,0,0,18,10,0,31,64,16,106
SSC21754,0,0,0,0,0,0,0,0,0,4
SSC21755,47,10,63,180,80,6,269,732,106,1104
SSC21756,0,0,0,3,3,0,5,0,0,7
SSC21757,376,64,448,1610,829,87,2521,7452,1447,11418
SSC21758,0,0,0,22,3,0,29,76,3,110
SSC21759,0,0,0,8,0,0,7,8,0,20
SSC21760,30,6,27,119,59,7,181,443,53,674
SSC21761,0,0,0,0,0,0,0,9,0,9
SSC21762,0,0,0,0,0,0,0,16,0,16
SSC21763,0,0,0,3,3,0,7,16,3,23
SSC21764,0,0,0,4,4,0,9,26,14,43
SSC21765,0,0,0,0,0,0,0,0,0,0
SSC21766,0,0,0,24,8,0,30,110,76,216
SSC21767,3,0,3,34,4,0,38,77,20,134
SSC21768,0,0,0,9,5,0,18,24,4,44
SSC21769,0,0,0,14,8,0,21,57,13,91
SSC21770,0,0,0,0,0,0,0,9,0,9
SSC21771,40,7,50,549,236,47,830,1653,193,2683
SSC21772,0,0,0,0,0,0,5,14,4,21
SSC21773,0,0,0,0,3,0,3,3,0,5
SSC21774,0,0,7,60,34,3,98,290,105,491
SSC21775,26,7,29,181,102,17,297,668,67,1033
SSC21776,0,0,0,19,14,0,34,41,22,94
SSC21777,0,0,0,0,0,0,0,0,3,6
SSC21778,3,0,4,325,116,10,447,714,76,1242
SSC21779,0,3,5,19,9,0,27,46,10,81
SSC21780,0,0,0,94,27,12,128,302,40,472
SSC21781,383,52,443,3388,1285,142,4814,8507,790,14109
SSC21782,0,0,0,7,0,0,7,7,0,12
SSC21783,75,16,95,1749,723,102,2569,4724,453,7752
SSC21784,0,0,0,19,0,0,16,31,11,60
SSC21785,0,0,0,10,9,0,17,51,4,69
SSC21786,20,8,26,482,194,18,700,1564,155,2418
SSC21787,0,0,0,0,0,0,0,11,0,11
SSC21788,0,0,0,3,3,0,8,27,7,36
SSC21789,7,0,14,240,109,6,360,640,67,1067
SSC21790,0,0,0,0,0,0,0,6,0,6
SSC21791,465,64,535,3620,1262,167,5053,8662,866,14578
SSC21792,0,0,0,13,0,0,19,33,0,48
SSC21793,0,0,0,45,14,0,59,124,11,196
SSC21794,0,0,0,3,0,0,3,3,0,12
SSC21795,31,3,31,297,152,26,469,1173,164,1810
SSC21796,0,0,0,13,3,0,9,15,6,34
SSC21797,0,0,0,7,4,0,13,25,3,35
SSC21798,3,0,3,46,33,0,81,156,11,250
SSC21799,0,0,0,0,0,0,0,0,0,0
SSC21800,0,0,0,0,0,0,0,0,0,0
SSC21801,4,0,4,46,12,0,63,158,18,233
SSC21802,0,0,0,31,17,0,44,37,18,101
SSC21803,0,0,0,18,4,0,26,50,20,96
SSC21804,892,117,1034,5636,1980,146,7768,18616,1519,27906
SSC21805,0,0,0,9,0,0,14,22,3,37
SSC21806,0,0,0,11,5,3,18,42,8,74
SSC21807,8,0,8,18,3,0,23,49,0,69
SSC21808,10,3,13,73,26,0,95,229,39,362
SSC21809,0,0,0,4,0,0,3,21,3,30
SSC21810,5,0,5,61,19,3,88,163,22,272
SSC21811,0,0,0,31,14,4,45,88,21,156
SSC21812,0,0,0,58,32,8,97,210,29,336
SSC21813,0,0,0,11,5,0,16,18,0,32
SSC21814,9,0,8,15,10,0,25,122,7,154
SSC21815,399,87,490,3229,1141,60,4433,10566,1033,16027
SSC21816,0,0,0,9,3,0,14,72,8,94
SSC21817,0,0,0,13,3,0,15,75,10,98
SSC21818,0,0,0,14,18,0,35,73,12,121
SSC21819,0,0,0,4,0,0,4,15,0,20
SSC21820,39,14,48,129,42,7,178,471,104,755
SSC21821,0,0,0,10,3,0,13,87,23,120
SSC21822,5,0,5,34,15,0,56,84,15,153
SSC21823,0,0,0,35,0,0,32,58,14,102
SSC21824,0,3,3,4,8,0,13,38,3,56
SSC21825,0,0,0,3,4,0,4,7,0,8
SSC21826,0,0,0,8,5,0,14,17,0,30
SSC21827,0,0,0,13,4,0,18,17,7,47
SSC21828,4,0,4,31,11,0,41,106,12,165
SSC21829,0,0,0,6,0,0,7,20,3,33
SSC21830,0,0,0,20,5,0,33,74,7,117
SSC21831,0,0,0,0,0,0,0,4,0,4
SSC21832,0,0,3,16,3,3,22,59,15,101
SSC21833,6,3,11,35,14,4,56,148,28,233
SSC21834,0,0,0,0,0,0,0,12,0,11
SSC21835,0,0,0,9,11,3,20,69,10,95
SSC21836,0,0,0,11,10,0,27,30,3,62
SSC21837,209,34,248,1699,415,39,2159,5745,392,8296
SSC21838,21,8,28,131,45,4,184,472,64,717
SSC21839,0,0,0,14,7,0,18,111,6,144
SSC21840,0,0,0,23,5,0,27,73,13,115
SSC21841,0,0,0,13,4,0,12,28,0,40
SSC21842,0,0,0,6,0,0,6,4,0,8
SSC21843,0,0,0,16,6,0,22,48,6,82
SSC21844,0,0,0,8,3,0,13,38,6,58
SSC21845,0,0,0,66,52,3,119,254,21,394
SSC21846,0,0,0,3,4,0,6,29,0,36
SSC21847,0,0,3,68,25,3,99,201,27,333
SSC21848,0,0,3,19,10,4,29,89,10,130
SSC21849,0,0,0,14,5,0,18,27,4,53
SSC21850,0,0,0,20,18,4,41,47,9,98
SSC21851,122,32,155,404,192,21,615,1819,260,2699
SSC21852,0,0,0,8,5,0,17,7,7,34
SSC21853,0,0,0,23,12,0,27,119,16,170
SSC21854,0,0,0,4,3,0,3,7,0,11
SSC21855,65,10,80,232,115,6,355,1091,164,1608
SSC21856,0,0,0,13,7,0,22,36,0,58
SSC21857,0,0,0,0,0,0,0,16,4,22
SSC21858,0,0,3,61,26,0,88,136,11,230
SSC21859,0,0,0,3,4,0,9,20,11,35
SSC21860,0,0,0,5,8,0,10,23,0,36
SSC21861,0,0,0,3,0,0,7,4,0,13
SSC21862,0,0,0,17,7,0,27,70,21,117
SSC21863,0,0,0,75,30,0,111,165,25,296
SSC21864,0,0,0,0,0,0,0,0,0,0
SSC21865,10,0,9,87,44,3,140,289,33,456
SSC21866,11,0,15,151,64,7,220,567,44,836
SSC21867,11,0,7,113,61,6,178,367,52,594
SSC21868,0,0,0,29,12,0,43,110,15,170
SSC21869,0,0,0,5,7,0,10,13,4,26
SSC21870,0,0,0,21,3,0,26,40,8,69
SSC21871,0,0,0,0,0,0,0,10,5,15
SSC21872,3,0,3,5,0,0,10,63,8,84
SSC21873,0,0,0,21,8,3,33,32,11,78
SSC21874,6,3,5,20,4,0,31,55,7,91
SSC21875,3,0,3,16,8,0,21,35,10,73
SSC21876,0,0,0,15,3,0,16,38,3,57
SSC21877,0,0,3,36,19,4,56,127,22,206
SSC21878,0,0,0,7,3,0,15,20,5,40
SSC21879,0,0,0,3,0,0,4,15,0,24
SSC21880,3,0,7,53,33,0,82,210,35,332
SSC21881,289,33,324,4680,1410,139,6224,13838,1246,21311
SSC21882,3,0,3,60,24,4,89,226,43,355
SSC21883,147,11,161,1174,485,35,1693,4225,372,6295
SSC21884,118,10,134,6071,1521,200,7788,13809,1189,22790
SSC21885,0,0,0,4,0,0,4,11,0,13
SSC21886,61,20,80,276,140,13,428,961,152,1541
SSC21887,35,7,37,80,46,3,127,292,26,439
SSC21888,3,0,3,19,7,0,27,42,5,76
SSC21889,0,0,0,9,3,0,11,19,0,36
SSC21890,4,0,7,5,7,0,15,58,13,81
SSC21891,0,0,0,38,21,0,58,133,21,208
SSC21892,0,0,0,7,5,0,17,37,13,65
SSC21893,0,0,0,0,0,0,0,8,0,4
SSC21894,3,0,3,4,3,0,3,17,6,27
SSC21895,0,3,3,27,10,0,40,110,20,170
SSC21896,0,3,5,23,8,4,36,95,19,153
SSC21897,3,3,3,11,11,3,19,78,17,118
SSC21898,0,0,0,8,0,0,8,17,9,37
SSC21899,26,11,37,191,77,9,282,696,109,1086
SSC21900,3,0,3,49,11,3,68,155,16,236
SSC21901,0,0,0,0,0,0,0,0,0,0
SSC21902,4,0,4,17,16,0,34,127,12,176
SSC21903,0,0,5,49,16,0,62,105,15,185
SSC21904,0,0,0,10,3,0,9,19,0,34
SSC21905,4,0,9,212,58,5,272,422,36,736
SSC21906,0,0,0,3,0,0,3,10,3,13
SSC21907,3,0,3,18,11,3,31,53,13,89
SSC21908,0,0,0,16,4,0,18,14,3,38
SSC21909,43,9,55,514,127,19,664,1037,103,1810
SSC21910,265,39,307,1008,475,57,1542,3629,430,5600
SSC21911,3,0,3,18,14,0,36,114,20,177
SSC21912,0,0,0,14,0,0,14,45,5,66
SSC21913,131,26,158,572,299,20,889,2679,312,3880
SSC21914,0,0,0,10,6,0,18,33,7,56
SSC21915,0,0,0,70,53,3,130,239,38,410
SSC21916,15,0,18,57,39,4,106,260,19,381
SSC21917,31,6,33,322,156,14,489,991,72,1552
SSC21918,8,0,10,80,29,0,113,477,51,636
SSC21919,0,0,0,17,16,0,33,60,7,104
SSC21920,0,0,0,27,4,0,39,76,22,129
SSC21921,0,0,0,57,28,6,84,197,27,306
SSC21922,215,19,239,2717,535,106,3357,6187,568,10119
SSC21923,3,0,3,71,18,3,89,219,35,345
SSC21924,3,4,9,98,53,3,151,407,67,632
SSC21925,0,0,0,23,3,0,25,59,9,96
SSC21926,210,58,271,1764,706,67,2537,5074,608,8221
SSC21927,104,21,131,287,105,17,404,1295,156,1858
SSC21928,14,0,14,280,95,13,390,697,103,1193
SSC21929,12,4,19,159,71,9,231,614,81,925
SSC21930,159,23,183,1014,285,29,1326,2858,253,4439
SSC21931,3,0,3,62,25,3,87,151,19,260
SSC21932,6,0,3,52,22,0,82,145,40,268
SSC21933,0,0,0,6,0,0,7,3,0,8
SSC21934,0,0,0,3,0,0,3,11,3,19
SSC21935,0,0,0,25,16,0,46,92,4,145
SSC21936,0,0,0,0,0,0,0,9,4,11
SSC21937,3,0,3,5,10,0,16,29,12,52
SSC21938,0,0,0,3,0,0,4,10,0,12
SSC21939,0,0,0,8,0,0,8,50,0,62
SSC21940,607,57,669,4698,1212,74,5986,17603,2018,25610
SSC21941,92,12,106,1117,422,18,1564,4217,398,6178
SSC21942,5,0,5,15,8,3,27,94,20,142
SSC21943,6,0,9,44,20,3,72,179,28,285
SSC21944,0,0,0,3,0,0,8,13,0,13
SSC21945,0,0,0,4,0,0,9,43,13,64
SSC21946,0,0,0,5,0,0,5,15,3,22
SSC21947,0,0,3,15,5,0,19,45,4,64
SSC21948,155,46,202,1017,425,53,1491,4395,955,6838
SSC21949,0,0,0,12,0,0,12,12,0,22
SSC21950,0,0,0,19,3,3,23,69,10,97
SSC21951,130,98,225,511,239,22,772,2171,442,3390
SSC21952,0,0,0,4,9,0,7,31,7,43
SSC21953,149,184,332,415,129,19,567,1465,475,2509
SSC21954,75,23,106,1260,462,43,1764,9924,1682,13372
SSC21955,6,0,4,43,33,3,78,197,38,310
SSC21956,6,0,6,33,16,0,44,165,32,244
SSC21957,22,0,28,609,200,34,845,1329,140,2312
SSC21958,48,16,59,448,168,26,643,1358,216,2217
SSC21959,428,72,510,3942,1112,197,5251,13735,1569,20552
SSC21960,0,0,0,29,9,0,38,109,16,163
SSC21961,0,0,0,7,5,0,8,24,0,28
SSC21962,16,6,25,346,96,10,453,2057,216,2723
SSC21963,3,0,4,20,13,0,35,113,18,167
SSC21964,0,0,0,0,3,0,7,15,3,17
SSC21965,0,0,0,0,0,0,0,6,5,16
SSC21966,0,0,0,0,0,0,0,21,3,21
SSC21967,3,0,3,3,4,0,7,27,55,83
SSC21968,0,0,0,5,8,0,15,34,11,54
SSC21969,6,0,3,50,18,0,66,114,29,205
SSC21970,0,0,0,10,4,0,11,38,0,48
SSC21971,0,0,0,11,3,0,17,42,7,67
SSC21972,134,39,173,615,308,27,943,2426,367,3735
SSC21973,335,117,451,2224,574,82,2881,6151,670,9711
SSC21974,9,0,9,43,22,0,69,157,24,242
SSC21975,0,0,0,0,0,0,0,0,0,0
SSC21976,0,0,0,5,4,0,15,17,3,34
SSC21977,0,0,0,17,0,0,17,26,0,42
SSC21978,0,0,0,0,0,0,0,3,0,3
SSC21979,0,0,0,19,16,0,38,74,11,119
SSC21980,3,0,7,52,21,3,74,295,84,447
SSC21981,24,3,32,62,27,9,101,336,121,552
SSC21982,0,0,0,9,0,0,9,6,0,13
SSC21983,0,0,0,0,0,0,0,5,0,4
SSC21984,13,0,13,269,101,15,384,706,100,1189
SSC21985,0,0,0,4,0,0,4,6,8,12
SSC21986,120,14,141,1069,273,30,1370,3404,323,5098
SSC21987,3,0,8,90,29,0,120,189,18,332
SSC21988,201,25,228,1300,379,44,1724,4449,411,6589
SSC21989,131,61,192,1011,268,17,1302,3787,401,5486
SSC21990,198,26,223,1516,456,54,2024,5257,471,7745
SSC21991,0,0,0,3,0,3,3,4,0,9
SSC21992,0,0,0,0,0,0,0,0,0,0
SSC21993,293,55,353,2618,1047,152,3817,6816,627,11260
SSC21994,11,5,17,1617,381,41,2032,3124,272,5436
SSC21995,0,0,0,16,8,0,18,45,7,67
SSC21996,3,0,3,3,3,0,11,19,4,31
SSC21997,15,0,16,284,138,16,446,894,81,1424
SSC21998,0,0,0,11,6,0,19,49,3,77
SSC21999,7,0,7,52,25,0,76,229,32,339
SSC22000,0,0,0,0,0,0,0,3,0,3
SSC22001,0,0,0,14,10,0,26,42,7,76
SSC22002,77,24,102,270,142,13,422,1197,223,1840
SSC22003,0,0,0,14,4,0,22,65,0,91
SSC22004,108,14,116,1562,339,43,1937,4526,350,6817
SSC22005,0,5,8,40,14,0,56,293,34,387
SSC22006,0,0,0,43,6,0,55,113,10,179
SSC22007,0,0,3,36,12,0,52,110,26,184
SSC22008,61,11,72,130,68,8,200,687,126,1016
SSC22009,0,0,0,27,16,3,41,118,21,183
SSC22010,7,0,11,112,42,3,163,270,48,477
SSC22011,0,0,0,7,0,0,5,48,0,50
SSC22012,0,0,0,7,0,0,9,14,0,23
SSC22013,0,0,0,8,0,0,8,17,3,20
SSC22014,0,0,0,0,0,0,0,9,0,5
SSC22015,504,104,620,9574,2505,444,12526,19685,2484,34694
SSC22016,0,0,3,29,11,0,44,115,22,183
SSC22017,6,3,6,201,80,4,289,576,104,969
SSC22018,0,0,0,14,11,0,24,18,6,47
SSC22019,3,0,5,75,32,8,115,186,39,333
SSC22020,11,0,16,156,75,7,242,564,77,882
SSC22021,0,0,0,8,9,0,10,15,7,38
SSC22022,0,0,0,9,14,0,16,112,17,151
SSC22023,0,0,0,22,8,0,30,84,14,126
SSC22024,32,3,38,673,272,32,980,1969,110,3062
SSC22025,243,48,296,2172,751,98,3019,5958,524,9507
SSC22026,119,198,324,451,269,11,731,5331,895,6958
SSC22027,7,0,8,25,12,0,35,87,20,142
SSC22028,0,0,3,0,5,0,3,21,3,28
SSC22029,577,83,663,2837,671,81,3584,9353,1102,14035
SSC22030,266,29,308,1905,457,53,2413,5104,545,8064
SSC22031,0,0,0,4,0,0,9,27,3,38
SSC22032,0,0,0,3,0,0,3,28,4,34
SSC22033,7,0,7,21,4,0,31,62,9,97
SSC22034,0,0,0,12,11,0,22,62,8,89
SSC22035,140,43,185,1237,513,39,1792,4026,475,6291
SSC22036,3,0,3,12,4,0,11,36,4,52
SSC22037,136,44,178,363,181,14,556,2184,333,3071
SSC22038,29,12,35,677,289,22,996,1864,189,3046
SSC22039,4,0,4,21,9,3,37,62,10,104
SSC22040,0,0,3,24,17,0,38,111,16,160
SSC22041,0,0,0,6,0,0,6,27,9,43
SSC22042,0,0,0,6,3,0,9,13,3,26
SSC22043,0,0,0,10,8,0,23,46,8,71
SSC22044,27,3,32,80,37,3,114,357,37,510
SSC22045,0,3,3,24,7,3,30,64,20,118
SSC22046,0,0,0,35,19,0,51,90,19,159
SSC22047,0,0,0,9,3,0,6,19,8,37
SSC22048,0,0,0,3,3,0,7,35,6,47
SSC22049,0,0,0,6,7,0,14,55,3,68
