SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC33196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,7,3,3,0,0,0,22,0,0,0,0,0,0,0,0,10,7,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,16,8,3,3,3,0,0,32
SSC33197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC33198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,8,3,0,3,0,0,21,0,0,0,0,0,0,0,0,4,8,3,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,6,9,3,0,3,4,0,29
SSC33199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,3,3,0,0,0,37,0,0,0,0,0,0,0,0,12,18,3,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,24,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,24,24,27,3,4,0,0,0,56
SSC33201,8,5,3,3,6,0,0,21,8,17,7,0,5,0,3,40,6,12,4,3,3,0,0,30,138,154,81,46,82,27,10,526,0,4,0,0,0,0,0,4,157,185,95,55,94,32,14,627,0,0,0,0,0,0,0,0,3,3,5,0,5,0,0,21,0,0,0,0,7,0,0,10,51,88,49,25,30,13,3,263,11,4,0,3,0,0,0,11,59,94,55,31,46,17,4,311,221,284,151,79,136,43,20,940
SSC33202,6,3,6,4,3,6,0,25,8,10,3,0,5,0,0,32,7,5,8,0,4,0,0,25,45,46,21,14,13,3,0,142,0,0,0,0,0,0,0,3,70,68,40,20,31,8,0,230,0,5,3,0,0,0,0,6,8,7,0,3,3,0,0,21,0,0,0,0,0,0,0,0,28,43,28,14,16,8,0,129,0,0,0,0,0,0,0,3,32,52,27,21,19,7,0,163,105,117,71,35,53,9,3,395
SSC33203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC33204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC33205,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,13,15,19,17,16,15,0,0,81,0,0,0,0,0,0,0,0,22,32,23,14,15,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,29,24,15,15,0,0,106
SSC33206,14,27,9,12,21,4,0,94,4,23,24,14,12,3,0,77,27,31,18,12,10,0,3,98,217,217,131,86,96,25,9,777,0,5,0,0,0,0,0,10,262,304,183,118,135,30,12,1054,0,5,3,4,5,0,0,22,6,9,10,3,4,0,0,31,0,7,4,3,0,0,0,19,29,51,49,35,33,5,4,214,0,0,0,0,0,0,0,0,35,76,69,41,46,11,6,283,303,378,253,161,182,37,18,1331
SSC33207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC33208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC33209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,0,0,0,0,19,0,0,0,0,0,0,0,0,10,9,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,0,0,0,0,19
SSC33210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC33211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7
SSC33212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC33213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7
SSC33214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,12
SSC33215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SSC33216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC33217,107,107,51,37,51,24,9,395,60,70,38,27,35,20,8,266,73,61,29,10,30,15,3,229,377,392,223,124,150,80,37,1378,0,5,3,0,3,3,0,16,627,641,345,196,268,144,56,2286,12,25,12,11,17,5,3,79,18,23,13,9,8,7,0,71,14,14,5,5,9,5,3,52,51,95,55,33,60,16,7,321,0,3,9,0,5,0,0,14,91,164,99,53,87,27,14,540,718,808,442,253,357,172,71,2826
SSC33218,186,179,87,53,77,31,8,626,87,53,16,17,17,8,6,207,62,52,30,21,22,5,3,201,325,304,163,85,138,57,20,1080,10,3,0,7,3,0,0,21,674,588,297,182,263,98,32,2135,17,20,12,13,15,12,3,97,20,17,12,11,9,6,0,81,7,14,10,8,8,7,3,56,64,95,61,54,65,16,10,362,3,10,3,0,4,0,0,19,112,158,102,85,101,32,15,612,784,750,401,267,365,133,47,2748
SSC33219,0,0,0,0,0,0,0,4,11,8,0,0,0,0,0,14,3,5,5,4,0,0,0,8,139,112,45,23,35,4,0,363,0,0,0,0,0,0,0,3,147,121,54,24,34,4,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,40,13,14,5,0,0,93,4,0,0,0,0,0,0,6,27,37,15,14,11,0,0,104,171,160,66,40,47,6,3,500
SSC33220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,8
SSC33221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,4,4,0,0,0,9
SSC33222,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,17,22,9,8,10,0,0,66,0,0,0,0,0,0,0,0,24,32,9,12,8,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,9,5,0,3,0,0,29,0,0,0,0,0,0,0,0,11,6,10,5,3,0,0,31,29,40,12,13,15,3,0,112
SSC33223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC33224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,5
SSC33225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
SSC33226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,3,8,0,0,35,0,0,0,0,0,0,0,3,7,15,10,5,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,5,18,10,5,8,0,0,41
SSC33227,22,25,6,4,7,0,0,62,28,23,13,8,11,4,0,90,19,19,10,11,8,0,3,66,288,238,135,76,85,23,13,855,0,0,0,0,0,0,0,0,356,301,171,98,106,25,17,1081,3,0,3,0,0,0,0,8,3,7,7,0,0,0,0,24,3,0,0,0,0,0,0,3,43,73,40,26,34,7,3,229,0,3,0,0,0,0,0,4,50,90,55,28,38,7,3,267,407,388,220,124,149,34,23,1349
SSC33228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,16,17,17,13,9,0,0,79,0,0,0,0,0,0,0,0,18,24,17,13,9,0,0,86,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,0,13,0,0,0,0,0,0,0,0,3,4,5,6,3,0,0,20,18,27,24,18,9,0,0,103
SSC33229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SSC33230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7
SSC33231,4,7,0,0,10,3,0,26,4,14,9,4,3,3,0,39,9,10,3,0,3,0,0,24,99,71,50,23,33,9,5,289,0,3,0,0,0,0,0,0,119,101,67,29,49,13,4,381,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4,0,4,3,0,0,0,0,8,27,24,8,22,13,0,0,99,3,0,0,0,0,0,0,3,30,31,16,24,15,0,0,118,148,135,80,55,67,13,5,503
SSC33232,0,0,3,8,3,0,0,19,3,4,0,0,0,0,0,12,3,7,4,0,4,0,0,17,24,33,24,20,20,4,0,126,0,0,0,0,0,0,0,0,35,43,31,31,25,4,0,169,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,5,3,6,0,3,0,0,20,0,0,0,0,0,0,0,0,3,8,11,0,8,0,0,32,38,55,42,30,33,4,0,202
SSC33233,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17,18,6,6,12,0,0,56,0,0,0,0,0,0,0,0,24,18,13,6,11,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,13,22,18,16,6,15,0,0,84
SSC33234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC33235,12,15,11,10,3,5,0,51,11,13,13,10,5,0,0,52,15,16,6,0,0,0,0,46,62,46,34,14,20,5,0,179,0,3,0,0,0,0,0,5,106,95,54,36,33,7,3,328,3,4,0,0,3,0,0,12,3,0,0,0,0,0,0,5,5,4,7,3,0,0,0,10,5,16,14,9,10,4,0,65,0,0,0,0,0,0,0,0,15,28,23,13,17,0,0,96,115,122,76,46,49,9,4,418
SSC33236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,162,110,67,41,5,0,508,0,0,0,0,0,0,0,0,120,164,110,67,41,5,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,117,77,47,38,5,0,390,0,0,0,0,0,0,0,0,105,117,77,50,38,5,0,389,222,279,189,111,81,10,0,895
SSC33237,66,51,23,6,15,5,0,165,26,31,6,4,0,0,0,73,41,9,7,3,3,0,0,66,244,150,35,22,11,3,3,467,0,3,0,0,0,0,0,3,378,245,66,39,36,6,5,773,10,6,4,4,3,0,0,24,19,14,6,4,4,0,0,45,9,7,6,4,3,0,0,31,95,77,32,25,19,3,0,250,6,0,0,0,5,0,0,11,129,103,48,40,32,8,0,360,510,349,119,77,66,14,4,1134
SSC33238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC33239,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,8,21,38,17,13,18,0,0,100,0,0,0,0,0,0,0,0,21,38,17,14,18,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,3,16,5,10,3,7,0,0,40,0,0,0,0,0,0,0,5,23,4,10,3,12,0,0,53,42,51,30,18,32,0,0,163
SSC33240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,5,0,0,0,22,0,0,0,0,0,0,0,0,3,8,7,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,5,0,0,0,22
SSC33241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC33242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,13,3,11,3,4,0,0,0,25
SSC33243,7,7,9,5,5,7,3,35,5,10,9,3,9,0,0,42,3,8,3,4,4,3,0,30,23,52,38,19,38,9,10,190,0,0,0,0,0,0,0,0,38,71,67,34,56,16,10,292,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,20,0,0,0,0,0,0,0,0,6,4,5,0,5,0,0,24,47,80,69,34,60,15,10,318
SSC33244,13,10,14,3,10,7,0,60,14,8,6,3,7,3,0,35,8,18,3,7,5,0,0,40,50,53,30,18,35,20,3,210,0,0,0,0,0,0,0,3,84,91,49,31,53,33,8,349,3,3,4,3,3,0,0,15,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,8,4,7,8,3,7,3,3,34,0,0,0,0,0,0,0,0,10,12,13,8,9,4,8,68,91,106,63,39,63,36,12,412
SSC33245,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,9,7,5,0,0,52,0,0,0,0,0,0,0,0,14,24,9,12,5,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,16,19,28,10,12,3,0,0,80
SSC33246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
SSC33247,3,0,0,0,0,0,0,7,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,22,19,17,13,14,3,0,87,0,0,0,0,0,0,0,0,27,21,22,10,14,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,3,0,0,16,0,0,0,0,0,0,0,0,6,6,4,0,3,0,0,16,32,24,22,12,17,3,0,116
SSC33248,21,11,8,7,12,0,0,57,11,16,7,10,10,4,0,55,22,14,7,7,9,0,0,52,180,152,86,58,83,7,3,566,0,3,0,0,0,0,0,3,233,190,110,78,114,8,6,742,9,0,3,0,3,0,0,12,6,8,0,3,0,0,0,16,0,3,6,3,3,3,0,21,56,58,53,40,40,0,0,245,6,0,0,0,0,0,0,7,78,68,57,46,48,4,0,306,306,264,169,123,163,16,8,1051
SSC33249,64,52,29,20,20,18,6,207,27,31,17,12,27,3,3,112,31,17,10,7,14,10,9,99,145,117,87,64,105,44,26,580,3,0,0,0,0,0,0,4,269,215,138,95,170,75,47,1006,9,10,6,3,9,8,3,44,0,8,4,0,4,0,0,15,0,7,0,7,10,3,3,19,8,15,17,14,15,9,4,81,0,0,0,0,0,0,0,0,14,33,29,28,37,18,7,160,285,253,169,119,203,84,58,1169
SSC33250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,0,14
SSC33251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,7
SSC33252,3,15,11,8,8,0,0,37,9,6,6,3,0,0,0,25,18,9,6,3,8,0,0,40,40,49,27,15,18,0,0,145,0,0,0,0,0,0,0,3,67,76,49,25,26,6,0,254,6,3,3,0,0,0,0,16,0,6,4,3,3,3,0,20,4,4,0,0,3,3,0,11,26,42,18,15,8,5,0,110,0,0,0,0,0,0,0,6,38,56,25,19,16,12,0,163,107,137,69,51,44,12,0,416
