SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC60248,25,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,47,30,..,53,47
SSC60249,78,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,84,157,256,..,341,157
SSC60250,74,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,195,11,..,82,195
SSC60251,341,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,914,46,..,386,914
SSC60252,173,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,420,16,..,195,420
SSC60253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60254,63,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,64,155,12,..,82,155
SSC60255,720,1856,19,28,52,173,77,201,36,46,0,0,0,0,7,16,48,59,0,4,4,10,0,0,0,0,11,17,0,10,849,2139,80,..,931,2139
SSC60256,114,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,309,8,..,121,309
SSC60257,89,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,190,28,..,112,190
SSC60258,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,47,0,..,19,47
SSC60259,34,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,71,3,..,33,71
SSC60260,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,20,..,40,36
SSC60261,263,668,3,5,0,8,3,12,6,11,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,273,687,14,..,288,687
SSC60262,148,358,0,0,0,0,0,0,31,49,0,0,0,0,0,0,31,49,0,0,0,0,0,0,0,0,0,0,0,0,176,413,125,..,300,413
SSC60263,39,84,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,84,4,..,40,84
SSC60264,64,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,148,50,..,122,148
SSC60265,41,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,40,121,14,..,52,121
SSC60266,349,999,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,363,1015,22,..,384,1015
SSC60267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60268,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,16,41,5,..,22,41
SSC60269,156,363,0,0,0,0,0,0,6,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,164,375,3,..,165,375
SSC60270,37,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,102,8,..,43,102
SSC60271,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,47,19,..,38,47
SSC60272,389,896,18,22,9,10,28,35,12,18,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,3,435,953,56,..,489,953
SSC60273,217,523,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,528,16,..,235,528
SSC60274,159,365,31,64,83,170,112,239,274,467,145,252,171,279,4,4,594,1005,0,0,7,9,3,4,8,18,12,32,11,29,888,1666,202,..,1092,1666
SSC60275,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,10,..,15,26
SSC60276,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,25,60,0,..,32,60
SSC60277,165,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,494,7,..,169,494
SSC60278,219,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,630,14,..,234,630
SSC60279,3333,7879,84,121,51,76,135,196,31,55,0,0,0,0,0,0,35,55,0,0,0,0,0,0,0,0,0,0,0,0,3503,8127,293,..,3796,8127
SSC60280,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,0,..,18,38
SSC60281,151,406,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,405,6,..,163,405
SSC60282,962,2382,43,61,11,21,50,75,50,69,0,0,0,0,0,0,50,69,0,0,0,0,5,7,6,16,14,17,0,0,1069,2550,77,..,1151,2550
SSC60283,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,..,17,9
SSC60284,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,35,..,47,19
SSC60285,959,2199,143,223,16,29,157,251,166,235,0,0,84,81,0,0,248,315,0,0,0,0,0,0,8,4,8,4,3,3,1377,2777,184,..,1561,2777
SSC60286,115,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,292,7,..,125,292
SSC60287,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,14,..,35,36
SSC60288,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45,0,..,25,45
SSC60289,52,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,112,11,..,56,112
SSC60290,131,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,135,341,21,..,150,341
SSC60291,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,..,9,11
SSC60292,77,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,0,0,76,178,10,..,91,178
SSC60293,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,..,13,28
SSC60294,118,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,301,0,..,120,301
SSC60295,79,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,198,30,..,106,198
SSC60296,52,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,54,145,0,..,60,145
SSC60297,69,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,5,9,0,0,74,132,61,..,133,132
SSC60298,147,361,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,6,12,0,0,153,372,20,..,173,372
SSC60299,309,709,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,5,4,0,0,311,720,59,..,369,720
SSC60300,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,34,..,43,19
SSC60301,58,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,138,3,..,60,138
SSC60302,91,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,92,211,14,..,103,211
SSC60303,1299,3004,5,14,9,10,14,27,164,269,3,3,0,0,0,0,171,268,0,0,0,0,0,0,5,3,5,3,3,12,1488,3311,133,..,1624,3311
SSC60304,3602,9090,211,339,116,240,328,579,63,104,0,0,0,0,0,0,63,104,0,0,0,0,0,0,0,3,0,3,3,6,3999,9778,347,..,4350,9778
SSC60305,691,1682,43,70,26,47,68,123,64,85,0,0,0,0,0,0,64,85,0,3,0,0,0,0,4,4,3,11,0,3,827,1898,93,..,925,1898
SSC60306,47,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,100,34,..,79,100
SSC60307,300,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,309,791,19,..,326,791
SSC60308,23,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,63,6,..,29,63
SSC60309,73,135,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,78,141,22,..,103,141
SSC60310,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,3,19,36,64,..,84,36
SSC60311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60314,38,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,79,0,..,38,79
SSC60315,124,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,120,281,23,..,144,281
SSC60316,51,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,118,7,..,52,118
SSC60317,1488,3571,121,177,4,7,123,191,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,5,9,3,5,1618,3775,179,..,1800,3775
SSC60318,879,2240,24,34,0,0,24,34,4,10,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,903,2284,71,..,979,2284
SSC60319,471,1031,129,229,269,527,398,755,214,307,49,70,33,47,0,0,293,421,0,0,3,4,0,0,36,58,38,65,32,67,1243,2341,236,..,1478,2341
SSC60320,77,203,3,4,0,0,3,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,80,212,12,..,91,212
SSC60321,72,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,167,8,..,80,167
SSC60322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,..,12,0
SSC60323,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,61,3,..,31,61
SSC60324,1342,3527,37,64,3,3,41,70,28,49,0,0,0,0,0,0,28,49,8,5,7,11,0,0,3,3,13,18,11,40,1435,3704,101,..,1528,3704
SSC60325,65,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,161,15,..,80,161
SSC60326,150,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,154,383,20,..,174,383
SSC60327,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,7,..,17,23
SSC60328,2092,5121,79,113,34,52,105,164,135,221,14,23,0,4,5,9,157,256,0,0,0,3,0,0,3,3,4,11,3,7,2373,5553,160,..,2531,5553
SSC60329,111,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,7,0,0,113,329,4,..,118,329
SSC60330,45,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,106,8,..,51,106
SSC60331,253,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,253,603,58,..,306,603
SSC60332,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,..,0,3
SSC60333,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,8,..,25,24
SSC60334,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,52,0,..,22,52
SSC60335,51,135,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,3,0,0,0,0,0,0,0,3,0,0,53,143,9,..,56,143
SSC60336,26,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,63,3,..,26,63
SSC60337,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0,..,9,21
SSC60338,222,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,220,539,18,..,242,539
SSC60339,2147,5026,94,115,73,93,164,211,62,86,17,21,0,0,0,0,76,107,0,0,12,14,0,0,10,20,14,35,9,18,2407,5393,225,..,2632,5393
SSC60340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,..,14,0
SSC60342,50,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,99,31,..,83,99
SSC60343,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,9,..,15,18
SSC60344,60,138,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,61,149,3,..,67,149
SSC60345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,..,9,0
SSC60346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60347,1351,3207,75,105,0,0,75,105,104,175,0,0,0,0,0,0,104,175,0,0,0,0,0,3,7,13,5,19,6,12,1537,3512,134,..,1671,3512
SSC60348,78,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,213,6,..,87,213
SSC60349,32,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,5,10,0,0,36,86,3,..,40,86
SSC60350,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,..,6,7
SSC60351,52,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,108,7,..,58,108
SSC60352,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,49,27,..,47,49
SSC60353,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,14,3,..,6,14
SSC60354,171,352,33,38,0,0,33,38,0,7,0,0,0,0,0,0,0,7,7,11,3,0,0,0,0,0,3,15,4,12,217,419,164,..,376,419
SSC60355,84,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,235,9,..,99,235
SSC60356,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,44,0,..,19,44
SSC60357,85,232,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,234,4,..,95,234
SSC60358,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,..,11,9
SSC60359,143,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,145,391,12,..,161,391
SSC60360,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,..,14,27
SSC60361,33,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,81,3,..,34,81
SSC60362,46,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,101,4,..,49,101
SSC60363,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,3,..,12,23
SSC60364,132,338,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,141,346,27,..,163,346
SSC60365,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3,..,9,13
SSC60366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60367,67,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,130,103,..,166,130
SSC60368,42,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,45,78,88,..,131,78
SSC60369,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,13,..,28,22
SSC60370,904,2074,46,70,15,23,64,95,15,28,6,22,0,0,0,0,26,54,0,0,0,0,0,0,3,3,0,9,3,3,996,2235,87,..,1078,2235
SSC60371,108,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,3,7,0,0,112,253,24,..,138,253
SSC60372,44,103,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,101,11,..,53,101
SSC60373,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,43,0,..,20,43
SSC60374,242,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,239,666,18,..,263,666
SSC60375,28,66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,67,0,..,32,67
SSC60376,138,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,143,404,12,..,150,404
SSC60377,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,21,38,8,..,26,38
SSC60378,1333,3724,3,6,15,26,18,28,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,8,3,11,10,23,0,0,1362,3772,96,..,1453,3772
SSC60379,29,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,63,14,..,43,63
SSC60380,57,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,120,42,..,95,120
SSC60381,51,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,61,122,21,..,80,122
SSC60382,30,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,97,4,..,31,97
SSC60383,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,..,10,16
SSC60384,98,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,100,189,29,..,126,189
SSC60385,476,1203,60,89,0,4,62,95,5,14,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,542,1306,39,..,585,1306
SSC60386,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,..,11,10
SSC60387,120,287,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,290,25,..,143,290
SSC60388,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,70,4,..,30,70
SSC60389,35,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,101,0,..,37,101
SSC60390,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,60,0,..,26,60
SSC60391,42,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,94,11,..,46,94
SSC60392,51,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,132,7,..,50,132
SSC60393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60394,22,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,38,3,..,22,38
SSC60395,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,..,0,3
SSC60396,646,1630,24,39,4,7,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,681,1685,63,..,738,1685
SSC60397,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SSC60398,107,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,240,23,..,131,240
SSC60399,1077,2620,38,60,3,17,43,70,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,3,3,1124,2697,96,..,1227,2697
SSC60400,39,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,64,391,..,428,64
SSC60401,31,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,84,0,..,34,84
SSC60402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC60403,8,17,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,3,..,12,22
SSC60404,190,418,4,18,0,0,4,18,3,6,0,0,0,0,0,0,3,6,0,5,0,0,0,0,0,0,0,5,3,6,199,452,24,..,225,452
SSC60405,229,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,0,233,591,26,..,262,591
SSC60406,32,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,70,5,..,41,70
SSC60407,34,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,81,0,..,36,81
SSC60408,268,597,11,12,0,0,11,12,12,14,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,290,629,29,..,314,629
SSC60409,16,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,3,..,23,52
SSC60410,468,1091,32,43,9,10,39,50,5,11,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,513,1149,59,..,576,1149
SSC60411,757,1807,23,22,4,11,28,33,111,166,0,0,0,0,0,0,111,166,0,0,0,0,0,0,0,3,5,5,0,0,901,2022,67,..,967,2022
SSC60412,23,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,60,6,..,28,60
SSC60413,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,48,3,..,24,48
SSC60414,1842,4396,111,157,95,182,205,334,91,152,37,57,0,0,0,0,131,207,0,0,0,0,0,0,22,53,24,58,3,4,2202,4997,211,..,2416,4997
