LGA_NAME16	MaxSchoolingCompleted	adults
Cottesloe (T)	Year 10	500
Cottesloe (T)	Year 11	325
Cottesloe (T)	Year 12	4693
Cranbrook (S)	Year 8	53
Cranbrook (S)	Year 9	57
Cranbrook (S)	Year 10	255
Cranbrook (S)	Year 11	78
Cranbrook (S)	Year 12	338
Cuballing (S)	Did not go to school	3
Cuballing (S)	Year 8	35
Cuballing (S)	Year 9	54
Cuballing (S)	Year 10	199
Cuballing (S)	Year 11	78
Cuballing (S)	Year 12	235
Cue (S)	Year 8	9
Cue (S)	Year 9	7
Cue (S)	Year 10	43
Cue (S)	Year 11	9
Cue (S)	Year 12	49
Cunderdin (S)	Year 8	55
Cunderdin (S)	Year 9	58
Cunderdin (S)	Year 10	340
Cunderdin (S)	Year 11	143
Cunderdin (S)	Year 12	455
Dalwallinu (S)	Year 8	64
Dalwallinu (S)	Year 9	42
Dalwallinu (S)	Year 10	272
Dalwallinu (S)	Year 11	98
Dalwallinu (S)	Year 12	526
Dandaragan (S)	Year 8	149
Dandaragan (S)	Year 9	194
Dandaragan (S)	Year 10	802
Dandaragan (S)	Year 11	333
Dandaragan (S)	Year 12	949
Dardanup (S)	Did not go to school	27
Dardanup (S)	Year 8	373
Dardanup (S)	Year 9	671
Dardanup (S)	Year 10	3364
Dardanup (S)	Year 11	1455
Dardanup (S)	Year 12	4124
Denmark (S)	Did not go to school	12
Denmark (S)	Year 8	113
Denmark (S)	Year 9	234
Denmark (S)	Year 10	1182
Denmark (S)	Year 11	478
Denmark (S)	Year 12	2271
Derby-West Kimberley (S)	Did not go to school	164
Derby-West Kimberley (S)	Year 8	295
Derby-West Kimberley (S)	Year 9	373
Derby-West Kimberley (S)	Year 10	1384
Derby-West Kimberley (S)	Year 11	715
Derby-West Kimberley (S)	Year 12	1771
Donnybrook-Balingup (S)	Did not go to school	22
Donnybrook-Balingup (S)	Year 8	182
Donnybrook-Balingup (S)	Year 9	270
Donnybrook-Balingup (S)	Year 10	1489
Donnybrook-Balingup (S)	Year 11	511
Donnybrook-Balingup (S)	Year 12	1742
Dowerin (S)	Year 8	18
Dowerin (S)	Year 9	27
Dowerin (S)	Year 10	165
Dowerin (S)	Year 11	58
Dowerin (S)	Year 12	205
Dumbleyung (S)	Year 8	21
Dumbleyung (S)	Year 9	25
Dumbleyung (S)	Year 10	109
Dumbleyung (S)	Year 11	50
Dumbleyung (S)	Year 12	259
Dundas (S)	Did not go to school	3
Dundas (S)	Year 8	35
Dundas (S)	Year 9	47
Dundas (S)	Year 10	191
Dundas (S)	Year 11	71
Dundas (S)	Year 12	160
East Fremantle (T)	Did not go to school	13
East Fremantle (T)	Year 8	157
East Fremantle (T)	Year 9	171
East Fremantle (T)	Year 10	737
East Fremantle (T)	Year 11	386
East Fremantle (T)	Year 12	4070
East Pilbara (S)	Did not go to school	63
East Pilbara (S)	Year 8	196
East Pilbara (S)	Year 9	298
East Pilbara (S)	Year 10	1916
East Pilbara (S)	Year 11	1115
East Pilbara (S)	Year 12	3326
Esperance (S)	Did not go to school	23
Esperance (S)	Year 8	439
Esperance (S)	Year 9	690
Esperance (S)	Year 10	2936
Esperance (S)	Year 11	1464
Esperance (S)	Year 12	4116
Exmouth (S)	Did not go to school	3
Exmouth (S)	Year 8	52
Exmouth (S)	Year 9	120
Exmouth (S)	Year 10	561
Exmouth (S)	Year 11	263
Exmouth (S)	Year 12	930
Fremantle (C)	Did not go to school	157
Fremantle (C)	Year 8	1085
Fremantle (C)	Year 9	882
Fremantle (C)	Year 10	3514
Fremantle (C)	Year 11	1746
Fremantle (C)	Year 12	14811
Gingin (S)	Did not go to school	31
Gingin (S)	Year 8	185
Gingin (S)	Year 9	291
Gingin (S)	Year 10	1353
Gingin (S)	Year 11	450
Gingin (S)	Year 12	1507
Gnowangerup (S)	Did not go to school	5
Gnowangerup (S)	Year 8	33
Gnowangerup (S)	Year 9	49
Gnowangerup (S)	Year 10	269
Gnowangerup (S)	Year 11	92
Gnowangerup (S)	Year 12	395
Goomalling (S)	Year 8	52
Goomalling (S)	Year 9	57
Goomalling (S)	Year 10	213
Goomalling (S)	Year 11	83
Goomalling (S)	Year 12	307
Gosnells (C)	Did not go to school	1264
Gosnells (C)	Year 8	3637
Gosnells (C)	Year 9	4611
Gosnells (C)	Year 10	20007
Gosnells (C)	Year 11	9447
Gosnells (C)	Year 12	47081
Greater Geraldton (C)	Did not go to school	128
Greater Geraldton (C)	Year 8	1458
Greater Geraldton (C)	Year 9	1899
Greater Geraldton (C)	Year 10	8139
Greater Geraldton (C)	Year 11	4117
Greater Geraldton (C)	Year 12	11320
Halls Creek (S)	Did not go to school	77
Halls Creek (S)	Year 8	230
Halls Creek (S)	Year 9	179
Halls Creek (S)	Year 10	518
Halls Creek (S)	Year 11	243
Halls Creek (S)	Year 12	513
Harvey (S)	Did not go to school	71
Harvey (S)	Year 8	722
Harvey (S)	Year 9	1191
Harvey (S)	Year 10	6207
Harvey (S)	Year 11	2743
Harvey (S)	Year 12	7768
Irwin (S)	Did not go to school	8
Irwin (S)	Year 8	161
Irwin (S)	Year 9	227
Irwin (S)	Year 10	942
Irwin (S)	Year 11	388
Irwin (S)	Year 12	945
Jerramungup (S)	Did not go to school	4
Jerramungup (S)	Year 8	26
Jerramungup (S)	Year 9	48
Jerramungup (S)	Year 10	200
Jerramungup (S)	Year 11	85
Jerramungup (S)	Year 12	399
Joondalup (C)	Did not go to school	254
Joondalup (C)	Year 8	2356
Joondalup (C)	Year 9	4662
Joondalup (C)	Year 10	24751
Joondalup (C)	Year 11	12829
Joondalup (C)	Year 12	73513
Kalamunda (S)	Did not go to school	201
Kalamunda (S)	Year 8	1329
Kalamunda (S)	Year 9	2301
Kalamunda (S)	Year 10	11027
Kalamunda (S)	Year 11	5314
Kalamunda (S)	Year 12	22779
Kalgoorlie/Boulder (C)	Did not go to school	80
Kalgoorlie/Boulder (C)	Year 8	670
Kalgoorlie/Boulder (C)	Year 9	1182
Kalgoorlie/Boulder (C)	Year 10	6012
Kalgoorlie/Boulder (C)	Year 11	2964
Kalgoorlie/Boulder (C)	Year 12	9350
Karratha (C)	Did not go to school	43
Karratha (C)	Year 8	285
Karratha (C)	Year 9	601
Karratha (C)	Year 10	3422
Karratha (C)	Year 11	2010
Karratha (C)	Year 12	7193
Katanning (S)	Did not go to school	157
Katanning (S)	Year 8	246
Katanning (S)	Year 9	201
Katanning (S)	Year 10	747
Katanning (S)	Year 11	345
Katanning (S)	Year 12	1051
Kellerberrin (S)	Did not go to school	6
Kellerberrin (S)	Year 8	85
Kellerberrin (S)	Year 9	72
Kellerberrin (S)	Year 10	294
Kellerberrin (S)	Year 11	101
Kellerberrin (S)	Year 12	303
Kent (S)	Year 8	9
Kent (S)	Year 9	21
Kent (S)	Year 10	108
Kent (S)	Year 11	41
Kent (S)	Year 12	187
Kojonup (S)	Year 8	61
Kojonup (S)	Year 9	88
Kojonup (S)	Year 10	401
Kojonup (S)	Year 11	146
Kojonup (S)	Year 12	684
Kondinin (S)	Did not go to school	6
Kondinin (S)	Year 8	41
Kondinin (S)	Year 9	40
Kondinin (S)	Year 10	190
Kondinin (S)	Year 11	81
Kondinin (S)	Year 12	286
Koorda (S)	Year 8	25
Koorda (S)	Year 9	18
Koorda (S)	Year 10	96
Koorda (S)	Year 11	33
Koorda (S)	Year 12	129
Kulin (S)	Did not go to school	3
Kulin (S)	Year 8	25
Kulin (S)	Year 9	33
Kulin (S)	Year 10	143
Kulin (S)	Year 11	51
Kulin (S)	Year 12	304
Kwinana (C)	Did not go to school	133
Kwinana (C)	Year 8	857
Kwinana (C)	Year 9	1504
Kwinana (C)	Year 10	6997
Kwinana (C)	Year 11	3382
Kwinana (C)	Year 12	13635
Lake Grace (S)	Did not go to school	8
Lake Grace (S)	Year 8	36
Lake Grace (S)	Year 9	59
Lake Grace (S)	Year 10	256
Lake Grace (S)	Year 11	89
Lake Grace (S)	Year 12	433
Laverton (S)	Did not go to school	3
Laverton (S)	Year 8	45
Laverton (S)	Year 9	82
Laverton (S)	Year 10	227
Laverton (S)	Year 11	118
Laverton (S)	Year 12	327
Leonora (S)	Did not go to school	9
Leonora (S)	Year 8	29
Leonora (S)	Year 9	51
Leonora (S)	Year 10	226
Leonora (S)	Year 11	136
Leonora (S)	Year 12	419
Mandurah (C)	Did not go to school	160
Mandurah (C)	Year 8	2660
Mandurah (C)	Year 9	4409
Mandurah (C)	Year 10	18825
Mandurah (C)	Year 11	8090
Mandurah (C)	Year 12	26106
Manjimup (S)	Did not go to school	51
Manjimup (S)	Year 8	368
Manjimup (S)	Year 9	524
Manjimup (S)	Year 10	2115
Manjimup (S)	Year 11	909
Manjimup (S)	Year 12	2680
Meekatharra (S)	Year 8	36
Meekatharra (S)	Year 9	43
Meekatharra (S)	Year 10	216
Meekatharra (S)	Year 11	75
Meekatharra (S)	Year 12	268
Melville (C)	Did not go to school	281
Melville (C)	Year 8	2047
Melville (C)	Year 9	3012
Melville (C)	Year 10	12520
Melville (C)	Year 11	5991
Melville (C)	Year 12	52147
Menzies (S)	Did not go to school	12
Menzies (S)	Year 8	26
Menzies (S)	Year 9	29
Menzies (S)	Year 10	105
Menzies (S)	Year 11	50
Menzies (S)	Year 12	138
Merredin (S)	Did not go to school	19
Merredin (S)	Year 8	132
Merredin (S)	Year 9	164
Merredin (S)	Year 10	712
Merredin (S)	Year 11	316
Merredin (S)	Year 12	1050
Mingenew (S)	Year 8	19
Mingenew (S)	Year 9	21
Mingenew (S)	Year 10	89
Mingenew (S)	Year 11	41
Mingenew (S)	Year 12	149
Moora (S)	Did not go to school	3
Moora (S)	Year 8	90
Moora (S)	Year 9	117
Moora (S)	Year 10	475
Moora (S)	Year 11	247
Moora (S)	Year 12	755
Morawa (S)	Year 8	22
Morawa (S)	Year 9	35
Morawa (S)	Year 10	141
Morawa (S)	Year 11	67
Morawa (S)	Year 12	237
Mosman Park (T)	Did not go to school	24
Mosman Park (T)	Year 8	83
Mosman Park (T)	Year 9	221
Mosman Park (T)	Year 10	713
Mosman Park (T)	Year 11	445
Mosman Park (T)	Year 12	5046
Mount Magnet (S)	Did not go to school	3
Mount Magnet (S)	Year 8	14
Mount Magnet (S)	Year 9	38
Mount Magnet (S)	Year 10	95
Mount Magnet (S)	Year 11	28
Mount Magnet (S)	Year 12	98
Mount Marshall (S)	Did not go to school	3
Mount Marshall (S)	Year 8	18
Mount Marshall (S)	Year 9	26
Mount Marshall (S)	Year 10	101
Mount Marshall (S)	Year 11	33
Mount Marshall (S)	Year 12	194
Mukinbudin (S)	Year 8	26
Mukinbudin (S)	Year 9	24
Mukinbudin (S)	Year 10	141
Mukinbudin (S)	Year 11	50
Mukinbudin (S)	Year 12	152
Mundaring (S)	Did not go to school	73
Mundaring (S)	Year 8	814
Mundaring (S)	Year 9	1547
Mundaring (S)	Year 10	7409
Mundaring (S)	Year 11	3266
Mundaring (S)	Year 12	14383
Murchison (S)	Year 8	10
Murchison (S)	Year 9	5
Murchison (S)	Year 10	25
Murchison (S)	Year 11	8
Murchison (S)	Year 12	29
Murray (S)	Did not go to school	41
Murray (S)	Year 8	603
Murray (S)	Year 9	1019
Murray (S)	Year 10	4287
Murray (S)	Year 11	1754
Murray (S)	Year 12	4455
Nannup (S)	Did not go to school	3
Nannup (S)	Year 8	37
Nannup (S)	Year 9	64
Nannup (S)	Year 10	335
Nannup (S)	Year 11	104
Nannup (S)	Year 12	442
Narembeen (S)	Did not go to school	6
Narembeen (S)	Year 8	31
Narembeen (S)	Year 9	39
Narembeen (S)	Year 10	184
Narembeen (S)	Year 11	71
Narembeen (S)	Year 12	265
Narrogin (S)	Did not go to school	5
Narrogin (S)	Year 8	207
Narrogin (S)	Year 9	308
Narrogin (S)	Year 10	1049
Narrogin (S)	Year 11	452
Narrogin (S)	Year 12	1475
Nedlands (C)	Did not go to school	29
Nedlands (C)	Year 8	196
Nedlands (C)	Year 9	414
Nedlands (C)	Year 10	1477
Nedlands (C)	Year 11	834
Nedlands (C)	Year 12	12997
Ngaanyatjarraku (S)	Did not go to school	8
Ngaanyatjarraku (S)	Year 8	285
Ngaanyatjarraku (S)	Year 9	132
Ngaanyatjarraku (S)	Year 10	154
Ngaanyatjarraku (S)	Year 11	65
Ngaanyatjarraku (S)	Year 12	172
Northam (S)	Did not go to school	32
Northam (S)	Year 8	394
Northam (S)	Year 9	624
Northam (S)	Year 10	2546
Northam (S)	Year 11	979
Northam (S)	Year 12	2895
Northampton (S)	Did not go to school	5
Northampton (S)	Year 8	140
Northampton (S)	Year 9	181
Northampton (S)	Year 10	867
Northampton (S)	Year 11	307
Northampton (S)	Year 12	921
Nungarin (S)	Year 8	6
Nungarin (S)	Year 9	15
Nungarin (S)	Year 10	70
Nungarin (S)	Year 11	23
Nungarin (S)	Year 12	75
Peppermint Grove (S)	Year 8	11
Peppermint Grove (S)	Year 9	64
Peppermint Grove (S)	Year 10	120
Peppermint Grove (S)	Year 11	76
Peppermint Grove (S)	Year 12	952
Perenjori (S)	Did not go to school	4
Perenjori (S)	Year 8	11
Perenjori (S)	Year 9	31
Perenjori (S)	Year 10	143
Perenjori (S)	Year 11	64
Perenjori (S)	Year 12	208
Perth (C)	Did not go to school	86
Perth (C)	Year 8	217
Perth (C)	Year 9	291
Perth (C)	Year 10	1424
Perth (C)	Year 11	945
Perth (C)	Year 12	14150
Pingelly (S)	Year 8	58
Pingelly (S)	Year 9	73
Pingelly (S)	Year 10	295
Pingelly (S)	Year 11	104
Pingelly (S)	Year 12	277
Plantagenet (S)	Did not go to school	40
Plantagenet (S)	Year 8	179
Plantagenet (S)	Year 9	250
Plantagenet (S)	Year 10	1151
Plantagenet (S)	Year 11	449
Plantagenet (S)	Year 12	1579
Port Hedland (T)	Did not go to school	69
Port Hedland (T)	Year 8	223
Port Hedland (T)	Year 9	436
Port Hedland (T)	Year 10	2344
Port Hedland (T)	Year 11	1378
Port Hedland (T)	Year 12	4575
Quairading (S)	Year 8	54
Quairading (S)	Year 9	50
Quairading (S)	Year 10	265
Quairading (S)	Year 11	80
Quairading (S)	Year 12	267
Ravensthorpe (S)	Did not go to school	6
Ravensthorpe (S)	Year 8	69
Ravensthorpe (S)	Year 9	81
Ravensthorpe (S)	Year 10	382
Ravensthorpe (S)	Year 11	153
Ravensthorpe (S)	Year 12	543
Rockingham (C)	Did not go to school	222
Rockingham (C)	Year 8	2559
Rockingham (C)	Year 9	4938
Rockingham (C)	Year 10	25265
Rockingham (C)	Year 11	12625
Rockingham (C)	Year 12	42337
Sandstone (S)	Year 8	3
Sandstone (S)	Year 9	8
Sandstone (S)	Year 10	33
Sandstone (S)	Year 11	8
Sandstone (S)	Year 12	21
Serpentine-Jarrahdale (S)	Did not go to school	51
Serpentine-Jarrahdale (S)	Year 8	497
Serpentine-Jarrahdale (S)	Year 9	1043
Serpentine-Jarrahdale (S)	Year 10	5669
Serpentine-Jarrahdale (S)	Year 11	2623
Serpentine-Jarrahdale (S)	Year 12	8795
Shark Bay (S)	Year 8	25
Shark Bay (S)	Year 9	55
Shark Bay (S)	Year 10	222
Shark Bay (S)	Year 11	102
Shark Bay (S)	Year 12	286
South Perth (C)	Did not go to school	136
South Perth (C)	Year 8	640
South Perth (C)	Year 9	1050
South Perth (C)	Year 10	4297
South Perth (C)	Year 11	2297
South Perth (C)	Year 12	24359
Stirling (C)	Did not go to school	1792
Stirling (C)	Year 8	6918
Stirling (C)	Year 9	6181
Stirling (C)	Year 10	26031
Stirling (C)	Year 11	13263
Stirling (C)	Year 12	106120
Subiaco (C)	Did not go to school	31
Subiaco (C)	Year 8	218
Subiaco (C)	Year 9	297
Subiaco (C)	Year 10	1250
Subiaco (C)	Year 11	767
Subiaco (C)	Year 12	12599
Swan (C)	Did not go to school	870
Swan (C)	Year 8	3532
Swan (C)	Year 9	4909
Swan (C)	Year 10	23775
Swan (C)	Year 11	11722
Swan (C)	Year 12	50949
Tammin (S)	Year 8	18
Tammin (S)	Year 9	13
Tammin (S)	Year 10	75
Tammin (S)	Year 11	22
Tammin (S)	Year 12	131
Three Springs (S)	Year 8	18
Three Springs (S)	Year 9	29
Three Springs (S)	Year 10	109
Three Springs (S)	Year 11	46
Three Springs (S)	Year 12	184
Toodyay (S)	Did not go to school	11
Toodyay (S)	Year 8	167
Toodyay (S)	Year 9	222
Toodyay (S)	Year 10	1158
Toodyay (S)	Year 11	414
Toodyay (S)	Year 12	1378
Trayning (S)	Year 8	23
Trayning (S)	Year 9	24
Trayning (S)	Year 10	71
Trayning (S)	Year 11	29
Trayning (S)	Year 12	81
Upper Gascoyne (S)	Year 8	7
Upper Gascoyne (S)	Year 9	14
Upper Gascoyne (S)	Year 10	59
Upper Gascoyne (S)	Year 11	33
Upper Gascoyne (S)	Year 12	46
Victoria Park (T)	Did not go to school	223
Victoria Park (T)	Year 8	820
Victoria Park (T)	Year 9	844
Victoria Park (T)	Year 10	3684
Victoria Park (T)	Year 11	1961
Victoria Park (T)	Year 12	19016
Victoria Plains (S)	Year 8	31
Victoria Plains (S)	Year 9	37
Victoria Plains (S)	Year 10	204
Victoria Plains (S)	Year 11	88
Victoria Plains (S)	Year 12	296
Vincent (C)	Did not go to school	227
Vincent (C)	Year 8	936
Vincent (C)	Year 9	576
Vincent (C)	Year 10	2756
Vincent (C)	Year 11	1633
Vincent (C)	Year 12	19850
Wagin (S)	Did not go to school	8
Wagin (S)	Year 8	80
Wagin (S)	Year 9	110
Wagin (S)	Year 10	447
Wagin (S)	Year 11	160
Wagin (S)	Year 12	511
Wandering (S)	Year 8	10
Wandering (S)	Year 9	9
Wandering (S)	Year 10	113
Wandering (S)	Year 11	33
Wandering (S)	Year 12	141
Wanneroo (C)	Did not go to school	1441
Wanneroo (C)	Year 8	4143
Wanneroo (C)	Year 9	6363
Wanneroo (C)	Year 10	30430
Wanneroo (C)	Year 11	16278
Wanneroo (C)	Year 12	75429
Waroona (S)	Did not go to school	22
Waroona (S)	Year 8	174
Waroona (S)	Year 9	244
Waroona (S)	Year 10	1055
Waroona (S)	Year 11	424
Waroona (S)	Year 12	1002
West Arthur (S)	Did not go to school	3
West Arthur (S)	Year 8	36
West Arthur (S)	Year 9	38
West Arthur (S)	Year 10	186
West Arthur (S)	Year 11	72
West Arthur (S)	Year 12	260
Westonia (S)	Year 8	8
Westonia (S)	Year 9	12
Westonia (S)	Year 10	57
Westonia (S)	Year 11	34
Westonia (S)	Year 12	97
Wickepin (S)	Year 8	32
Wickepin (S)	Year 9	49
Wickepin (S)	Year 10	149
Wickepin (S)	Year 11	64
Wickepin (S)	Year 12	227
Williams (S)	Year 8	35
Williams (S)	Year 9	41
Williams (S)	Year 10	170
Williams (S)	Year 11	78
Williams (S)	Year 12	374
Wiluna (S)	Did not go to school	7
Wiluna (S)	Year 8	52
Wiluna (S)	Year 9	39
Wiluna (S)	Year 10	139
Wiluna (S)	Year 11	81
Wiluna (S)	Year 12	218
Wongan-Ballidu (S)	Year 8	46
Wongan-Ballidu (S)	Year 9	62
Wongan-Ballidu (S)	Year 10	315
Wongan-Ballidu (S)	Year 11	120
Wongan-Ballidu (S)	Year 12	435
Woodanilling (S)	Year 8	9
Woodanilling (S)	Year 9	22
Woodanilling (S)	Year 10	84
Woodanilling (S)	Year 11	27
Woodanilling (S)	Year 12	154
Wyalkatchem (S)	Did not go to school	3
Wyalkatchem (S)	Year 8	33
Wyalkatchem (S)	Year 9	36
Wyalkatchem (S)	Year 10	101
Wyalkatchem (S)	Year 11	39
Wyalkatchem (S)	Year 12	154
Wyndham-East Kimberley (S)	Did not go to school	96
Wyndham-East Kimberley (S)	Year 8	249
Wyndham-East Kimberley (S)	Year 9	303
Wyndham-East Kimberley (S)	Year 10	1264
Wyndham-East Kimberley (S)	Year 11	581
Wyndham-East Kimberley (S)	Year 12	2168
Yalgoo (S)	Did not go to school	8
Yalgoo (S)	Year 8	7
Yalgoo (S)	Year 9	7
Yalgoo (S)	Year 10	73
Yalgoo (S)	Year 11	34
Yalgoo (S)	Year 12	113
Yilgarn (S)	Year 8	62
Yilgarn (S)	Year 9	77
Yilgarn (S)	Year 10	297
Yilgarn (S)	Year 11	111
Yilgarn (S)	Year 12	317
York (S)	Did not go to school	3
York (S)	Year 8	145
York (S)	Year 9	161
York (S)	Year 10	845
York (S)	Year 11	301
York (S)	Year 12	1119
No usual address (WA)	Did not go to school	33
No usual address (WA)	Year 8	142
No usual address (WA)	Year 9	262
No usual address (WA)	Year 10	1144
No usual address (WA)	Year 11	488
No usual address (WA)	Year 12	1909
Migratory - Offshore - Shipping (WA)	Year 8	8
Migratory - Offshore - Shipping (WA)	Year 9	13
Migratory - Offshore - Shipping (WA)	Year 10	84
Migratory - Offshore - Shipping (WA)	Year 11	44
Migratory - Offshore - Shipping (WA)	Year 12	215
Break O'Day (M)	Did not go to school	12
Break O'Day (M)	Year 8	331
Break O'Day (M)	Year 9	615
Break O'Day (M)	Year 10	1749
Break O'Day (M)	Year 11	460
Break O'Day (M)	Year 12	1498
Brighton (M)	Did not go to school	40
Brighton (M)	Year 8	596
Brighton (M)	Year 9	1272
Brighton (M)	Year 10	4547
Brighton (M)	Year 11	1294
Brighton (M)	Year 12	3620
Burnie (C)	Did not go to school	69
Burnie (C)	Year 8	925
Burnie (C)	Year 9	1569
Burnie (C)	Year 10	5487
Burnie (C)	Year 11	1558
Burnie (C)	Year 12	4454
Central Coast (M) (Tas.)	Did not go to school	32
Central Coast (M) (Tas.)	Year 8	1112
Central Coast (M) (Tas.)	Year 9	1926
Central Coast (M) (Tas.)	Year 10	6616
Central Coast (M) (Tas.)	Year 11	1655
Central Coast (M) (Tas.)	Year 12	4822
Central Highlands (M) (Tas.)	Did not go to school	7
Central Highlands (M) (Tas.)	Year 8	116
Central Highlands (M) (Tas.)	Year 9	208
Central Highlands (M) (Tas.)	Year 10	643
Central Highlands (M) (Tas.)	Year 11	141
Central Highlands (M) (Tas.)	Year 12	494
Circular Head (M)	Did not go to school	18
Circular Head (M)	Year 8	372
Circular Head (M)	Year 9	743
Circular Head (M)	Year 10	2460
Circular Head (M)	Year 11	633
Circular Head (M)	Year 12	1422
Clarence (C)	Did not go to school	126
Clarence (C)	Year 8	1778
Clarence (C)	Year 9	3066
Clarence (C)	Year 10	12750
Clarence (C)	Year 11	4137
Clarence (C)	Year 12	19551
Derwent Valley (M)	Did not go to school	51
Derwent Valley (M)	Year 8	490
Derwent Valley (M)	Year 9	844
Derwent Valley (M)	Year 10	3011
Derwent Valley (M)	Year 11	787
Derwent Valley (M)	Year 12	2125
Devonport (C)	Did not go to school	63
Devonport (C)	Year 8	1186
Devonport (C)	Year 9	2072
Devonport (C)	Year 10	7452
Devonport (C)	Year 11	1838
Devonport (C)	Year 12	5743
Dorset (M)	Did not go to school	12
Dorset (M)	Year 8	351
Dorset (M)	Year 9	638
Dorset (M)	Year 10	2186
Dorset (M)	Year 11	416
Dorset (M)	Year 12	1296
Flinders (M) (Tas.)	Did not go to school	3
Flinders (M) (Tas.)	Year 8	30
Flinders (M) (Tas.)	Year 9	76
Flinders (M) (Tas.)	Year 10	237
Flinders (M) (Tas.)	Year 11	77
Flinders (M) (Tas.)	Year 12	277
George Town (M)	Did not go to school	11
George Town (M)	Year 8	328
George Town (M)	Year 9	539
George Town (M)	Year 10	2032
George Town (M)	Year 11	479
George Town (M)	Year 12	1438
Glamorgan/Spring Bay (M)	Did not go to school	16
Glamorgan/Spring Bay (M)	Year 8	193
Glamorgan/Spring Bay (M)	Year 9	425
Glamorgan/Spring Bay (M)	Year 10	1288
Glamorgan/Spring Bay (M)	Year 11	287
Glamorgan/Spring Bay (M)	Year 12	1155
Glenorchy (C)	Did not go to school	401
Glenorchy (C)	Year 8	2258
Glenorchy (C)	Year 9	3299
Glenorchy (C)	Year 10	11534
Glenorchy (C)	Year 11	3397
Glenorchy (C)	Year 12	13375
Hobart (C)	Did not go to school	167
Hobart (C)	Year 8	1190
Hobart (C)	Year 9	1493
Hobart (C)	Year 10	5864
Hobart (C)	Year 11	2535
Hobart (C)	Year 12	28816
Huon Valley (M)	Did not go to school	30
Huon Valley (M)	Year 8	606
Huon Valley (M)	Year 9	1043
Huon Valley (M)	Year 10	4002
Huon Valley (M)	Year 11	1271
Huon Valley (M)	Year 12	5097
Kentish (M)	Did not go to school	23
Kentish (M)	Year 8	311
Kentish (M)	Year 9	529
Kentish (M)	Year 10	1841
Kentish (M)	Year 11	470
Kentish (M)	Year 12	1439
King Island (M)	Year 8	67
King Island (M)	Year 9	77
King Island (M)	Year 10	455
King Island (M)	Year 11	134
King Island (M)	Year 12	441
Kingborough (M)	Did not go to school	41
Kingborough (M)	Year 8	887
Kingborough (M)	Year 9	1606
Kingborough (M)	Year 10	6924
Kingborough (M)	Year 11	2441
Kingborough (M)	Year 12	15046
Latrobe (M) (Tas.)	Did not go to school	20
Latrobe (M) (Tas.)	Year 8	453
Latrobe (M) (Tas.)	Year 9	968
Latrobe (M) (Tas.)	Year 10	3520
Latrobe (M) (Tas.)	Year 11	806
Latrobe (M) (Tas.)	Year 12	2346
Launceston (C)	Did not go to school	488
Launceston (C)	Year 8	2816
Launceston (C)	Year 9	4098
Launceston (C)	Year 10	15754
Launceston (C)	Year 11	4569
Launceston (C)	Year 12	21005
Meander Valley (M)	Did not go to school	42
Meander Valley (M)	Year 8	861
Meander Valley (M)	Year 9	1516
Meander Valley (M)	Year 10	5617
Meander Valley (M)	Year 11	1400
Meander Valley (M)	Year 12	5163
Northern Midlands (M)	Did not go to school	33
Northern Midlands (M)	Year 8	587
Northern Midlands (M)	Year 9	1047
Northern Midlands (M)	Year 10	3788
Northern Midlands (M)	Year 11	944
Northern Midlands (M)	Year 12	3027
Sorell (M)	Did not go to school	25
Sorell (M)	Year 8	507
Sorell (M)	Year 9	1031
Sorell (M)	Year 10	4077
Sorell (M)	Year 11	1148
Sorell (M)	Year 12	3929
Southern Midlands (M)	Did not go to school	9
Southern Midlands (M)	Year 8	288
Southern Midlands (M)	Year 9	557
Southern Midlands (M)	Year 10	1780
Southern Midlands (M)	Year 11	480
Southern Midlands (M)	Year 12	1283
Tasman (M)	Year 8	112
Tasman (M)	Year 9	225
Tasman (M)	Year 10	649
Tasman (M)	Year 11	126
Tasman (M)	Year 12	644
Waratah/Wynyard (M)	Did not go to school	38
Waratah/Wynyard (M)	Year 8	721
Waratah/Wynyard (M)	Year 9	1213
Waratah/Wynyard (M)	Year 10	4136
Waratah/Wynyard (M)	Year 11	1070
Waratah/Wynyard (M)	Year 12	3003
West Coast (M)	Did not go to school	10
West Coast (M)	Year 8	193
West Coast (M)	Year 9	326
West Coast (M)	Year 10	1329
West Coast (M)	Year 11	323
West Coast (M)	Year 12	818
West Tamar (M)	Did not go to school	53
West Tamar (M)	Year 8	764
West Tamar (M)	Year 9	1526
West Tamar (M)	Year 10	5964
West Tamar (M)	Year 11	1721
West Tamar (M)	Year 12	7113
No usual address (Tas.)	Did not go to school	3
No usual address (Tas.)	Year 8	34
No usual address (Tas.)	Year 9	51
No usual address (Tas.)	Year 10	209
No usual address (Tas.)	Year 11	62
No usual address (Tas.)	Year 12	296
Migratory - Offshore - Shipping (Tas.)	Year 10	22
Migratory - Offshore - Shipping (Tas.)	Year 11	10
Migratory - Offshore - Shipping (Tas.)	Year 12	25
Alice Springs (T)	Did not go to school	192
Alice Springs (T)	Year 8	916
Alice Springs (T)	Year 9	920
Alice Springs (T)	Year 10	3159
Alice Springs (T)	Year 11	2396
Alice Springs (T)	Year 12	9122
Barkly (R)	Did not go to school	259
Barkly (R)	Year 8	847
Barkly (R)	Year 9	445
Barkly (R)	Year 10	971
Barkly (R)	Year 11	476
Barkly (R)	Year 12	1144
Belyuen (S)	Year 8	43
Belyuen (S)	Year 9	16
