LGA_NAME16	EduInstitutionType	Sex	students
Golden Plains (S)	Technical or Further Educational Institution	F	170
Golden Plains (S)	Technical or Further Educational Institution	M	145
Golden Plains (S)	University or other tertiary	F	358
Golden Plains (S)	University or other tertiary	M	206
Greater Bendigo (C)		F	4853
Greater Bendigo (C)		M	4497
Greater Bendigo (C)	Infants/Primary	F	4409
Greater Bendigo (C)	Infants/Primary	M	4735
Greater Bendigo (C)	Pre-school	F	818
Greater Bendigo (C)	Pre-school	M	944
Greater Bendigo (C)	Secondary	F	3436
Greater Bendigo (C)	Secondary	M	3591
Greater Bendigo (C)	Technical or Further Educational Institution	F	1072
Greater Bendigo (C)	Technical or Further Educational Institution	M	873
Greater Bendigo (C)	University or other tertiary	F	2516
Greater Bendigo (C)	University or other tertiary	M	1400
Greater Dandenong (C)		F	6830
Greater Dandenong (C)		M	6801
Greater Dandenong (C)	Infants/Primary	F	5191
Greater Dandenong (C)	Infants/Primary	M	5479
Greater Dandenong (C)	Pre-school	F	960
Greater Dandenong (C)	Pre-school	M	1020
Greater Dandenong (C)	Secondary	F	4547
Greater Dandenong (C)	Secondary	M	4744
Greater Dandenong (C)	Technical or Further Educational Institution	F	1800
Greater Dandenong (C)	Technical or Further Educational Institution	M	1934
Greater Dandenong (C)	University or other tertiary	F	3920
Greater Dandenong (C)	University or other tertiary	M	3997
Greater Geelong (C)		F	9289
Greater Geelong (C)		M	9159
Greater Geelong (C)	Infants/Primary	F	9023
Greater Geelong (C)	Infants/Primary	M	9326
Greater Geelong (C)	Pre-school	F	1743
Greater Geelong (C)	Pre-school	M	1975
Greater Geelong (C)	Secondary	F	7190
Greater Geelong (C)	Secondary	M	7521
Greater Geelong (C)	Technical or Further Educational Institution	F	2138
Greater Geelong (C)	Technical or Further Educational Institution	M	1925
Greater Geelong (C)	University or other tertiary	F	6059
Greater Geelong (C)	University or other tertiary	M	4537
Greater Shepparton (C)		F	3326
Greater Shepparton (C)		M	3379
Greater Shepparton (C)	Infants/Primary	F	2594
Greater Shepparton (C)	Infants/Primary	M	2858
Greater Shepparton (C)	Pre-school	F	458
Greater Shepparton (C)	Pre-school	M	497
Greater Shepparton (C)	Secondary	F	2169
Greater Shepparton (C)	Secondary	M	2232
Greater Shepparton (C)	Technical or Further Educational Institution	F	706
Greater Shepparton (C)	Technical or Further Educational Institution	M	517
Greater Shepparton (C)	University or other tertiary	F	812
Greater Shepparton (C)	University or other tertiary	M	393
Hepburn (S)		F	901
Hepburn (S)		M	772
Hepburn (S)	Infants/Primary	F	550
Hepburn (S)	Infants/Primary	M	515
Hepburn (S)	Pre-school	F	104
Hepburn (S)	Pre-school	M	115
Hepburn (S)	Secondary	F	360
Hepburn (S)	Secondary	M	358
Hepburn (S)	Technical or Further Educational Institution	F	85
Hepburn (S)	Technical or Further Educational Institution	M	90
Hepburn (S)	University or other tertiary	F	225
Hepburn (S)	University or other tertiary	M	111
Hindmarsh (S)		F	267
Hindmarsh (S)		M	221
Hindmarsh (S)	Infants/Primary	F	190
Hindmarsh (S)	Infants/Primary	M	187
Hindmarsh (S)	Pre-school	F	34
Hindmarsh (S)	Pre-school	M	23
Hindmarsh (S)	Secondary	F	190
Hindmarsh (S)	Secondary	M	196
Hindmarsh (S)	Technical or Further Educational Institution	F	21
Hindmarsh (S)	Technical or Further Educational Institution	M	22
Hindmarsh (S)	University or other tertiary	F	54
Hindmarsh (S)	University or other tertiary	M	21
Hobsons Bay (C)		F	3411
Hobsons Bay (C)		M	3049
Hobsons Bay (C)	Infants/Primary	F	3441
Hobsons Bay (C)	Infants/Primary	M	3528
Hobsons Bay (C)	Pre-school	F	736
Hobsons Bay (C)	Pre-school	M	777
Hobsons Bay (C)	Secondary	F	2438
Hobsons Bay (C)	Secondary	M	2478
Hobsons Bay (C)	Technical or Further Educational Institution	F	614
Hobsons Bay (C)	Technical or Further Educational Institution	M	633
Hobsons Bay (C)	University or other tertiary	F	2399
Hobsons Bay (C)	University or other tertiary	M	1901
Horsham (RC)		F	752
Horsham (RC)		M	690
Horsham (RC)	Infants/Primary	F	808
Horsham (RC)	Infants/Primary	M	883
Horsham (RC)	Pre-school	F	140
Horsham (RC)	Pre-school	M	156
Horsham (RC)	Secondary	F	590
Horsham (RC)	Secondary	M	622
Horsham (RC)	Technical or Further Educational Institution	F	108
Horsham (RC)	Technical or Further Educational Institution	M	109
Horsham (RC)	University or other tertiary	F	229
Horsham (RC)	University or other tertiary	M	110
Hume (C)		F	8507
Hume (C)		M	7899
Hume (C)	Infants/Primary	F	8762
Hume (C)	Infants/Primary	M	9267
Hume (C)	Pre-school	F	1547
Hume (C)	Pre-school	M	1662
Hume (C)	Secondary	F	7220
Hume (C)	Secondary	M	7095
Hume (C)	Technical or Further Educational Institution	F	2100
Hume (C)	Technical or Further Educational Institution	M	2126
Hume (C)	University or other tertiary	F	4784
Hume (C)	University or other tertiary	M	3770
Indigo (S)		F	639
Indigo (S)		M	763
Indigo (S)	Infants/Primary	F	687
Indigo (S)	Infants/Primary	M	670
Indigo (S)	Pre-school	F	125
Indigo (S)	Pre-school	M	125
Indigo (S)	Secondary	F	570
Indigo (S)	Secondary	M	535
Indigo (S)	Technical or Further Educational Institution	F	168
Indigo (S)	Technical or Further Educational Institution	M	117
Indigo (S)	University or other tertiary	F	200
Indigo (S)	University or other tertiary	M	68
Kingston (C) (Vic.)		F	5289
Kingston (C) (Vic.)		M	4641
Kingston (C) (Vic.)	Infants/Primary	F	5824
Kingston (C) (Vic.)	Infants/Primary	M	6219
Kingston (C) (Vic.)	Pre-school	F	1270
Kingston (C) (Vic.)	Pre-school	M	1368
Kingston (C) (Vic.)	Secondary	F	4513
Kingston (C) (Vic.)	Secondary	M	4477
Kingston (C) (Vic.)	Technical or Further Educational Institution	F	1195
Kingston (C) (Vic.)	Technical or Further Educational Institution	M	1418
Kingston (C) (Vic.)	University or other tertiary	F	4020
Kingston (C) (Vic.)	University or other tertiary	M	3145
Knox (C)		F	4418
Knox (C)		M	3840
Knox (C)	Infants/Primary	F	5718
Knox (C)	Infants/Primary	M	6257
Knox (C)	Pre-school	F	1175
Knox (C)	Pre-school	M	1248
Knox (C)	Secondary	F	5264
Knox (C)	Secondary	M	5324
Knox (C)	Technical or Further Educational Institution	F	1408
Knox (C)	Technical or Further Educational Institution	M	1447
Knox (C)	University or other tertiary	F	3866
Knox (C)	University or other tertiary	M	3153
Latrobe (C) (Vic.)		F	3710
Latrobe (C) (Vic.)		M	3406
Latrobe (C) (Vic.)	Infants/Primary	F	2788
Latrobe (C) (Vic.)	Infants/Primary	M	2946
Latrobe (C) (Vic.)	Pre-school	F	465
Latrobe (C) (Vic.)	Pre-school	M	481
Latrobe (C) (Vic.)	Secondary	F	2215
Latrobe (C) (Vic.)	Secondary	M	2150
Latrobe (C) (Vic.)	Technical or Further Educational Institution	F	695
Latrobe (C) (Vic.)	Technical or Further Educational Institution	M	567
Latrobe (C) (Vic.)	University or other tertiary	F	1167
Latrobe (C) (Vic.)	University or other tertiary	M	658
Loddon (S)		F	437
Loddon (S)		M	474
Loddon (S)	Infants/Primary	F	272
Loddon (S)	Infants/Primary	M	245
Loddon (S)	Pre-school	F	38
Loddon (S)	Pre-school	M	44
Loddon (S)	Secondary	F	240
Loddon (S)	Secondary	M	203
Loddon (S)	Technical or Further Educational Institution	F	28
Loddon (S)	Technical or Further Educational Institution	M	8
Loddon (S)	University or other tertiary	F	62
Loddon (S)	University or other tertiary	M	20
Macedon Ranges (S)		F	1993
Macedon Ranges (S)		M	1740
Macedon Ranges (S)	Infants/Primary	F	2114
Macedon Ranges (S)	Infants/Primary	M	2225
Macedon Ranges (S)	Pre-school	F	395
Macedon Ranges (S)	Pre-school	M	471
Macedon Ranges (S)	Secondary	F	1619
Macedon Ranges (S)	Secondary	M	1677
Macedon Ranges (S)	Technical or Further Educational Institution	F	306
Macedon Ranges (S)	Technical or Further Educational Institution	M	297
Macedon Ranges (S)	University or other tertiary	F	870
Macedon Ranges (S)	University or other tertiary	M	475
Manningham (C)		F	3489
Manningham (C)		M	2931
Manningham (C)	Infants/Primary	F	4166
Manningham (C)	Infants/Primary	M	4571
Manningham (C)	Pre-school	F	851
Manningham (C)	Pre-school	M	914
Manningham (C)	Secondary	F	3962
Manningham (C)	Secondary	M	4203
Manningham (C)	Technical or Further Educational Institution	F	781
Manningham (C)	Technical or Further Educational Institution	M	855
Manningham (C)	University or other tertiary	F	3785
Manningham (C)	University or other tertiary	M	3430
Mansfield (S)		F	425
Mansfield (S)		M	426
Mansfield (S)	Infants/Primary	F	348
Mansfield (S)	Infants/Primary	M	326
Mansfield (S)	Pre-school	F	67
Mansfield (S)	Pre-school	M	76
Mansfield (S)	Secondary	F	312
Mansfield (S)	Secondary	M	299
Mansfield (S)	Technical or Further Educational Institution	F	46
Mansfield (S)	Technical or Further Educational Institution	M	43
Mansfield (S)	University or other tertiary	F	82
Mansfield (S)	University or other tertiary	M	30
Maribyrnong (C)		F	3915
Maribyrnong (C)		M	3681
Maribyrnong (C)	Infants/Primary	F	2503
Maribyrnong (C)	Infants/Primary	M	2552
Maribyrnong (C)	Pre-school	F	579
Maribyrnong (C)	Pre-school	M	655
Maribyrnong (C)	Secondary	F	1714
Maribyrnong (C)	Secondary	M	1759
Maribyrnong (C)	Technical or Further Educational Institution	F	863
Maribyrnong (C)	Technical or Further Educational Institution	M	897
Maribyrnong (C)	University or other tertiary	F	3650
Maribyrnong (C)	University or other tertiary	M	3799
Maroondah (C)		F	3529
Maroondah (C)		M	2910
Maroondah (C)	Infants/Primary	F	4386
Maroondah (C)	Infants/Primary	M	4602
Maroondah (C)	Pre-school	F	983
Maroondah (C)	Pre-school	M	1018
Maroondah (C)	Secondary	F	3430
Maroondah (C)	Secondary	M	3690
Maroondah (C)	Technical or Further Educational Institution	F	979
Maroondah (C)	Technical or Further Educational Institution	M	1115
Maroondah (C)	University or other tertiary	F	2707
Maroondah (C)	University or other tertiary	M	2003
Melbourne (C)		F	9935
Melbourne (C)		M	9725
Melbourne (C)	Infants/Primary	F	1327
Melbourne (C)	Infants/Primary	M	1353
Melbourne (C)	Pre-school	F	376
Melbourne (C)	Pre-school	M	402
Melbourne (C)	Secondary	F	1248
Melbourne (C)	Secondary	M	1257
Melbourne (C)	Technical or Further Educational Institution	F	2337
Melbourne (C)	Technical or Further Educational Institution	M	1980
Melbourne (C)	University or other tertiary	F	19016
Melbourne (C)	University or other tertiary	M	15340
Melton (C)		F	5925
Melton (C)		M	5753
Melton (C)	Infants/Primary	F	7181
Melton (C)	Infants/Primary	M	7301
Melton (C)	Pre-school	F	1344
Melton (C)	Pre-school	M	1348
Melton (C)	Secondary	F	4813
Melton (C)	Secondary	M	4938
Melton (C)	Technical or Further Educational Institution	F	1026
Melton (C)	Technical or Further Educational Institution	M	1055
Melton (C)	University or other tertiary	F	2840
Melton (C)	University or other tertiary	M	1946
Mildura (RC)		F	2795
Mildura (RC)		M	2727
Mildura (RC)	Infants/Primary	F	2092
Mildura (RC)	Infants/Primary	M	2257
Mildura (RC)	Pre-school	F	435
Mildura (RC)	Pre-school	M	516
Mildura (RC)	Secondary	F	1757
Mildura (RC)	Secondary	M	1725
Mildura (RC)	Technical or Further Educational Institution	F	537
Mildura (RC)	Technical or Further Educational Institution	M	469
Mildura (RC)	University or other tertiary	F	675
Mildura (RC)	University or other tertiary	M	276
Mitchell (S)		F	2077
Mitchell (S)		M	1954
Mitchell (S)	Infants/Primary	F	1733
Mitchell (S)	Infants/Primary	M	1843
Mitchell (S)	Pre-school	F	327
Mitchell (S)	Pre-school	M	396
Mitchell (S)	Secondary	F	1408
Mitchell (S)	Secondary	M	1485
Mitchell (S)	Technical or Further Educational Institution	F	408
Mitchell (S)	Technical or Further Educational Institution	M	359
Mitchell (S)	University or other tertiary	F	612
Mitchell (S)	University or other tertiary	M	347
Moira (S)		F	1462
Moira (S)		M	1447
Moira (S)	Infants/Primary	F	1127
Moira (S)	Infants/Primary	M	1133
Moira (S)	Pre-school	F	195
Moira (S)	Pre-school	M	234
Moira (S)	Secondary	F	833
Moira (S)	Secondary	M	904
Moira (S)	Technical or Further Educational Institution	F	299
Moira (S)	Technical or Further Educational Institution	M	202
Moira (S)	University or other tertiary	F	248
Moira (S)	University or other tertiary	M	83
Monash (C)		F	5754
Monash (C)		M	5270
Monash (C)	Infants/Primary	F	6384
Monash (C)	Infants/Primary	M	6682
Monash (C)	Pre-school	F	1325
Monash (C)	Pre-school	M	1425
Monash (C)	Secondary	F	5408
Monash (C)	Secondary	M	5777
Monash (C)	Technical or Further Educational Institution	F	1654
Monash (C)	Technical or Further Educational Institution	M	1735
Monash (C)	University or other tertiary	F	10734
Monash (C)	University or other tertiary	M	10528
Moonee Valley (C)		F	4734
Moonee Valley (C)		M	4074
Moonee Valley (C)	Infants/Primary	F	4141
Moonee Valley (C)	Infants/Primary	M	4449
Moonee Valley (C)	Pre-school	F	817
Moonee Valley (C)	Pre-school	M	894
Moonee Valley (C)	Secondary	F	3423
Moonee Valley (C)	Secondary	M	3452
Moonee Valley (C)	Technical or Further Educational Institution	F	782
Moonee Valley (C)	Technical or Further Educational Institution	M	828
Moonee Valley (C)	University or other tertiary	F	4101
Moonee Valley (C)	University or other tertiary	M	3443
Moorabool (S)		F	1288
Moorabool (S)		M	1223
Moorabool (S)	Infants/Primary	F	1464
Moorabool (S)	Infants/Primary	M	1502
Moorabool (S)	Pre-school	F	229
Moorabool (S)	Pre-school	M	272
Moorabool (S)	Secondary	F	1093
Moorabool (S)	Secondary	M	1092
Moorabool (S)	Technical or Further Educational Institution	F	216
Moorabool (S)	Technical or Further Educational Institution	M	200
Moorabool (S)	University or other tertiary	F	598
Moorabool (S)	University or other tertiary	M	328
Moreland (C)		F	6487
Moreland (C)		M	6164
Moreland (C)	Infants/Primary	F	5164
Moreland (C)	Infants/Primary	M	5396
Moreland (C)	Pre-school	F	1179
Moreland (C)	Pre-school	M	1321
Moreland (C)	Secondary	F	3556
Moreland (C)	Secondary	M	3631
Moreland (C)	Technical or Further Educational Institution	F	1333
Moreland (C)	Technical or Further Educational Institution	M	1500
Moreland (C)	University or other tertiary	F	7296
Moreland (C)	University or other tertiary	M	6107
Mornington Peninsula (S)		F	6087
Mornington Peninsula (S)		M	5274
Mornington Peninsula (S)	Infants/Primary	F	6237
Mornington Peninsula (S)	Infants/Primary	M	6459
Mornington Peninsula (S)	Pre-school	F	1181
Mornington Peninsula (S)	Pre-school	M	1253
Mornington Peninsula (S)	Secondary	F	4681
Mornington Peninsula (S)	Secondary	M	4851
Mornington Peninsula (S)	Technical or Further Educational Institution	F	1211
Mornington Peninsula (S)	Technical or Further Educational Institution	M	1227
Mornington Peninsula (S)	University or other tertiary	F	2326
Mornington Peninsula (S)	University or other tertiary	M	1366
Mount Alexander (S)		F	991
Mount Alexander (S)		M	1541
Mount Alexander (S)	Infants/Primary	F	617
Mount Alexander (S)	Infants/Primary	M	665
Mount Alexander (S)	Pre-school	F	112
Mount Alexander (S)	Pre-school	M	121
Mount Alexander (S)	Secondary	F	505
Mount Alexander (S)	Secondary	M	508
Mount Alexander (S)	Technical or Further Educational Institution	F	98
Mount Alexander (S)	Technical or Further Educational Institution	M	106
Mount Alexander (S)	University or other tertiary	F	273
Mount Alexander (S)	University or other tertiary	M	118
Moyne (S)		F	814
Moyne (S)		M	806
Moyne (S)	Infants/Primary	F	768
Moyne (S)	Infants/Primary	M	782
Moyne (S)	Pre-school	F	123
Moyne (S)	Pre-school	M	154
Moyne (S)	Secondary	F	560
Moyne (S)	Secondary	M	523
Moyne (S)	Technical or Further Educational Institution	F	133
Moyne (S)	Technical or Further Educational Institution	M	108
Moyne (S)	University or other tertiary	F	188
Moyne (S)	University or other tertiary	M	76
Murrindindi (S)		F	745
Murrindindi (S)		M	716
Murrindindi (S)	Infants/Primary	F	482
Murrindindi (S)	Infants/Primary	M	549
Murrindindi (S)	Pre-school	F	81
Murrindindi (S)	Pre-school	M	98
Murrindindi (S)	Secondary	F	348
Murrindindi (S)	Secondary	M	344
Murrindindi (S)	Technical or Further Educational Institution	F	104
Murrindindi (S)	Technical or Further Educational Institution	M	98
Murrindindi (S)	University or other tertiary	F	160
Murrindindi (S)	University or other tertiary	M	75
Nillumbik (S)		F	1636
Nillumbik (S)		M	1551
Nillumbik (S)	Infants/Primary	F	2872
Nillumbik (S)	Infants/Primary	M	2979
Nillumbik (S)	Pre-school	F	538
Nillumbik (S)	Pre-school	M	568
Nillumbik (S)	Secondary	F	2501
Nillumbik (S)	Secondary	M	2622
Nillumbik (S)	Technical or Further Educational Institution	F	411
Nillumbik (S)	Technical or Further Educational Institution	M	617
Nillumbik (S)	University or other tertiary	F	1786
Nillumbik (S)	University or other tertiary	M	1267
Northern Grampians (S)		F	522
Northern Grampians (S)		M	488
Northern Grampians (S)	Infants/Primary	F	366
Northern Grampians (S)	Infants/Primary	M	374
Northern Grampians (S)	Pre-school	F	67
Northern Grampians (S)	Pre-school	M	74
Northern Grampians (S)	Secondary	F	356
Northern Grampians (S)	Secondary	M	344
Northern Grampians (S)	Technical or Further Educational Institution	F	45
Northern Grampians (S)	Technical or Further Educational Institution	M	54
Northern Grampians (S)	University or other tertiary	F	114
Northern Grampians (S)	University or other tertiary	M	33
Port Phillip (C)		F	5903
Port Phillip (C)		M	5654
Port Phillip (C)	Infants/Primary	F	2261
Port Phillip (C)	Infants/Primary	M	2363
Port Phillip (C)	Pre-school	F	593
Port Phillip (C)	Pre-school	M	633
Port Phillip (C)	Secondary	F	1494
Port Phillip (C)	Secondary	M	1510
Port Phillip (C)	Technical or Further Educational Institution	F	850
Port Phillip (C)	Technical or Further Educational Institution	M	672
Port Phillip (C)	University or other tertiary	F	3696
Port Phillip (C)	University or other tertiary	M	2789
Pyrenees (S)		F	342
Pyrenees (S)		M	710
Pyrenees (S)	Infants/Primary	F	249
Pyrenees (S)	Infants/Primary	M	255
Pyrenees (S)	Pre-school	F	51
Pyrenees (S)	Pre-school	M	51
Pyrenees (S)	Secondary	F	194
Pyrenees (S)	Secondary	M	185
Pyrenees (S)	Technical or Further Educational Institution	F	31
Pyrenees (S)	Technical or Further Educational Institution	M	25
Pyrenees (S)	University or other tertiary	F	80
Pyrenees (S)	University or other tertiary	M	40
Queenscliffe (B)		F	142
Queenscliffe (B)		M	130
Queenscliffe (B)	Infants/Primary	F	66
Queenscliffe (B)	Infants/Primary	M	91
Queenscliffe (B)	Pre-school	F	14
Queenscliffe (B)	Pre-school	M	15
