LGA_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Sunshine Coast (R)	0	5	57
Sunshine Coast (R)	0	6	24
Sunshine Coast (R)	1	2	38239
Sunshine Coast (R)	1	3	15585
Sunshine Coast (R)	1	4	15753
Sunshine Coast (R)	1	5	6295
Sunshine Coast (R)	1	6	2774
Tablelands (R)	0	1	2671
Tablelands (R)	0	2	225
Tablelands (R)	0	3	23
Tablelands (R)	0	4	8
Tablelands (R)	0	5	4
Tablelands (R)	1	2	3552
Tablelands (R)	1	3	1116
Tablelands (R)	1	4	1030
Tablelands (R)	1	5	468
Tablelands (R)	1	6	302
Toowoomba (R)	0	1	15294
Toowoomba (R)	0	2	1545
Toowoomba (R)	0	3	293
Toowoomba (R)	0	4	93
Toowoomba (R)	0	5	22
Toowoomba (R)	0	6	10
Toowoomba (R)	1	2	19532
Toowoomba (R)	1	3	8040
Toowoomba (R)	1	4	7594
Toowoomba (R)	1	5	3753
Toowoomba (R)	1	6	2024
Torres (S)	0	1	224
Torres (S)	0	2	52
Torres (S)	0	3	6
Torres (S)	0	4	8
Torres (S)	0	6	8
Torres (S)	1	2	159
Torres (S)	1	3	114
Torres (S)	1	4	121
Torres (S)	1	5	77
Torres (S)	1	6	146
Torres Strait Island (R)	0	1	196
Torres Strait Island (R)	0	2	7
Torres Strait Island (R)	1	2	165
Torres Strait Island (R)	1	3	143
Torres Strait Island (R)	1	4	137
Torres Strait Island (R)	1	5	118
Torres Strait Island (R)	1	6	221
Townsville (C)	0	1	15686
Townsville (C)	0	2	2425
Townsville (C)	0	3	551
Townsville (C)	0	4	189
Townsville (C)	0	5	59
Townsville (C)	0	6	22
Townsville (C)	1	2	20611
Townsville (C)	1	3	10324
Townsville (C)	1	4	9492
Townsville (C)	1	5	4159
Townsville (C)	1	6	2078
Weipa (T)	0	1	217
Weipa (T)	0	2	34
Weipa (T)	0	3	3
Weipa (T)	1	2	313
Weipa (T)	1	3	186
Weipa (T)	1	4	248
Weipa (T)	1	5	88
Weipa (T)	1	6	63
Western Downs (R)	0	1	2909
Western Downs (R)	0	2	306
Western Downs (R)	0	3	40
Western Downs (R)	0	4	11
Western Downs (R)	0	5	3
Western Downs (R)	1	2	3803
Western Downs (R)	1	3	1530
Western Downs (R)	1	4	1506
Western Downs (R)	1	5	821
Western Downs (R)	1	6	419
Whitsunday (R)	0	1	3051
Whitsunday (R)	0	2	384
Whitsunday (R)	0	3	77
Whitsunday (R)	0	4	38
Whitsunday (R)	0	5	17
Whitsunday (R)	0	6	10
Whitsunday (R)	1	2	3820
Whitsunday (R)	1	3	1543
Whitsunday (R)	1	4	1414
Whitsunday (R)	1	5	633
Whitsunday (R)	1	6	263
Winton (S)	0	1	186
Winton (S)	0	2	11
Winton (S)	1	2	155
Winton (S)	1	3	48
Winton (S)	1	4	40
Winton (S)	1	5	21
Winton (S)	1	6	8
Woorabinda (S)	0	1	56
Woorabinda (S)	0	2	4
Woorabinda (S)	1	2	41
Woorabinda (S)	1	3	42
Woorabinda (S)	1	4	37
Woorabinda (S)	1	5	25
Woorabinda (S)	1	6	45
Wujal Wujal (S)	0	1	10
Wujal Wujal (S)	1	2	16
Wujal Wujal (S)	1	3	14
Wujal Wujal (S)	1	4	13
Wujal Wujal (S)	1	5	11
Wujal Wujal (S)	1	6	14
Yarrabah (S)	0	1	47
Yarrabah (S)	0	2	6
Yarrabah (S)	1	2	57
Yarrabah (S)	1	3	62
Yarrabah (S)	1	4	56
Yarrabah (S)	1	5	44
Yarrabah (S)	1	6	194
Adelaide (C)	0	1	3559
Adelaide (C)	0	2	851
Adelaide (C)	0	3	387
Adelaide (C)	0	4	139
Adelaide (C)	0	5	30
Adelaide (C)	0	6	14
Adelaide (C)	1	2	2504
Adelaide (C)	1	3	686
Adelaide (C)	1	4	378
Adelaide (C)	1	5	99
Adelaide (C)	1	6	31
Adelaide Hills (DC)	0	1	2626
Adelaide Hills (DC)	0	2	187
Adelaide Hills (DC)	0	3	21
Adelaide Hills (DC)	0	4	7
Adelaide Hills (DC)	0	5	4
Adelaide Hills (DC)	1	2	4894
Adelaide Hills (DC)	1	3	2137
Adelaide Hills (DC)	1	4	2552
Adelaide Hills (DC)	1	5	958
Adelaide Hills (DC)	1	6	366
Alexandrina (DC)	0	1	2837
Alexandrina (DC)	0	2	193
Alexandrina (DC)	0	3	16
Alexandrina (DC)	0	4	7
Alexandrina (DC)	1	2	4178
Alexandrina (DC)	1	3	1172
Alexandrina (DC)	1	4	1178
Alexandrina (DC)	1	5	464
Alexandrina (DC)	1	6	187
Anangu Pitjantjatjara (AC)	0	1	114
Anangu Pitjantjatjara (AC)	0	2	10
Anangu Pitjantjatjara (AC)	1	2	72
Anangu Pitjantjatjara (AC)	1	3	60
Anangu Pitjantjatjara (AC)	1	4	49
Anangu Pitjantjatjara (AC)	1	5	60
Anangu Pitjantjatjara (AC)	1	6	127
Barossa (DC)	0	1	2258
Barossa (DC)	0	2	132
Barossa (DC)	0	3	20
Barossa (DC)	0	4	3
Barossa (DC)	1	2	3271
Barossa (DC)	1	3	1197
Barossa (DC)	1	4	1298
Barossa (DC)	1	5	556
Barossa (DC)	1	6	185
Barunga West (DC)	0	1	343
Barunga West (DC)	0	2	21
Barunga West (DC)	1	2	429
Barunga West (DC)	1	3	102
Barunga West (DC)	1	4	83
Barunga West (DC)	1	5	53
Barunga West (DC)	1	6	12
Berri and Barmera (DC)	0	1	1292
Berri and Barmera (DC)	0	2	98
Berri and Barmera (DC)	0	3	11
Berri and Barmera (DC)	0	4	3
Berri and Barmera (DC)	1	2	1482
Berri and Barmera (DC)	1	3	529
Berri and Barmera (DC)	1	4	460
Berri and Barmera (DC)	1	5	223
Berri and Barmera (DC)	1	6	90
Burnside (C)	0	1	4648
Burnside (C)	0	2	328
Burnside (C)	0	3	88
Burnside (C)	0	4	41
Burnside (C)	0	5	16
Burnside (C)	0	6	8
Burnside (C)	1	2	5141
Burnside (C)	1	3	2315
Burnside (C)	1	4	2796
Burnside (C)	1	5	1075
Burnside (C)	1	6	326
Campbelltown (C) (SA)	0	1	5141
Campbelltown (C) (SA)	0	2	389
Campbelltown (C) (SA)	0	3	103
Campbelltown (C) (SA)	0	4	67
Campbelltown (C) (SA)	0	5	21
Campbelltown (C) (SA)	0	6	10
Campbelltown (C) (SA)	1	2	5915
Campbelltown (C) (SA)	1	3	3018
Campbelltown (C) (SA)	1	4	3191
Campbelltown (C) (SA)	1	5	1060
Campbelltown (C) (SA)	1	6	373
Ceduna (DC)	0	1	359
Ceduna (DC)	0	2	22
Ceduna (DC)	1	2	429
Ceduna (DC)	1	3	175
Ceduna (DC)	1	4	145
Ceduna (DC)	1	5	70
Ceduna (DC)	1	6	45
Charles Sturt (C)	0	1	13280
Charles Sturt (C)	0	2	1320
Charles Sturt (C)	0	3	369
Charles Sturt (C)	0	4	134
Charles Sturt (C)	0	5	31
Charles Sturt (C)	0	6	17
Charles Sturt (C)	1	2	13741
Charles Sturt (C)	1	3	6347
Charles Sturt (C)	1	4	6219
Charles Sturt (C)	1	5	2076
Charles Sturt (C)	1	6	830
Clare and Gilbert Valleys (DC)	0	1	1029
Clare and Gilbert Valleys (DC)	0	2	57
Clare and Gilbert Valleys (DC)	0	3	8
Clare and Gilbert Valleys (DC)	1	2	1366
Clare and Gilbert Valleys (DC)	1	3	402
Clare and Gilbert Valleys (DC)	1	4	371
Clare and Gilbert Valleys (DC)	1	5	221
Clare and Gilbert Valleys (DC)	1	6	63
Cleve (DC)	0	1	222
Cleve (DC)	0	2	14
Cleve (DC)	1	2	251
Cleve (DC)	1	3	69
Cleve (DC)	1	4	75
Cleve (DC)	1	5	39
Cleve (DC)	1	6	12
Coober Pedy (DC)	0	1	329
Coober Pedy (DC)	0	2	11
Coober Pedy (DC)	0	3	4
Coober Pedy (DC)	1	2	190
Coober Pedy (DC)	1	3	64
Coober Pedy (DC)	1	4	55
Coober Pedy (DC)	1	5	16
Coober Pedy (DC)	1	6	15
Copper Coast (DC)	0	1	1753
Copper Coast (DC)	0	2	121
Copper Coast (DC)	0	3	13
Copper Coast (DC)	1	2	2287
Copper Coast (DC)	1	3	665
Copper Coast (DC)	1	4	543
Copper Coast (DC)	1	5	248
Copper Coast (DC)	1	6	100
Elliston (DC)	0	1	133
Elliston (DC)	0	2	3
Elliston (DC)	1	2	168
Elliston (DC)	1	3	39
Elliston (DC)	1	4	42
Elliston (DC)	1	5	21
Elliston (DC)	1	6	11
Flinders Ranges (DC)	0	1	249
Flinders Ranges (DC)	0	2	9
Flinders Ranges (DC)	1	2	254
Flinders Ranges (DC)	1	3	78
Flinders Ranges (DC)	1	4	55
Flinders Ranges (DC)	1	5	20
Flinders Ranges (DC)	1	6	16
Franklin Harbour (DC)	0	1	139
Franklin Harbour (DC)	0	2	7
Franklin Harbour (DC)	1	2	196
Franklin Harbour (DC)	1	3	51
Franklin Harbour (DC)	1	4	54
Franklin Harbour (DC)	1	5	30
Franklin Harbour (DC)	1	6	8
Gawler (T)	0	1	2653
Gawler (T)	0	2	200
Gawler (T)	0	3	22
Gawler (T)	1	2	2986
Gawler (T)	1	3	1345
Gawler (T)	1	4	1181
Gawler (T)	1	5	449
Gawler (T)	1	6	203
Goyder (DC)	0	1	540
Goyder (DC)	0	2	37
Goyder (DC)	1	2	601
Goyder (DC)	1	3	163
Goyder (DC)	1	4	163
Goyder (DC)	1	5	88
Goyder (DC)	1	6	52
Grant (DC)	0	1	564
Grant (DC)	0	2	41
Grant (DC)	0	3	4
Grant (DC)	0	4	4
Grant (DC)	1	2	1016
Grant (DC)	1	3	349
Grant (DC)	1	4	481
Grant (DC)	1	5	195
Grant (DC)	1	6	68
Holdfast Bay (C)	0	1	5205
Holdfast Bay (C)	0	2	441
Holdfast Bay (C)	0	3	92
Holdfast Bay (C)	0	4	25
Holdfast Bay (C)	0	6	9
Holdfast Bay (C)	1	2	4961
Holdfast Bay (C)	1	3	1740
Holdfast Bay (C)	1	4	1713
Holdfast Bay (C)	1	5	562
Holdfast Bay (C)	1	6	129
Kangaroo Island (DC)	0	1	595
Kangaroo Island (DC)	0	2	42
Kangaroo Island (DC)	1	2	685
Kangaroo Island (DC)	1	3	212
Kangaroo Island (DC)	1	4	149
Kangaroo Island (DC)	1	5	97
Kangaroo Island (DC)	1	6	24
Karoonda East Murray (DC)	0	1	121
Karoonda East Murray (DC)	0	2	4
Karoonda East Murray (DC)	1	2	154
Karoonda East Murray (DC)	1	3	52
Karoonda East Murray (DC)	1	4	41
Karoonda East Murray (DC)	1	5	30
Karoonda East Murray (DC)	1	6	13
Kimba (DC)	0	1	118
Kimba (DC)	0	2	3
Kimba (DC)	1	2	145
Kimba (DC)	1	3	39
Kimba (DC)	1	4	48
Kimba (DC)	1	5	39
Kimba (DC)	1	6	9
Kingston (DC) (SA)	0	1	306
Kingston (DC) (SA)	0	2	10
Kingston (DC) (SA)	1	2	384
Kingston (DC) (SA)	1	3	95
Kingston (DC) (SA)	1	4	109
Kingston (DC) (SA)	1	5	47
Kingston (DC) (SA)	1	6	9
Light (RegC)	0	1	950
Light (RegC)	0	2	51
Light (RegC)	0	3	18
Light (RegC)	1	2	1661
Light (RegC)	1	3	769
Light (RegC)	1	4	941
Light (RegC)	1	5	467
Light (RegC)	1	6	176
Lower Eyre Peninsula (DC)	0	1	456
Lower Eyre Peninsula (DC)	0	2	31
Lower Eyre Peninsula (DC)	0	3	4
Lower Eyre Peninsula (DC)	1	2	739
Lower Eyre Peninsula (DC)	1	3	240
Lower Eyre Peninsula (DC)	1	4	270
Lower Eyre Peninsula (DC)	1	5	135
Lower Eyre Peninsula (DC)	1	6	53
Loxton Waikerie (DC)	0	1	1279
Loxton Waikerie (DC)	0	2	81
Loxton Waikerie (DC)	0	3	12
Loxton Waikerie (DC)	0	4	3
Loxton Waikerie (DC)	0	5	3
Loxton Waikerie (DC)	1	2	1704
Loxton Waikerie (DC)	1	3	561
Loxton Waikerie (DC)	1	4	542
Loxton Waikerie (DC)	1	5	221
Loxton Waikerie (DC)	1	6	96
Mallala (DC)	0	1	648
Mallala (DC)	0	2	71
Mallala (DC)	0	3	3
Mallala (DC)	1	2	955
Mallala (DC)	1	3	480
Mallala (DC)	1	4	511
Mallala (DC)	1	5	243
Mallala (DC)	1	6	120
Maralinga Tjarutja (AC)	1	2	3
Maralinga Tjarutja (AC)	1	5	5
Marion (C)	0	1	10259
Marion (C)	0	2	1080
Marion (C)	0	3	387
Marion (C)	0	4	129
Marion (C)	0	5	48
Marion (C)	0	6	10
Marion (C)	1	2	10820
Marion (C)	1	3	5394
Marion (C)	1	4	5018
Marion (C)	1	5	1531
Marion (C)	1	6	602
Mid Murray (DC)	0	1	1151
Mid Murray (DC)	0	2	87
Mid Murray (DC)	0	3	8
Mid Murray (DC)	1	2	1389
Mid Murray (DC)	1	3	359
Mid Murray (DC)	1	4	312
Mid Murray (DC)	1	5	161
Mid Murray (DC)	1	6	43
Mitcham (C)	0	1	5696
Mitcham (C)	0	2	496
Mitcham (C)	0	3	176
Mitcham (C)	0	4	84
Mitcham (C)	0	5	34
Mitcham (C)	0	6	15
Mitcham (C)	1	2	7456
Mitcham (C)	1	3	3527
Mitcham (C)	1	4	4376
Mitcham (C)	1	5	1516
Mitcham (C)	1	6	432
Mount Barker (DC)	0	1	2672
Mount Barker (DC)	0	2	212
Mount Barker (DC)	0	3	38
Mount Barker (DC)	0	4	10
Mount Barker (DC)	1	2	3963
Mount Barker (DC)	1	3	1914
Mount Barker (DC)	1	4	2061
Mount Barker (DC)	1	5	856
Mount Barker (DC)	1	6	293
Mount Gambier (C)	0	1	3340
Mount Gambier (C)	0	2	228
Mount Gambier (C)	0	3	26
Mount Gambier (C)	0	4	8
Mount Gambier (C)	0	5	4
Mount Gambier (C)	1	2	3347
Mount Gambier (C)	1	3	1334
Mount Gambier (C)	1	4	1313
Mount Gambier (C)	1	5	485
Mount Gambier (C)	1	6	238
Mount Remarkable (DC)	0	1	332
Mount Remarkable (DC)	0	2	16
Mount Remarkable (DC)	1	2	505
Mount Remarkable (DC)	1	3	108
Mount Remarkable (DC)	1	4	100
Mount Remarkable (DC)	1	5	64
Mount Remarkable (DC)	1	6	18
Murray Bridge (RC)	0	1	2306
Murray Bridge (RC)	0	2	199
Murray Bridge (RC)	0	3	31
Murray Bridge (RC)	0	4	14
Murray Bridge (RC)	0	5	5
Murray Bridge (RC)	0	6	10
Murray Bridge (RC)	1	2	2704
Murray Bridge (RC)	1	3	1094
Murray Bridge (RC)	1	4	928
Murray Bridge (RC)	1	5	422
Murray Bridge (RC)	1	6	211
Naracoorte and Lucindale (DC)	0	1	849
Naracoorte and Lucindale (DC)	0	2	68
Naracoorte and Lucindale (DC)	0	3	19
Naracoorte and Lucindale (DC)	0	4	8
Naracoorte and Lucindale (DC)	0	5	7
Naracoorte and Lucindale (DC)	0	6	11
Naracoorte and Lucindale (DC)	1	2	1139
Naracoorte and Lucindale (DC)	1	3	373
Naracoorte and Lucindale (DC)	1	4	407
Naracoorte and Lucindale (DC)	1	5	188
Naracoorte and Lucindale (DC)	1	6	69
Northern Areas (DC)	0	1	559
Northern Areas (DC)	0	2	42
Northern Areas (DC)	0	3	3
Northern Areas (DC)	1	2	699
Northern Areas (DC)	1	3	194
Northern Areas (DC)	1	4	179
Northern Areas (DC)	1	5	117
Northern Areas (DC)	1	6	36
Norwood Payneham St Peters (C)	0	1	5138
Norwood Payneham St Peters (C)	0	2	587
Norwood Payneham St Peters (C)	0	3	214
Norwood Payneham St Peters (C)	0	4	89
Norwood Payneham St Peters (C)	0	5	19
Norwood Payneham St Peters (C)	0	6	8
Norwood Payneham St Peters (C)	1	2	4294
Norwood Payneham St Peters (C)	1	3	1940
Norwood Payneham St Peters (C)	1	4	1819
Norwood Payneham St Peters (C)	1	5	551
Norwood Payneham St Peters (C)	1	6	143
Onkaparinga (C)	0	1	15639
Onkaparinga (C)	0	2	1394
Onkaparinga (C)	0	3	182
Onkaparinga (C)	0	4	41
Onkaparinga (C)	0	5	11
Onkaparinga (C)	0	6	3
Onkaparinga (C)	1	2	21018
Onkaparinga (C)	1	3	10172
Onkaparinga (C)	1	4	9749
Onkaparinga (C)	1	5	3517
Onkaparinga (C)	1	6	1296
Orroroo/Carrieton (DC)	0	1	117
Orroroo/Carrieton (DC)	0	2	9
Orroroo/Carrieton (DC)	1	2	150
Orroroo/Carrieton (DC)	1	3	23
Orroroo/Carrieton (DC)	1	4	36
Orroroo/Carrieton (DC)	1	5	15
Orroroo/Carrieton (DC)	1	6	10
Peterborough (DC)	0	1	325
Peterborough (DC)	0	2	26
Peterborough (DC)	1	2	251
Peterborough (DC)	1	3	73
Peterborough (DC)	1	4	51
Peterborough (DC)	1	5	32
Peterborough (DC)	1	6	11
Playford (C)	0	1	8243
Playford (C)	0	2	936
Playford (C)	0	3	139
Playford (C)	0	4	46
Playford (C)	0	5	13
Playford (C)	0	6	7
Playford (C)	1	2	9119
Playford (C)	1	3	5045
Playford (C)	1	4	4565
Playford (C)	1	5	2084
Playford (C)	1	6	1469
Port Adelaide Enfield (C)	0	1	14191
Port Adelaide Enfield (C)	0	2	1499
Port Adelaide Enfield (C)	0	3	390
Port Adelaide Enfield (C)	0	4	175
Port Adelaide Enfield (C)	0	5	75
Port Adelaide Enfield (C)	0	6	78
Port Adelaide Enfield (C)	1	2	13304
Port Adelaide Enfield (C)	1	3	7102
Port Adelaide Enfield (C)	1	4	6348
Port Adelaide Enfield (C)	1	5	2248
Port Adelaide Enfield (C)	1	6	1208
Port Augusta (C)	0	1	1580
Port Augusta (C)	0	2	124
Port Augusta (C)	0	3	6
Port Augusta (C)	0	4	11
Port Augusta (C)	1	2	1615
Port Augusta (C)	1	3	718
Port Augusta (C)	1	4	585
Port Augusta (C)	1	5	248
Port Augusta (C)	1	6	142
Port Lincoln (C)	0	1	1670
Port Lincoln (C)	0	2	154
Port Lincoln (C)	0	3	20
Port Lincoln (C)	0	4	3
Port Lincoln (C)	1	2	1804
Port Lincoln (C)	1	3	689
Port Lincoln (C)	1	4	651
Port Lincoln (C)	1	5	273
Port Lincoln (C)	1	6	98
Port Pirie City and Dists (M)	0	1	2308
Port Pirie City and Dists (M)	0	2	118
Port Pirie City and Dists (M)	0	3	9
Port Pirie City and Dists (M)	0	4	3
Port Pirie City and Dists (M)	1	2	2302
Port Pirie City and Dists (M)	1	3	899
Port Pirie City and Dists (M)	1	4	747
Port Pirie City and Dists (M)	1	5	353
Port Pirie City and Dists (M)	1	6	167
Prospect (C)	0	1	2161
Prospect (C)	0	2	274
Prospect (C)	0	3	123
Prospect (C)	0	4	55
Prospect (C)	0	5	20
Prospect (C)	0	6	11
Prospect (C)	1	2	2115
Prospect (C)	1	3	1148
Prospect (C)	1	4	1285
Prospect (C)	1	5	435
Prospect (C)	1	6	137
Renmark Paringa (DC)	0	1	1059
Renmark Paringa (DC)	0	2	80
Renmark Paringa (DC)	0	3	9
Renmark Paringa (DC)	0	4	3
Renmark Paringa (DC)	0	5	3
Renmark Paringa (DC)	0	6	4
Renmark Paringa (DC)	1	2	1316
Renmark Paringa (DC)	1	3	478
Renmark Paringa (DC)	1	4	401
Renmark Paringa (DC)	1	5	180
Renmark Paringa (DC)	1	6	88
Robe (DC)	0	1	185
Robe (DC)	0	2	9
Robe (DC)	1	2	224
Robe (DC)	1	3	61
Robe (DC)	1	4	41
Robe (DC)	1	5	20
Robe (DC)	1	6	13
Roxby Downs (M)	0	1	258
Roxby Downs (M)	0	2	32
Roxby Downs (M)	0	3	3
Roxby Downs (M)	0	4	3
Roxby Downs (M)	1	2	326
Roxby Downs (M)	1	3	189
Roxby Downs (M)	1	4	214
Roxby Downs (M)	1	5	123
Roxby Downs (M)	1	6	36
Salisbury (C)	0	1	12160
Salisbury (C)	0	2	1293
Salisbury (C)	0	3	253
Salisbury (C)	0	4	70
Salisbury (C)	0	5	39
Salisbury (C)	0	6	24
Salisbury (C)	1	2	14576
Salisbury (C)	1	3	8383
Salisbury (C)	1	4	7471
Salisbury (C)	1	5	3151
Salisbury (C)	1	6	2083
Southern Mallee (DC)	0	1	229
Southern Mallee (DC)	0	2	21
Southern Mallee (DC)	0	3	3
Southern Mallee (DC)	1	2	274
Southern Mallee (DC)	1	3	91
Southern Mallee (DC)	1	4	94
Southern Mallee (DC)	1	5	43
Southern Mallee (DC)	1	6	10
Streaky Bay (DC)	0	1	228
Streaky Bay (DC)	0	2	14
Streaky Bay (DC)	1	2	300
Streaky Bay (DC)	1	3	79
Streaky Bay (DC)	1	4	90
Streaky Bay (DC)	1	5	42
Streaky Bay (DC)	1	6	22
Tatiara (DC)	0	1	665
Tatiara (DC)	0	2	53
Tatiara (DC)	0	3	10
Tatiara (DC)	0	4	8
Tatiara (DC)	0	5	9
Tatiara (DC)	0	6	9
Tatiara (DC)	1	2	867
Tatiara (DC)	1	3	286
Tatiara (DC)	1	4	286
Tatiara (DC)	1	5	170
Tatiara (DC)	1	6	59
Tea Tree Gully (C)	0	1	8276
Tea Tree Gully (C)	0	2	622
Tea Tree Gully (C)	0	3	70
Tea Tree Gully (C)	0	4	34
Tea Tree Gully (C)	0	5	11
Tea Tree Gully (C)	0	6	9
Tea Tree Gully (C)	1	2	12560
Tea Tree Gully (C)	1	3	5999
Tea Tree Gully (C)	1	4	6062
Tea Tree Gully (C)	1	5	2143
Tea Tree Gully (C)	1	6	770
The Coorong (DC)	0	1	624
The Coorong (DC)	0	2	42
The Coorong (DC)	0	3	5
The Coorong (DC)	1	2	806
The Coorong (DC)	1	3	241
The Coorong (DC)	1	4	216
The Coorong (DC)	1	5	124
The Coorong (DC)	1	6	47
Tumby Bay (DC)	0	1	349
Tumby Bay (DC)	0	2	24
Tumby Bay (DC)	1	2	422
Tumby Bay (DC)	1	3	110
Tumby Bay (DC)	1	4	101
Tumby Bay (DC)	1	5	52
Tumby Bay (DC)	1	6	18
Unley (C)	0	1	4462
Unley (C)	0	2	541
Unley (C)	0	3	189
Unley (C)	0	4	59
Unley (C)	0	5	19
Unley (C)	0	6	4
Unley (C)	1	2	4398
Unley (C)	1	3	1965
Unley (C)	1	4	2179
Unley (C)	1	5	739
Unley (C)	1	6	167
Victor Harbor (C)	0	1	2034
Victor Harbor (C)	0	2	110
Victor Harbor (C)	0	3	7
Victor Harbor (C)	0	6	4
Victor Harbor (C)	1	2	2747
Victor Harbor (C)	1	3	600
Victor Harbor (C)	1	4	507
Victor Harbor (C)	1	5	195
Victor Harbor (C)	1	6	78
Wakefield (DC)	0	1	768
Wakefield (DC)	0	2	53
Wakefield (DC)	0	3	4
Wakefield (DC)	1	2	896
Wakefield (DC)	1	3	308
Wakefield (DC)	1	4	304
Wakefield (DC)	1	5	160
Wakefield (DC)	1	6	84
Walkerville (M)	0	1	914
Walkerville (M)	0	2	87
Walkerville (M)	0	3	34
Walkerville (M)	0	4	8
Walkerville (M)	0	5	5
Walkerville (M)	0	6	6
Walkerville (M)	1	2	925
Walkerville (M)	1	3	344
Walkerville (M)	1	4	410
Walkerville (M)	1	5	149
Walkerville (M)	1	6	59
Wattle Range (DC)	0	1	1345
Wattle Range (DC)	0	2	68
Wattle Range (DC)	0	3	8
Wattle Range (DC)	0	4	3
Wattle Range (DC)	1	2	1659
Wattle Range (DC)	1	3	548
Wattle Range (DC)	1	4	514
Wattle Range (DC)	1	5	266
Wattle Range (DC)	1	6	104
West Torrens (C)	0	1	7360
West Torrens (C)	0	2	920
West Torrens (C)	0	3	380
West Torrens (C)	0	4	151
West Torrens (C)	0	5	49
West Torrens (C)	0	6	26
West Torrens (C)	1	2	6629
West Torrens (C)	1	3	3375
West Torrens (C)	1	4	3041
West Torrens (C)	1	5	993
West Torrens (C)	1	6	364
Whyalla (C)	0	1	3003
Whyalla (C)	0	2	197
Whyalla (C)	0	3	20
Whyalla (C)	1	2	2797
Whyalla (C)	1	3	1158
Whyalla (C)	1	4	1018
Whyalla (C)	1	5	419
Whyalla (C)	1	6	153
Wudinna (DC)	0	1	155
Wudinna (DC)	0	2	5
Wudinna (DC)	1	2	168
Wudinna (DC)	1	3	50
Wudinna (DC)	1	4	55
Wudinna (DC)	1	5	34
Wudinna (DC)	1	6	9
Yankalilla (DC)	0	1	662
Yankalilla (DC)	0	2	43
Yankalilla (DC)	1	2	871
Yankalilla (DC)	1	3	207
Yankalilla (DC)	1	4	197
Yankalilla (DC)	1	5	73
Yankalilla (DC)	1	6	46
Yorke Peninsula (DC)	0	1	1591
Yorke Peninsula (DC)	0	2	76
Yorke Peninsula (DC)	0	3	3
Yorke Peninsula (DC)	1	2	1922
Yorke Peninsula (DC)	1	3	426
Yorke Peninsula (DC)	1	4	349
Yorke Peninsula (DC)	1	5	205
Yorke Peninsula (DC)	1	6	74
Unincorporated SA	0	1	470
Unincorporated SA	0	2	22
Unincorporated SA	1	2	291
Unincorporated SA	1	3	113
Unincorporated SA	1	4	100
Unincorporated SA	1	5	42
Unincorporated SA	1	6	46
Albany (C)	0	1	3688
Albany (C)	0	2	295
Albany (C)	0	3	47
Albany (C)	0	4	14
Albany (C)	0	5	3
Albany (C)	1	2	4766
Albany (C)	1	3	1717
Albany (C)	1	4	1745
Albany (C)	1	5	788
Albany (C)	1	6	374
Armadale (C)	0	1	5599
Armadale (C)	0	2	655
Armadale (C)	0	3	114
Armadale (C)	0	4	30
Armadale (C)	0	5	4
Armadale (C)	0	6	5
Armadale (C)	1	2	8330
Armadale (C)	1	3	5020
Armadale (C)	1	4	4576
Armadale (C)	1	5	1967
Armadale (C)	1	6	1151
Ashburton (S)	0	1	485
Ashburton (S)	0	2	27
Ashburton (S)	0	3	11
Ashburton (S)	1	2	497
Ashburton (S)	1	3	264
Ashburton (S)	1	4	384
Ashburton (S)	1	5	165
Ashburton (S)	1	6	81
Augusta-Margaret River (S)	0	1	1179
Augusta-Margaret River (S)	0	2	124
Augusta-Margaret River (S)	0	3	39
Augusta-Margaret River (S)	0	4	7
Augusta-Margaret River (S)	0	5	9
Augusta-Margaret River (S)	1	2	1702
Augusta-Margaret River (S)	1	3	794
Augusta-Margaret River (S)	1	4	784
Augusta-Margaret River (S)	1	5	313
Augusta-Margaret River (S)	1	6	83
Bassendean (T)	0	1	1687
Bassendean (T)	0	2	184
Bassendean (T)	0	3	40
Bassendean (T)	0	4	9
Bassendean (T)	0	5	6
Bassendean (T)	0	6	7
Bassendean (T)	1	2	1810
Bassendean (T)	1	3	912
Bassendean (T)	1	4	809
Bassendean (T)	1	5	300
Bassendean (T)	1	6	132
Bayswater (C)	0	1	6818
Bayswater (C)	0	2	994
Bayswater (C)	0	3	295
Bayswater (C)	0	4	105
Bayswater (C)	0	5	46
Bayswater (C)	0	6	21
Bayswater (C)	1	2	7840
Bayswater (C)	1	3	3784
Bayswater (C)	1	4	3405
Bayswater (C)	1	5	1123
Bayswater (C)	1	6	539
Belmont (C)	0	1	4359
Belmont (C)	0	2	670
Belmont (C)	0	3	214
Belmont (C)	0	4	104
Belmont (C)	0	5	52
Belmont (C)	0	6	23
Belmont (C)	1	2	4279
Belmont (C)	1	3	2124
Belmont (C)	1	4	1714
Belmont (C)	1	5	701
Belmont (C)	1	6	426
Beverley (S)	0	1	204
Beverley (S)	0	2	11
Beverley (S)	1	2	265
Beverley (S)	1	3	80
Beverley (S)	1	4	62
Beverley (S)	1	5	25
Beverley (S)	1	6	16
Boddington (S)	0	1	151
Boddington (S)	0	2	8
Boddington (S)	1	2	226
Boddington (S)	1	3	89
Boddington (S)	1	4	102
Boddington (S)	1	5	44
Boddington (S)	1	6	18
Boyup Brook (S)	0	1	183
Boyup Brook (S)	0	2	12
Boyup Brook (S)	1	2	264
Boyup Brook (S)	1	3	71
Boyup Brook (S)	1	4	79
