LGA_NAME16	Age	Sex	Volunteer	adults
Bruce Rock (S)	35-44	F	1	20
Bruce Rock (S)	35-44	M	0	29
Bruce Rock (S)	35-44	M	1	26
Bruce Rock (S)	45-54	F		4
Bruce Rock (S)	45-54	F	0	20
Bruce Rock (S)	45-54	F	1	27
Bruce Rock (S)	45-54	M		9
Bruce Rock (S)	45-54	M	0	34
Bruce Rock (S)	45-54	M	1	25
Bruce Rock (S)	55-64	F		3
Bruce Rock (S)	55-64	F	0	43
Bruce Rock (S)	55-64	F	1	21
Bruce Rock (S)	55-64	M		8
Bruce Rock (S)	55-64	M	0	58
Bruce Rock (S)	55-64	M	1	25
Bruce Rock (S)	65-74	F		11
Bruce Rock (S)	65-74	F	0	33
Bruce Rock (S)	65-74	F	1	30
Bruce Rock (S)	65-74	M		11
Bruce Rock (S)	65-74	M	0	41
Bruce Rock (S)	65-74	M	1	24
Bruce Rock (S)	75-84	F		6
Bruce Rock (S)	75-84	F	0	23
Bruce Rock (S)	75-84	F	1	10
Bruce Rock (S)	75-84	M	0	16
Bruce Rock (S)	75-84	M	1	11
Bruce Rock (S)	85+	F	0	6
Bruce Rock (S)	85+	M	0	8
Bunbury (C)	15-19	F		80
Bunbury (C)	15-19	F	0	565
Bunbury (C)	15-19	F	1	189
Bunbury (C)	15-19	M		111
Bunbury (C)	15-19	M	0	636
Bunbury (C)	15-19	M	1	175
Bunbury (C)	20-24	F		73
Bunbury (C)	20-24	F	0	687
Bunbury (C)	20-24	F	1	142
Bunbury (C)	20-24	M		111
Bunbury (C)	20-24	M	0	717
Bunbury (C)	20-24	M	1	109
Bunbury (C)	25-34	F		164
Bunbury (C)	25-34	F	0	1565
Bunbury (C)	25-34	F	1	377
Bunbury (C)	25-34	M		287
Bunbury (C)	25-34	M	0	1567
Bunbury (C)	25-34	M	1	249
Bunbury (C)	35-44	F		157
Bunbury (C)	35-44	F	0	1304
Bunbury (C)	35-44	F	1	524
Bunbury (C)	35-44	M		265
Bunbury (C)	35-44	M	0	1443
Bunbury (C)	35-44	M	1	308
Bunbury (C)	45-54	F		156
Bunbury (C)	45-54	F	0	1500
Bunbury (C)	45-54	F	1	527
Bunbury (C)	45-54	M		255
Bunbury (C)	45-54	M	0	1478
Bunbury (C)	45-54	M	1	398
Bunbury (C)	55-64	F		167
Bunbury (C)	55-64	F	0	1595
Bunbury (C)	55-64	F	1	503
Bunbury (C)	55-64	M		196
Bunbury (C)	55-64	M	0	1483
Bunbury (C)	55-64	M	1	376
Bunbury (C)	65-74	F		174
Bunbury (C)	65-74	F	0	1141
Bunbury (C)	65-74	F	1	384
Bunbury (C)	65-74	M		166
Bunbury (C)	65-74	M	0	1078
Bunbury (C)	65-74	M	1	328
Bunbury (C)	75-84	F		150
Bunbury (C)	75-84	F	0	703
Bunbury (C)	75-84	F	1	172
Bunbury (C)	75-84	M		117
Bunbury (C)	75-84	M	0	530
Bunbury (C)	75-84	M	1	134
Bunbury (C)	85+	F		73
Bunbury (C)	85+	F	0	470
Bunbury (C)	85+	F	1	33
Bunbury (C)	85+	M		45
Bunbury (C)	85+	M	0	244
Bunbury (C)	85+	M	1	17
Busselton (C)	15-19	F		94
Busselton (C)	15-19	F	0	612
Busselton (C)	15-19	F	1	319
Busselton (C)	15-19	M		112
Busselton (C)	15-19	M	0	717
Busselton (C)	15-19	M	1	273
Busselton (C)	20-24	F		59
Busselton (C)	20-24	F	0	551
Busselton (C)	20-24	F	1	130
Busselton (C)	20-24	M		52
Busselton (C)	20-24	M	0	584
Busselton (C)	20-24	M	1	87
Busselton (C)	25-34	F		144
Busselton (C)	25-34	F	0	1444
Busselton (C)	25-34	F	1	381
Busselton (C)	25-34	M		171
Busselton (C)	25-34	M	0	1410
Busselton (C)	25-34	M	1	221
Busselton (C)	35-44	F		157
Busselton (C)	35-44	F	0	1565
Busselton (C)	35-44	F	1	879
Busselton (C)	35-44	M		187
Busselton (C)	35-44	M	0	1596
Busselton (C)	35-44	M	1	555
Busselton (C)	45-54	F		156
Busselton (C)	45-54	F	0	1574
Busselton (C)	45-54	F	1	799
Busselton (C)	45-54	M		215
Busselton (C)	45-54	M	0	1588
Busselton (C)	45-54	M	1	616
Busselton (C)	55-64	F		190
Busselton (C)	55-64	F	0	1634
Busselton (C)	55-64	F	1	670
Busselton (C)	55-64	M		192
Busselton (C)	55-64	M	0	1600
Busselton (C)	55-64	M	1	447
Busselton (C)	65-74	F		193
Busselton (C)	65-74	F	0	1255
Busselton (C)	65-74	F	1	700
Busselton (C)	65-74	M		198
Busselton (C)	65-74	M	0	1360
Busselton (C)	65-74	M	1	547
Busselton (C)	75-84	F		171
Busselton (C)	75-84	F	0	692
Busselton (C)	75-84	F	1	273
Busselton (C)	75-84	M		136
Busselton (C)	75-84	M	0	616
Busselton (C)	75-84	M	1	244
Busselton (C)	85+	F		138
Busselton (C)	85+	F	0	330
Busselton (C)	85+	F	1	47
Busselton (C)	85+	M		71
Busselton (C)	85+	M	0	220
Busselton (C)	85+	M	1	43
Cambridge (T)	15-19	F		44
Cambridge (T)	15-19	F	0	418
Cambridge (T)	15-19	F	1	384
Cambridge (T)	15-19	M		35
Cambridge (T)	15-19	M	0	522
Cambridge (T)	15-19	M	1	294
Cambridge (T)	20-24	F		33
Cambridge (T)	20-24	F	0	451
Cambridge (T)	20-24	F	1	254
Cambridge (T)	20-24	M		41
Cambridge (T)	20-24	M	0	544
Cambridge (T)	20-24	M	1	207
Cambridge (T)	25-34	F		102
Cambridge (T)	25-34	F	0	1027
Cambridge (T)	25-34	F	1	314
Cambridge (T)	25-34	M		130
Cambridge (T)	25-34	M	0	1007
Cambridge (T)	25-34	M	1	273
Cambridge (T)	35-44	F		90
Cambridge (T)	35-44	F	0	1154
Cambridge (T)	35-44	F	1	677
Cambridge (T)	35-44	M		108
Cambridge (T)	35-44	M	0	1186
Cambridge (T)	35-44	M	1	405
Cambridge (T)	45-54	F		87
Cambridge (T)	45-54	F	0	1195
Cambridge (T)	45-54	F	1	792
Cambridge (T)	45-54	M		109
Cambridge (T)	45-54	M	0	1258
Cambridge (T)	45-54	M	1	598
Cambridge (T)	55-64	F		88
Cambridge (T)	55-64	F	0	1052
Cambridge (T)	55-64	F	1	440
Cambridge (T)	55-64	M		72
Cambridge (T)	55-64	M	0	1082
Cambridge (T)	55-64	M	1	420
Cambridge (T)	65-74	F		64
Cambridge (T)	65-74	F	0	684
Cambridge (T)	65-74	F	1	286
Cambridge (T)	65-74	M		68
Cambridge (T)	65-74	M	0	620
Cambridge (T)	65-74	M	1	263
Cambridge (T)	75-84	F		88
Cambridge (T)	75-84	F	0	598
Cambridge (T)	75-84	F	1	173
Cambridge (T)	75-84	M		45
Cambridge (T)	75-84	M	0	426
Cambridge (T)	75-84	M	1	114
Cambridge (T)	85+	F		59
Cambridge (T)	85+	F	0	425
Cambridge (T)	85+	F	1	48
Cambridge (T)	85+	M		30
Cambridge (T)	85+	M	0	238
Cambridge (T)	85+	M	1	30
Canning (C)	15-19	F		127
Canning (C)	15-19	F	0	1919
Canning (C)	15-19	F	1	889
Canning (C)	15-19	M		180
Canning (C)	15-19	M	0	2421
Canning (C)	15-19	M	1	691
Canning (C)	20-24	F		234
Canning (C)	20-24	F	0	2659
Canning (C)	20-24	F	1	905
Canning (C)	20-24	M		277
Canning (C)	20-24	M	0	3413
Canning (C)	20-24	M	1	816
Canning (C)	25-34	F		426
Canning (C)	25-34	F	0	5512
Canning (C)	25-34	F	1	1224
Canning (C)	25-34	M		554
Canning (C)	25-34	M	0	6175
Canning (C)	25-34	M	1	1032
Canning (C)	35-44	F		271
Canning (C)	35-44	F	0	4261
Canning (C)	35-44	F	1	1557
Canning (C)	35-44	M		360
Canning (C)	35-44	M	0	4675
Canning (C)	35-44	M	1	1050
Canning (C)	45-54	F		248
Canning (C)	45-54	F	0	4016
Canning (C)	45-54	F	1	1420
Canning (C)	45-54	M		317
Canning (C)	45-54	M	0	4099
Canning (C)	45-54	M	1	1146
Canning (C)	55-64	F		224
Canning (C)	55-64	F	0	3872
Canning (C)	55-64	F	1	992
Canning (C)	55-64	M		240
Canning (C)	55-64	M	0	3548
Canning (C)	55-64	M	1	808
Canning (C)	65-74	F		211
Canning (C)	65-74	F	0	2545
Canning (C)	65-74	F	1	728
Canning (C)	65-74	M		189
Canning (C)	65-74	M	0	2529
Canning (C)	65-74	M	1	606
Canning (C)	75-84	F		212
Canning (C)	75-84	F	0	1442
Canning (C)	75-84	F	1	292
Canning (C)	75-84	M		136
Canning (C)	75-84	M	0	1113
Canning (C)	75-84	M	1	245
Canning (C)	85+	F		155
Canning (C)	85+	F	0	796
Canning (C)	85+	F	1	53
Canning (C)	85+	M		65
Canning (C)	85+	M	0	430
Canning (C)	85+	M	1	43
Capel (S)	15-19	F		50
Capel (S)	15-19	F	0	464
Capel (S)	15-19	F	1	200
Capel (S)	15-19	M		48
Capel (S)	15-19	M	0	503
Capel (S)	15-19	M	1	163
Capel (S)	20-24	F		22
Capel (S)	20-24	F	0	295
Capel (S)	20-24	F	1	75
Capel (S)	20-24	M		37
Capel (S)	20-24	M	0	315
Capel (S)	20-24	M	1	53
Capel (S)	25-34	F		68
Capel (S)	25-34	F	0	761
Capel (S)	25-34	F	1	190
Capel (S)	25-34	M		69
Capel (S)	25-34	M	0	672
Capel (S)	25-34	M	1	122
Capel (S)	35-44	F		61
Capel (S)	35-44	F	0	810
Capel (S)	35-44	F	1	431
Capel (S)	35-44	M		86
Capel (S)	35-44	M	0	839
Capel (S)	35-44	M	1	249
Capel (S)	45-54	F		94
Capel (S)	45-54	F	0	883
Capel (S)	45-54	F	1	417
Capel (S)	45-54	M		88
Capel (S)	45-54	M	0	887
Capel (S)	45-54	M	1	293
Capel (S)	55-64	F		55
Capel (S)	55-64	F	0	673
Capel (S)	55-64	F	1	231
Capel (S)	55-64	M		67
Capel (S)	55-64	M	0	702
Capel (S)	55-64	M	1	187
Capel (S)	65-74	F		52
Capel (S)	65-74	F	0	400
Capel (S)	65-74	F	1	170
Capel (S)	65-74	M		52
Capel (S)	65-74	M	0	473
Capel (S)	65-74	M	1	146
Capel (S)	75-84	F		23
Capel (S)	75-84	F	0	149
Capel (S)	75-84	F	1	69
Capel (S)	75-84	M		18
Capel (S)	75-84	M	0	146
Capel (S)	75-84	M	1	40
Capel (S)	85+	F		8
Capel (S)	85+	F	0	47
Capel (S)	85+	F	1	6
Capel (S)	85+	M		11
Capel (S)	85+	M	0	28
Capel (S)	85+	M	1	9
Carnamah (S)	15-19	F	0	3
Carnamah (S)	15-19	M	0	7
Carnamah (S)	15-19	M	1	3
Carnamah (S)	20-24	F	0	8
Carnamah (S)	20-24	F	1	4
Carnamah (S)	20-24	M		3
Carnamah (S)	20-24	M	0	6
Carnamah (S)	20-24	M	1	4
Carnamah (S)	25-34	F	0	19
Carnamah (S)	25-34	F	1	13
Carnamah (S)	25-34	M	0	16
Carnamah (S)	25-34	M	1	12
Carnamah (S)	35-44	F	0	6
Carnamah (S)	35-44	F	1	17
Carnamah (S)	35-44	M	0	22
Carnamah (S)	35-44	M	1	10
Carnamah (S)	45-54	F		5
Carnamah (S)	45-54	F	0	23
Carnamah (S)	45-54	F	1	11
Carnamah (S)	45-54	M		7
Carnamah (S)	45-54	M	0	13
Carnamah (S)	45-54	M	1	15
Carnamah (S)	55-64	F	0	28
Carnamah (S)	55-64	F	1	17
Carnamah (S)	55-64	M		3
Carnamah (S)	55-64	M	0	27
Carnamah (S)	55-64	M	1	26
Carnamah (S)	65-74	F	0	22
Carnamah (S)	65-74	F	1	9
Carnamah (S)	65-74	M	0	29
Carnamah (S)	65-74	M	1	7
Carnamah (S)	75-84	F	0	4
Carnamah (S)	75-84	M	0	9
Carnamah (S)	75-84	M	1	3
Carnamah (S)	85+	F	1	4
Carnarvon (S)	15-19	F		14
Carnarvon (S)	15-19	F	0	96
Carnarvon (S)	15-19	F	1	21
Carnarvon (S)	15-19	M		29
Carnarvon (S)	15-19	M	0	83
Carnarvon (S)	15-19	M	1	17
Carnarvon (S)	20-24	F		22
Carnarvon (S)	20-24	F	0	104
Carnarvon (S)	20-24	F	1	35
Carnarvon (S)	20-24	M		22
Carnarvon (S)	20-24	M	0	89
Carnarvon (S)	20-24	M	1	23
Carnarvon (S)	25-34	F		68
Carnarvon (S)	25-34	F	0	246
Carnarvon (S)	25-34	F	1	86
Carnarvon (S)	25-34	M		63
Carnarvon (S)	25-34	M	0	239
Carnarvon (S)	25-34	M	1	61
Carnarvon (S)	35-44	F		61
Carnarvon (S)	35-44	F	0	209
Carnarvon (S)	35-44	F	1	95
Carnarvon (S)	35-44	M		66
Carnarvon (S)	35-44	M	0	195
Carnarvon (S)	35-44	M	1	88
Carnarvon (S)	45-54	F		67
Carnarvon (S)	45-54	F	0	234
Carnarvon (S)	45-54	F	1	108
Carnarvon (S)	45-54	M		67
Carnarvon (S)	45-54	M	0	274
Carnarvon (S)	45-54	M	1	97
Carnarvon (S)	55-64	F		51
Carnarvon (S)	55-64	F	0	188
Carnarvon (S)	55-64	F	1	72
Carnarvon (S)	55-64	M		76
Carnarvon (S)	55-64	M	0	283
Carnarvon (S)	55-64	M	1	71
Carnarvon (S)	65-74	F		46
Carnarvon (S)	65-74	F	0	126
Carnarvon (S)	65-74	F	1	51
Carnarvon (S)	65-74	M		34
Carnarvon (S)	65-74	M	0	176
Carnarvon (S)	65-74	M	1	61
Carnarvon (S)	75-84	F		19
Carnarvon (S)	75-84	F	0	63
Carnarvon (S)	75-84	F	1	10
Carnarvon (S)	75-84	M		25
Carnarvon (S)	75-84	M	0	78
Carnarvon (S)	75-84	M	1	17
Carnarvon (S)	85+	F		10
Carnarvon (S)	85+	F	0	19
Carnarvon (S)	85+	F	1	7
Carnarvon (S)	85+	M		11
Carnarvon (S)	85+	M	0	18
Carnarvon (S)	85+	M	1	5
Chapman Valley (S)	15-19	F	0	34
Chapman Valley (S)	15-19	F	1	6
Chapman Valley (S)	15-19	M		8
Chapman Valley (S)	15-19	M	0	29
Chapman Valley (S)	15-19	M	1	7
Chapman Valley (S)	20-24	F	0	17
Chapman Valley (S)	20-24	M	0	17
Chapman Valley (S)	20-24	M	1	4
Chapman Valley (S)	25-34	F		8
Chapman Valley (S)	25-34	F	0	30
Chapman Valley (S)	25-34	F	1	12
Chapman Valley (S)	25-34	M		5
Chapman Valley (S)	25-34	M	0	30
Chapman Valley (S)	25-34	M	1	14
Chapman Valley (S)	35-44	F		17
Chapman Valley (S)	35-44	F	0	44
Chapman Valley (S)	35-44	F	1	43
Chapman Valley (S)	35-44	M		16
Chapman Valley (S)	35-44	M	0	51
Chapman Valley (S)	35-44	M	1	26
Chapman Valley (S)	45-54	F		15
Chapman Valley (S)	45-54	F	0	70
Chapman Valley (S)	45-54	F	1	49
Chapman Valley (S)	45-54	M		18
Chapman Valley (S)	45-54	M	0	67
Chapman Valley (S)	45-54	M	1	32
Chapman Valley (S)	55-64	F		11
Chapman Valley (S)	55-64	F	0	63
Chapman Valley (S)	55-64	F	1	17
Chapman Valley (S)	55-64	M		13
Chapman Valley (S)	55-64	M	0	70
Chapman Valley (S)	55-64	M	1	21
Chapman Valley (S)	65-74	F		6
Chapman Valley (S)	65-74	F	0	41
Chapman Valley (S)	65-74	F	1	24
Chapman Valley (S)	65-74	M		4
Chapman Valley (S)	65-74	M	0	56
Chapman Valley (S)	65-74	M	1	14
Chapman Valley (S)	75-84	F		3
Chapman Valley (S)	75-84	F	0	18
Chapman Valley (S)	75-84	M		6
Chapman Valley (S)	75-84	M	0	22
Chapman Valley (S)	75-84	M	1	10
Chapman Valley (S)	85+	F	0	3
Chapman Valley (S)	85+	M	0	7
Chittering (S)	15-19	F		19
Chittering (S)	15-19	F	0	121
Chittering (S)	15-19	F	1	41
Chittering (S)	15-19	M		34
Chittering (S)	15-19	M	0	157
Chittering (S)	15-19	M	1	35
Chittering (S)	20-24	F		10
Chittering (S)	20-24	F	0	75
Chittering (S)	20-24	F	1	31
Chittering (S)	20-24	M	0	86
Chittering (S)	20-24	M	1	15
Chittering (S)	25-34	F		22
Chittering (S)	25-34	F	0	181
Chittering (S)	25-34	F	1	57
Chittering (S)	25-34	M		29
Chittering (S)	25-34	M	0	143
Chittering (S)	25-34	M	1	40
Chittering (S)	35-44	F		38
Chittering (S)	35-44	F	0	190
Chittering (S)	35-44	F	1	126
Chittering (S)	35-44	M		28
Chittering (S)	35-44	M	0	253
Chittering (S)	35-44	M	1	89
Chittering (S)	45-54	F		43
Chittering (S)	45-54	F	0	315
Chittering (S)	45-54	F	1	121
Chittering (S)	45-54	M		50
Chittering (S)	45-54	M	0	335
Chittering (S)	45-54	M	1	81
Chittering (S)	55-64	F		31
Chittering (S)	55-64	F	0	276
Chittering (S)	55-64	F	1	70
Chittering (S)	55-64	M		43
Chittering (S)	55-64	M	0	311
Chittering (S)	55-64	M	1	66
Chittering (S)	65-74	F		33
Chittering (S)	65-74	F	0	181
Chittering (S)	65-74	F	1	58
Chittering (S)	65-74	M		27
Chittering (S)	65-74	M	0	212
Chittering (S)	65-74	M	1	51
Chittering (S)	75-84	F		15
Chittering (S)	75-84	F	0	72
Chittering (S)	75-84	F	1	19
Chittering (S)	75-84	M		11
Chittering (S)	75-84	M	0	89
Chittering (S)	75-84	M	1	30
Chittering (S)	85+	F		3
Chittering (S)	85+	F	0	15
Chittering (S)	85+	F	1	3
Chittering (S)	85+	M		5
Chittering (S)	85+	M	0	7
Claremont (T)	15-19	F		19
Claremont (T)	15-19	F	0	165
Claremont (T)	15-19	F	1	142
Claremont (T)	15-19	M		27
Claremont (T)	15-19	M	0	251
Claremont (T)	15-19	M	1	211
Claremont (T)	20-24	F		26
Claremont (T)	20-24	F	0	181
Claremont (T)	20-24	F	1	93
Claremont (T)	20-24	M		22
Claremont (T)	20-24	M	0	235
Claremont (T)	20-24	M	1	92
Claremont (T)	25-34	F		53
Claremont (T)	25-34	F	0	383
Claremont (T)	25-34	F	1	135
Claremont (T)	25-34	M		61
Claremont (T)	25-34	M	0	392
Claremont (T)	25-34	M	1	112
Claremont (T)	35-44	F		43
Claremont (T)	35-44	F	0	326
Claremont (T)	35-44	F	1	169
Claremont (T)	35-44	M		50
Claremont (T)	35-44	M	0	328
Claremont (T)	35-44	M	1	128
Claremont (T)	45-54	F		44
Claremont (T)	45-54	F	0	391
Claremont (T)	45-54	F	1	297
Claremont (T)	45-54	M		48
Claremont (T)	45-54	M	0	345
Claremont (T)	45-54	M	1	197
Claremont (T)	55-64	F		54
Claremont (T)	55-64	F	0	413
Claremont (T)	55-64	F	1	166
Claremont (T)	55-64	M		53
Claremont (T)	55-64	M	0	351
Claremont (T)	55-64	M	1	152
Claremont (T)	65-74	F		55
Claremont (T)	65-74	F	0	346
Claremont (T)	65-74	F	1	199
Claremont (T)	65-74	M		41
Claremont (T)	65-74	M	0	309
Claremont (T)	65-74	M	1	140
Claremont (T)	75-84	F		62
Claremont (T)	75-84	F	0	271
Claremont (T)	75-84	F	1	105
Claremont (T)	75-84	M		35
Claremont (T)	75-84	M	0	196
Claremont (T)	75-84	M	1	85
Claremont (T)	85+	F		53
Claremont (T)	85+	F	0	236
Claremont (T)	85+	F	1	28
Claremont (T)	85+	M		11
Claremont (T)	85+	M	0	114
Claremont (T)	85+	M	1	13
Cockburn (C)	15-19	F		202
Cockburn (C)	15-19	F	0	2228
Cockburn (C)	15-19	F	1	720
Cockburn (C)	15-19	M		283
Cockburn (C)	15-19	M	0	2412
Cockburn (C)	15-19	M	1	563
Cockburn (C)	20-24	F		217
Cockburn (C)	20-24	F	0	2490
Cockburn (C)	20-24	F	1	647
Cockburn (C)	20-24	M		237
Cockburn (C)	20-24	M	0	2717
Cockburn (C)	20-24	M	1	418
Cockburn (C)	25-34	F		608
Cockburn (C)	25-34	F	0	6718
Cockburn (C)	25-34	F	1	1300
Cockburn (C)	25-34	M		648
Cockburn (C)	25-34	M	0	6634
Cockburn (C)	25-34	M	1	899
Cockburn (C)	35-44	F		457
Cockburn (C)	35-44	F	0	5849
Cockburn (C)	35-44	F	1	1854
Cockburn (C)	35-44	M		557
Cockburn (C)	35-44	M	0	6382
Cockburn (C)	35-44	M	1	1268
Cockburn (C)	45-54	F		413
Cockburn (C)	45-54	F	0	5379
Cockburn (C)	45-54	F	1	1395
Cockburn (C)	45-54	M		511
Cockburn (C)	45-54	M	0	5424
Cockburn (C)	45-54	M	1	1151
Cockburn (C)	55-64	F		362
Cockburn (C)	55-64	F	0	4465
Cockburn (C)	55-64	F	1	822
Cockburn (C)	55-64	M		343
Cockburn (C)	55-64	M	0	4245
Cockburn (C)	55-64	M	1	640
Cockburn (C)	65-74	F		297
Cockburn (C)	65-74	F	0	2758
Cockburn (C)	65-74	F	1	514
Cockburn (C)	65-74	M		250
Cockburn (C)	65-74	M	0	2727
Cockburn (C)	65-74	M	1	406
Cockburn (C)	75-84	F		308
Cockburn (C)	75-84	F	0	1497
Cockburn (C)	75-84	F	1	173
Cockburn (C)	75-84	M		261
Cockburn (C)	75-84	M	0	1332
Cockburn (C)	75-84	M	1	156
Cockburn (C)	85+	F		233
Cockburn (C)	85+	F	0	673
Cockburn (C)	85+	F	1	37
Cockburn (C)	85+	M		98
Cockburn (C)	85+	M	0	372
Cockburn (C)	85+	M	1	21
Collie (S)	15-19	F		49
Collie (S)	15-19	F	0	159
Collie (S)	15-19	F	1	63
Collie (S)	15-19	M		35
Collie (S)	15-19	M	0	198
Collie (S)	15-19	M	1	52
Collie (S)	20-24	F		17
Collie (S)	20-24	F	0	162
Collie (S)	20-24	F	1	49
Collie (S)	20-24	M		24
Collie (S)	20-24	M	0	227
Collie (S)	20-24	M	1	35
Collie (S)	25-34	F		50
Collie (S)	25-34	F	0	348
Collie (S)	25-34	F	1	115
Collie (S)	25-34	M		56
Collie (S)	25-34	M	0	345
Collie (S)	25-34	M	1	85
Collie (S)	35-44	F		40
Collie (S)	35-44	F	0	297
Collie (S)	35-44	F	1	165
Collie (S)	35-44	M		43
Collie (S)	35-44	M	0	322
Collie (S)	35-44	M	1	103
Collie (S)	45-54	F		44
Collie (S)	45-54	F	0	410
Collie (S)	45-54	F	1	148
Collie (S)	45-54	M		46
Collie (S)	45-54	M	0	405
Collie (S)	45-54	M	1	149
Collie (S)	55-64	F		55
Collie (S)	55-64	F	0	407
Collie (S)	55-64	F	1	167
Collie (S)	55-64	M		64
Collie (S)	55-64	M	0	480
Collie (S)	55-64	M	1	143
Collie (S)	65-74	F		55
Collie (S)	65-74	F	0	297
Collie (S)	65-74	F	1	127
Collie (S)	65-74	M		59
Collie (S)	65-74	M	0	338
Collie (S)	65-74	M	1	116
Collie (S)	75-84	F		41
Collie (S)	75-84	F	0	153
Collie (S)	75-84	F	1	34
Collie (S)	75-84	M		40
Collie (S)	75-84	M	0	116
Collie (S)	75-84	M	1	33
Collie (S)	85+	F		27
Collie (S)	85+	F	0	56
Collie (S)	85+	M		13
Collie (S)	85+	M	0	41
Collie (S)	85+	M	1	8
Coolgardie (S)	15-19	F		18
Coolgardie (S)	15-19	F	0	83
Coolgardie (S)	15-19	F	1	19
Coolgardie (S)	15-19	M		18
Coolgardie (S)	15-19	M	0	81
Coolgardie (S)	15-19	M	1	15
Coolgardie (S)	20-24	F		12
Coolgardie (S)	20-24	F	0	72
Coolgardie (S)	20-24	F	1	15
Coolgardie (S)	20-24	M		17
Coolgardie (S)	20-24	M	0	80
Coolgardie (S)	20-24	M	1	11
Coolgardie (S)	25-34	F		31
Coolgardie (S)	25-34	F	0	189
Coolgardie (S)	25-34	F	1	57
Coolgardie (S)	25-34	M		63
Coolgardie (S)	25-34	M	0	218
Coolgardie (S)	25-34	M	1	35
Coolgardie (S)	35-44	F		32
Coolgardie (S)	35-44	F	0	159
Coolgardie (S)	35-44	F	1	48
Coolgardie (S)	35-44	M		38
Coolgardie (S)	35-44	M	0	182
Coolgardie (S)	35-44	M	1	33
Coolgardie (S)	45-54	F		26
Coolgardie (S)	45-54	F	0	175
Coolgardie (S)	45-54	F	1	40
Coolgardie (S)	45-54	M		53
Coolgardie (S)	45-54	M	0	228
Coolgardie (S)	45-54	M	1	41
Coolgardie (S)	55-64	F		27
Coolgardie (S)	55-64	F	0	130
Coolgardie (S)	55-64	F	1	40
Coolgardie (S)	55-64	M		30
Coolgardie (S)	55-64	M	0	171
Coolgardie (S)	55-64	M	1	25
Coolgardie (S)	65-74	F		16
Coolgardie (S)	65-74	F	0	53
Coolgardie (S)	65-74	F	1	10
Coolgardie (S)	65-74	M		17
Coolgardie (S)	65-74	M	0	93
Coolgardie (S)	65-74	M	1	22
Coolgardie (S)	75-84	F		7
Coolgardie (S)	75-84	F	0	22
Coolgardie (S)	75-84	F	1	3
Coolgardie (S)	75-84	M		12
Coolgardie (S)	75-84	M	0	26
Coolgardie (S)	85+	F	0	3
Coolgardie (S)	85+	M	0	3
Coorow (S)	15-19	F	0	10
Coorow (S)	15-19	F	1	3
Coorow (S)	15-19	M		3
Coorow (S)	15-19	M	0	9
Coorow (S)	15-19	M	1	4
Coorow (S)	20-24	F	0	16
Coorow (S)	20-24	M	0	9
Coorow (S)	20-24	M	1	3
Coorow (S)	25-34	F		4
Coorow (S)	25-34	F	0	22
Coorow (S)	25-34	F	1	12
Coorow (S)	25-34	M		11
Coorow (S)	25-34	M	0	33
Coorow (S)	25-34	M	1	15
Coorow (S)	35-44	F		3
Coorow (S)	35-44	F	0	15
Coorow (S)	35-44	F	1	22
Coorow (S)	35-44	M		7
Coorow (S)	35-44	M	0	35
Coorow (S)	35-44	M	1	14
Coorow (S)	45-54	F		9
Coorow (S)	45-54	F	0	36
Coorow (S)	45-54	F	1	28
Coorow (S)	45-54	M		6
Coorow (S)	45-54	M	0	42
Coorow (S)	45-54	M	1	34
Coorow (S)	55-64	F		8
Coorow (S)	55-64	F	0	55
Coorow (S)	55-64	F	1	50
Coorow (S)	55-64	M		7
Coorow (S)	55-64	M	0	75
Coorow (S)	55-64	M	1	41
Coorow (S)	65-74	F		3
Coorow (S)	65-74	F	0	36
Coorow (S)	65-74	F	1	31
Coorow (S)	65-74	M		4
Coorow (S)	65-74	M	0	63
Coorow (S)	65-74	M	1	37
Coorow (S)	75-84	F		3
Coorow (S)	75-84	F	0	15
Coorow (S)	75-84	F	1	9
Coorow (S)	75-84	M		3
Coorow (S)	75-84	M	0	22
Coorow (S)	75-84	M	1	11
Coorow (S)	85+	F	0	3
Coorow (S)	85+	M	0	3
Corrigin (S)	15-19	F		3
Corrigin (S)	15-19	F	0	10
Corrigin (S)	15-19	F	1	3
Corrigin (S)	15-19	M		9
Corrigin (S)	15-19	M	0	15
Corrigin (S)	15-19	M	1	5
Corrigin (S)	20-24	F		3
Corrigin (S)	20-24	F	0	12
Corrigin (S)	20-24	F	1	3
Corrigin (S)	20-24	M		3
Corrigin (S)	20-24	M	0	13
Corrigin (S)	20-24	M	1	9
Corrigin (S)	25-34	F		12
Corrigin (S)	25-34	F	0	15
Corrigin (S)	25-34	F	1	29
Corrigin (S)	25-34	M		4
Corrigin (S)	25-34	M	0	33
Corrigin (S)	25-34	M	1	26
Corrigin (S)	35-44	F		11
Corrigin (S)	35-44	F	0	28
Corrigin (S)	35-44	F	1	30
Corrigin (S)	35-44	M		9
Corrigin (S)	35-44	M	0	29
Corrigin (S)	35-44	M	1	27
Corrigin (S)	45-54	F		5
Corrigin (S)	45-54	F	0	26
Corrigin (S)	45-54	F	1	31
Corrigin (S)	45-54	M		5
Corrigin (S)	45-54	M	0	29
Corrigin (S)	45-54	M	1	38
Corrigin (S)	55-64	F		6
Corrigin (S)	55-64	F	0	46
Corrigin (S)	55-64	F	1	41
Corrigin (S)	55-64	M		10
Corrigin (S)	55-64	M	0	44
