LGA_NAME16	MaxSchoolingCompleted	Sex	persons
Exmouth (S)	Year 12	M	426
Fremantle (C)	Did not go to school	F	90
Fremantle (C)	Did not go to school	M	67
Fremantle (C)	Year 8	F	629
Fremantle (C)	Year 8	M	452
Fremantle (C)	Year 9	F	449
Fremantle (C)	Year 9	M	440
Fremantle (C)	Year 10	F	1732
Fremantle (C)	Year 10	M	1786
Fremantle (C)	Year 11	F	834
Fremantle (C)	Year 11	M	918
Fremantle (C)	Year 12	F	7850
Fremantle (C)	Year 12	M	6960
Gingin (S)	Did not go to school	F	10
Gingin (S)	Did not go to school	M	19
Gingin (S)	Year 8	F	71
Gingin (S)	Year 8	M	114
Gingin (S)	Year 9	F	105
Gingin (S)	Year 9	M	181
Gingin (S)	Year 10	F	618
Gingin (S)	Year 10	M	739
Gingin (S)	Year 11	F	232
Gingin (S)	Year 11	M	219
Gingin (S)	Year 12	F	812
Gingin (S)	Year 12	M	697
Gnowangerup (S)	Did not go to school	M	7
Gnowangerup (S)	Year 8	F	12
Gnowangerup (S)	Year 8	M	19
Gnowangerup (S)	Year 9	F	16
Gnowangerup (S)	Year 9	M	29
Gnowangerup (S)	Year 10	F	120
Gnowangerup (S)	Year 10	M	143
Gnowangerup (S)	Year 11	F	36
Gnowangerup (S)	Year 11	M	55
Gnowangerup (S)	Year 12	F	194
Gnowangerup (S)	Year 12	M	198
Goomalling (S)	Year 8	F	26
Goomalling (S)	Year 8	M	22
Goomalling (S)	Year 9	F	27
Goomalling (S)	Year 9	M	28
Goomalling (S)	Year 10	F	95
Goomalling (S)	Year 10	M	121
Goomalling (S)	Year 11	F	45
Goomalling (S)	Year 11	M	36
Goomalling (S)	Year 12	F	167
Goomalling (S)	Year 12	M	147
Gosnells (C)	Did not go to school	F	644
Gosnells (C)	Did not go to school	M	620
Gosnells (C)	Year 8	F	1836
Gosnells (C)	Year 8	M	1801
Gosnells (C)	Year 9	F	2146
Gosnells (C)	Year 9	M	2463
Gosnells (C)	Year 10	F	9761
Gosnells (C)	Year 10	M	10244
Gosnells (C)	Year 11	F	4656
Gosnells (C)	Year 11	M	4793
Gosnells (C)	Year 12	F	24012
Gosnells (C)	Year 12	M	23066
Greater Geraldton (C)	Did not go to school	F	68
Greater Geraldton (C)	Did not go to school	M	60
Greater Geraldton (C)	Year 8	F	656
Greater Geraldton (C)	Year 8	M	799
Greater Geraldton (C)	Year 9	F	833
Greater Geraldton (C)	Year 9	M	1067
Greater Geraldton (C)	Year 10	F	3872
Greater Geraldton (C)	Year 10	M	4269
Greater Geraldton (C)	Year 11	F	2122
Greater Geraldton (C)	Year 11	M	1992
Greater Geraldton (C)	Year 12	F	6289
Greater Geraldton (C)	Year 12	M	5032
Halls Creek (S)	Did not go to school	F	44
Halls Creek (S)	Did not go to school	M	36
Halls Creek (S)	Year 8	F	110
Halls Creek (S)	Year 8	M	118
Halls Creek (S)	Year 9	F	100
Halls Creek (S)	Year 9	M	76
Halls Creek (S)	Year 10	F	284
Halls Creek (S)	Year 10	M	236
Halls Creek (S)	Year 11	F	127
Halls Creek (S)	Year 11	M	113
Halls Creek (S)	Year 12	F	274
Halls Creek (S)	Year 12	M	233
Harvey (S)	Did not go to school	F	30
Harvey (S)	Did not go to school	M	37
Harvey (S)	Year 8	F	330
Harvey (S)	Year 8	M	391
Harvey (S)	Year 9	F	521
Harvey (S)	Year 9	M	671
Harvey (S)	Year 10	F	2920
Harvey (S)	Year 10	M	3294
Harvey (S)	Year 11	F	1348
Harvey (S)	Year 11	M	1391
Harvey (S)	Year 12	F	4311
Harvey (S)	Year 12	M	3455
Irwin (S)	Did not go to school	F	3
Irwin (S)	Did not go to school	M	8
Irwin (S)	Year 8	F	60
Irwin (S)	Year 8	M	96
Irwin (S)	Year 9	F	103
Irwin (S)	Year 9	M	129
Irwin (S)	Year 10	F	457
Irwin (S)	Year 10	M	492
Irwin (S)	Year 11	F	206
Irwin (S)	Year 11	M	181
Irwin (S)	Year 12	F	522
Irwin (S)	Year 12	M	423
Jerramungup (S)	Did not go to school	M	3
Jerramungup (S)	Year 8	F	12
Jerramungup (S)	Year 8	M	12
Jerramungup (S)	Year 9	F	9
Jerramungup (S)	Year 9	M	35
Jerramungup (S)	Year 10	F	69
Jerramungup (S)	Year 10	M	128
Jerramungup (S)	Year 11	F	39
Jerramungup (S)	Year 11	M	44
Jerramungup (S)	Year 12	F	203
Jerramungup (S)	Year 12	M	199
Joondalup (C)	Did not go to school	F	138
Joondalup (C)	Did not go to school	M	115
Joondalup (C)	Year 8	F	1297
Joondalup (C)	Year 8	M	1063
Joondalup (C)	Year 9	F	2367
Joondalup (C)	Year 9	M	2299
Joondalup (C)	Year 10	F	12396
Joondalup (C)	Year 10	M	12351
Joondalup (C)	Year 11	F	6226
Joondalup (C)	Year 11	M	6606
Joondalup (C)	Year 12	F	37898
Joondalup (C)	Year 12	M	35611
Kalamunda (S)	Did not go to school	F	100
Kalamunda (S)	Did not go to school	M	98
Kalamunda (S)	Year 8	F	644
Kalamunda (S)	Year 8	M	677
Kalamunda (S)	Year 9	F	1124
Kalamunda (S)	Year 9	M	1174
Kalamunda (S)	Year 10	F	5317
Kalamunda (S)	Year 10	M	5707
Kalamunda (S)	Year 11	F	2583
Kalamunda (S)	Year 11	M	2729
Kalamunda (S)	Year 12	F	12098
Kalamunda (S)	Year 12	M	10674
Kalgoorlie/Boulder (C)	Did not go to school	F	34
Kalgoorlie/Boulder (C)	Did not go to school	M	50
Kalgoorlie/Boulder (C)	Year 8	F	281
Kalgoorlie/Boulder (C)	Year 8	M	388
Kalgoorlie/Boulder (C)	Year 9	F	489
Kalgoorlie/Boulder (C)	Year 9	M	693
Kalgoorlie/Boulder (C)	Year 10	F	2631
Kalgoorlie/Boulder (C)	Year 10	M	3373
Kalgoorlie/Boulder (C)	Year 11	F	1386
Kalgoorlie/Boulder (C)	Year 11	M	1578
Kalgoorlie/Boulder (C)	Year 12	F	4860
Kalgoorlie/Boulder (C)	Year 12	M	4483
Karratha (C)	Did not go to school	F	18
Karratha (C)	Did not go to school	M	27
Karratha (C)	Year 8	F	119
Karratha (C)	Year 8	M	166
Karratha (C)	Year 9	F	255
Karratha (C)	Year 9	M	348
Karratha (C)	Year 10	F	1334
Karratha (C)	Year 10	M	2091
Karratha (C)	Year 11	F	820
Karratha (C)	Year 11	M	1188
Karratha (C)	Year 12	F	3570
Karratha (C)	Year 12	M	3614
Katanning (S)	Did not go to school	F	67
Katanning (S)	Did not go to school	M	85
Katanning (S)	Year 8	F	112
Katanning (S)	Year 8	M	137
Katanning (S)	Year 9	F	90
Katanning (S)	Year 9	M	114
Katanning (S)	Year 10	F	364
Katanning (S)	Year 10	M	383
Katanning (S)	Year 11	F	176
Katanning (S)	Year 11	M	171
Katanning (S)	Year 12	F	553
Katanning (S)	Year 12	M	496
Kellerberrin (S)	Did not go to school	F	3
Kellerberrin (S)	Did not go to school	M	5
Kellerberrin (S)	Year 8	F	30
Kellerberrin (S)	Year 8	M	47
Kellerberrin (S)	Year 9	F	31
Kellerberrin (S)	Year 9	M	45
Kellerberrin (S)	Year 10	F	146
Kellerberrin (S)	Year 10	M	149
Kellerberrin (S)	Year 11	F	60
Kellerberrin (S)	Year 11	M	41
Kellerberrin (S)	Year 12	F	159
Kellerberrin (S)	Year 12	M	141
Kent (S)	Year 8	F	4
Kent (S)	Year 8	M	8
Kent (S)	Year 9	F	5
Kent (S)	Year 9	M	16
Kent (S)	Year 10	F	40
Kent (S)	Year 10	M	70
Kent (S)	Year 11	F	20
Kent (S)	Year 11	M	17
Kent (S)	Year 12	F	91
Kent (S)	Year 12	M	97
Kojonup (S)	Year 8	F	24
Kojonup (S)	Year 8	M	34
Kojonup (S)	Year 9	F	46
Kojonup (S)	Year 9	M	42
Kojonup (S)	Year 10	F	171
Kojonup (S)	Year 10	M	236
Kojonup (S)	Year 11	F	81
Kojonup (S)	Year 11	M	66
Kojonup (S)	Year 12	F	356
Kojonup (S)	Year 12	M	328
Kondinin (S)	Did not go to school	M	3
Kondinin (S)	Year 8	F	12
Kondinin (S)	Year 8	M	23
Kondinin (S)	Year 9	F	15
Kondinin (S)	Year 9	M	30
Kondinin (S)	Year 10	F	67
Kondinin (S)	Year 10	M	122
Kondinin (S)	Year 11	F	33
Kondinin (S)	Year 11	M	44
Kondinin (S)	Year 12	F	150
Kondinin (S)	Year 12	M	135
Koorda (S)	Year 8	F	4
Koorda (S)	Year 8	M	19
Koorda (S)	Year 9	F	9
Koorda (S)	Year 9	M	11
Koorda (S)	Year 10	F	46
Koorda (S)	Year 10	M	52
Koorda (S)	Year 11	F	15
Koorda (S)	Year 11	M	20
Koorda (S)	Year 12	F	68
Koorda (S)	Year 12	M	57
Kulin (S)	Did not go to school	F	3
Kulin (S)	Year 8	F	8
Kulin (S)	Year 8	M	16
Kulin (S)	Year 9	F	8
Kulin (S)	Year 9	M	26
Kulin (S)	Year 10	F	70
Kulin (S)	Year 10	M	73
Kulin (S)	Year 11	F	23
Kulin (S)	Year 11	M	26
Kulin (S)	Year 12	F	142
Kulin (S)	Year 12	M	158
Kwinana (C)	Did not go to school	F	83
Kwinana (C)	Did not go to school	M	51
Kwinana (C)	Year 8	F	405
Kwinana (C)	Year 8	M	447
Kwinana (C)	Year 9	F	703
Kwinana (C)	Year 9	M	806
Kwinana (C)	Year 10	F	3358
Kwinana (C)	Year 10	M	3643
Kwinana (C)	Year 11	F	1678
Kwinana (C)	Year 11	M	1704
Kwinana (C)	Year 12	F	7215
Kwinana (C)	Year 12	M	6420
Lake Grace (S)	Did not go to school	F	3
Lake Grace (S)	Did not go to school	M	4
Lake Grace (S)	Year 8	F	13
Lake Grace (S)	Year 8	M	20
Lake Grace (S)	Year 9	F	18
Lake Grace (S)	Year 9	M	36
Lake Grace (S)	Year 10	F	106
Lake Grace (S)	Year 10	M	151
Lake Grace (S)	Year 11	F	45
Lake Grace (S)	Year 11	M	48
Lake Grace (S)	Year 12	F	219
Lake Grace (S)	Year 12	M	220
Laverton (S)	Did not go to school	M	3
Laverton (S)	Year 8	F	25
Laverton (S)	Year 8	M	26
Laverton (S)	Year 9	F	30
Laverton (S)	Year 9	M	51
Laverton (S)	Year 10	F	65
Laverton (S)	Year 10	M	160
Laverton (S)	Year 11	F	33
Laverton (S)	Year 11	M	84
Laverton (S)	Year 12	F	90
Laverton (S)	Year 12	M	239
Leonora (S)	Did not go to school	M	6
Leonora (S)	Year 8	F	17
Leonora (S)	Year 8	M	15
Leonora (S)	Year 9	F	26
Leonora (S)	Year 9	M	27
Leonora (S)	Year 10	F	71
Leonora (S)	Year 10	M	156
Leonora (S)	Year 11	F	47
Leonora (S)	Year 11	M	87
Leonora (S)	Year 12	F	160
Leonora (S)	Year 12	M	259
Mandurah (C)	Did not go to school	F	81
Mandurah (C)	Did not go to school	M	83
Mandurah (C)	Year 8	F	1350
Mandurah (C)	Year 8	M	1310
Mandurah (C)	Year 9	F	2188
Mandurah (C)	Year 9	M	2220
Mandurah (C)	Year 10	F	9678
Mandurah (C)	Year 10	M	9144
Mandurah (C)	Year 11	F	4202
Mandurah (C)	Year 11	M	3892
Mandurah (C)	Year 12	F	14000
Mandurah (C)	Year 12	M	12102
Manjimup (S)	Did not go to school	F	24
Manjimup (S)	Did not go to school	M	27
Manjimup (S)	Year 8	F	171
Manjimup (S)	Year 8	M	202
Manjimup (S)	Year 9	F	209
Manjimup (S)	Year 9	M	315
Manjimup (S)	Year 10	F	950
Manjimup (S)	Year 10	M	1165
Manjimup (S)	Year 11	F	494
Manjimup (S)	Year 11	M	419
Manjimup (S)	Year 12	F	1441
Manjimup (S)	Year 12	M	1242
Meekatharra (S)	Year 8	F	16
Meekatharra (S)	Year 8	M	17
Meekatharra (S)	Year 9	F	14
Meekatharra (S)	Year 9	M	27
Meekatharra (S)	Year 10	F	87
Meekatharra (S)	Year 10	M	132
Meekatharra (S)	Year 11	F	26
Meekatharra (S)	Year 11	M	45
Meekatharra (S)	Year 12	F	106
Meekatharra (S)	Year 12	M	161
Melville (C)	Did not go to school	F	151
Melville (C)	Did not go to school	M	132
Melville (C)	Year 8	F	1193
Melville (C)	Year 8	M	860
Melville (C)	Year 9	F	1615
Melville (C)	Year 9	M	1403
Melville (C)	Year 10	F	6818
Melville (C)	Year 10	M	5707
Melville (C)	Year 11	F	3114
Melville (C)	Year 11	M	2876
Melville (C)	Year 12	F	26946
Melville (C)	Year 12	M	25201
Menzies (S)	Did not go to school	F	4
Menzies (S)	Did not go to school	M	10
Menzies (S)	Year 8	F	10
Menzies (S)	Year 8	M	15
Menzies (S)	Year 9	F	18
Menzies (S)	Year 9	M	20
Menzies (S)	Year 10	F	28
Menzies (S)	Year 10	M	72
Menzies (S)	Year 11	F	18
Menzies (S)	Year 11	M	30
Menzies (S)	Year 12	F	50
Menzies (S)	Year 12	M	87
Merredin (S)	Did not go to school	F	7
Merredin (S)	Did not go to school	M	19
Merredin (S)	Year 8	F	54
Merredin (S)	Year 8	M	78
Merredin (S)	Year 9	F	70
Merredin (S)	Year 9	M	97
Merredin (S)	Year 10	F	310
Merredin (S)	Year 10	M	404
Merredin (S)	Year 11	F	165
Merredin (S)	Year 11	M	154
Merredin (S)	Year 12	F	531
Merredin (S)	Year 12	M	527
Mingenew (S)	Year 8	F	6
Mingenew (S)	Year 8	M	11
Mingenew (S)	Year 9	F	8
Mingenew (S)	Year 9	M	16
Mingenew (S)	Year 10	F	33
Mingenew (S)	Year 10	M	58
Mingenew (S)	Year 11	F	18
Mingenew (S)	Year 11	M	21
Mingenew (S)	Year 12	F	77
Mingenew (S)	Year 12	M	69
Moora (S)	Year 8	F	43
Moora (S)	Year 8	M	49
Moora (S)	Year 9	F	44
Moora (S)	Year 9	M	71
Moora (S)	Year 10	F	210
Moora (S)	Year 10	M	273
Moora (S)	Year 11	F	107
Moora (S)	Year 11	M	139
Moora (S)	Year 12	F	401
Moora (S)	Year 12	M	357
Morawa (S)	Year 8	F	11
Morawa (S)	Year 8	M	19
Morawa (S)	Year 9	F	9
Morawa (S)	Year 9	M	22
Morawa (S)	Year 10	F	52
Morawa (S)	Year 10	M	82
Morawa (S)	Year 11	F	33
Morawa (S)	Year 11	M	35
Morawa (S)	Year 12	F	124
Morawa (S)	Year 12	M	114
Mosman Park (T)	Did not go to school	F	16
Mosman Park (T)	Did not go to school	M	10
Mosman Park (T)	Year 8	F	43
Mosman Park (T)	Year 8	M	42
Mosman Park (T)	Year 9	F	124
Mosman Park (T)	Year 9	M	99
Mosman Park (T)	Year 10	F	379
Mosman Park (T)	Year 10	M	330
Mosman Park (T)	Year 11	F	250
Mosman Park (T)	Year 11	M	197
Mosman Park (T)	Year 12	F	2683
Mosman Park (T)	Year 12	M	2362
Mount Magnet (S)	Year 8	F	6
Mount Magnet (S)	Year 8	M	14
Mount Magnet (S)	Year 9	F	19
Mount Magnet (S)	Year 9	M	21
Mount Magnet (S)	Year 10	F	36
Mount Magnet (S)	Year 10	M	56
Mount Magnet (S)	Year 11	F	16
Mount Magnet (S)	Year 11	M	9
Mount Magnet (S)	Year 12	F	51
Mount Magnet (S)	Year 12	M	48
Mount Marshall (S)	Year 8	F	6
Mount Marshall (S)	Year 8	M	9
Mount Marshall (S)	Year 9	F	4
Mount Marshall (S)	Year 9	M	20
Mount Marshall (S)	Year 10	F	46
Mount Marshall (S)	Year 10	M	61
Mount Marshall (S)	Year 11	F	17
Mount Marshall (S)	Year 11	M	16
Mount Marshall (S)	Year 12	F	98
Mount Marshall (S)	Year 12	M	97
Mukinbudin (S)	Year 8	F	12
Mukinbudin (S)	Year 8	M	10
Mukinbudin (S)	Year 9	F	8
Mukinbudin (S)	Year 9	M	15
Mukinbudin (S)	Year 10	F	61
Mukinbudin (S)	Year 10	M	83
Mukinbudin (S)	Year 11	F	21
Mukinbudin (S)	Year 11	M	30
Mukinbudin (S)	Year 12	F	81
Mukinbudin (S)	Year 12	M	72
Mundaring (S)	Did not go to school	F	33
Mundaring (S)	Did not go to school	M	36
Mundaring (S)	Year 8	F	390
Mundaring (S)	Year 8	M	425
Mundaring (S)	Year 9	F	703
Mundaring (S)	Year 9	M	849
Mundaring (S)	Year 10	F	3532
Mundaring (S)	Year 10	M	3880
Mundaring (S)	Year 11	F	1565
Mundaring (S)	Year 11	M	1700
Mundaring (S)	Year 12	F	7773
Mundaring (S)	Year 12	M	6614
Murchison (S)	Year 8	M	11
Murchison (S)	Year 9	F	3
Murchison (S)	Year 10	F	11
Murchison (S)	Year 10	M	13
Murchison (S)	Year 11	F	4
Murchison (S)	Year 11	M	7
Murchison (S)	Year 12	F	20
Murchison (S)	Year 12	M	16
Murray (S)	Did not go to school	F	10
Murray (S)	Did not go to school	M	25
Murray (S)	Year 8	F	240
Murray (S)	Year 8	M	358
Murray (S)	Year 9	F	470
Murray (S)	Year 9	M	549
Murray (S)	Year 10	F	2064
Murray (S)	Year 10	M	2225
Murray (S)	Year 11	F	911
Murray (S)	Year 11	M	845
Murray (S)	Year 12	F	2436
Murray (S)	Year 12	M	2024
Nannup (S)	Did not go to school	M	3
Nannup (S)	Year 8	F	10
Nannup (S)	Year 8	M	25
Nannup (S)	Year 9	F	28
Nannup (S)	Year 9	M	39
Nannup (S)	Year 10	F	149
Nannup (S)	Year 10	M	187
Nannup (S)	Year 11	F	54
Nannup (S)	Year 11	M	53
Nannup (S)	Year 12	F	240
Nannup (S)	Year 12	M	206
Narembeen (S)	Did not go to school	M	5
Narembeen (S)	Year 8	F	17
Narembeen (S)	Year 8	M	14
Narembeen (S)	Year 9	F	14
Narembeen (S)	Year 9	M	20
Narembeen (S)	Year 10	F	81
Narembeen (S)	Year 10	M	107
Narembeen (S)	Year 11	F	41
Narembeen (S)	Year 11	M	35
Narembeen (S)	Year 12	F	136
Narembeen (S)	Year 12	M	125
Narrogin (S)	Did not go to school	F	4
Narrogin (S)	Did not go to school	M	6
Narrogin (S)	Year 8	F	103
Narrogin (S)	Year 8	M	99
Narrogin (S)	Year 9	F	135
Narrogin (S)	Year 9	M	164
Narrogin (S)	Year 10	F	512
Narrogin (S)	Year 10	M	538
Narrogin (S)	Year 11	F	258
Narrogin (S)	Year 11	M	196
Narrogin (S)	Year 12	F	791
Narrogin (S)	Year 12	M	682
Nedlands (C)	Did not go to school	F	17
Nedlands (C)	Did not go to school	M	11
Nedlands (C)	Year 8	F	116
Nedlands (C)	Year 8	M	83
Nedlands (C)	Year 9	F	204
Nedlands (C)	Year 9	M	204
Nedlands (C)	Year 10	F	863
Nedlands (C)	Year 10	M	616
Nedlands (C)	Year 11	F	455
Nedlands (C)	Year 11	M	380
Nedlands (C)	Year 12	F	6568
Nedlands (C)	Year 12	M	6429
Ngaanyatjarraku (S)	Did not go to school	F	3
Ngaanyatjarraku (S)	Did not go to school	M	5
Ngaanyatjarraku (S)	Year 8	F	165
Ngaanyatjarraku (S)	Year 8	M	123
Ngaanyatjarraku (S)	Year 9	F	72
Ngaanyatjarraku (S)	Year 9	M	57
Ngaanyatjarraku (S)	Year 10	F	72
Ngaanyatjarraku (S)	Year 10	M	77
Ngaanyatjarraku (S)	Year 11	F	41
Ngaanyatjarraku (S)	Year 11	M	26
Ngaanyatjarraku (S)	Year 12	F	91
Ngaanyatjarraku (S)	Year 12	M	77
Northam (S)	Did not go to school	F	10
Northam (S)	Did not go to school	M	20
Northam (S)	Year 8	F	179
Northam (S)	Year 8	M	212
Northam (S)	Year 9	F	268
Northam (S)	Year 9	M	359
Northam (S)	Year 10	F	1236
Northam (S)	Year 10	M	1307
Northam (S)	Year 11	F	524
Northam (S)	Year 11	M	450
Northam (S)	Year 12	F	1595
Northam (S)	Year 12	M	1303
Northampton (S)	Did not go to school	F	4
Northampton (S)	Year 8	F	57
Northampton (S)	Year 8	M	84
Northampton (S)	Year 9	F	71
Northampton (S)	Year 9	M	114
Northampton (S)	Year 10	F	382
Northampton (S)	Year 10	M	490
Northampton (S)	Year 11	F	159
Northampton (S)	Year 11	M	144
Northampton (S)	Year 12	F	486
Northampton (S)	Year 12	M	434
Nungarin (S)	Year 8	F	3
Nungarin (S)	Year 8	M	6
Nungarin (S)	Year 9	F	8
Nungarin (S)	Year 9	M	7
Nungarin (S)	Year 10	F	39
Nungarin (S)	Year 10	M	33
Nungarin (S)	Year 11	F	13
Nungarin (S)	Year 11	M	10
Nungarin (S)	Year 12	F	37
Nungarin (S)	Year 12	M	39
Peppermint Grove (S)	Year 8	F	3
Peppermint Grove (S)	Year 8	M	5
Peppermint Grove (S)	Year 9	F	55
Peppermint Grove (S)	Year 9	M	13
Peppermint Grove (S)	Year 10	F	71
Peppermint Grove (S)	Year 10	M	41
Peppermint Grove (S)	Year 11	F	56
Peppermint Grove (S)	Year 11	M	21
Peppermint Grove (S)	Year 12	F	518
Peppermint Grove (S)	Year 12	M	434
Perenjori (S)	Did not go to school	F	3
Perenjori (S)	Did not go to school	M	4
Perenjori (S)	Year 8	F	8
Perenjori (S)	Year 8	M	6
Perenjori (S)	Year 9	F	4
Perenjori (S)	Year 9	M	24
Perenjori (S)	Year 10	F	42
Perenjori (S)	Year 10	M	96
Perenjori (S)	Year 11	F	27
Perenjori (S)	Year 11	M	39
Perenjori (S)	Year 12	F	71
Perenjori (S)	Year 12	M	138
Perth (C)	Did not go to school	F	43
Perth (C)	Did not go to school	M	37
Perth (C)	Year 8	F	108
Perth (C)	Year 8	M	112
Perth (C)	Year 9	F	126
Perth (C)	Year 9	M	162
Perth (C)	Year 10	F	670
Perth (C)	Year 10	M	756
Perth (C)	Year 11	F	411
Perth (C)	Year 11	M	535
Perth (C)	Year 12	F	6745
Perth (C)	Year 12	M	7401
Pingelly (S)	Year 8	F	26
Pingelly (S)	Year 8	M	37
Pingelly (S)	Year 9	F	47
Pingelly (S)	Year 9	M	31
Pingelly (S)	Year 10	F	133
Pingelly (S)	Year 10	M	159
Pingelly (S)	Year 11	F	55
Pingelly (S)	Year 11	M	52
Pingelly (S)	Year 12	F	154
Pingelly (S)	Year 12	M	120
Plantagenet (S)	Did not go to school	F	13
Plantagenet (S)	Did not go to school	M	24
Plantagenet (S)	Year 8	F	73
Plantagenet (S)	Year 8	M	106
Plantagenet (S)	Year 9	F	104
Plantagenet (S)	Year 9	M	142
Plantagenet (S)	Year 10	F	545
Plantagenet (S)	Year 10	M	604
Plantagenet (S)	Year 11	F	229
Plantagenet (S)	Year 11	M	222
Plantagenet (S)	Year 12	F	847
Plantagenet (S)	Year 12	M	735
Port Hedland (T)	Did not go to school	F	42
Port Hedland (T)	Did not go to school	M	27
Port Hedland (T)	Year 8	F	104
Port Hedland (T)	Year 8	M	120
Port Hedland (T)	Year 9	F	185
Port Hedland (T)	Year 9	M	246
Port Hedland (T)	Year 10	F	936
Port Hedland (T)	Year 10	M	1411
Port Hedland (T)	Year 11	F	572
Port Hedland (T)	Year 11	M	803
Port Hedland (T)	Year 12	F	2341
Port Hedland (T)	Year 12	M	2235
Quairading (S)	Year 8	F	21
Quairading (S)	Year 8	M	36
Quairading (S)	Year 9	F	30
Quairading (S)	Year 9	M	23
Quairading (S)	Year 10	F	139
Quairading (S)	Year 10	M	128
Quairading (S)	Year 11	F	44
Quairading (S)	Year 11	M	38
Quairading (S)	Year 12	F	138
Quairading (S)	Year 12	M	127
Ravensthorpe (S)	Did not go to school	M	6
Ravensthorpe (S)	Year 8	F	33
Ravensthorpe (S)	Year 8	M	36
Ravensthorpe (S)	Year 9	F	35
Ravensthorpe (S)	Year 9	M	45
Ravensthorpe (S)	Year 10	F	135
Ravensthorpe (S)	Year 10	M	243
Ravensthorpe (S)	Year 11	F	79
Ravensthorpe (S)	Year 11	M	74
Ravensthorpe (S)	Year 12	F	281
Ravensthorpe (S)	Year 12	M	264
Rockingham (C)	Did not go to school	F	129
Rockingham (C)	Did not go to school	M	90
Rockingham (C)	Year 8	F	1316
Rockingham (C)	Year 8	M	1240
Rockingham (C)	Year 9	F	2318
Rockingham (C)	Year 9	M	2624
Rockingham (C)	Year 10	F	12373
Rockingham (C)	Year 10	M	12888
Rockingham (C)	Year 11	F	6256
Rockingham (C)	Year 11	M	6371
Rockingham (C)	Year 12	F	22562
Rockingham (C)	Year 12	M	19774
Sandstone (S)	Year 8	M	6
Sandstone (S)	Year 9	M	4
Sandstone (S)	Year 10	F	12
Sandstone (S)	Year 10	M	24
Sandstone (S)	Year 11	F	3
Sandstone (S)	Year 11	M	8
Sandstone (S)	Year 12	F	9
Sandstone (S)	Year 12	M	9
Serpentine-Jarrahdale (S)	Did not go to school	F	24
Serpentine-Jarrahdale (S)	Did not go to school	M	27
Serpentine-Jarrahdale (S)	Year 8	F	217
Serpentine-Jarrahdale (S)	Year 8	M	279
Serpentine-Jarrahdale (S)	Year 9	F	409
Serpentine-Jarrahdale (S)	Year 9	M	635
Serpentine-Jarrahdale (S)	Year 10	F	2605
Serpentine-Jarrahdale (S)	Year 10	M	3064
Serpentine-Jarrahdale (S)	Year 11	F	1364
Serpentine-Jarrahdale (S)	Year 11	M	1257
Serpentine-Jarrahdale (S)	Year 12	F	4843
Serpentine-Jarrahdale (S)	Year 12	M	3950
Shark Bay (S)	Year 8	F	3
Shark Bay (S)	Year 8	M	16
Shark Bay (S)	Year 9	F	26
Shark Bay (S)	Year 9	M	27
Shark Bay (S)	Year 10	F	84
Shark Bay (S)	Year 10	M	135
Shark Bay (S)	Year 11	F	46
Shark Bay (S)	Year 11	M	54
Shark Bay (S)	Year 12	F	156
Shark Bay (S)	Year 12	M	130
South Perth (C)	Did not go to school	F	93
South Perth (C)	Did not go to school	M	49
South Perth (C)	Year 8	F	383
South Perth (C)	Year 8	M	256
South Perth (C)	Year 9	F	532
South Perth (C)	Year 9	M	515
South Perth (C)	Year 10	F	2362
South Perth (C)	Year 10	M	1933
South Perth (C)	Year 11	F	1159
South Perth (C)	Year 11	M	1141
South Perth (C)	Year 12	F	12348
South Perth (C)	Year 12	M	12006
Stirling (C)	Did not go to school	F	1003
Stirling (C)	Did not go to school	M	795
Stirling (C)	Year 8	F	3835
Stirling (C)	Year 8	M	3077
Stirling (C)	Year 9	F	3263
Stirling (C)	Year 9	M	2926
Stirling (C)	Year 10	F	13723
Stirling (C)	Year 10	M	12310
Stirling (C)	Year 11	F	6532
Stirling (C)	Year 11	M	6735
Stirling (C)	Year 12	F	54415
Stirling (C)	Year 12	M	51704
Subiaco (C)	Did not go to school	F	21
Subiaco (C)	Did not go to school	M	15
Subiaco (C)	Year 8	F	127
Subiaco (C)	Year 8	M	95
Subiaco (C)	Year 9	F	159
Subiaco (C)	Year 9	M	137
Subiaco (C)	Year 10	F	706
Subiaco (C)	Year 10	M	547
Subiaco (C)	Year 11	F	401
Subiaco (C)	Year 11	M	365
Subiaco (C)	Year 12	F	6410
Subiaco (C)	Year 12	M	6184
Swan (C)	Did not go to school	F	486
Swan (C)	Did not go to school	M	388
Swan (C)	Year 8	F	1860
Swan (C)	Year 8	M	1675
Swan (C)	Year 9	F	2314
Swan (C)	Year 9	M	2600
Swan (C)	Year 10	F	11475
Swan (C)	Year 10	M	12301
Swan (C)	Year 11	F	5740
Swan (C)	Year 11	M	5980
Swan (C)	Year 12	F	26841
Swan (C)	Year 12	M	24105
Tammin (S)	Year 8	F	5
Tammin (S)	Year 8	M	11
Tammin (S)	Year 9	F	4
Tammin (S)	Year 9	M	8
Tammin (S)	Year 10	F	32
Tammin (S)	Year 10	M	47
Tammin (S)	Year 11	F	10
Tammin (S)	Year 11	M	5
Tammin (S)	Year 12	F	74
Tammin (S)	Year 12	M	59
Three Springs (S)	Year 8	F	11
Three Springs (S)	Year 8	M	13
Three Springs (S)	Year 9	F	11
Three Springs (S)	Year 9	M	18
Three Springs (S)	Year 10	F	47
Three Springs (S)	Year 10	M	65
