POA_CODE_2016	Age5yr	ChildrenEverBorn	females
POA2110	85+		149
POA2110	85+	0	78
POA2110	85+	1	30
POA2110	85+	2	70
POA2110	85+	3	58
POA2110	85+	4	32
POA2110	85+	5	12
POA2110	85+	6	12
POA2111	15-19		37
POA2111	15-19	0	311
POA2111	20-24		38
POA2111	20-24	0	350
POA2111	20-24	1	3
POA2111	20-24	2	4
POA2111	25-29		45
POA2111	25-29	0	365
POA2111	25-29	1	25
POA2111	25-29	2	9
POA2111	30-34		40
POA2111	30-34	0	279
POA2111	30-34	1	137
POA2111	30-34	2	84
POA2111	30-34	3	8
POA2111	30-34	4	4
POA2111	30-34	5	3
POA2111	35-39		39
POA2111	35-39	0	169
POA2111	35-39	1	107
POA2111	35-39	2	189
POA2111	35-39	3	53
POA2111	35-39	4	3
POA2111	40-44		34
POA2111	40-44	0	143
POA2111	40-44	1	89
POA2111	40-44	2	217
POA2111	40-44	3	91
POA2111	40-44	4	23
POA2111	40-44	5	4
POA2111	40-44	6	6
POA2111	45-49		21
POA2111	45-49	0	130
POA2111	45-49	1	83
POA2111	45-49	2	201
POA2111	45-49	3	100
POA2111	45-49	4	16
POA2111	45-49	5	3
POA2111	50-54		31
POA2111	50-54	0	101
POA2111	50-54	1	79
POA2111	50-54	2	212
POA2111	50-54	3	89
POA2111	50-54	4	14
POA2111	50-54	5	4
POA2111	55-59		21
POA2111	55-59	0	87
POA2111	55-59	1	60
POA2111	55-59	2	150
POA2111	55-59	3	73
POA2111	55-59	4	37
POA2111	55-59	5	3
POA2111	60-64		30
POA2111	60-64	0	85
POA2111	60-64	1	60
POA2111	60-64	2	137
POA2111	60-64	3	75
POA2111	60-64	4	18
POA2111	60-64	5	3
POA2111	65-69		16
POA2111	65-69	0	55
POA2111	65-69	1	36
POA2111	65-69	2	155
POA2111	65-69	3	77
POA2111	65-69	4	20
POA2111	65-69	5	10
POA2111	65-69	6	6
POA2111	70-74		19
POA2111	70-74	0	35
POA2111	70-74	1	32
POA2111	70-74	2	100
POA2111	70-74	3	62
POA2111	70-74	4	26
POA2111	70-74	5	8
POA2111	70-74	6	7
POA2111	75-79		11
POA2111	75-79	0	24
POA2111	75-79	1	19
POA2111	75-79	2	70
POA2111	75-79	3	66
POA2111	75-79	4	20
POA2111	75-79	5	10
POA2111	75-79	6	12
POA2111	80-84		15
POA2111	80-84	0	15
POA2111	80-84	1	23
POA2111	80-84	2	61
POA2111	80-84	3	42
POA2111	80-84	4	30
POA2111	80-84	5	7
POA2111	80-84	6	10
POA2111	85+		14
POA2111	85+	0	33
POA2111	85+	1	32
POA2111	85+	2	67
POA2111	85+	3	61
POA2111	85+	4	26
POA2111	85+	5	9
POA2111	85+	6	7
POA2112	15-19		90
POA2112	15-19	0	780
POA2112	20-24		119
POA2112	20-24	0	1024
POA2112	20-24	1	23
POA2112	20-24	2	3
POA2112	25-29		110
POA2112	25-29	0	1117
POA2112	25-29	1	149
POA2112	25-29	2	56
POA2112	25-29	3	3
POA2112	30-34		97
POA2112	30-34	0	695
POA2112	30-34	1	345
POA2112	30-34	2	236
POA2112	30-34	3	49
POA2112	30-34	4	13
POA2112	35-39		73
POA2112	35-39	0	336
POA2112	35-39	1	315
POA2112	35-39	2	413
POA2112	35-39	3	135
POA2112	35-39	4	31
POA2112	35-39	5	6
POA2112	40-44		57
POA2112	40-44	0	214
POA2112	40-44	1	209
POA2112	40-44	2	468
POA2112	40-44	3	160
POA2112	40-44	4	35
POA2112	40-44	5	9
POA2112	45-49		52
POA2112	45-49	0	184
POA2112	45-49	1	208
POA2112	45-49	2	472
POA2112	45-49	3	207
POA2112	45-49	4	41
POA2112	45-49	5	3
POA2112	50-54		61
POA2112	50-54	0	187
POA2112	50-54	1	167
POA2112	50-54	2	389
POA2112	50-54	3	196
POA2112	50-54	4	47
POA2112	50-54	5	10
POA2112	50-54	6	5
POA2112	55-59		44
POA2112	55-59	0	168
POA2112	55-59	1	173
POA2112	55-59	2	353
POA2112	55-59	3	169
POA2112	55-59	4	49
POA2112	55-59	5	10
POA2112	55-59	6	7
POA2112	60-64		48
POA2112	60-64	0	110
POA2112	60-64	1	136
POA2112	60-64	2	295
POA2112	60-64	3	148
POA2112	60-64	4	57
POA2112	60-64	5	9
POA2112	60-64	6	12
POA2112	65-69		37
POA2112	65-69	0	96
POA2112	65-69	1	115
POA2112	65-69	2	254
POA2112	65-69	3	144
POA2112	65-69	4	50
POA2112	65-69	5	16
POA2112	65-69	6	9
POA2112	70-74		39
POA2112	70-74	0	68
POA2112	70-74	1	50
POA2112	70-74	2	189
POA2112	70-74	3	102
POA2112	70-74	4	45
POA2112	70-74	5	12
POA2112	70-74	6	8
POA2112	75-79		36
POA2112	75-79	0	41
POA2112	75-79	1	37
POA2112	75-79	2	133
POA2112	75-79	3	100
POA2112	75-79	4	71
POA2112	75-79	5	18
POA2112	75-79	6	17
POA2112	80-84		33
POA2112	80-84	0	31
POA2112	80-84	1	29
POA2112	80-84	2	112
POA2112	80-84	3	108
POA2112	80-84	4	50
POA2112	80-84	5	26
POA2112	80-84	6	23
POA2112	85+		88
POA2112	85+	0	50
POA2112	85+	1	39
POA2112	85+	2	135
POA2112	85+	3	106
POA2112	85+	4	63
POA2112	85+	5	25
POA2112	85+	6	35
POA2113	15-19		37
POA2113	15-19	0	392
POA2113	20-24		69
POA2113	20-24	0	585
POA2113	20-24	1	5
POA2113	20-24	2	7
POA2113	25-29		58
POA2113	25-29	0	619
POA2113	25-29	1	67
POA2113	25-29	2	23
POA2113	25-29	3	7
POA2113	30-34		49
POA2113	30-34	0	380
POA2113	30-34	1	221
POA2113	30-34	2	126
POA2113	30-34	3	22
POA2113	30-34	4	3
POA2113	35-39		35
POA2113	35-39	0	196
POA2113	35-39	1	163
POA2113	35-39	2	274
POA2113	35-39	3	79
POA2113	35-39	4	10
POA2113	40-44		28
POA2113	40-44	0	132
POA2113	40-44	1	101
POA2113	40-44	2	278
POA2113	40-44	3	80
POA2113	40-44	4	19
POA2113	40-44	5	4
POA2113	45-49		17
POA2113	45-49	0	137
POA2113	45-49	1	99
POA2113	45-49	2	265
POA2113	45-49	3	94
POA2113	45-49	4	12
POA2113	45-49	5	4
POA2113	45-49	6	3
POA2113	50-54		19
POA2113	50-54	0	107
POA2113	50-54	1	96
POA2113	50-54	2	236
POA2113	50-54	3	92
POA2113	50-54	4	14
POA2113	50-54	5	3
POA2113	55-59		31
POA2113	55-59	0	105
POA2113	55-59	1	88
POA2113	55-59	2	216
POA2113	55-59	3	104
POA2113	55-59	4	23
POA2113	55-59	5	9
POA2113	55-59	6	3
POA2113	60-64		25
POA2113	60-64	0	90
POA2113	60-64	1	87
POA2113	60-64	2	171
POA2113	60-64	3	84
POA2113	60-64	4	28
POA2113	60-64	5	3
POA2113	60-64	6	3
POA2113	65-69		12
POA2113	65-69	0	60
POA2113	65-69	1	72
POA2113	65-69	2	151
POA2113	65-69	3	52
POA2113	65-69	4	32
POA2113	65-69	5	3
POA2113	65-69	6	3
POA2113	70-74		17
POA2113	70-74	0	36
POA2113	70-74	1	26
POA2113	70-74	2	110
POA2113	70-74	3	62
POA2113	70-74	4	20
POA2113	70-74	5	5
POA2113	70-74	6	6
POA2113	75-79		18
POA2113	75-79	0	26
POA2113	75-79	1	32
POA2113	75-79	2	107
POA2113	75-79	3	91
POA2113	75-79	4	35
POA2113	75-79	5	12
POA2113	75-79	6	5
POA2113	80-84		11
POA2113	80-84	0	22
POA2113	80-84	1	18
POA2113	80-84	2	67
POA2113	80-84	3	41
POA2113	80-84	4	27
POA2113	80-84	5	13
POA2113	80-84	6	7
POA2113	85+		15
POA2113	85+	0	19
POA2113	85+	1	33
POA2113	85+	2	63
POA2113	85+	3	63
POA2113	85+	4	42
POA2113	85+	5	19
POA2113	85+	6	9
POA2114	15-19		57
POA2114	15-19	0	479
POA2114	20-24		57
POA2114	20-24	0	763
POA2114	20-24	1	14
POA2114	20-24	2	3
POA2114	25-29		95
POA2114	25-29	0	1009
POA2114	25-29	1	143
POA2114	25-29	2	35
POA2114	25-29	3	7
POA2114	30-34		72
POA2114	30-34	0	735
POA2114	30-34	1	379
POA2114	30-34	2	164
POA2114	30-34	3	28
POA2114	30-34	4	7
POA2114	35-39		42
POA2114	35-39	0	333
POA2114	35-39	1	253
POA2114	35-39	2	300
POA2114	35-39	3	92
POA2114	35-39	4	19
POA2114	35-39	5	3
POA2114	40-44		34
POA2114	40-44	0	230
POA2114	40-44	1	166
POA2114	40-44	2	309
POA2114	40-44	3	100
POA2114	40-44	4	30
POA2114	40-44	5	6
POA2114	40-44	6	3
POA2114	45-49		31
POA2114	45-49	0	186
POA2114	45-49	1	142
POA2114	45-49	2	282
POA2114	45-49	3	98
POA2114	45-49	4	19
POA2114	45-49	5	3
POA2114	45-49	6	3
POA2114	50-54		25
POA2114	50-54	0	149
POA2114	50-54	1	140
POA2114	50-54	2	286
POA2114	50-54	3	99
POA2114	50-54	4	26
POA2114	50-54	5	4
POA2114	50-54	6	5
POA2114	55-59		32
POA2114	55-59	0	141
POA2114	55-59	1	143
POA2114	55-59	2	249
POA2114	55-59	3	99
POA2114	55-59	4	38
POA2114	55-59	5	10
POA2114	55-59	6	3
POA2114	60-64		34
POA2114	60-64	0	103
POA2114	60-64	1	141
POA2114	60-64	2	212
POA2114	60-64	3	98
POA2114	60-64	4	19
POA2114	60-64	5	12
POA2114	60-64	6	7
POA2114	65-69		24
POA2114	65-69	0	79
POA2114	65-69	1	68
POA2114	65-69	2	185
POA2114	65-69	3	89
POA2114	65-69	4	36
POA2114	65-69	5	5
POA2114	65-69	6	12
POA2114	70-74		23
POA2114	70-74	0	55
POA2114	70-74	1	32
POA2114	70-74	2	122
POA2114	70-74	3	69
POA2114	70-74	4	28
POA2114	70-74	5	10
POA2114	70-74	6	3
POA2114	75-79		15
POA2114	75-79	0	44
POA2114	75-79	1	24
POA2114	75-79	2	91
POA2114	75-79	3	68
POA2114	75-79	4	27
POA2114	75-79	5	23
POA2114	75-79	6	13
POA2114	80-84		8
POA2114	80-84	0	23
POA2114	80-84	1	22
POA2114	80-84	2	42
POA2114	80-84	3	45
POA2114	80-84	4	26
POA2114	80-84	5	13
POA2114	80-84	6	7
POA2114	85+		7
POA2114	85+	0	26
POA2114	85+	1	32
POA2114	85+	2	47
POA2114	85+	3	40
POA2114	85+	4	24
POA2114	85+	5	12
POA2114	85+	6	29
POA2115	15-19		25
POA2115	15-19	0	232
POA2115	20-24		28
POA2115	20-24	0	254
POA2115	20-24	1	15
POA2115	20-24	2	11
POA2115	25-29		20
POA2115	25-29	0	224
POA2115	25-29	1	47
POA2115	25-29	2	36
POA2115	25-29	3	6
POA2115	25-29	4	3
POA2115	30-34		23
POA2115	30-34	0	148
POA2115	30-34	1	117
POA2115	30-34	2	121
POA2115	30-34	3	26
POA2115	30-34	4	8
POA2115	30-34	5	4
POA2115	35-39		21
POA2115	35-39	0	75
POA2115	35-39	1	91
POA2115	35-39	2	155
POA2115	35-39	3	44
POA2115	35-39	4	17
POA2115	35-39	5	8
POA2115	35-39	6	4
POA2115	40-44		17
POA2115	40-44	0	54
POA2115	40-44	1	66
POA2115	40-44	2	144
POA2115	40-44	3	86
POA2115	40-44	4	15
POA2115	40-44	5	7
POA2115	40-44	6	3
POA2115	45-49		12
POA2115	45-49	0	79
POA2115	45-49	1	51
POA2115	45-49	2	132
POA2115	45-49	3	62
POA2115	45-49	4	25
POA2115	45-49	5	3
POA2115	45-49	6	3
POA2115	50-54		17
POA2115	50-54	0	51
POA2115	50-54	1	51
POA2115	50-54	2	136
POA2115	50-54	3	79
POA2115	50-54	4	32
POA2115	50-54	5	7
POA2115	50-54	6	6
POA2115	55-59		25
POA2115	55-59	0	44
POA2115	55-59	1	54
POA2115	55-59	2	104
POA2115	55-59	3	62
POA2115	55-59	4	29
POA2115	55-59	5	4
POA2115	55-59	6	13
POA2115	60-64		14
POA2115	60-64	0	31
POA2115	60-64	1	51
POA2115	60-64	2	98
POA2115	60-64	3	65
POA2115	60-64	4	21
POA2115	60-64	5	13
POA2115	60-64	6	3
POA2115	65-69		20
POA2115	65-69	0	21
POA2115	65-69	1	25
POA2115	65-69	2	105
POA2115	65-69	3	52
POA2115	65-69	4	18
POA2115	65-69	5	4
POA2115	65-69	6	3
POA2115	70-74		11
POA2115	70-74	0	20
POA2115	70-74	1	12
POA2115	70-74	2	38
POA2115	70-74	3	30
POA2115	70-74	4	13
POA2115	70-74	5	6
POA2115	70-74	6	5
POA2115	75-79		20
POA2115	75-79	0	4
POA2115	75-79	1	13
POA2115	75-79	2	42
POA2115	75-79	3	31
POA2115	75-79	4	17
POA2115	75-79	5	6
POA2115	75-79	6	6
POA2115	80-84		10
POA2115	80-84	0	9
POA2115	80-84	1	4
POA2115	80-84	2	24
POA2115	80-84	3	20
POA2115	80-84	4	14
POA2115	80-84	5	8
POA2115	80-84	6	7
POA2115	85+		19
POA2115	85+	0	10
POA2115	85+	1	10
POA2115	85+	2	41
POA2115	85+	3	23
POA2115	85+	4	19
POA2115	85+	5	16
POA2115	85+	6	8
POA2116	15-19		20
POA2116	15-19	0	177
POA2116	20-24		16
POA2116	20-24	0	169
POA2116	20-24	1	5
POA2116	20-24	2	3
POA2116	25-29		8
POA2116	25-29	0	156
POA2116	25-29	1	37
POA2116	25-29	2	14
POA2116	25-29	3	3
POA2116	30-34		21
POA2116	30-34	0	101
POA2116	30-34	1	56
POA2116	30-34	2	56
POA2116	30-34	3	11
POA2116	30-34	4	5
POA2116	35-39		10
POA2116	35-39	0	45
POA2116	35-39	1	51
POA2116	35-39	2	89
POA2116	35-39	3	41
POA2116	35-39	4	8
POA2116	40-44		10
POA2116	40-44	0	37
POA2116	40-44	1	33
POA2116	40-44	2	112
POA2116	40-44	3	49
POA2116	40-44	4	15
POA2116	40-44	5	6
POA2116	45-49		15
POA2116	45-49	0	57
POA2116	45-49	1	45
POA2116	45-49	2	117
POA2116	45-49	3	44
POA2116	45-49	4	7
POA2116	45-49	5	3
POA2116	50-54		10
POA2116	50-54	0	52
POA2116	50-54	1	43
POA2116	50-54	2	94
POA2116	50-54	3	41
POA2116	50-54	4	7
POA2116	50-54	5	6
POA2116	50-54	6	7
POA2116	55-59		11
POA2116	55-59	0	31
POA2116	55-59	1	61
POA2116	55-59	2	73
POA2116	55-59	3	24
POA2116	55-59	4	10
POA2116	55-59	5	10
POA2116	60-64		3
POA2116	60-64	0	15
POA2116	60-64	1	32
POA2116	60-64	2	52
POA2116	60-64	3	31
POA2116	60-64	4	5
POA2116	60-64	5	8
POA2116	60-64	6	7
POA2116	65-69		11
POA2116	65-69	0	7
POA2116	65-69	1	26
POA2116	65-69	2	50
POA2116	65-69	3	25
POA2116	65-69	4	8
POA2116	65-69	5	3
POA2116	70-74		8
POA2116	70-74	0	9
POA2116	70-74	1	6
POA2116	70-74	2	55
POA2116	70-74	3	19
POA2116	70-74	4	16
POA2116	70-74	5	5
POA2116	70-74	6	4
POA2116	75-79		3
POA2116	75-79	1	8
POA2116	75-79	2	22
POA2116	75-79	3	25
POA2116	75-79	4	12
POA2116	75-79	5	3
POA2116	75-79	6	6
POA2116	80-84		3
POA2116	80-84	0	3
POA2116	80-84	1	10
POA2116	80-84	2	16
POA2116	80-84	3	3
POA2116	80-84	4	10
POA2116	80-84	5	3
POA2116	80-84	6	3
POA2116	85+		10
POA2116	85+	0	5
POA2116	85+	1	7
POA2116	85+	2	19
POA2116	85+	3	14
POA2116	85+	4	11
POA2116	85+	5	4
POA2116	85+	6	5
POA2117	15-19		91
POA2117	15-19	0	572
POA2117	15-19	1	4
POA2117	20-24		40
POA2117	20-24	0	587
POA2117	20-24	1	21
POA2117	20-24	2	9
POA2117	25-29		60
POA2117	25-29	0	534
POA2117	25-29	1	102
POA2117	25-29	2	42
POA2117	25-29	3	11
POA2117	30-34		54
POA2117	30-34	0	318
POA2117	30-34	1	230
POA2117	30-34	2	194
POA2117	30-34	3	67
POA2117	30-34	4	6
POA2117	35-39		56
POA2117	35-39	0	181
POA2117	35-39	1	177
POA2117	35-39	2	251
POA2117	35-39	3	115
POA2117	35-39	4	22
POA2117	35-39	5	13
POA2117	40-44		25
POA2117	40-44	0	134
POA2117	40-44	1	149
POA2117	40-44	2	301
POA2117	40-44	3	141
POA2117	40-44	4	42
POA2117	40-44	5	11
POA2117	40-44	6	5
POA2117	45-49		38
POA2117	45-49	0	118
POA2117	45-49	1	146
POA2117	45-49	2	297
POA2117	45-49	3	129
POA2117	45-49	4	40
POA2117	45-49	5	12
POA2117	45-49	6	8
POA2117	50-54		61
POA2117	50-54	0	123
POA2117	50-54	1	142
POA2117	50-54	2	302
POA2117	50-54	3	125
POA2117	50-54	4	51
POA2117	50-54	5	11
POA2117	50-54	6	11
POA2117	55-59		44
POA2117	55-59	0	93
POA2117	55-59	1	164
POA2117	55-59	2	229
POA2117	55-59	3	116
POA2117	55-59	4	46
POA2117	55-59	5	20
POA2117	55-59	6	9
POA2117	60-64		29
POA2117	60-64	0	81
POA2117	60-64	1	116
POA2117	60-64	2	196
POA2117	60-64	3	95
POA2117	60-64	4	34
POA2117	60-64	5	15
POA2117	60-64	6	8
POA2117	65-69		36
POA2117	65-69	0	66
POA2117	65-69	1	60
POA2117	65-69	2	146
POA2117	65-69	3	80
POA2117	65-69	4	32
POA2117	65-69	5	11
POA2117	70-74		22
POA2117	70-74	0	38
POA2117	70-74	1	49
POA2117	70-74	2	135
POA2117	70-74	3	59
POA2117	70-74	4	30
POA2117	70-74	5	16
POA2117	70-74	6	11
POA2117	75-79		25
POA2117	75-79	0	23
POA2117	75-79	1	26
POA2117	75-79	2	100
POA2117	75-79	3	64
POA2117	75-79	4	26
POA2117	75-79	5	14
POA2117	75-79	6	14
POA2117	80-84		26
POA2117	80-84	0	19
POA2117	80-84	1	11
POA2117	80-84	2	44
POA2117	80-84	3	57
POA2117	80-84	4	33
POA2117	80-84	5	13
POA2117	80-84	6	17
POA2117	85+		14
POA2117	85+	0	7
POA2117	85+	1	16
POA2117	85+	2	47
POA2117	85+	3	35
POA2117	85+	4	32
POA2117	85+	5	13
POA2117	85+	6	14
POA2118	15-19		89
POA2118	15-19	0	689
POA2118	20-24		45
POA2118	20-24	0	624
POA2118	20-24	1	14
POA2118	20-24	2	6
POA2118	25-29		48
POA2118	25-29	0	510
POA2118	25-29	1	79
POA2118	25-29	2	50
POA2118	25-29	3	4
POA2118	25-29	4	3
POA2118	30-34		36
POA2118	30-34	0	283
POA2118	30-34	1	266
POA2118	30-34	2	225
POA2118	30-34	3	39
POA2118	30-34	4	3
POA2118	35-39		30
POA2118	35-39	0	112
POA2118	35-39	1	229
POA2118	35-39	2	391
POA2118	35-39	3	99
POA2118	35-39	4	16
POA2118	35-39	5	3
POA2118	40-44		37
POA2118	40-44	0	104
POA2118	40-44	1	178
POA2118	40-44	2	402
POA2118	40-44	3	124
POA2118	40-44	4	37
POA2118	45-49		32
POA2118	45-49	0	100
POA2118	45-49	1	203
POA2118	45-49	2	402
POA2118	45-49	3	133
POA2118	45-49	4	30
POA2118	45-49	5	12
POA2118	45-49	6	3
POA2118	50-54		34
POA2118	50-54	0	82
POA2118	50-54	1	181
POA2118	50-54	2	393
POA2118	50-54	3	121
POA2118	50-54	4	37
POA2118	50-54	5	8
POA2118	55-59		36
POA2118	55-59	0	65
POA2118	55-59	1	181
POA2118	55-59	2	335
POA2118	55-59	3	121
POA2118	55-59	4	30
POA2118	55-59	5	15
POA2118	60-64		17
POA2118	60-64	0	45
POA2118	60-64	1	174
POA2118	60-64	2	274
POA2118	60-64	3	127
POA2118	60-64	4	43
POA2118	60-64	5	10
POA2118	60-64	6	8
POA2118	65-69		27
POA2118	65-69	0	56
POA2118	65-69	1	97
POA2118	65-69	2	228
POA2118	65-69	3	136
POA2118	65-69	4	52
POA2118	65-69	5	15
POA2118	65-69	6	4
POA2118	70-74		24
POA2118	70-74	0	28
POA2118	70-74	1	53
POA2118	70-74	2	186
POA2118	70-74	3	149
POA2118	70-74	4	50
POA2118	70-74	5	12
POA2118	70-74	6	3
POA2118	75-79		24
POA2118	75-79	0	26
POA2118	75-79	1	22
POA2118	75-79	2	142
POA2118	75-79	3	106
POA2118	75-79	4	46
POA2118	75-79	5	16
POA2118	75-79	6	4
POA2118	80-84		19
POA2118	80-84	0	31
POA2118	80-84	1	12
POA2118	80-84	2	86
POA2118	80-84	3	70
POA2118	80-84	4	38
POA2118	80-84	5	18
POA2118	80-84	6	14
POA2118	85+		60
POA2118	85+	0	37
POA2118	85+	1	29
POA2118	85+	2	91
POA2118	85+	3	51
POA2118	85+	4	43
POA2118	85+	5	8
POA2118	85+	6	15
POA2119	15-19		36
POA2119	15-19	0	420
POA2119	20-24		20
POA2119	20-24	0	386
POA2119	25-29		12
POA2119	25-29	0	164
POA2119	25-29	1	12
POA2119	25-29	2	6
POA2119	30-34		5
POA2119	30-34	0	86
POA2119	30-34	1	49
POA2119	30-34	2	74
POA2119	30-34	3	15
POA2119	30-34	4	3
POA2119	35-39		6
POA2119	35-39	0	43
POA2119	35-39	1	53
POA2119	35-39	2	157
POA2119	35-39	3	54
POA2119	35-39	4	11
POA2119	40-44		6
POA2119	40-44	0	31
POA2119	40-44	1	55
POA2119	40-44	2	226
POA2119	40-44	3	80
POA2119	40-44	4	20
POA2119	40-44	5	3
POA2119	45-49		10
POA2119	45-49	0	29
POA2119	45-49	1	65
POA2119	45-49	2	220
POA2119	45-49	3	93
POA2119	45-49	4	19
POA2119	45-49	5	3
POA2119	50-54		12
POA2119	50-54	0	44
POA2119	50-54	1	59
POA2119	50-54	2	227
POA2119	50-54	3	89
POA2119	50-54	4	32
POA2119	50-54	5	3
POA2119	50-54	6	3
POA2119	55-59		17
POA2119	55-59	0	38
POA2119	55-59	1	63
POA2119	55-59	2	186
POA2119	55-59	3	101
POA2119	55-59	4	27
POA2119	55-59	5	7
POA2119	55-59	6	3
POA2119	60-64		6
POA2119	60-64	0	35
POA2119	60-64	1	86
POA2119	60-64	2	125
POA2119	60-64	3	86
POA2119	60-64	4	30
POA2119	60-64	5	4
POA2119	60-64	6	3
POA2119	65-69		8
POA2119	65-69	0	27
POA2119	65-69	1	33
POA2119	65-69	2	137
POA2119	65-69	3	74
POA2119	65-69	4	25
POA2119	65-69	5	3
POA2119	65-69	6	4
POA2119	70-74		19
POA2119	70-74	0	36
POA2119	70-74	1	22
POA2119	70-74	2	112
POA2119	70-74	3	76
POA2119	70-74	4	17
POA2119	70-74	5	9
POA2119	70-74	6	3
POA2119	75-79		22
POA2119	75-79	0	14
POA2119	75-79	1	12
POA2119	75-79	2	65
POA2119	75-79	3	77
POA2119	75-79	4	31
POA2119	75-79	5	5
POA2119	75-79	6	7
POA2119	80-84		21
POA2119	80-84	0	8
POA2119	80-84	1	6
POA2119	80-84	2	36
POA2119	80-84	3	51
POA2119	80-84	4	30
POA2119	80-84	5	4
POA2119	80-84	6	3
POA2119	85+		95
POA2119	85+	0	8
POA2119	85+	1	7
POA2119	85+	2	33
POA2119	85+	3	40
POA2119	85+	4	23
POA2119	85+	5	8
POA2119	85+	6	3
POA2120	15-19		43
POA2120	15-19	0	653
POA2120	20-24		38
POA2120	20-24	0	519
POA2120	20-24	1	3
POA2120	25-29		17
POA2120	25-29	0	307
POA2120	25-29	1	38
POA2120	25-29	2	16
POA2120	30-34		25
POA2120	30-34	0	193
POA2120	30-34	1	150
POA2120	30-34	2	125
POA2120	30-34	3	26
POA2120	30-34	4	3
POA2120	35-39		34
POA2120	35-39	0	108
POA2120	35-39	1	128
POA2120	35-39	2	331
POA2120	35-39	3	99
POA2120	35-39	4	25
POA2120	35-39	5	5
POA2120	35-39	6	3
POA2120	40-44		26
POA2120	40-44	0	121
POA2120	40-44	1	117
POA2120	40-44	2	363
POA2120	40-44	3	146
POA2120	40-44	4	32
POA2120	40-44	5	5
POA2120	45-49		25
POA2120	45-49	0	101
POA2120	45-49	1	117
POA2120	45-49	2	385
POA2120	45-49	3	178
POA2120	45-49	4	35
POA2120	45-49	5	5
POA2120	45-49	6	3
POA2120	50-54		21
POA2120	50-54	0	93
POA2120	50-54	1	101
POA2120	50-54	2	338
POA2120	50-54	3	160
POA2120	50-54	4	41
POA2120	50-54	5	14
POA2120	50-54	6	3
POA2120	55-59		30
POA2120	55-59	0	86
POA2120	55-59	1	109
POA2120	55-59	2	293
POA2120	55-59	3	148
POA2120	55-59	4	31
POA2120	55-59	5	11
POA2120	55-59	6	11
POA2120	60-64		16
POA2120	60-64	0	70
POA2120	60-64	1	100
POA2120	60-64	2	211
POA2120	60-64	3	131
POA2120	60-64	4	35
POA2120	60-64	5	16
POA2120	60-64	6	4
POA2120	65-69		14
POA2120	65-69	0	58
POA2120	65-69	1	64
POA2120	65-69	2	221
POA2120	65-69	3	111
POA2120	65-69	4	39
POA2120	65-69	5	12
POA2120	65-69	6	5
POA2120	70-74		10
POA2120	70-74	0	41
POA2120	70-74	1	47
POA2120	70-74	2	156
POA2120	70-74	3	110
POA2120	70-74	4	34
POA2120	70-74	5	9
POA2120	70-74	6	4
POA2120	75-79		19
POA2120	75-79	0	28
POA2120	75-79	1	20
POA2120	75-79	2	107
POA2120	75-79	3	104
POA2120	75-79	4	40
POA2120	75-79	5	10
POA2120	75-79	6	14
POA2120	80-84		10
POA2120	80-84	0	19
POA2120	80-84	1	18
POA2120	80-84	2	57
POA2120	80-84	3	54
POA2120	80-84	4	33
POA2120	80-84	5	13
POA2120	80-84	6	8
POA2120	85+		38
POA2120	85+	0	27
POA2120	85+	1	21
POA2120	85+	2	53
POA2120	85+	3	38
POA2120	85+	4	33
POA2120	85+	5	9
POA2120	85+	6	20
POA2121	15-19		66
POA2121	15-19	0	825
POA2121	20-24		87
POA2121	20-24	0	994
POA2121	20-24	1	14
POA2121	25-29		64
POA2121	25-29	0	849
POA2121	25-29	1	78
POA2121	25-29	2	27
POA2121	25-29	3	9
POA2121	30-34		43
POA2121	30-34	0	399
POA2121	30-34	1	302
POA2121	30-34	2	195
POA2121	30-34	3	33
POA2121	35-39		32
POA2121	35-39	0	203
POA2121	35-39	1	267
POA2121	35-39	2	388
POA2121	35-39	3	90
POA2121	35-39	4	20
POA2121	40-44		38
POA2121	40-44	0	124
POA2121	40-44	1	197
POA2121	40-44	2	521
POA2121	40-44	3	138
POA2121	40-44	4	32
POA2121	40-44	5	3
POA2121	45-49		23
POA2121	45-49	0	87
POA2121	45-49	1	207
POA2121	45-49	2	454
POA2121	45-49	3	155
POA2121	45-49	4	31
POA2121	45-49	5	9
POA2121	50-54		33
POA2121	50-54	0	110
POA2121	50-54	1	192
POA2121	50-54	2	483
POA2121	50-54	3	166
POA2121	50-54	4	34
POA2121	50-54	5	10
POA2121	50-54	6	3
POA2121	55-59		28
POA2121	55-59	0	95
POA2121	55-59	1	210
POA2121	55-59	2	373
POA2121	55-59	3	166
POA2121	55-59	4	36
POA2121	55-59	5	7
POA2121	55-59	6	3
POA2121	60-64		24
POA2121	60-64	0	89
POA2121	60-64	1	194
POA2121	60-64	2	344
POA2121	60-64	3	133
POA2121	60-64	4	51
POA2121	60-64	5	9
POA2121	60-64	6	3
POA2121	65-69		23
POA2121	65-69	0	58
POA2121	65-69	1	88
POA2121	65-69	2	232
POA2121	65-69	3	121
POA2121	65-69	4	35
POA2121	65-69	5	11
POA2121	65-69	6	6
POA2121	70-74		23
POA2121	70-74	0	46
POA2121	70-74	1	43
POA2121	70-74	2	170
POA2121	70-74	3	106
POA2121	70-74	4	40
POA2121	70-74	5	4
POA2121	70-74	6	3
POA2121	75-79		16
POA2121	75-79	0	39
POA2121	75-79	1	29
POA2121	75-79	2	137
POA2121	75-79	3	102
POA2121	75-79	4	57
POA2121	75-79	5	18
