SA2_NAME16	HomeCensusNight	Sex	persons
Jamisontown - South Penrith	1	M	8119
Kingswood - Werrington	0	F	277
Kingswood - Werrington	0	M	387
Kingswood - Werrington	1	F	9679
Kingswood - Werrington	1	M	9235
Mulgoa - Luddenham - Orchard Hills	0	F	166
Mulgoa - Luddenham - Orchard Hills	0	M	190
Mulgoa - Luddenham - Orchard Hills	1	F	4571
Mulgoa - Luddenham - Orchard Hills	1	M	4617
Penrith	0	F	240
Penrith	0	M	282
Penrith	1	F	6584
Penrith	1	M	6192
Warragamba - Silverdale	0	F	68
Warragamba - Silverdale	0	M	96
Warragamba - Silverdale	1	F	2474
Warragamba - Silverdale	1	M	2562
Richmond - Clarendon	0	F	297
Richmond - Clarendon	0	M	279
Richmond - Clarendon	1	F	6946
Richmond - Clarendon	1	M	6320
Windsor - Bligh Park	0	F	218
Windsor - Bligh Park	0	M	270
Windsor - Bligh Park	1	F	7637
Windsor - Bligh Park	1	M	7202
Yarramundi - Londonderry	0	F	124
Yarramundi - Londonderry	0	M	119
Yarramundi - Londonderry	1	F	3202
Yarramundi - Londonderry	1	M	3933
Erskine Park	0	F	83
Erskine Park	0	M	93
Erskine Park	1	F	3153
Erskine Park	1	M	3105
St Clair	0	F	257
St Clair	0	M	278
St Clair	1	F	9741
St Clair	1	M	9619
Colyton - Oxley Park	0	F	225
Colyton - Oxley Park	0	M	256
Colyton - Oxley Park	1	F	5675
Colyton - Oxley Park	1	M	5444
St Marys - North St Marys	0	F	269
St Marys - North St Marys	0	M	319
St Marys - North St Marys	1	F	7811
St Marys - North St Marys	1	M	7669
Homebush Bay - Silverwater	0	F	254
Homebush Bay - Silverwater	0	M	264
Homebush Bay - Silverwater	1	F	8567
Homebush Bay - Silverwater	1	M	9649
Rookwood Cemetery	1	M	3
Auburn - Central	0	F	198
Auburn - Central	0	M	265
Auburn - Central	1	F	7543
Auburn - Central	1	M	9163
Auburn - North	0	F	125
Auburn - North	0	M	197
Auburn - North	1	F	4592
Auburn - North	1	M	6411
Auburn - South	0	F	108
Auburn - South	0	M	99
Auburn - South	1	F	4052
Auburn - South	1	M	4232
Berala	0	F	102
Berala	0	M	134
Berala	1	F	4189
Berala	1	M	4481
Lidcombe	0	F	237
Lidcombe	0	M	295
Lidcombe	1	F	9433
Lidcombe	1	M	10022
Regents Park	0	F	62
Regents Park	0	M	70
Regents Park	1	F	2456
Regents Park	1	M	2482
Carlingford	0	F	332
Carlingford	0	M	394
Carlingford	1	F	13623
Carlingford	1	M	13016
Ermington - Rydalmere	0	F	325
Ermington - Rydalmere	0	M	398
Ermington - Rydalmere	1	F	10466
Ermington - Rydalmere	1	M	10240
Oatlands - Dundas Valley	0	F	232
Oatlands - Dundas Valley	0	M	280
Oatlands - Dundas Valley	1	F	8860
Oatlands - Dundas Valley	1	M	8410
Chester Hill - Sefton	0	F	243
Chester Hill - Sefton	0	M	246
Chester Hill - Sefton	1	F	8904
Chester Hill - Sefton	1	M	9067
Fairfield - East	0	F	196
Fairfield - East	0	M	245
Fairfield - East	1	F	7515
Fairfield - East	1	M	7556
Granville - Clyde	0	F	254
Granville - Clyde	0	M	311
Granville - Clyde	1	F	9661
Granville - Clyde	1	M	10598
Greystanes - Pemulwuy	0	F	367
Greystanes - Pemulwuy	0	M	394
Greystanes - Pemulwuy	1	F	13047
Greystanes - Pemulwuy	1	M	12506
Guildford - South Granville	0	F	254
Guildford - South Granville	0	M	336
Guildford - South Granville	1	F	10136
Guildford - South Granville	1	M	10218
Guildford West - Merrylands West	0	F	282
Guildford West - Merrylands West	0	M	292
Guildford West - Merrylands West	1	F	10188
Guildford West - Merrylands West	1	M	9967
Merrylands - Holroyd	0	F	395
Merrylands - Holroyd	0	M	422
Merrylands - Holroyd	1	F	13573
Merrylands - Holroyd	1	M	14064
Smithfield Industrial	0	M	12
Smithfield Industrial	1	M	3
Yennora Industrial	0	F	3
Yennora Industrial	0	M	4
Yennora Industrial	1	F	3
Yennora Industrial	1	M	4
North Parramatta	0	F	313
North Parramatta	0	M	329
North Parramatta	1	F	10760
North Parramatta	1	M	10835
North Rocks	0	F	102
North Rocks	0	M	103
North Rocks	1	F	3953
North Rocks	1	M	3715
Northmead	0	F	274
Northmead	0	M	223
Northmead	1	F	10126
Northmead	1	M	9750
Parramatta - Rosehill	0	F	333
Parramatta - Rosehill	0	M	366
Parramatta - Rosehill	1	F	13535
Parramatta - Rosehill	1	M	15015
Toongabbie - Constitution Hill	0	F	301
Toongabbie - Constitution Hill	0	M	313
Toongabbie - Constitution Hill	1	F	10857
Toongabbie - Constitution Hill	1	M	10465
Winston Hills	0	F	142
Winston Hills	0	M	149
Winston Hills	1	F	5347
Winston Hills	1	M	5128
Pendle Hill - Girraween	0	F	145
Pendle Hill - Girraween	0	M	161
Pendle Hill - Girraween	1	F	6176
Pendle Hill - Girraween	1	M	6364
Wentworthville - Westmead	0	F	173
Wentworthville - Westmead	0	M	198
Wentworthville - Westmead	1	F	7495
Wentworthville - Westmead	1	M	7741
Epping - North Epping	0	F	342
Epping - North Epping	0	M	383
Epping - North Epping	1	F	13373
Epping - North Epping	1	M	12994
Pennant Hills - Cheltenham	0	F	320
Pennant Hills - Cheltenham	0	M	354
Pennant Hills - Cheltenham	1	F	10279
Pennant Hills - Cheltenham	1	M	9538
Eastwood - Denistone	0	F	326
Eastwood - Denistone	0	M	388
Eastwood - Denistone	1	F	12467
Eastwood - Denistone	1	M	11872
Gladesville - Huntleys Point	0	F	251
Gladesville - Huntleys Point	0	M	253
Gladesville - Huntleys Point	1	F	7197
Gladesville - Huntleys Point	1	M	6715
Hunters Hill - Woolwich	0	F	217
Hunters Hill - Woolwich	0	M	234
Hunters Hill - Woolwich	1	F	4960
Hunters Hill - Woolwich	1	M	4938
Macquarie Park - Marsfield	0	F	319
Macquarie Park - Marsfield	0	M	305
Macquarie Park - Marsfield	1	F	11040
Macquarie Park - Marsfield	1	M	10064
North Ryde - East Ryde	0	F	206
North Ryde - East Ryde	0	M	200
North Ryde - East Ryde	1	F	6051
North Ryde - East Ryde	1	M	5856
West Ryde - Meadowbank	0	F	293
West Ryde - Meadowbank	0	M	314
West Ryde - Meadowbank	1	F	9569
West Ryde - Meadowbank	1	M	9203
Putney	0	F	70
Putney	0	M	80
Putney	1	F	2065
Putney	1	M	1922
Ryde	0	F	351
Ryde	0	M	409
Ryde	1	F	13593
Ryde	1	M	12816
Ashcroft - Busby - Miller	0	F	255
Ashcroft - Busby - Miller	0	M	271
Ashcroft - Busby - Miller	1	F	8597
Ashcroft - Busby - Miller	1	M	8220
Austral - Greendale	0	F	144
Austral - Greendale	0	M	160
Austral - Greendale	1	F	4215
Austral - Greendale	1	M	4392
Cobbitty - Leppington	0	F	254
Cobbitty - Leppington	0	M	309
Cobbitty - Leppington	1	F	8711
Cobbitty - Leppington	1	M	8631
Badgerys Creek	1	F	25
Badgerys Creek	1	M	35
Cecil Hills	0	F	88
Cecil Hills	0	M	107
Cecil Hills	1	F	3436
Cecil Hills	1	M	3380
Green Valley	0	F	119
Green Valley	0	M	149
Green Valley	1	F	6268
Green Valley	1	M	5981
Hinchinbrook	0	F	113
Hinchinbrook	0	M	114
Hinchinbrook	1	F	6100
Hinchinbrook	1	M	5968
Hoxton Park - Carnes Hill - Horningsea Park	0	F	138
Hoxton Park - Carnes Hill - Horningsea Park	0	M	132
Hoxton Park - Carnes Hill - Horningsea Park	1	F	5770
Hoxton Park - Carnes Hill - Horningsea Park	1	M	5546
West Hoxton - Middleton Grange	0	F	136
West Hoxton - Middleton Grange	0	M	214
West Hoxton - Middleton Grange	1	F	7443
West Hoxton - Middleton Grange	1	M	7396
Bonnyrigg Heights - Bonnyrigg	0	F	201
Bonnyrigg Heights - Bonnyrigg	0	M	245
Bonnyrigg Heights - Bonnyrigg	1	F	7976
Bonnyrigg Heights - Bonnyrigg	1	M	7562
Bossley Park - Abbotsbury	0	F	221
Bossley Park - Abbotsbury	0	M	202
Bossley Park - Abbotsbury	1	F	9316
Bossley Park - Abbotsbury	1	M	9091
Cabramatta - Lansvale	0	F	413
Cabramatta - Lansvale	0	M	449
Cabramatta - Lansvale	1	F	12142
Cabramatta - Lansvale	1	M	11709
Cabramatta West - Mount Pritchard	0	F	265
Cabramatta West - Mount Pritchard	0	M	297
Cabramatta West - Mount Pritchard	1	F	8466
Cabramatta West - Mount Pritchard	1	M	8165
Canley Vale - Canley Heights	0	F	299
Canley Vale - Canley Heights	0	M	324
Canley Vale - Canley Heights	1	F	10335
Canley Vale - Canley Heights	1	M	9866
Edensor Park	0	F	111
Edensor Park	0	M	130
Edensor Park	1	F	4890
Edensor Park	1	M	4641
Fairfield	0	F	229
Fairfield	0	M	255
Fairfield	1	F	8698
Fairfield	1	M	8523
Fairfield - West	0	F	250
Fairfield - West	0	M	261
Fairfield - West	1	F	9513
Fairfield - West	1	M	9068
Greenfield Park - Prairiewood	0	F	96
Greenfield Park - Prairiewood	0	M	116
Greenfield Park - Prairiewood	1	F	4099
Greenfield Park - Prairiewood	1	M	4025
Horsley Park - Kemps Creek	0	F	54
Horsley Park - Kemps Creek	0	M	68
Horsley Park - Kemps Creek	1	F	2109
Horsley Park - Kemps Creek	1	M	2190
Smithfield - Wetherill Park	0	F	244
Smithfield - Wetherill Park	0	M	258
Smithfield - Wetherill Park	1	F	8874
Smithfield - Wetherill Park	1	M	8669
St Johns Park - Wakeley	0	F	146
St Johns Park - Wakeley	0	M	136
St Johns Park - Wakeley	1	F	5443
St Johns Park - Wakeley	1	M	5143
Wetherill Park Industrial	0	M	13
Wetherill Park Industrial	1	F	14
Wetherill Park Industrial	1	M	13
Casula	0	F	183
Casula	0	M	213
Casula	1	F	7842
Casula	1	M	7419
Chipping Norton - Moorebank	0	F	293
Chipping Norton - Moorebank	0	M	296
Chipping Norton - Moorebank	1	F	9219
Chipping Norton - Moorebank	1	M	8942
Holsworthy - Wattle Grove	0	F	219
Holsworthy - Wattle Grove	0	M	375
Holsworthy - Wattle Grove	1	F	10041
Holsworthy - Wattle Grove	1	M	10076
Liverpool	0	F	339
Liverpool	0	M	357
Liverpool	1	F	13328
Liverpool	1	M	13137
Lurnea - Cartwright	0	F	158
Lurnea - Cartwright	0	M	169
Lurnea - Cartwright	1	F	5784
Lurnea - Cartwright	1	M	5567
Prestons - Edmondson Park	0	F	173
Prestons - Edmondson Park	0	M	202
Prestons - Edmondson Park	1	F	8755
Prestons - Edmondson Park	1	M	8459
Warwick Farm	0	F	97
Warwick Farm	0	M	80
Warwick Farm	1	F	2727
Warwick Farm	1	M	2895
Gymea - Grays Point	0	F	310
Gymea - Grays Point	0	M	355
Gymea - Grays Point	1	F	8624
Gymea - Grays Point	1	M	8192
Miranda - Yowie Bay	0	F	320
Miranda - Yowie Bay	0	M	407
Miranda - Yowie Bay	1	F	9123
Miranda - Yowie Bay	1	M	8386
Sylvania - Taren Point	0	F	258
Sylvania - Taren Point	0	M	271
Sylvania - Taren Point	1	F	8067
Sylvania - Taren Point	1	M	7345
Caringbah	0	F	206
Caringbah	0	M	280
Caringbah	1	F	5901
Caringbah	1	M	5379
Caringbah South	0	F	208
Caringbah South	0	M	222
Caringbah South	1	F	5920
Caringbah South	1	M	5706
Cronulla - Kurnell - Bundeena	0	F	592
Cronulla - Kurnell - Bundeena	0	M	641
Cronulla - Kurnell - Bundeena	1	F	11295
Cronulla - Kurnell - Bundeena	1	M	10965
Lilli Pilli - Port Hacking - Dolans Bay	0	F	53
Lilli Pilli - Port Hacking - Dolans Bay	0	M	61
Lilli Pilli - Port Hacking - Dolans Bay	1	F	1543
Lilli Pilli - Port Hacking - Dolans Bay	1	M	1492
Woolaware - Burraneer	0	F	159
Woolaware - Burraneer	0	M	161
Woolaware - Burraneer	1	F	3783
Woolaware - Burraneer	1	M	3631
Heathcote - Waterfall	0	F	113
Heathcote - Waterfall	0	M	133
Heathcote - Waterfall	1	F	3260
Heathcote - Waterfall	1	M	3000
Illawong - Alfords Point	0	F	146
Illawong - Alfords Point	0	M	141
Illawong - Alfords Point	1	F	5057
Illawong - Alfords Point	1	M	5014
Menai - Lucas Heights - Woronora	0	F	341
Menai - Lucas Heights - Woronora	0	M	343
Menai - Lucas Heights - Woronora	1	F	10348
Menai - Lucas Heights - Woronora	1	M	10091
Oyster Bay - Como - Jannali	0	F	354
Oyster Bay - Como - Jannali	0	M	417
Oyster Bay - Como - Jannali	1	F	10425
Oyster Bay - Como - Jannali	1	M	10059
Royal National Park	1	F	14
Royal National Park	1	M	10
Sutherland - Kirrawee	0	F	385
Sutherland - Kirrawee	0	M	374
Sutherland - Kirrawee	1	F	10498
Sutherland - Kirrawee	1	M	9609
Engadine	0	F	247
Engadine	0	M	291
Engadine	1	F	8372
Engadine	1	M	8087
Loftus - Yarrawarrah	0	F	104
Loftus - Yarrawarrah	0	M	114
Loftus - Yarrawarrah	1	F	3611
Loftus - Yarrawarrah	1	M	3418
Woronora Heights	0	F	43
Woronora Heights	0	M	59
Woronora Heights	1	F	1787
Woronora Heights	1	M	1755
Migratory - Offshore - Shipping (NSW)	0	F	3
Migratory - Offshore - Shipping (NSW)	0	M	3
Migratory - Offshore - Shipping (NSW)	1	F	234
Migratory - Offshore - Shipping (NSW)	1	M	173
No usual address (NSW)	0	F	4939
No usual address (NSW)	0	M	7351
Alfredton	0	F	300
Alfredton	0	M	324
Alfredton	1	F	5651
Alfredton	1	M	5379
Ballarat	0	F	451
Ballarat	0	M	391
Ballarat	1	F	5902
Ballarat	1	M	5305
Ballarat - North	0	F	682
Ballarat - North	0	M	662
Ballarat - North	1	F	11431
Ballarat - North	1	M	10302
Ballarat - South	0	F	662
Ballarat - South	0	M	653
Ballarat - South	1	F	12071
Ballarat - South	1	M	10850
Buninyong	0	F	198
Buninyong	0	M	241
Buninyong	1	F	3347
Buninyong	1	M	3376
Delacombe	0	F	181
Delacombe	0	M	199
Delacombe	1	F	3473
Delacombe	1	M	3225
Smythes Creek	0	F	83
Smythes Creek	0	M	105
Smythes Creek	1	F	1831
Smythes Creek	1	M	1921
Wendouree - Miners Rest	0	F	414
Wendouree - Miners Rest	0	M	429
Wendouree - Miners Rest	1	F	7182
Wendouree - Miners Rest	1	M	6609
Bacchus Marsh Region	0	F	148
Bacchus Marsh Region	0	M	159
Bacchus Marsh Region	1	F	2782
Bacchus Marsh Region	1	M	2784
Creswick - Clunes	0	F	243
Creswick - Clunes	0	M	244
Creswick - Clunes	1	F	3736
Creswick - Clunes	1	M	3598
Daylesford	0	F	343
Daylesford	0	M	341
Daylesford	1	F	4316
Daylesford	1	M	3961
Gordon (Vic.)	0	F	133
Gordon (Vic.)	0	M	164
Gordon (Vic.)	1	F	2665
Gordon (Vic.)	1	M	2695
Avoca	0	F	95
Avoca	0	M	123
Avoca	1	F	1551
Avoca	1	M	1539
Beaufort	0	F	106
Beaufort	0	M	145
Beaufort	1	F	1873
Beaufort	1	M	2271
Golden Plains - North	0	F	107
Golden Plains - North	0	M	124
Golden Plains - North	1	F	2089
Golden Plains - North	1	M	2162
Maryborough (Vic.)	0	F	216
Maryborough (Vic.)	0	M	217
Maryborough (Vic.)	1	F	3922
Maryborough (Vic.)	1	M	3566
Maryborough Region	0	F	115
Maryborough Region	0	M	184
Maryborough Region	1	F	2413
Maryborough Region	1	M	2553
Bendigo	0	F	382
Bendigo	0	M	445
Bendigo	1	F	7056
Bendigo	1	M	6584
California Gully - Eaglehawk	0	F	291
California Gully - Eaglehawk	0	M	342
California Gully - Eaglehawk	1	F	5889
California Gully - Eaglehawk	1	M	5443
East Bendigo - Kennington	0	F	428
East Bendigo - Kennington	0	M	442
East Bendigo - Kennington	1	F	6663
East Bendigo - Kennington	1	M	5979
Flora Hill - Spring Gully	0	F	223
Flora Hill - Spring Gully	0	M	245
Flora Hill - Spring Gully	1	F	4711
Flora Hill - Spring Gully	1	M	4116
Kangaroo Flat - Golden Square	0	F	544
Kangaroo Flat - Golden Square	0	M	598
Kangaroo Flat - Golden Square	1	F	9810
Kangaroo Flat - Golden Square	1	M	8745
Maiden Gully	0	F	118
Maiden Gully	0	M	136
Maiden Gully	1	F	2405
Maiden Gully	1	M	2426
Strathfieldsaye	0	F	199
Strathfieldsaye	0	M	221
Strathfieldsaye	1	F	4143
Strathfieldsaye	1	M	4072
White Hills - Ascot	0	F	277
White Hills - Ascot	0	M	284
White Hills - Ascot	1	F	5794
White Hills - Ascot	1	M	5398
Bendigo Region - South	0	F	164
Bendigo Region - South	0	M	182
Bendigo Region - South	1	F	3411
Bendigo Region - South	1	M	3432
Castlemaine	0	F	330
Castlemaine	0	M	274
Castlemaine	1	F	4969
Castlemaine	1	M	5008
Castlemaine Region	0	F	280
Castlemaine Region	0	M	298
Castlemaine Region	1	F	3933
Castlemaine Region	1	M	3959
Heathcote	0	F	121
Heathcote	0	M	131
Heathcote	1	F	2127
Heathcote	1	M	2125
Kyneton	0	F	265
Kyneton	0	M	281
Kyneton	1	F	4696
Kyneton	1	M	4398
Woodend	0	F	164
Woodend	0	M	174
Woodend	1	F	3423
Woodend	1	M	3141
Bendigo Region - North	0	F	105
Bendigo Region - North	0	M	128
Bendigo Region - North	1	F	2034
Bendigo Region - North	1	M	2099
Loddon	0	F	249
Loddon	0	M	229
Loddon	1	F	3209
Loddon	1	M	3376
Bannockburn	0	F	110
Bannockburn	0	M	145
Bannockburn	1	F	3082
Bannockburn	1	M	3082
Golden Plains - South	0	F	152
Golden Plains - South	0	M	172
Golden Plains - South	1	F	3233
Golden Plains - South	1	M	3306
Winchelsea	0	F	150
Winchelsea	0	M	183
Winchelsea	1	F	2691
Winchelsea	1	M	2719
Belmont	0	F	360
Belmont	0	M	364
Belmont	1	F	6950
Belmont	1	M	6350
Corio - Norlane	0	F	514
Corio - Norlane	0	M	595
Corio - Norlane	1	F	12972
Corio - Norlane	1	M	12270
Geelong	0	F	372
Geelong	0	M	392
Geelong	1	F	6225
Geelong	1	M	5697
Geelong West - Hamlyn Heights	0	F	485
Geelong West - Hamlyn Heights	0	M	448
Geelong West - Hamlyn Heights	1	F	9744
Geelong West - Hamlyn Heights	1	M	8790
Grovedale	0	F	561
Grovedale	0	M	564
Grovedale	1	F	11557
Grovedale	1	M	10591
Highton	0	F	546
Highton	0	M	596
Highton	1	F	10723
Highton	1	M	10234
Lara	0	F	402
Lara	0	M	427
Lara	1	F	8312
Lara	1	M	8946
Leopold	0	F	330
Leopold	0	M	382
Leopold	1	F	6296
Leopold	1	M	5814
Newcomb - Moolap	0	F	372
Newcomb - Moolap	0	M	358
Newcomb - Moolap	1	F	7274
Newcomb - Moolap	1	M	6586
Newtown (Vic.)	0	F	300
Newtown (Vic.)	0	M	316
Newtown (Vic.)	1	F	4974
Newtown (Vic.)	1	M	4563
North Geelong - Bell Park	0	F	303
North Geelong - Bell Park	0	M	321
North Geelong - Bell Park	1	F	7289
North Geelong - Bell Park	1	M	6713
Clifton Springs	0	F	377
Clifton Springs	0	M	386
Clifton Springs	1	F	6580
Clifton Springs	1	M	5996
Lorne - Anglesea	0	F	309
Lorne - Anglesea	0	M	340
Lorne - Anglesea	1	F	2232
Lorne - Anglesea	1	M	2178
Ocean Grove - Barwon Heads	0	F	806
Ocean Grove - Barwon Heads	0	M	880
Ocean Grove - Barwon Heads	1	F	11205
Ocean Grove - Barwon Heads	1	M	10529
Portarlington	0	F	316
Portarlington	0	M	305
Portarlington	1	F	3471
Portarlington	1	M	3308
Point Lonsdale - Queenscliff	0	F	249
Point Lonsdale - Queenscliff	0	M	252
Point Lonsdale - Queenscliff	1	F	1971
Point Lonsdale - Queenscliff	1	M	1674
Torquay	0	F	620
Torquay	0	M	690
Torquay	1	F	8712
Torquay	1	M	8349
Alexandra	0	F	275
Alexandra	0	M	344
Alexandra	1	F	2882
Alexandra	1	M	2835
Euroa	0	F	221
Euroa	0	M	249
Euroa	1	F	2980
Euroa	1	M	2825
Kilmore - Broadford	0	F	297
Kilmore - Broadford	0	M	342
Kilmore - Broadford	1	F	6750
Kilmore - Broadford	1	M	6483
Mansfield (Vic.)	0	F	404
Mansfield (Vic.)	0	M	492
Mansfield (Vic.)	1	F	4024
Mansfield (Vic.)	1	M	3927
Nagambie	0	F	134
Nagambie	0	M	144
Nagambie	1	F	1873
Nagambie	1	M	1855
Seymour	0	F	187
Seymour	0	M	172
Seymour	1	F	3020
Seymour	1	M	2952
Seymour Region	0	F	125
Seymour Region	0	M	137
Seymour Region	1	F	1874
Seymour Region	1	M	2290
Upper Yarra Valley	0	F	5
Upper Yarra Valley	0	M	3
Upper Yarra Valley	1	F	92
Upper Yarra Valley	1	M	89
Yea	0	F	130
Yea	0	M	121
Yea	1	F	1614
Yea	1	M	1698
Benalla	0	F	327
Benalla	0	M	369
Benalla	1	F	5093
Benalla	1	M	4543
Benalla Region	0	F	141
Benalla Region	0	M	121
Benalla Region	1	F	1608
Benalla Region	1	M	1719
Rutherglen	0	F	125
Rutherglen	0	M	140
Rutherglen	1	F	1841
Rutherglen	1	M	1764
Wangaratta	0	F	585
Wangaratta	0	M	559
Wangaratta	1	F	9337
Wangaratta	1	M	8227
Wangaratta Region	0	F	288
Wangaratta Region	0	M	322
Wangaratta Region	1	F	4446
Wangaratta Region	1	M	4535
Beechworth	0	F	185
Beechworth	0	M	183
Beechworth	1	F	2126
Beechworth	1	M	2079
Bright - Mount Beauty	0	F	368
Bright - Mount Beauty	0	M	420
Bright - Mount Beauty	1	F	3749
Bright - Mount Beauty	1	M	3617
Chiltern - Indigo Valley	0	F	102
Chiltern - Indigo Valley	0	M	90
Chiltern - Indigo Valley	1	F	1465
Chiltern - Indigo Valley	1	M	1443
Myrtleford	0	F	150
Myrtleford	0	M	145
Myrtleford	1	F	2205
Myrtleford	1	M	2129
Towong	0	F	218
Towong	0	M	282
Towong	1	F	2672
Towong	1	M	2781
West Wodonga	0	F	402
West Wodonga	0	M	486
West Wodonga	1	F	7299
West Wodonga	1	M	6772
Wodonga	0	F	740
Wodonga	0	M	856
Wodonga	1	F	11614
Wodonga	1	M	11189
Yackandandah	0	F	153
Yackandandah	0	M	144
Yackandandah	1	F	2144
Yackandandah	1	M	2054
Drouin	0	F	431
Drouin	0	M	423
Drouin	1	F	7927
Drouin	1	M	7431
Mount Baw Baw Region	0	F	200
Mount Baw Baw Region	0	M	206
Mount Baw Baw Region	1	F	2757
Mount Baw Baw Region	1	M	2856
Trafalgar (Vic.)	0	F	207
Trafalgar (Vic.)	0	M	233
Trafalgar (Vic.)	1	F	3686
Trafalgar (Vic.)	1	M	3520
Warragul	0	F	563
Warragul	0	M	594
Warragul	1	F	9226
Warragul	1	M	8371
Bairnsdale	0	F	516
Bairnsdale	0	M	508
Bairnsdale	1	F	7298
Bairnsdale	1	M	6398
Bruthen - Omeo	0	F	261
Bruthen - Omeo	0	M	314
Bruthen - Omeo	1	F	3508
Bruthen - Omeo	1	M	3666
Lakes Entrance	0	F	448
Lakes Entrance	0	M	483
Lakes Entrance	1	F	4601
Lakes Entrance	1	M	4388
Orbost	0	F	270
Orbost	0	M	341
Orbost	1	F	2899
Orbost	1	M	2940
Paynesville	0	F	281
Paynesville	0	M	323
Paynesville	1	F	2890
Paynesville	1	M	2813
Foster	0	F	352
Foster	0	M	400
Foster	1	F	4020
Foster	1	M	3958
French Island	0	F	5
French Island	0	M	12
French Island	1	F	52
French Island	1	M	47
Korumburra	0	F	265
Korumburra	0	M	295
Korumburra	1	F	4399
Korumburra	1	M	4164
Leongatha	0	F	377
Leongatha	0	M	391
Leongatha	1	F	5334
Leongatha	1	M	4974
Phillip Island	0	F	501
Phillip Island	0	M	503
Phillip Island	1	F	4875
Phillip Island	1	M	4501
Wilsons Promontory	0	M	3
Wilsons Promontory	1	F	3
Wilsons Promontory	1	M	3
Wonthaggi - Inverloch	0	F	812
Wonthaggi - Inverloch	0	M	891
Wonthaggi - Inverloch	1	F	10625
Wonthaggi - Inverloch	1	M	9893
Churchill	0	F	350
Churchill	0	M	356
Churchill	1	F	5405
Churchill	1	M	5291
Moe - Newborough	0	F	463
Moe - Newborough	0	M	506
Moe - Newborough	1	F	8064
Moe - Newborough	1	M	7521
Morwell	0	F	353
Morwell	0	M	392
Morwell	1	F	6661
Morwell	1	M	6405
Traralgon	0	F	818
Traralgon	0	M	858
Traralgon	1	F	13058
Traralgon	1	M	12055
Yallourn North - Glengarry	0	F	131
Yallourn North - Glengarry	0	M	140
Yallourn North - Glengarry	1	F	2093
Yallourn North - Glengarry	1	M	2182
Alps - West	0	F	4
Alps - West	0	M	3
Alps - West	1	F	6
Alps - West	1	M	10
Longford - Loch Sport	0	F	137
Longford - Loch Sport	0	M	211
Longford - Loch Sport	1	F	1910
Longford - Loch Sport	1	M	2037
Maffra	0	F	435
Maffra	0	M	513
Maffra	1	F	6606
Maffra	1	M	6314
Rosedale	0	F	92
Rosedale	0	M	105
Rosedale	1	F	1836
Rosedale	1	M	2691
Sale	0	F	483
Sale	0	M	565
Sale	1	F	7120
Sale	1	M	6476
Yarram	0	F	177
Yarram	0	M	198
Yarram	1	F	2438
Yarram	1	M	2496
Brunswick	0	F	622
Brunswick	0	M	620
Brunswick	1	F	12412
Brunswick	1	M	11790
Brunswick East	0	F	207
Brunswick East	0	M	210
Brunswick East	1	F	5578
Brunswick East	1	M	4970
Brunswick West	0	F	322
Brunswick West	0	M	281
Brunswick West	1	F	6822
Brunswick West	1	M	6312
Coburg	0	F	519
Coburg	0	M	512
Coburg	1	F	12977
Coburg	1	M	12161
Pascoe Vale South	0	F	172
Pascoe Vale South	0	M	166
Pascoe Vale South	1	F	4914
Pascoe Vale South	1	M	4707
Alphington - Fairfield	0	F	197
Alphington - Fairfield	0	M	206
Alphington - Fairfield	1	F	4460
Alphington - Fairfield	1	M	4073
Northcote	0	F	585
Northcote	0	M	516
Northcote	1	F	12508
Northcote	1	M	11055
Thornbury	0	F	391
Thornbury	0	M	367
Thornbury	1	F	9336
Thornbury	1	M	8368
Ascot Vale	0	F	304
Ascot Vale	0	M	260
Ascot Vale	1	F	7270
Ascot Vale	1	M	6923
Essendon - Aberfeldie	0	F	479
Essendon - Aberfeldie	0	M	554
Essendon - Aberfeldie	1	F	13837
Essendon - Aberfeldie	1	M	12615
Flemington	0	F	229
Flemington	0	M	241
Flemington	1	F	5034
Flemington	1	M	4605
Moonee Ponds	0	F	294
Moonee Ponds	0	M	301
Moonee Ponds	1	F	7082
Moonee Ponds	1	M	6576
Carlton	0	F	430
Carlton	0	M	379
Carlton	1	F	9838
Carlton	1	M	8356
Docklands	0	F	164
Docklands	0	M	190
Docklands	1	F	5149
Docklands	1	M	5466
East Melbourne	0	F	142
East Melbourne	0	M	147
East Melbourne	1	F	2473
East Melbourne	1	M	2204
Flemington Racecourse	1	F	46
Flemington Racecourse	1	M	43
Kensington (Vic.)	0	F	237
Kensington (Vic.)	0	M	231
Kensington (Vic.)	1	F	5368
Kensington (Vic.)	1	M	4986
Melbourne	0	F	604
Melbourne	0	M	616
Melbourne	1	F	18533
Melbourne	1	M	17576
North Melbourne	0	F	427
North Melbourne	0	M	386
North Melbourne	1	F	9940
North Melbourne	1	M	9890
Parkville	0	F	146
Parkville	0	M	142
Parkville	1	F	3803
Parkville	1	M	3315
South Yarra - West	0	F	203
South Yarra - West	0	M	161
South Yarra - West	1	F	3066
South Yarra - West	1	M	2674
Southbank	0	F	415
Southbank	0	M	404
Southbank	1	F	8862
Southbank	1	M	9000
West Melbourne	0	M	3
Albert Park	0	F	423
Albert Park	0	M	460
Albert Park	1	F	7420
Albert Park	1	M	7077
Elwood	0	F	394
Elwood	0	M	387
Elwood	1	F	7671
Elwood	1	M	6769
Port Melbourne	0	F	400
Port Melbourne	0	M	420
Port Melbourne	1	F	8031
Port Melbourne	1	M	7311
