SA3_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
80103,0,27,101,104,28,6,4,10,289,0,0,3,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,14,3,56,5,0,0,0,0,3,65,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,10,0,0,0,0,3,75,14,52,29,6,0,0,0,13,113,0,0,3,3,4,0,0,0,15,18,137,156,122,34,6,5,24,503
80104,11,33,280,4667,8417,1476,190,216,15288,3,39,706,1920,129,7,0,50,2859,12,156,729,1725,697,45,9,64,3441,13,204,1432,3637,826,54,14,116,6297,0,73,67,25,4,0,0,3,185,0,525,437,83,29,0,0,21,1095,0,327,306,88,20,0,0,12,750,0,0,0,0,0,0,0,0,5,4,927,812,196,56,0,0,39,2034,0,0,0,0,5,0,0,0,5,0,6,3,11,8,3,0,0,40,28,1173,2527,8509,9317,1536,205,375,23668
80105,9,107,677,4276,2723,604,104,154,8652,8,171,351,505,87,12,5,84,1220,5,157,470,1177,127,14,0,40,1992,9,332,826,1686,214,28,3,124,3216,10,684,995,114,10,3,3,62,1872,31,742,1137,164,7,0,0,59,2137,31,1491,1474,198,6,0,0,63,3271,0,32,15,9,0,0,0,3,63,66,2945,3618,482,31,5,5,191,7344,0,0,0,0,3,0,0,7,18,0,39,24,16,3,0,0,7,89,89,3425,5134,6453,2974,637,120,483,19319
80106,4,54,394,1902,1796,559,109,91,4914,0,80,160,179,32,4,4,17,471,3,41,224,462,112,18,3,23,884,3,123,387,640,149,22,5,37,1358,3,155,497,125,5,0,0,18,800,3,243,1017,203,3,0,0,16,1484,10,787,1105,313,8,0,0,32,2247,0,4,3,0,0,0,0,0,5,17,1190,2622,639,19,0,0,61,4539,0,0,0,3,0,0,0,0,4,0,5,8,10,0,0,0,0,27,25,1371,3405,3192,1963,579,117,189,10835
80107,12,101,561,11691,10123,1907,319,356,25068,6,92,847,2019,140,6,0,79,3189,0,50,247,577,161,6,0,28,1069,7,137,1099,2593,301,12,0,102,4256,0,48,90,160,16,0,0,88,403,0,24,94,16,5,0,0,4,147,0,113,108,15,3,0,0,4,237,0,3,3,3,0,0,0,0,11,0,188,293,194,26,0,0,94,797,0,0,0,0,4,0,0,0,7,0,0,8,13,4,0,0,4,34,21,427,1959,14498,10459,1916,321,563,30166
80108,3,23,190,3100,2872,572,101,92,6956,4,134,486,275,33,0,0,35,968,0,33,71,137,9,6,0,4,261,4,166,555,408,42,6,0,39,1226,0,23,66,22,15,0,0,0,118,0,0,4,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,37,16,12,0,0,0,3,74,0,58,86,42,15,0,0,4,209,0,0,0,10,5,3,0,0,16,0,0,0,3,3,0,0,0,13,12,248,836,3570,2939,576,102,132,8419
80109,8,49,258,3359,3426,922,194,139,8358,0,150,376,424,58,3,0,32,1046,18,248,652,648,46,9,3,18,1640,19,402,1024,1064,107,12,3,52,2687,16,100,145,46,3,0,3,9,321,20,405,682,144,0,0,0,36,1294,3,169,213,56,0,0,0,10,455,0,9,9,3,0,0,0,0,18,43,689,1049,245,3,0,3,58,2090,0,0,0,0,0,0,0,0,3,0,7,11,0,0,0,0,0,18,65,1143,2341,4678,3534,934,202,256,13158
80110,0,3,10,123,467,82,12,8,698,0,0,3,51,3,0,0,0,52,0,4,41,218,83,3,0,6,362,0,4,51,263,91,3,0,6,419,0,5,0,0,0,0,0,0,10,0,63,115,6,0,0,0,6,191,0,110,228,44,0,0,0,4,392,0,0,0,0,0,0,0,0,0,0,182,347,48,0,0,0,6,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,398,439,552,88,12,25,1710
80111,0,0,17,54,66,9,3,3,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,54,66,13,3,3,166
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,12,38,118,23,0,0,7,197,0,3,26,24,0,0,3,0,50,0,0,15,8,0,0,0,3,29,0,3,38,34,0,0,3,3,85,3,10,19,3,0,0,0,3,42,0,0,16,29,4,0,0,3,59,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,13,32,45,5,0,0,6,108,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,10,3,31,113,201,27,0,3,12,399
90102,0,0,8,66,41,11,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,66,41,11,0,3,131
90103,0,0,3,31,37,3,0,7,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,3,3,3,30,39,3,0,9,86
90104,0,38,186,310,137,23,7,21,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,0,50,191,308,139,23,7,23,743
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
