SED_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED50106,0,0,0,3,4,0,0,0,0,5,14,87,74,236,72,38,21,3,0,539,0,0,0,9,0,4,5,8,9,46,0,7,6,21,49,61,64,47,18,262,0,3,4,7,10,5,3,0,0,33,0,49,54,114,90,46,23,14,0,394,0,0,0,0,0,0,3,5,6,16,0,0,0,3,3,3,4,0,0,19,0,0,0,14,0,0,0,0,0,10,7,35,16,25,6,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,33,17,23,30,3,0,121,0,5,7,15,10,3,0,0,0,37,0,0,6,10,10,24,19,10,3,77,0,6,6,30,23,21,6,0,0,92,3,23,16,97,66,76,66,41,14,391,90,195,219,503,340,410,351,240,128,2466,1990,4791,4171,8050,4922,5119,4153,2350,1046,36583
SED50205,0,0,4,9,7,3,0,0,0,26,0,21,24,70,29,12,8,3,0,173,0,3,0,22,6,21,8,5,4,72,3,19,39,72,82,95,89,42,21,456,8,40,47,114,64,72,48,15,6,421,0,56,72,151,133,86,68,31,11,611,0,0,0,7,7,9,3,6,0,26,0,3,3,47,31,23,10,0,0,117,0,0,4,32,7,6,0,0,0,51,0,6,14,38,15,11,3,4,0,95,0,0,0,3,0,4,3,4,0,11,0,0,0,3,5,3,0,0,0,12,6,48,34,49,25,24,25,8,0,223,0,6,0,41,10,19,3,0,0,86,0,9,0,26,23,19,17,17,12,125,0,0,18,34,44,28,21,3,0,147,9,77,73,357,163,119,108,59,32,998,63,136,180,430,236,208,158,176,167,1759,1758,4277,4482,8063,5065,4499,3447,2102,1221,34913
SED50302,3,13,16,25,5,4,0,0,0,64,8,153,157,353,134,60,25,5,0,897,0,0,0,6,7,9,3,6,7,44,0,5,16,61,68,94,89,64,14,410,0,10,30,59,32,41,19,10,0,198,0,32,60,147,57,43,35,8,8,394,0,0,0,0,0,7,3,0,0,9,4,33,22,130,43,12,8,0,0,241,0,0,0,16,3,0,0,0,0,20,4,77,48,84,20,18,4,0,0,255,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,8,13,39,18,18,16,0,0,129,0,0,3,36,10,9,0,0,0,67,0,0,0,13,27,24,26,12,7,109,0,40,38,124,41,24,3,0,0,274,28,114,201,526,166,125,76,40,13,1291,270,360,413,1067,501,436,358,254,163,3824,3761,6051,5931,13276,5519,4879,3419,1866,717,45432
SED50404,0,0,0,3,6,4,0,0,0,17,3,50,36,166,49,27,16,5,0,352,0,0,3,51,20,47,10,9,12,159,0,9,11,76,38,45,39,25,5,241,0,4,19,91,30,37,11,8,3,198,0,16,55,210,63,44,30,15,3,431,0,0,0,16,15,13,18,7,8,79,0,9,7,52,10,6,3,3,0,92,0,0,3,100,7,11,4,0,0,131,8,19,12,70,12,3,5,0,0,132,0,0,6,47,56,88,81,78,9,374,0,3,10,7,9,0,3,0,0,33,3,21,14,58,17,17,4,0,3,143,3,17,33,186,113,94,35,15,6,506,0,0,0,14,18,3,11,3,5,56,0,5,14,65,11,14,5,0,0,120,31,110,207,952,197,156,85,72,22,1827,117,187,239,925,308,273,249,216,192,2701,2425,3546,4052,14022,4695,4000,3336,2175,975,39236
SED50502,0,7,3,17,4,3,0,0,0,38,13,81,110,293,119,56,27,6,0,708,0,0,3,31,13,34,34,21,5,139,0,0,4,57,59,75,49,37,12,297,0,10,12,41,35,43,29,28,5,214,0,8,25,89,48,36,19,8,0,227,0,0,3,16,24,26,18,15,0,102,0,4,7,53,13,30,29,14,4,151,0,0,11,63,7,0,0,0,0,75,0,11,36,66,23,19,3,0,0,162,0,0,3,19,6,17,11,4,0,62,0,0,0,11,0,0,0,4,0,17,0,4,14,36,9,17,9,3,0,98,5,17,75,345,215,166,68,46,5,951,0,0,3,10,15,12,7,0,3,50,0,5,3,23,11,8,3,3,0,59,14,58,158,422,179,156,123,59,24,1196,128,227,306,689,349,315,263,182,112,2566,2402,4312,4755,10775,5234,4767,3268,1683,651,37854
SED50605,0,0,8,3,0,0,0,0,0,13,5,27,32,116,33,18,13,8,0,248,0,0,0,20,6,11,3,15,7,67,0,24,26,58,61,86,73,48,18,386,5,60,187,231,112,155,93,37,16,896,0,48,89,156,108,102,63,30,7,605,0,0,0,0,3,6,0,3,3,14,0,17,22,73,46,64,29,15,8,276,0,7,20,116,18,15,12,0,0,191,3,5,12,30,14,11,4,0,0,85,0,0,0,0,3,0,3,0,0,6,0,0,0,6,6,0,3,0,0,7,9,26,21,39,19,10,15,9,0,143,5,5,15,60,35,24,12,3,6,160,0,3,3,12,15,17,26,10,6,94,0,7,27,46,24,27,7,0,5,149,9,87,174,350,162,177,111,61,34,1177,61,116,146,368,201,195,208,162,122,1586,1549,4074,5274,8159,4561,4383,3551,2132,1301,34984
SED50702,0,17,10,27,10,0,0,0,0,69,24,168,152,497,160,59,25,4,0,1097,0,3,3,29,11,42,14,30,24,155,0,6,7,78,49,69,56,44,18,326,3,14,31,183,38,65,36,14,3,390,0,16,33,128,49,49,12,10,3,298,0,0,0,3,4,8,11,15,4,41,4,19,27,150,18,29,15,3,0,258,0,0,9,155,3,0,0,0,0,179,7,11,29,137,25,18,5,0,0,229,0,0,0,8,0,5,3,0,0,16,0,0,11,30,24,4,0,0,0,68,10,9,6,35,14,16,11,0,0,106,0,5,35,140,44,46,21,8,3,308,0,0,3,11,5,12,6,11,4,51,0,16,25,88,23,7,5,0,0,170,34,171,217,830,204,108,90,51,26,1729,236,326,544,1595,480,425,319,247,133,4305,2840,4073,5330,15128,4845,4242,2870,1916,847,42085
SED50806,0,3,3,5,6,4,0,0,0,23,9,96,51,225,79,22,9,0,0,497,0,0,0,8,3,11,12,16,11,67,0,11,13,39,39,54,47,32,5,236,0,0,0,15,6,7,6,4,0,42,0,33,46,108,66,49,35,18,7,363,0,0,0,0,0,0,4,0,0,13,3,8,0,28,3,0,0,0,0,38,0,0,5,48,0,0,0,0,0,57,0,8,7,20,9,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,9,9,26,23,13,17,5,4,99,0,3,8,25,9,4,5,0,0,63,0,0,0,13,15,16,10,10,4,59,0,0,19,51,23,25,14,0,0,146,10,45,33,188,77,63,44,33,14,507,143,255,280,700,415,423,361,239,122,2941,2121,4193,4039,9090,4935,4939,3754,2036,954,36051
SED50904,0,9,7,17,3,8,0,0,0,38,12,158,158,399,163,51,15,4,0,964,0,6,18,74,26,51,35,3,0,207,19,173,159,522,281,171,101,74,15,1518,3,21,35,100,53,33,16,0,0,261,27,340,491,1090,500,162,92,20,7,2730,0,0,0,15,6,15,9,4,0,50,0,6,5,43,7,10,8,0,0,82,0,0,10,76,3,3,0,0,0,93,5,23,38,87,23,11,0,0,0,186,0,0,0,13,7,9,4,0,0,32,0,3,0,3,5,0,0,0,0,14,0,20,43,76,35,23,12,6,3,224,3,7,19,121,29,19,6,0,0,209,0,41,67,139,97,32,23,17,7,426,3,29,139,283,156,66,17,7,3,701,17,245,439,1054,384,217,131,67,13,2567,537,871,856,2186,861,531,326,202,62,6441,6850,11891,10780,24872,9918,5576,3736,1977,662,76256
SED51005,0,13,4,23,13,3,0,0,0,57,44,220,289,709,279,98,29,4,3,1674,0,0,0,31,21,18,23,13,10,109,0,3,8,35,36,68,44,46,11,256,0,35,82,181,58,67,49,22,7,506,0,14,48,127,37,33,30,11,7,299,0,0,0,6,0,8,8,3,3,26,10,41,53,322,51,28,18,12,3,538,0,4,23,283,8,3,0,0,0,330,0,33,39,136,24,17,9,0,0,265,0,0,0,0,0,0,0,0,0,4,0,4,20,110,57,16,12,0,0,216,8,19,12,32,21,12,15,4,0,122,5,7,65,129,52,48,24,12,3,348,0,0,0,10,3,5,8,8,9,51,3,16,39,85,16,14,6,0,0,185,64,218,303,1075,263,143,90,59,32,2249,192,235,410,1060,289,276,196,170,92,2929,3443,4925,6838,16920,4841,4276,3167,1749,795,46972
SED51104,0,0,0,13,13,0,0,0,0,22,0,3,13,29,14,23,12,4,0,91,0,5,0,28,3,31,18,6,4,96,3,32,37,90,108,82,94,31,5,484,3,10,17,31,26,31,24,5,0,144,10,101,179,270,250,179,61,28,11,1088,0,0,0,8,3,11,3,7,0,31,0,0,0,5,3,5,7,0,0,19,0,0,0,14,0,3,3,0,0,21,0,6,8,16,7,4,3,0,0,53,0,0,0,3,9,7,9,0,0,25,0,0,3,5,3,0,0,0,0,12,6,35,29,53,38,19,17,13,4,211,0,3,5,35,10,17,4,7,0,81,0,6,10,24,35,15,16,3,3,126,0,3,28,56,64,44,23,7,0,225,12,73,66,323,186,143,111,47,13,969,49,121,122,354,205,222,173,97,57,1401,2109,5112,3727,8146,4954,4590,3831,1545,600,34619
SED51201,0,0,0,6,3,0,3,0,0,19,11,95,44,191,59,24,10,0,0,427,0,0,0,0,0,4,4,10,9,34,0,0,3,21,22,40,46,23,6,157,0,3,3,6,4,10,3,0,0,27,3,18,31,64,64,23,13,3,4,220,0,0,0,0,3,0,6,5,0,10,0,0,3,25,5,0,6,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,0,0,0,0,24,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,24,9,16,9,3,0,62,0,0,12,37,11,3,3,0,0,64,0,0,0,3,3,10,7,4,4,42,0,6,10,32,8,15,9,0,0,83,5,5,17,109,63,63,44,28,18,346,174,334,293,810,501,610,482,285,113,3604,2092,4331,3251,7615,4715,5327,4140,2077,755,34312
SED51304,0,0,0,16,9,7,0,0,0,30,6,20,14,92,27,14,3,3,0,180,0,7,3,41,16,34,13,7,9,122,0,32,31,85,90,83,43,43,18,425,7,36,36,98,53,50,38,26,3,350,4,87,142,260,180,107,57,36,17,896,0,0,0,11,3,8,12,3,0,33,0,8,4,52,18,13,22,11,0,133,3,3,7,48,3,9,4,0,0,75,3,9,12,21,12,5,8,0,0,64,0,0,0,9,6,13,11,0,0,33,0,0,3,3,0,0,0,0,0,6,13,94,51,89,68,50,18,5,10,402,0,10,18,62,29,24,11,0,0,158,0,4,11,18,22,28,13,3,8,104,0,7,13,72,43,47,14,7,0,204,34,193,180,983,227,159,70,55,31,1925,92,189,226,663,250,270,205,176,95,2166,2264,6159,5150,10789,5877,4562,3161,2400,1170,41512
SED51405,0,0,0,4,7,3,0,0,0,12,38,213,219,585,253,53,12,4,3,1378,0,0,3,54,9,34,17,7,3,132,3,18,37,152,113,99,77,30,11,535,9,30,54,124,60,49,23,3,0,346,7,81,125,364,199,91,36,4,4,913,0,0,0,35,15,28,19,16,4,129,0,13,10,42,16,12,3,0,0,94,0,0,4,54,0,0,4,0,0,61,3,6,26,72,14,13,5,0,0,141,0,0,0,0,0,7,0,0,0,6,0,0,0,9,3,0,0,0,0,15,4,20,19,70,28,12,12,0,0,161,0,4,7,38,21,11,3,0,3,90,0,11,4,30,19,18,11,3,3,103,0,14,33,94,31,27,9,3,0,205,20,114,169,793,380,331,210,74,24,2128,189,268,332,1019,440,311,205,139,61,2959,3829,6232,6100,16119,6435,4783,2765,1470,496,48223
SED51506,0,0,0,5,7,3,0,0,0,12,7,41,41,126,46,22,14,0,0,292,0,0,0,10,0,15,15,12,6,57,0,5,14,35,45,45,48,26,8,230,0,7,7,23,9,7,3,0,0,61,9,132,150,308,206,64,43,12,5,923,0,0,0,0,0,0,0,0,3,3,0,3,3,8,10,0,0,3,0,26,0,0,4,10,0,0,0,0,0,16,0,9,4,17,18,3,3,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,28,21,20,12,3,0,123,0,0,3,13,4,3,3,0,0,25,0,3,3,5,16,16,14,0,3,69,0,21,41,98,54,50,9,0,0,265,3,18,20,119,75,55,38,13,9,351,153,323,291,733,454,428,321,205,85,2994,2771,6101,4998,9944,5763,4888,3471,1564,523,40028
SED51604,0,0,3,5,11,3,0,0,0,23,0,10,10,41,13,13,6,0,0,93,0,11,0,41,4,34,11,6,4,107,5,23,22,73,80,77,47,31,15,377,6,35,48,53,45,47,26,19,0,282,3,55,109,196,173,120,83,30,8,773,0,0,0,0,0,3,0,3,0,9,0,3,3,17,19,20,12,4,6,81,0,0,4,9,9,0,0,0,0,24,0,8,10,28,4,0,0,0,0,58,0,0,0,0,0,0,0,3,0,3,0,0,0,13,3,3,3,0,0,17,8,72,62,117,58,75,37,17,0,444,0,3,3,15,7,5,0,0,0,40,0,3,9,16,23,22,16,7,3,91,0,3,30,57,37,51,17,3,3,203,35,93,132,451,176,145,94,44,22,1176,99,213,264,779,399,366,341,249,168,2864,1644,4763,4885,8679,5389,4819,4092,2197,1133,37604
SED51702,0,12,14,29,11,4,3,0,0,69,4,87,87,289,85,30,4,3,0,588,0,0,3,38,15,16,5,3,0,79,0,20,38,143,152,141,80,20,6,598,8,53,83,209,93,57,18,7,0,532,8,153,227,523,304,111,44,17,0,1381,0,0,0,3,6,0,3,0,0,18,8,51,15,196,36,15,16,5,0,328,0,0,4,38,6,0,0,0,0,51,4,16,12,73,14,10,3,0,0,128,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,13,3,19,16,57,43,38,19,10,0,199,0,3,5,34,12,3,0,0,0,60,0,3,9,56,41,24,27,11,3,174,3,40,58,210,57,28,9,3,0,406,26,134,149,611,218,163,98,27,18,1443,254,404,354,1036,491,352,258,97,31,3278,5560,8913,7588,20144,8052,6028,3904,1410,408,62005
SED51806,0,4,12,11,8,0,0,0,0,30,0,42,38,116,35,28,13,0,0,276,0,0,0,14,5,9,5,4,3,49,4,29,24,74,80,110,124,61,19,530,0,0,3,20,7,22,7,9,0,66,3,77,106,209,130,80,60,27,4,691,0,0,0,0,0,0,0,0,0,5,0,0,4,7,0,3,7,0,0,22,0,0,0,7,0,3,0,0,0,13,5,12,23,47,21,12,3,0,0,125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,20,15,28,20,30,18,9,0,148,5,3,3,21,7,3,0,0,0,41,0,23,13,47,44,37,31,20,7,225,0,5,11,32,28,26,13,6,0,125,10,43,48,157,104,80,92,39,24,593,108,221,220,597,348,417,468,259,98,2743,2135,4880,4379,8369,5373,5614,5965,3007,915,40633
SED51903,3,49,35,68,37,8,0,0,0,200,9,111,110,307,141,73,19,3,0,776,0,4,6,10,6,3,3,3,4,29,0,9,9,74,54,66,39,18,6,267,0,0,9,14,12,6,0,0,0,42,13,96,145,295,184,54,25,9,3,826,0,0,0,3,0,4,3,7,3,21,0,4,0,41,10,0,0,0,0,60,0,0,0,23,0,0,0,0,0,21,3,19,23,73,33,11,0,0,0,161,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,0,9,4,8,8,40,10,18,10,0,3,91,0,5,7,18,5,3,0,0,0,29,0,3,0,15,13,12,5,3,3,60,7,38,49,146,66,42,14,0,0,357,4,69,44,273,92,74,57,22,12,658,380,637,649,1886,954,830,457,203,68,6055,3967,7318,6262,15380,7536,6025,3455,1511,463,51913
SED52002,0,10,13,15,13,0,0,0,0,48,12,132,160,400,146,58,25,8,3,936,0,3,0,22,10,18,7,7,3,67,0,5,11,51,63,82,56,46,13,331,0,16,15,76,26,54,25,14,0,227,3,28,65,158,82,36,20,8,0,396,0,0,0,4,7,4,0,11,0,30,0,21,13,79,22,15,16,10,3,173,0,7,9,46,3,3,3,0,0,71,0,18,25,63,17,12,0,3,0,140,0,0,0,3,0,0,0,0,0,5,0,0,3,25,6,3,0,0,0,32,0,14,3,22,21,20,12,3,3,88,0,4,7,58,11,12,0,3,0,93,0,0,6,14,19,18,16,10,3,91,0,22,29,72,50,23,11,4,0,204,19,101,103,355,174,112,75,43,10,995,175,227,259,832,350,341,271,152,46,2644,3068,5558,5398,13053,5537,4729,3338,1726,476,42877
SED52105,0,0,0,11,15,5,0,0,0,33,3,35,36,113,28,20,5,3,0,235,0,0,3,31,4,20,15,11,7,96,0,12,19,134,90,102,84,39,8,491,0,6,10,25,22,29,12,7,0,111,0,22,36,167,62,53,37,12,7,394,0,0,6,16,9,12,19,11,9,78,0,8,0,31,9,3,3,0,0,53,0,0,3,15,0,0,3,0,0,18,0,12,11,40,16,5,0,0,0,81,0,0,0,0,3,0,3,5,0,8,0,0,0,5,3,3,0,0,0,15,8,31,31,98,44,35,33,7,0,287,0,4,3,25,15,4,0,0,0,50,3,0,3,51,26,19,22,8,0,136,0,0,10,39,29,21,5,0,0,102,14,65,79,467,198,221,152,101,39,1326,128,227,298,1129,550,467,361,290,248,3702,2116,4211,4125,11791,6196,5366,3715,2201,983,40702
SED52201,0,0,3,0,3,3,0,0,0,12,12,69,58,207,93,34,17,3,0,496,0,0,0,4,0,4,3,3,3,15,0,3,4,17,45,44,44,21,6,183,0,4,3,6,11,4,3,0,0,37,8,63,82,166,110,52,18,6,0,508,0,0,0,0,0,0,7,0,0,8,0,16,3,23,3,3,0,0,0,46,0,3,0,23,0,0,0,0,0,28,6,11,15,32,26,7,0,4,0,105,0,0,0,3,0,3,3,0,3,11,0,0,0,0,0,0,0,0,0,5,0,3,3,29,12,13,5,6,0,71,0,3,4,28,13,26,4,0,0,80,0,0,6,13,19,10,5,0,0,58,0,18,20,45,20,9,0,0,0,116,4,25,33,105,68,39,57,28,12,368,193,366,385,810,503,446,326,209,59,3285,2518,5369,4861,9514,5555,4681,3216,1769,628,38111
SED52304,0,0,0,13,10,3,0,0,0,29,6,85,105,244,105,53,21,7,0,626,0,0,4,38,25,39,29,9,12,153,0,7,13,77,74,70,80,42,10,363,4,14,45,63,59,30,14,12,0,247,4,141,185,355,202,62,45,6,3,998,0,0,4,30,27,41,5,5,0,119,0,8,11,45,16,26,19,3,3,127,0,0,10,55,0,8,0,0,0,74,16,59,44,104,25,13,0,0,0,262,0,5,21,255,143,115,105,32,4,683,0,0,0,5,3,3,3,0,0,10,0,17,17,35,12,19,3,4,0,103,6,64,168,889,427,349,151,49,10,2121,3,0,3,14,21,11,14,6,0,66,0,12,32,106,41,30,9,5,0,243,13,161,373,992,432,247,132,57,19,2420,145,252,277,700,346,273,231,122,63,2399,3607,7002,6579,14687,6438,4520,3237,1615,590,48285
SED52402,0,15,15,26,13,0,0,0,0,76,15,152,170,339,165,59,24,3,0,933,0,3,0,10,8,15,4,0,3,46,0,5,6,52,51,102,96,65,11,390,3,35,41,139,77,85,56,20,7,468,3,32,50,93,56,61,30,15,5,349,0,0,0,3,6,3,8,7,0,21,0,23,20,214,26,26,13,7,3,330,3,0,3,75,0,4,0,0,0,81,3,58,65,90,33,15,3,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,25,4,3,8,21,21,23,10,0,3,89,0,8,14,77,14,21,8,0,0,140,0,0,0,8,15,17,17,8,7,87,3,15,12,57,20,16,6,5,0,135,12,119,145,444,178,135,102,48,22,1209,183,291,306,837,339,358,255,185,86,2842,2931,5402,5328,12009,5186,4804,3526,1981,684,41855
SED52504,0,0,0,9,8,7,0,0,0,24,3,6,8,36,17,20,15,4,0,120,0,3,3,35,9,51,16,9,3,134,0,51,38,121,110,140,97,41,17,618,0,20,18,25,28,25,25,15,0,162,9,90,189,308,253,159,66,29,10,1103,0,0,0,11,10,11,10,3,0,35,0,0,0,3,9,8,7,0,0,23,0,3,3,8,0,0,0,0,0,12,3,0,7,30,7,7,3,0,0,55,0,0,0,4,4,11,3,3,0,25,0,3,0,4,0,0,0,0,0,6,3,37,19,48,24,21,14,0,0,166,0,0,6,36,16,19,8,0,0,82,0,16,12,37,36,28,28,3,5,169,0,5,36,62,83,47,36,11,3,288,3,44,62,237,174,186,107,40,14,879,59,129,167,380,217,214,185,72,36,1460,1809,4565,4291,7672,5073,4937,3661,1307,482,33796
SED52605,0,0,0,4,3,3,0,0,0,14,6,49,57,157,82,31,9,3,0,396,3,5,6,38,22,30,17,8,3,126,3,36,42,97,126,117,80,37,12,556,5,46,86,166,94,114,49,22,4,579,8,64,122,306,162,108,59,26,4,859,0,0,0,4,8,7,7,0,0,26,0,15,13,62,38,31,21,9,3,190,0,0,12,74,3,13,3,0,0,117,3,4,8,43,13,13,5,0,0,86,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,11,3,17,18,39,17,19,17,3,0,132,0,6,12,37,36,20,9,3,0,121,0,0,5,22,25,14,16,6,3,90,0,3,9,88,31,37,5,6,0,179,6,87,81,431,232,176,124,43,12,1197,87,174,229,544,266,229,112,75,39,1768,2715,5705,5623,11678,5618,4790,2694,1145,458,40420
SED52704,0,3,6,16,5,0,0,0,0,37,0,8,17,101,33,23,14,0,0,212,0,3,3,52,19,48,45,14,11,191,4,34,44,185,122,178,102,50,20,729,3,3,21,54,30,41,25,7,3,193,10,109,224,405,206,118,51,21,5,1151,0,0,0,0,4,3,5,0,0,16,0,0,11,27,4,5,6,3,0,54,0,0,6,44,4,0,0,0,0,54,8,12,25,44,23,8,0,0,0,111,0,0,0,7,3,6,0,0,0,24,0,0,0,12,0,3,0,0,0,14,0,9,13,38,23,15,11,0,0,106,0,0,8,32,16,4,4,4,0,62,8,7,8,60,45,39,31,4,3,205,0,8,49,116,72,71,17,8,3,340,18,65,209,482,196,162,78,59,13,1281,99,154,240,584,250,263,168,89,36,1902,2288,4082,5305,10848,5113,4602,2716,1240,497,36687
SED52802,0,3,7,10,11,7,0,0,0,48,13,95,109,241,94,43,12,3,0,608,0,0,3,13,5,16,15,9,7,68,0,13,12,47,81,90,109,66,21,439,3,3,6,32,34,26,16,5,5,133,0,25,44,110,82,65,47,25,7,405,0,0,0,0,0,5,8,4,3,23,3,13,5,85,13,5,9,4,0,143,0,0,3,6,0,0,0,0,0,7,0,34,35,59,17,9,5,0,0,163,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,13,0,12,22,27,34,20,24,7,4,150,0,3,0,19,11,7,0,0,0,44,0,9,3,14,26,25,31,10,5,114,0,6,29,48,48,45,22,8,0,196,3,66,91,242,160,131,117,71,31,920,97,184,242,462,302,308,255,203,137,2192,2057,4905,4679,8148,5213,4623,4048,2130,801,36602
SED52903,0,0,0,0,0,0,0,0,0,4,0,0,0,16,5,6,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,0,0,0,14,0,3,0,4,4,0,0,0,0,6,0,0,7,8,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,7,0,0,0,32,14,7,8,0,0,57,26,42,64,328,125,89,36,10,0,724,304,535,582,1771,704,488,201,58,15,4661
