SA2_MAINCODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
313051377,17,3,8,0,3,0,32,9,0,4,3,0,0,8,11,4,3,0,0,0,19,3,3,0,3,0,0,17,15,7,0,4,7,0,34,19,10,10,8,5,0,48,18,18,5,4,3,0,52,31,16,13,3,10,0,68,30,35,10,7,8,0,91,27,47,11,13,7,0,101,29,35,7,6,3,0,78,24,59,19,4,10,0,121,11,17,4,4,3,0,42,5,12,5,3,0,0,24,15,30,6,3,3,0,57,17,21,5,0,0,0,50,3,3,0,0,0,0,4,0,0,0,0,0,0,4,9,19,9,0,0,0,35,289,331,123,62,75,3,885
313051378,19,9,8,0,3,3,37,8,0,0,0,0,0,11,13,11,0,3,5,0,32,8,6,3,6,3,0,30,20,3,5,3,0,0,33,17,8,10,8,5,0,45,21,17,3,6,3,0,56,28,25,11,3,11,0,78,43,33,11,11,3,0,97,43,52,15,13,11,0,132,24,40,8,6,0,0,80,40,69,21,7,3,0,142,18,18,5,0,0,0,48,7,19,3,0,0,0,33,14,27,12,3,5,0,66,25,26,4,4,0,0,62,5,6,3,0,0,0,21,0,3,0,0,3,0,7,12,12,5,4,3,0,44,372,385,129,75,67,11,1044
313051379,16,6,3,0,9,0,38,10,0,9,0,0,0,20,11,7,0,0,0,0,15,4,0,5,3,4,0,13,19,3,7,0,4,0,29,9,8,10,5,3,0,40,18,12,8,7,3,0,50,28,16,15,6,3,0,69,21,26,17,5,6,0,78,34,30,5,4,7,0,86,22,30,4,9,7,0,71,22,45,9,7,4,3,88,14,14,6,0,0,0,37,4,5,6,0,0,0,17,12,15,6,3,0,0,42,14,9,10,0,0,0,32,4,8,0,0,0,0,10,4,4,0,0,0,0,9,5,8,6,0,0,0,21,275,256,129,54,56,5,773
313051380,17,15,10,0,3,0,50,9,0,3,0,3,0,17,10,6,0,7,4,0,26,6,3,8,0,3,0,22,25,13,8,4,10,0,58,27,21,17,9,10,3,89,38,17,24,9,4,0,95,38,39,22,15,7,0,118,30,60,28,17,7,0,143,47,89,30,16,12,0,191,29,74,12,19,9,0,141,50,90,37,6,8,0,195,21,38,6,4,8,0,72,11,21,5,0,3,0,43,24,32,21,3,3,0,76,7,18,5,0,3,0,43,7,5,0,0,0,0,17,7,3,0,0,0,0,13,12,14,11,0,6,0,43,415,559,247,112,109,13,1454
313051542,25,13,13,3,3,0,57,12,0,3,0,0,0,14,12,4,5,0,3,0,30,17,8,5,0,0,0,32,15,7,4,0,0,0,34,30,13,11,3,3,0,54,28,20,3,0,8,0,55,31,27,9,5,6,0,84,22,15,12,5,3,0,58,38,38,19,10,8,0,108,22,26,13,3,9,0,72,47,52,29,7,7,0,142,7,22,9,4,0,0,44,17,19,14,3,0,0,52,29,42,16,5,0,0,93,35,64,32,5,8,0,139,20,34,21,3,3,0,79,7,16,18,0,0,0,43,10,20,12,4,3,0,44,417,435,243,60,70,9,1227
314011382,33,17,23,3,8,0,91,13,5,9,0,3,0,32,13,6,17,3,3,0,47,12,14,11,0,3,3,42,11,20,29,0,8,0,67,32,34,18,4,12,0,99,32,33,32,3,10,0,106,27,56,32,11,10,0,140,35,65,32,15,8,0,148,32,75,46,21,9,4,180,25,80,30,5,3,0,142,56,164,53,14,15,4,297,29,102,23,7,3,0,165,22,68,14,5,3,0,113,35,122,38,3,4,0,201,38,141,46,16,4,4,245,11,30,21,4,0,3,64,3,13,10,0,0,0,27,17,26,26,8,7,3,81,489,1077,490,118,113,23,2304
314011383,25,17,20,3,3,0,65,8,11,6,0,0,0,21,13,5,15,0,3,0,38,8,5,3,0,0,0,23,26,21,17,4,5,0,71,14,31,22,4,8,3,85,46,40,33,3,7,0,131,29,67,30,9,7,0,140,39,72,30,17,8,0,168,61,118,47,8,14,0,256,52,113,29,10,7,0,216,109,201,67,8,13,0,407,73,128,31,8,3,0,238,36,93,21,5,6,0,167,76,192,52,5,11,0,341,89,230,71,9,8,0,405,24,42,23,0,0,0,93,4,23,9,0,0,0,34,25,32,24,10,8,0,103,761,1457,550,111,110,16,2998
314011384,22,9,6,0,0,0,48,3,7,3,0,0,0,10,9,5,3,0,0,0,16,6,5,5,0,0,0,16,16,8,5,0,0,0,34,17,10,8,5,3,0,42,21,17,13,4,5,0,61,29,19,14,0,4,0,73,22,32,12,4,3,0,74,29,33,19,4,3,0,82,21,36,20,3,6,0,83,53,76,28,6,3,4,171,18,47,11,3,0,0,84,11,38,7,3,0,0,66,27,85,22,4,7,0,138,55,109,23,4,6,0,202,20,36,8,0,0,0,70,19,12,5,3,0,0,35,24,21,8,3,4,0,61,429,615,217,51,49,8,1370
314011385,10,11,13,5,4,0,46,4,4,9,0,0,0,12,5,7,4,0,3,0,24,10,9,6,3,0,0,25,3,15,10,0,0,0,32,17,14,7,3,6,0,48,8,20,16,0,8,0,56,15,26,17,5,5,0,73,20,38,14,6,0,0,77,21,46,31,7,3,0,107,20,46,14,3,0,0,93,32,104,32,9,3,3,175,14,53,18,8,10,0,93,17,56,10,3,3,0,86,33,90,35,5,5,0,159,41,114,30,4,6,0,202,9,22,5,0,0,0,42,6,4,3,0,0,0,13,4,27,16,0,4,3,52,294,702,282,59,57,15,1409
314011386,48,28,24,3,3,0,102,16,6,5,0,3,0,33,25,14,7,0,6,0,59,14,8,9,6,9,0,41,26,26,15,11,13,0,90,24,50,22,10,15,0,123,25,64,49,18,16,0,178,43,108,38,13,6,3,214,39,89,40,16,19,3,209,79,166,45,28,11,0,332,68,151,29,24,8,3,281,131,257,48,19,20,3,481,83,165,32,12,5,3,300,41,100,20,6,8,0,171,109,221,45,8,15,3,400,83,194,50,17,7,0,352,36,52,9,3,3,0,99,9,26,10,4,0,0,47,23,51,26,6,3,0,114,913,1784,542,205,164,20,3625
314011387,27,17,17,0,0,0,64,8,0,3,0,0,0,16,13,4,9,0,3,0,29,13,13,7,0,0,0,38,11,13,6,0,0,0,35,23,20,13,0,0,0,65,16,29,20,0,5,0,75,20,35,20,3,4,0,82,23,34,26,0,0,0,91,24,33,18,8,3,0,83,16,23,15,4,0,0,61,40,69,27,9,3,0,148,10,31,6,0,0,0,55,29,46,15,3,0,0,98,30,75,29,0,8,0,145,79,215,62,7,3,0,376,37,91,31,3,0,0,165,22,56,14,3,0,0,94,39,47,16,5,5,0,115,485,867,359,51,50,4,1808
314021388,23,13,7,7,5,0,54,15,0,4,0,0,0,27,15,7,8,3,5,0,38,17,7,4,3,3,0,33,28,23,17,3,14,0,82,33,29,28,21,12,0,120,43,50,34,21,18,0,164,73,95,26,34,30,4,260,101,131,36,32,29,3,325,126,173,52,32,24,6,407,81,167,36,21,9,3,321,103,189,48,11,18,0,375,39,75,16,4,0,0,138,18,23,15,0,0,0,55,28,45,21,6,10,0,110,14,36,8,5,3,0,73,10,6,3,3,3,0,22,3,8,0,0,0,0,15,35,33,20,5,3,4,102,807,1118,386,202,191,21,2724
314021389,18,16,17,5,0,0,53,0,3,0,0,3,0,12,13,7,4,3,3,0,34,11,3,0,0,4,0,14,10,13,13,6,6,3,43,23,24,18,5,4,0,74,28,27,15,6,10,0,80,47,52,25,11,8,4,143,43,57,12,9,11,0,140,63,90,32,13,7,0,208,61,98,25,7,5,3,201,77,183,35,7,7,0,309,48,109,18,0,0,3,176,37,61,15,3,0,0,113,39,81,38,6,3,3,168,38,82,21,0,0,0,144,9,19,9,0,0,0,43,8,12,6,0,0,0,24,20,24,8,0,4,4,56,594,961,292,86,83,20,2036
314021390,19,24,11,3,3,0,59,13,5,9,3,3,0,28,15,12,9,4,3,0,39,12,14,3,0,0,0,29,17,14,11,3,10,0,59,21,36,13,8,8,0,83,29,45,21,12,6,0,114,44,64,33,11,10,0,166,58,110,31,11,12,4,224,70,164,45,20,7,0,306,79,172,42,16,13,0,314,115,288,70,16,13,3,501,62,202,38,11,5,0,316,49,133,34,12,0,0,221,82,257,50,26,7,0,422,78,188,56,13,7,0,352,13,53,9,0,4,0,91,15,27,9,4,0,0,55,24,50,25,8,4,3,110,808,1865,513,168,119,11,3485
314031391,15,5,7,3,3,0,26,5,0,0,0,0,0,4,7,8,3,0,3,0,29,3,0,6,0,7,0,21,14,6,12,3,9,0,49,17,18,8,3,10,0,57,22,24,29,6,5,0,90,27,38,20,9,7,0,103,39,74,16,5,4,0,140,54,105,28,17,4,3,211,44,92,14,6,11,3,169,46,103,18,15,7,4,193,20,40,17,0,0,0,78,5,19,8,0,0,0,24,23,25,7,3,4,0,59,19,21,9,5,0,3,55,0,4,0,0,0,0,8,0,3,0,0,0,0,3,8,15,3,7,4,0,35,368,592,206,85,86,22,1355
314031392,4,3,4,3,0,0,14,0,0,0,0,3,0,4,3,0,3,0,0,0,10,3,0,0,0,0,0,3,11,3,9,3,3,0,29,6,11,8,5,10,0,36,16,18,6,3,8,0,51,17,24,7,7,5,0,55,29,31,3,10,8,0,78,26,50,15,3,10,3,108,29,39,12,0,5,0,84,31,29,15,5,4,0,86,13,18,3,0,0,0,41,7,16,3,0,3,0,28,3,12,3,0,0,0,24,14,11,3,0,0,0,27,0,3,0,0,0,0,4,0,3,0,0,0,0,3,3,8,3,4,4,0,26,230,278,98,40,59,10,712
314031393,17,3,3,0,3,0,30,6,3,3,0,0,0,16,3,6,4,3,0,0,15,13,3,8,4,0,0,26,10,15,11,0,0,0,38,11,14,10,9,3,0,54,26,22,21,3,0,3,68,31,46,17,3,9,0,107,38,65,16,4,3,0,130,45,102,26,7,10,0,188,45,71,21,7,7,0,153,33,98,20,7,5,0,168,15,38,3,0,0,0,60,8,14,4,0,0,0,29,21,47,13,3,9,0,89,21,26,16,0,3,0,63,4,8,4,0,0,0,17,3,0,0,0,0,0,3,22,13,6,6,4,0,50,361,583,211,65,59,14,1291
314031394,11,3,7,3,3,0,34,3,3,7,0,7,0,16,13,4,7,3,9,0,30,7,4,9,0,5,0,21,18,7,11,4,8,0,45,32,29,10,3,10,0,84,23,29,17,8,5,0,87,43,39,28,8,21,0,143,39,70,14,15,15,3,153,44,108,26,14,17,0,204,54,63,18,6,3,3,148,44,81,35,8,4,5,176,5,27,10,3,3,0,45,7,10,7,0,3,0,22,11,24,12,5,3,3,55,8,8,3,3,4,0,29,6,4,0,0,0,0,6,3,3,0,0,0,0,4,16,18,12,6,6,0,58,378,525,224,99,125,21,1378
315011395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315011396,10,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,6,6,4,0,3,0,0,14,8,5,3,0,6,0,20,12,9,3,0,0,0,25,14,6,6,3,0,0,26,8,8,0,0,0,0,21,6,15,3,0,0,0,22,3,7,0,0,0,0,12,4,3,3,0,0,0,13,0,0,0,0,0,0,0,4,3,0,0,0,0,8,3,0,0,0,0,0,3,0,5,3,0,0,0,7,0,3,0,0,0,0,7,0,0,0,0,0,0,7,11,8,3,0,0,0,17,94,83,24,14,13,0,222
315011397,3,7,0,0,0,0,11,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,4,0,0,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,11,23,3,0,0,0,43
315011398,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,9
315011399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315011400,8,8,4,3,3,0,21,0,0,0,0,0,0,4,0,3,0,0,0,0,11,3,0,3,0,0,0,11,10,4,8,7,0,0,28,12,7,0,0,3,0,28,13,12,3,3,0,0,34,11,10,5,0,0,0,32,3,12,9,0,3,0,29,8,16,6,0,0,0,28,3,15,0,0,0,0,23,22,16,4,0,0,0,49,4,4,0,0,0,0,11,4,0,0,0,0,0,7,7,13,3,0,0,0,16,10,14,3,0,0,0,24,4,6,5,0,0,0,18,3,3,4,0,0,0,12,13,7,0,0,0,0,21,136,160,65,23,13,0,395
315011401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,3,5,0,0,29
315011402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315011403,3,0,0,0,0,0,11,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,3,0,0,0,7,10,7,0,0,0,0,14,0,8,0,3,0,0,8,6,10,6,0,0,0,19,4,4,3,0,0,0,15,14,21,3,0,0,0,31,10,14,0,0,0,0,26,3,18,4,0,0,0,29,11,18,10,0,0,0,43,11,31,3,3,0,0,44,7,9,0,0,0,0,13,0,4,0,0,0,0,9,7,9,7,0,0,0,20,81,151,37,12,6,0,298
315021404,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,3,0,0,3,0,0,6,3,3,0,0,0,0,11,0,0,3,0,0,0,7,5,5,0,0,0,0,10,3,3,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,30,14,3,6,0,0,60
315021405,18,13,13,4,0,0,40,3,0,0,0,0,0,3,7,5,0,0,0,0,17,9,9,8,3,0,0,20,8,5,3,4,8,0,33,26,28,9,3,9,0,77,31,33,10,6,3,3,89,30,32,15,7,3,0,91,27,74,16,11,10,0,146,47,95,13,12,13,0,184,49,75,18,11,4,0,160,79,155,22,9,7,0,277,26,60,13,4,3,4,111,12,40,6,0,0,0,63,42,70,16,4,9,0,143,38,53,18,6,4,0,120,8,23,7,0,5,0,40,11,11,0,3,0,0,29,21,26,3,3,10,0,62,499,825,181,90,90,13,1695
315021406,0,7,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,4,0,0,3,0,8,5,0,0,0,0,0,7,4,5,3,0,0,0,14,5,4,3,0,0,0,11,4,0,3,0,0,0,12,0,5,0,0,0,0,11,9,6,0,0,0,0,14,0,6,0,0,0,0,3,3,5,0,0,0,0,4,3,3,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,49,53,13,8,8,0,130
315021407,22,12,0,0,0,0,35,0,0,0,0,0,0,3,5,0,0,4,0,0,15,3,9,4,0,0,0,15,4,9,0,3,0,0,19,6,9,0,0,0,0,16,6,11,0,0,0,0,20,3,0,0,0,0,0,6,0,3,0,0,0,0,4,3,3,0,0,4,0,8,0,0,0,0,0,0,3,6,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,3,0,4,3,0,0,0,0,0,3,8,7,3,0,0,0,28,85,69,22,8,7,0,189
315031408,18,10,6,0,4,0,44,3,3,0,0,0,0,5,3,5,3,3,0,0,17,4,10,0,3,3,0,21,16,17,5,0,3,3,38,12,17,0,3,3,0,31,11,16,3,0,0,0,27,15,17,3,3,0,0,31,10,11,4,0,0,0,19,0,8,0,0,0,0,10,0,6,0,0,0,0,9,0,9,0,0,0,0,12,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,0,0,11,11,15,0,0,0,0,23,117,140,34,18,17,3,330
315031409,26,3,3,0,3,0,35,3,0,0,0,0,0,6,14,6,0,3,3,0,23,7,9,0,0,0,0,16,14,15,3,4,0,0,39,14,14,4,3,3,0,43,13,23,6,0,0,0,46,8,9,3,0,3,0,29,3,18,0,0,0,0,19,7,11,0,0,0,0,16,0,9,3,0,0,0,17,9,5,3,0,0,0,21,3,3,0,0,0,0,11,0,0,0,0,0,0,4,3,6,0,0,0,0,10,3,0,3,0,0,0,5,0,0,0,0,0,0,0,5,3,0,0,0,0,7,3,4,0,4,0,0,18,146,143,39,19,17,3,369
315031410,10,3,4,0,0,0,13,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,3,0,0,10,8,6,0,0,0,0,13,3,8,0,0,0,0,10,0,3,0,0,0,0,6,4,3,0,0,0,0,5,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,0,15,39,37,18,5,0,0,100
315031411,12,11,8,0,0,0,31,5,3,0,0,0,0,6,6,5,0,4,0,0,17,3,7,0,3,0,0,15,8,14,3,3,0,0,20,3,7,0,3,0,0,15,7,8,0,0,0,0,16,3,6,0,0,0,0,7,6,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,13,66,66,17,17,7,0,169
315031412,24,0,0,3,0,0,27,0,0,0,0,0,0,3,3,0,3,0,0,0,9,3,3,3,0,0,0,7,7,5,4,3,0,0,16,11,11,3,0,3,0,25,7,17,3,0,0,0,36,11,10,5,3,0,0,27,5,15,3,0,0,0,23,13,13,5,0,0,0,29,7,7,0,3,0,0,17,7,10,3,0,0,0,25,5,3,0,0,0,0,10,0,0,0,0,0,0,4,3,3,3,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,5,3,4,0,0,0,0,4,6,3,0,0,0,0,12,112,110,37,15,3,0,285
316011413,45,9,9,0,4,0,70,17,5,9,0,0,0,25,19,11,4,0,3,0,34,12,13,9,3,0,0,35,17,17,9,3,3,0,50,19,21,16,4,6,0,59,32,36,13,7,10,0,97,41,42,25,6,13,0,127,39,41,17,11,8,0,111,47,55,26,10,10,0,142,33,65,15,0,4,0,120,79,125,49,13,6,0,270,31,65,12,3,0,0,114,39,38,11,3,0,0,89,44,97,26,10,4,0,174,59,96,24,3,3,0,190,15,38,5,4,0,0,63,19,26,7,0,0,0,53,23,23,11,3,6,0,66,626,810,297,78,73,4,1895
316011414,36,15,14,3,3,0,79,15,3,5,0,0,0,29,17,7,6,0,0,0,42,19,6,9,0,0,0,35,27,18,19,3,3,0,63,26,26,14,8,7,0,77,38,38,27,5,7,0,115,29,53,26,13,10,0,124,24,51,15,9,5,0,109,42,68,19,11,11,0,142,45,53,16,6,8,0,132,47,114,33,13,5,0,217,24,69,26,0,3,0,119,20,34,16,3,4,0,71,49,107,33,3,5,0,208,43,134,39,5,7,0,232,17,43,17,3,3,0,84,12,31,11,0,0,0,60,21,30,16,6,3,0,77,558,894,365,104,82,5,2003
316011415,6,4,6,0,0,0,18,4,0,4,0,3,0,8,10,4,5,5,3,0,25,3,5,3,0,0,0,12,8,0,4,0,3,0,17,13,14,3,8,8,0,48,12,18,4,5,7,0,50,19,27,17,6,12,0,74,23,42,16,13,3,0,93,28,53,12,5,8,0,107,22,42,12,13,12,4,103,40,103,39,8,3,3,193,20,71,16,8,5,0,117,26,36,6,3,0,0,73,36,90,16,13,0,0,151,40,76,24,6,3,0,143,5,13,3,0,4,0,20,4,4,0,0,0,0,5,8,21,3,8,3,0,43,330,605,189,86,76,9,1295
316011416,10,3,4,0,0,0,14,7,0,0,0,0,0,11,9,0,0,0,0,0,8,6,4,3,0,0,0,19,7,4,5,4,4,0,26,11,8,7,4,4,0,38,9,23,12,11,3,0,47,20,37,11,6,10,3,76,21,28,13,5,5,0,77,18,47,12,13,5,3,97,18,55,11,0,12,0,100,40,67,20,3,5,3,137,18,46,10,0,6,0,80,9,24,13,0,0,0,47,12,45,15,4,3,0,77,11,40,8,3,0,0,64,8,6,4,0,0,0,13,0,3,5,0,0,0,14,6,5,6,0,0,0,20,232,453,152,66,57,16,973
316021417,5,7,3,0,6,0,27,8,0,3,0,0,0,11,12,3,3,0,3,0,25,7,3,8,0,0,0,19,15,6,10,0,5,0,35,23,17,14,5,5,0,61,28,24,10,3,6,0,67,28,30,22,11,9,0,92,15,44,9,9,13,0,88,21,29,15,7,3,0,87,35,51,15,4,3,0,107,38,92,24,8,4,3,175,16,51,8,3,7,0,83,16,17,7,0,0,0,46,23,56,17,3,0,0,99,27,37,10,4,3,0,77,9,9,3,0,0,0,14,3,3,3,3,3,0,11,15,16,7,4,0,0,40,339,484,186,65,72,7,1156
316021418,17,3,3,3,0,0,25,5,0,0,3,0,0,12,3,3,0,3,3,0,13,6,3,3,0,0,0,14,7,4,4,0,0,0,11,10,4,3,0,0,0,25,7,4,4,0,0,0,22,10,13,3,3,3,3,36,13,13,3,0,0,0,33,5,13,10,4,4,0,31,9,5,4,0,0,0,24,21,35,8,0,3,0,69,4,16,3,0,0,0,25,11,13,4,3,0,0,25,14,17,15,3,0,0,47,23,32,17,3,5,0,78,12,16,6,0,0,0,33,9,12,3,0,3,0,33,18,9,0,0,4,0,30,207,210,101,35,27,3,592
